"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","fix"
"224",275,"Kenyon Martin\martike01","PF",33,"DEN",48,48,1233,5.4,10.6,0.511,0.1,0.3,0.222,5.3,10.3,0.518,1.2,2.1,0.583,2,6.7,8.7,3.2,1.3,1,1.7,4,12.1,"kenyonmartin"
"225",276,"Kevin Martin\martike02","SG",27,"HOU",80,80,2603,7.6,17.5,0.436,2.4,6.3,0.383,5.2,11.2,0.467,8.2,9.3,0.888,0.4,3.2,3.6,2.7,1.1,0.2,2.5,2.1,25.9,"kevinmartin"
"226",277,"Roger Mason\masonro01","SG",30,"NYK",26,0,319,2.9,8.7,0.338,1.8,5,0.364,1.1,3.7,0.303,0.8,1.1,0.7,0.6,4.3,4.9,2.3,0.7,0.2,0.7,2.8,8.5,"rogermason"
"227",278,"Wesley Matthews\matthwe02","SG",24,"POR",82,69,2758,5.7,12.8,0.449,2,4.9,0.407,3.7,7.8,0.476,3.5,4.1,0.844,0.6,2.7,3.4,2.1,1.3,0.1,1.8,2.5,17,"wesleymatthews"
"228",279,"Jason Maxiell\maxieja01","PF",27,"DET",57,14,930,3.6,7.3,0.492,0,0,NA,3.6,7.3,0.492,2,3.8,0.515,2.6,4.1,6.7,0.7,0.9,0.8,1.7,3.6,9.2,"jasonmaxiell"
"229",280,"Eric Maynor\maynoer01","PG",23,"OKC",82,0,1200,4,10,0.402,1.1,2.9,0.385,2.9,7.1,0.409,1.3,1.8,0.729,0.7,2.9,3.6,7.1,1,0.2,2.3,2.9,10.4,"ericmaynor"
"230",281,"O.J. Mayo\mayooj01","SG",23,"MEM",71,17,1869,5.9,14.4,0.407,1.8,5.1,0.364,4,9.3,0.431,1.9,2.5,0.756,0.7,2.6,3.3,2.8,1.4,0.5,1.9,2.4,15.5,"ojmayo"
"231",282,"Luc Mbah a Moute\mbahalu01","PF",24,"MIL",79,52,2093,3.4,7.4,0.463,0,0.1,0,3.4,7.2,0.47,2.3,3.2,0.707,2.9,4.3,7.2,1.2,1.2,0.5,1.3,3.1,9.1,"lucmbahamoute"
"232",283,"Antonio McDyess\mcdyean01","PF",36,"SAS",73,16,1387,4.4,8.9,0.491,0,0,0,4.4,8.9,0.493,1.3,2,0.675,3.2,7.1,10.3,2.2,0.9,1,1.9,4.2,10.1,"antoniomcdyess"
"233",284,"JaVale McGee\mcgeeja01","C",23,"WAS",79,75,2193,5.5,9.9,0.55,0,0,0,5.5,9.9,0.552,2.2,3.8,0.583,3.7,6.7,10.4,0.6,0.7,3.2,1.7,3.8,13.1,"javalemcgee"
"234",285,"Tracy McGrady*\mcgratr01","SG",31,"DET",72,39,1686,4.8,11,0.442,0.6,1.9,0.341,4.2,9.1,0.462,1.9,2.8,0.698,1,4.3,5.4,5.4,1.4,0.7,2.2,2.2,12.3,"tracymcgrady"
"235",286,"Dominic McGuire\mcguido01","SF",25,"CHA",52,8,760,3.4,8.6,0.396,0,0.1,0,3.4,8.5,0.4,1.4,1.8,0.769,3,6.4,9.4,2,0.5,1.6,1.2,4.5,8.2,"dominicmcguire"
"236",287,"Josh McRoberts\mcrobjo01","PF",23,"IND",72,51,1597,4.8,8.7,0.547,0.5,1.4,0.383,4.2,7.3,0.577,2,2.7,0.739,2.5,6.2,8.6,3.4,1.1,1.3,2.1,3.7,12,"joshmcroberts"
"237",288,"Jodie Meeks\meeksjo01","SG",23,"PHI",74,64,2062,4.2,10,0.425,2.4,6.1,0.397,1.8,3.9,0.468,2.7,3,0.894,0.4,2.6,3,1.4,1.1,0.1,1,1.7,13.5,"jodiemeeks"
"238",289,"Pops Mensah-Bonsu\mensapo01","PF",27,"NOH",7,0,35,1,3.1,0.333,0,0,NA,1,3.1,0.333,0,0,NA,3.1,8.2,11.3,2.1,0,0,2.1,11.3,2.1,"popsmensahbonsu"
"239",290,"C.J. Miles\milescj01","SF",23,"UTA",78,19,1969,6.7,16.4,0.407,2,6.2,0.322,4.7,10.2,0.459,2.9,3.6,0.811,1,3.7,4.7,2.5,1.4,0.7,1.7,4,18.3,"cjmiles"
"240",291,"Darko Milicic\milicda01","C",25,"MIN",69,69,1686,5.8,12.3,0.469,0,0,NA,5.8,12.3,0.469,1.4,2.5,0.557,2.8,4.8,7.7,2.2,1.2,3,3.2,4.9,12.9,"darkomilicic"
"241",292,"Andre Miller\millean02","PG",34,"POR",81,81,2650,5.3,11.5,0.46,0.1,0.5,0.108,5.2,11,0.476,3.4,4,0.853,1.3,2.8,4.1,7.7,1.5,0.2,2.7,2.3,14,"andremiller"
"242",293,"Brad Miller\millebr01","C",34,"HOU",60,5,1015,4.7,10.5,0.446,1.4,3.8,0.374,3.3,6.7,0.487,2.8,3.3,0.83,1.6,6.3,7.9,5.1,1,0.7,1.9,3.5,13.5,"bradmiller"
"243",294,"Mike Miller\millemi01","SG",30,"MIA",41,2,838,3.5,8.7,0.401,1.8,5.1,0.364,1.6,3.6,0.452,1,1.5,0.676,1.6,6.3,7.9,2.2,0.9,0.1,1.8,3.8,9.8,"mikemiller"
"244",295,"Patty Mills\millspa02","PG",22,"POR",64,0,783,6.2,15.1,0.412,2.2,6.1,0.353,4,9,0.451,1.7,2.2,0.766,0.9,1.5,2.3,5,1.2,0,2.9,2.9,16.2,"pattymills"
"245",296,"Paul Millsap\millspa01","PF",25,"UTA",76,76,2605,7.3,13.7,0.531,0.1,0.3,0.391,7.1,13.3,0.535,3.5,4.7,0.757,2.3,5.7,8,2.6,1.4,1,2,3.8,18.2,"paulmillsap"
"246",297,"Yao Ming*\mingya01","C",30,"HOU",5,5,91,7.1,14.6,0.486,0,0,NA,7.1,14.6,0.486,5.9,6.3,0.938,2.8,7.9,10.7,1.6,0,3.2,2.8,5.1,20.2,"yaoming"
"247",299,"Greg Monroe\monrogr01","C",20,"DET",80,48,2222,4.9,8.9,0.551,0,0,0,4.9,8.9,0.552,2.3,3.8,0.622,4,5.7,9.7,1.7,1.5,0.7,1.3,3.2,12.2,"gregmonroe"
"248",301,"Anthony Morrow\morroan01","SG",25,"NJN",58,47,1856,5.4,12,0.45,2.1,5,0.423,3.3,7,0.469,1.9,2.1,0.897,0.7,2.6,3.3,1.3,0.4,0.1,1,2.6,14.8,"anthonymorrow"
"249",303,"Byron Mullens\mulleby01","PF",21,"OKC",13,0,85,3.8,11.9,0.321,0,0,NA,3.8,11.9,0.321,3,5.9,0.5,2.5,7.6,10.2,0,0.8,1.3,3.4,4.7,10.6,"byronmullens"
"250",305,"Hamady N'Diaye\ndiayha01","C",24,"WAS",16,0,80,1.8,2.3,0.8,0,0,NA,1.8,2.3,0.8,2.7,5.4,0.5,0.9,2.3,3.2,0,0.9,2.3,1.4,8.1,6.3,"hamadyndiaye"
"251",306,"Eduardo Najera\najered01","PF",34,"CHA",31,0,372,2.5,7,0.361,1.1,3.3,0.324,1.5,3.7,0.395,0.6,1.1,0.545,1.4,2.9,4.3,1.9,1.1,0.6,1.3,5,6.7,"eduardonajera"
"252",307,"Steve Nash\nashst01","PG",36,"PHO",75,75,2497,5.8,11.7,0.492,1.2,3,0.395,4.6,8.7,0.525,3.3,3.6,0.912,0.6,3.2,3.7,12.3,0.7,0.1,3.8,1.3,15.9,"stevenash"
"253",308,"Gary Neal\nealga01","SG",26,"SAS",80,1,1685,6.1,13.5,0.451,2.8,6.6,0.419,3.3,6.9,0.481,1.8,2.2,0.808,0.4,3.7,4.2,2.1,0.6,0.1,1.7,3.2,16.7,"garyneal"
"254",309,"Jameer Nelson\nelsoja01","PG",28,"ORL",76,76,2319,5.8,13,0.446,1.8,4.6,0.401,4,8.4,0.471,2,2.5,0.802,0.6,2.9,3.5,7.1,1.2,0,3,3.2,15.5,"jameernelson"
"255",310,"Joakim Noah\noahjo01","C",25,"CHI",48,48,1576,4.8,9.2,0.525,0,0,0,4.8,9.2,0.526,3.2,4.3,0.739,4.2,7.2,11.4,2.4,1.1,1.6,2.1,3.6,12.8,"joakimnoah"
"256",311,"Andres Nocioni\nocioan01","SF",31,"PHI",54,17,931,4.6,10.7,0.426,1.6,4.6,0.356,2.9,6.1,0.478,1.9,2.4,0.803,0.7,5.8,6.5,1.7,0.5,0.6,1.8,3.9,12.6,"andresnocioni"
"257",313,"Dirk Nowitzki\nowitdi01","PF",32,"DAL",73,73,2504,8.8,17,0.517,0.9,2.4,0.393,7.8,14.5,0.538,5.7,6.4,0.892,0.7,6.7,7.4,2.7,0.5,0.7,2,2.5,24.2,"dirknowitzki"
"258",314,"Jermaine O'Neal\onealje01","C",32,"BOS",24,10,431,4.2,9.1,0.459,0,0.1,0,4.2,9,0.463,2.4,3.6,0.674,2.1,5.3,7.4,1,0.2,2.5,2.3,5.4,10.8,"jermaineoneal"
"259",315,"Shaquille O'Neal*\onealsh01","C",38,"BOS",37,36,752,6.4,9.6,0.667,0,0,NA,6.4,9.6,0.667,3.5,6.3,0.557,2.3,6.2,8.5,1.2,0.8,2,2.7,5.7,16.3,"shaquilleoneal"
"260",316,"Fabricio Oberto\obertfa01","C",35,"POR",5,0,45,2.4,4,0.6,0,0,NA,2.4,4,0.6,0.8,1.6,0.5,2.4,3.2,5.6,0,0,0,2.4,8,5.6,"fabriciooberto"
"261",317,"Lamar Odom\odomla01","PF",31,"LAL",82,35,2639,6.5,12.2,0.53,0.9,2.4,0.382,5.5,9.8,0.566,2.3,3.4,0.675,2.4,7.3,9.7,3.4,0.6,0.8,1.9,2.7,16.1,"lamarodom"
"262",318,"Emeka Okafor\okafoem01","C",28,"NOH",72,72,2287,4.7,8.2,0.573,0,0,0,4.7,8.2,0.574,2.3,4.1,0.562,3.6,7.1,10.8,0.7,0.6,2,1.9,3.6,11.7,"emekaokafor"
"263",319,"Mehmet Okur\okurme01","C",31,"UTA",13,0,168,4.7,13.3,0.355,1.1,3.4,0.313,3.6,9.9,0.37,3.2,4.3,0.75,1.9,4.5,6.4,4.1,0.9,0.9,1.5,3.9,13.7,"mehmetokur"
"264",320,"Travis Outlaw\outlatr01","SF",26,"NJN",82,55,2358,4.2,11.2,0.375,1.2,3.8,0.302,3,7.3,0.413,2,2.6,0.772,0.8,4.1,5,1.3,0.5,0.5,1.1,2.3,11.5,"travisoutlaw"
"265",322,"Zaza Pachulia\pachuza01","C",26,"ATL",79,7,1244,3.1,6.7,0.461,0,0,NA,3.1,6.7,0.461,3.9,5.2,0.754,3.4,6.2,9.6,1.7,1,0.6,2,5.3,10.1,"zazapachulia"
"266",323,"Anthony Parker\parkean01","SF",35,"CLE",72,65,2091,3.8,9.5,0.399,1.5,3.9,0.379,2.3,5.6,0.412,1.3,1.6,0.779,0.6,3.2,3.8,3.8,1.2,0.2,1.4,1.9,10.3,"anthonyparker"
"267",324,"Tony Parker\parketo01","PG",28,"SAS",78,78,2528,7.9,15.2,0.519,0.4,1,0.357,7.5,14.2,0.531,3.3,4.3,0.769,0.4,3,3.4,7.3,1.3,0,2.8,1.9,19.5,"tonyparker"
"268",325,"Patrick Patterson\pattepa01","PF",21,"HOU",52,6,868,6.2,11.1,0.558,0,0.1,0,6.2,11,0.562,1.2,1.7,0.714,3.6,4.7,8.3,1.7,0.7,1.5,1.3,3.2,13.6,"patrickpatterson"
"269",326,"Chris Paul\paulch01","PG",25,"NOH",80,80,2880,5.4,11.6,0.463,0.9,2.3,0.388,4.5,9.3,0.482,4.2,4.8,0.878,0.5,3.6,4.1,9.8,2.3,0.1,2.2,2.4,15.8,"chrispaul"
"270",328,"Nikola Pekovic\pekovni01","C",25,"MIN",65,11,887,5.5,10.7,0.517,0,0,NA,5.5,10.7,0.517,3.5,4.6,0.763,3.7,4.2,7.8,1.1,0.7,1.4,3.7,7.3,14.6,"nikolapekovic"
"271",330,"Morris Peterson\petermo01","SG",33,"OKC",4,0,23,3.1,7.8,0.4,0,1.6,0,3.1,6.3,0.5,0,0,NA,0,4.7,4.7,1.6,0,0,0,7.8,6.3,"morrispeterson"
"272",331,"Johan Petro\petrojo01","C",25,"NJN",77,1,893,5.2,11.7,0.445,0,0.2,0,5.2,11.5,0.451,0.6,1.1,0.536,2.5,6,8.5,1.8,1.4,1.4,1.9,7.2,11,"johanpetro"
"273",332,"Paul Pierce\piercpa01","SF",33,"BOS",80,80,2774,6.6,13.3,0.497,1.4,3.9,0.374,5.1,9.4,0.547,5,5.8,0.86,0.4,5.1,5.6,3.4,1,0.7,2.2,3,19.6,"paulpierce"
"274",334,"Dexter Pittman\pittmde01","C",22,"MIA",2,0,11,3.3,9.8,0.333,0,0,NA,3.3,9.8,0.333,0,0,NA,3.3,6.5,9.8,0,0,0,6.5,6.5,6.5,"dexterpittman"
"275",335,"Quincy Pondexter\pondequ01","SF",22,"NOH",66,6,734,3.6,8.8,0.406,0.9,2.5,0.36,2.7,6.4,0.423,1.2,1.7,0.706,1.1,3.2,4.3,1.4,0.8,0.5,0.8,3.1,9.2,"quincypondexter"
"276",336,"James Posey\poseyja01","SF",34,"IND",49,0,839,3.5,10.3,0.336,2.9,9.1,0.316,0.6,1.2,0.483,0.5,0.6,0.733,0.4,5.9,6.3,1.5,1,0.3,1,4.4,10.3,"jamesposey"
"277",338,"Josh Powell\poweljo01","PF",28,"ATL",54,0,653,5.2,11.5,0.452,0,0.1,0,5.2,11.4,0.454,2,2.5,0.8,2.7,4.7,7.4,1.2,0.3,0.3,2.9,4.3,12.3,"joshpowell"
"278",339,"A.J. Price\priceaj01","PG",24,"IND",50,0,795,5.2,14.5,0.356,1.9,6.7,0.275,3.3,7.7,0.427,2.4,3.7,0.667,0.7,2.5,3.3,5,1.3,0,2.4,2.8,14.6,"ajprice"
"279",340,"Ronnie Price\pricero01","SG",27,"UTA",59,0,717,3.7,10.5,0.352,1,3.5,0.29,2.7,7.1,0.383,1.5,2,0.744,1.1,2,3.1,2.8,2.1,0.3,2.8,5.3,9.9,"ronnieprice"
"280",341,"Tayshaun Prince\princta01","SF",30,"DET",78,78,2562,6.6,14.1,0.473,0.5,1.4,0.347,6.2,12.7,0.486,1.7,2.4,0.702,1.1,3.5,4.6,3,0.4,0.6,1.2,1.3,15.4,"tayshaunprince"
"281",343,"Chris Quinn\quinnch01","PG",27,"SAS",41,0,292,4.1,11.2,0.363,1.4,4.6,0.297,2.7,6.7,0.407,0.5,1,0.5,0.4,2.7,3.1,5.2,0.6,0.1,1.5,3.6,10,"chrisquinn"
"282",344,"Vladimir Radmanovic\radmavl01","PF",30,"GSW",74,6,1169,4.2,9.8,0.431,2.2,5.3,0.405,2.1,4.5,0.462,0.9,1,0.882,2,4.6,6.5,2.4,1.4,1.4,1.8,4.8,11.5,"vladimirradmanovic"
"283",346,"Zach Randolph\randoza01","PF",29,"MEM",75,74,2724,7.9,15.7,0.503,0.1,0.6,0.186,7.8,15.1,0.515,4,5.2,0.758,4.3,7.8,12.1,2.2,0.8,0.3,2,2.3,19.9,"zachrandolph"
"284",347,"Theo Ratliff\ratlith01","C",37,"LAL",10,0,71,0.5,3,0.167,0,0,NA,0.5,3,0.167,0,1,0,3,3.5,6.6,1.5,1,2.5,1.5,3.5,1,"theoratliff"
"285",348,"Andy Rautins\rautian01","SG",24,"NYK",5,0,24,4.5,10.5,0.429,1.5,6,0.25,3,4.5,0.667,1.5,3,0.5,0,1.5,1.5,4.5,1.5,0,10.5,0,12,"andyrautins"
"286",349,"Michael Redd\reddmi01","SG",31,"MIL",10,0,134,4.8,12.1,0.4,1.1,4.6,0.235,3.8,7.5,0.5,1.1,1.1,1,0,2.1,2.1,3.2,0.5,0.3,1.1,1.1,11.8,"michaelredd"
"287",350,"J.J. Redick\redicjj01","SG",26,"ORL",59,5,1513,4.7,10.6,0.441,2.1,5.2,0.397,2.6,5.4,0.482,2.7,3,0.875,0.1,2.5,2.7,2.4,0.7,0.1,1.3,1.9,14.1,"jjredick"
"288",352,"Quentin Richardson\richaqu01","SF",30,"ORL",57,19,955,3.3,9.6,0.341,1.6,5.5,0.288,1.7,4.1,0.413,1.2,1.7,0.75,1.5,5.2,6.7,1.4,0.9,0.2,1.2,2.8,9.4,"quentinrichardson"
"289",353,"Luke Ridnour\ridnolu01","PG",29,"MIN",71,66,2159,5.3,11.4,0.468,1.4,3.1,0.44,4,8.3,0.479,2,2.3,0.883,0.6,2.7,3.3,6.4,1.5,0.2,2.6,2.4,14,"lukeridnour"
"290",355,"Rajon Rondo\rondora01","PG",24,"BOS",68,68,2527,4.5,9.5,0.475,0.1,0.6,0.233,4.4,8.9,0.491,1.1,1.9,0.568,1.2,3,4.2,10.8,2.2,0.2,3.3,1.7,10.3,"rajonrondo"
"291",356,"Derrick Rose\rosede01","PG",22,"CHI",81,81,3026,8.5,19,0.445,1.5,4.6,0.332,6.9,14.4,0.481,5.7,6.6,0.858,1,3,3.9,7.4,1,0.6,3.3,1.6,24.1,"derrickrose"
"292",357,"Quinton Ross\rossqu01","SF",29,"NJN",36,4,353,2.7,6,0.441,0,0.3,0,2.7,5.7,0.464,0.5,1.4,0.357,1,2,3.1,1,0.3,0.6,0.7,4.1,5.8,"quintonross"
"293",358,"Brandon Roy\roybr01","SG",26,"POR",47,23,1310,5.7,14.4,0.4,1,3.1,0.333,4.7,11.2,0.418,3.2,3.8,0.848,0.8,2.6,3.3,3.5,1,0.3,1.5,2.1,15.7,"brandonroy"
"294",359,"Brandon Rush\rushbr01","SG",25,"IND",67,21,1754,4.5,10.6,0.421,1.9,4.6,0.417,2.5,6,0.425,1.6,2.2,0.755,0.7,3.8,4.5,1.3,0.8,0.7,1.4,2.2,12.5,"brandonrush"
"295",360,"John Salmons\salmojo01","SG",31,"MIL",73,70,2554,5.3,12.7,0.415,1.2,3.1,0.379,4.1,9.6,0.427,2.7,3.4,0.813,0.4,3.4,3.7,3.6,1,0.4,1.9,2.2,14.4,"johnsalmons"
"296",361,"Samardo Samuels\samuesa01","PF",22,"CLE",37,10,701,5.6,12.4,0.456,0,0.2,0,5.6,12.2,0.462,3.5,5.6,0.618,3.9,4.3,8.1,0.9,0.8,0.9,2.7,4.5,14.8,"samardosamuels"
"297",362,"Larry Sanders\sandela01","C",22,"MIL",60,12,872,4.8,11.1,0.433,0,0,NA,4.8,11.1,0.433,1.2,2.1,0.56,2.4,4.9,7.3,0.7,0.9,3,1.6,4.8,10.7,"larrysanders"
"298",363,"Brian Scalabrine\scalabr01","PF",32,"CHI",18,0,88,4.1,7.8,0.526,0,2,0,4.1,5.7,0.714,0,0,NA,0.4,2.9,3.3,2.5,1.2,1.6,2,7.4,8.2,"brianscalabrine"
"299",364,"Luis Scola\scolalu01","PF",30,"HOU",74,74,2412,8.5,16.9,0.504,0,0,0,8.5,16.8,0.505,3.2,4.3,0.738,2.2,6.9,9,2.8,0.7,0.7,2.2,3.4,20.2,"luisscola"
"300",365,"Thabo Sefolosha\sefolth01","SG",26,"OKC",79,79,2049,2.8,5.9,0.471,0.5,1.8,0.275,2.3,4.1,0.558,1,1.4,0.747,1.1,4.9,6.1,2,1.7,0.7,1,3,7,"thabosefolosha"
"301",366,"Kevin Seraphin\serapke01","PF",21,"WAS",58,1,635,3.7,8.3,0.449,0,0,NA,3.7,8.3,0.449,1.2,1.8,0.71,4.5,4.1,8.6,0.6,1,1.6,2.4,7.1,8.7,"kevinseraphin"
"302",367,"Ramon Sessions\sessira01","PG",24,"CLE",81,38,2133,6.1,13.1,0.466,0.1,0.3,0.2,6.1,12.8,0.472,5.9,7.1,0.823,0.8,3.5,4.3,7.1,1,0.1,3,1.6,18.1,"ramonsessions"
"303",368,"Mustafa Shakur\shakumu01","PG",26,"WAS",22,0,159,4.8,13.4,0.356,0.2,2.3,0.1,4.5,11.1,0.408,1.8,3.4,0.533,1.6,3.4,5,5.7,1.1,0.7,4.1,3.4,11.5,"mustafashakur"
"304",369,"Garret Siler\silerga01","C",24,"PHO",21,0,101,6.1,11,0.548,0,0,NA,6.1,11,0.548,3.9,7.8,0.5,5.7,4.3,10,1.1,0.4,1.4,3.6,7.1,16,"garretsiler"
"305",370,"Bobby Simmons\simmobo01","SF",30,"SAS",2,0,16,0,6.8,0,0,6.8,0,0,0,NA,0,0,NA,0,0,0,4.5,0,0,0,4.5,0,"bobbysimmons"
"306",371,"Brian Skinner\skinnbr01","C",34,"MIL",2,0,6,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"brianskinner"
"307",372,"Craig Smith\smithcr01","PF",27,"LAC",48,0,586,6.4,11.5,0.553,0,0.3,0,6.4,11.2,0.568,3.1,4.2,0.735,2.6,4.5,7.2,1.9,1,0.4,2,5.2,15.8,"craigsmith"
"308",374,"J.R. Smith\smithjr01","SF",25,"DEN",79,6,1968,6.2,14.3,0.435,2.3,5.8,0.39,4,8.5,0.466,3,4,0.738,0.8,5.1,5.9,3.2,1.7,0.3,1.8,3.2,17.7,"jrsmith"
"309",375,"Jason Smith\smithja02","C",24,"NOH",77,6,1102,4.4,10,0.443,0,0.1,0,4.4,10,0.446,1.9,2.3,0.843,2.9,5,7.9,1.2,0.8,1,1.7,4.9,10.8,"jasonsmith"
"310",377,"Josh Smith\smithjo03","PF",25,"ATL",77,77,2645,6.8,14.2,0.477,0.7,2.1,0.331,6.1,12.1,0.503,3.1,4.3,0.725,1.8,7.1,8.9,3.5,1.3,1.6,2.7,3,17.3,"joshsmith"
"311",378,"Darius Songaila\songada01","C",32,"PHI",10,0,71,3.5,7.6,0.467,0,0,NA,3.5,7.6,0.467,1,2,0.5,1,4.1,5.1,1,0,0,2,8.1,8.1,"dariussongaila"
"312",379,"Marreese Speights\speigma01","C",23,"PHI",64,1,734,7.1,14.3,0.495,0,0.2,0.25,7,14.1,0.498,2.7,3.6,0.753,3.1,7.2,10.3,1.5,0.4,0.9,2,5.9,16.9,"marreesespeights"
"313",380,"Tiago Splitter\splitti01","C",26,"SAS",60,6,738,4.9,9.3,0.529,0,0,0,4.9,9.3,0.532,3.7,6.8,0.543,3.5,6.3,9.8,1.3,1.4,0.8,1.6,4.4,13.6,"tiagosplitter"
"314",381,"Jerry Stackhouse\stackje01","SG",36,"MIA",7,1,50,2.2,8.6,0.25,0.7,2.9,0.25,1.4,5.8,0.25,3.6,5,0.714,0.7,4.3,5,2.2,0,1.4,1.4,2.2,8.6,"jerrystackhouse"
"315",382,"Lance Stephenson\stephla01","SG",20,"IND",12,0,115,4.1,12.2,0.333,0,1.6,0,4.1,10.6,0.382,3.4,4.4,0.786,0.3,5.3,5.6,6.6,1.3,0,5,4.4,11.6,"lancestephenson"
"316",383,"DeShawn Stevenson\stevede01","SG",29,"DAL",72,54,1158,4,10.3,0.388,2.9,7.7,0.378,1.1,2.5,0.42,1,1.3,0.767,0.6,2.7,3.3,2.4,0.7,0.2,1.4,2.2,11.9,"deshawnstevenson"
"317",385,"Amar'e Stoudemire\stoudam01","C",28,"NYK",78,78,2870,9.3,18.6,0.502,0.1,0.3,0.435,9.2,18.3,0.503,5.9,7.5,0.792,2.5,5.5,8,2.5,0.9,1.9,3.1,3.4,24.7,"amarestoudemire"
"318",386,"Rodney Stuckey\stuckro01","PG",24,"DET",70,54,2183,6,13.6,0.439,0.4,1.5,0.289,5.6,12.2,0.457,5.4,6.3,0.866,1.2,2.4,3.6,6,1.3,0.2,2.6,2.9,17.8,"rodneystuckey"
"319",387,"DaJuan Summers\summeda01","SF",23,"DET",22,1,199,5.1,12.5,0.406,1.6,3.8,0.429,3.4,8.7,0.396,1.6,3.6,0.45,0.4,1.8,2.2,0.4,0.5,0.2,2.4,3.8,13.4,"dajuansummers"
"320",388,"Pape Sy\sypa01","SF",22,"ATL",3,0,21,3.4,10.3,0.333,0,1.7,0,3.4,8.6,0.4,5.1,5.1,1,3.4,1.7,5.1,3.4,1.7,0,5.1,1.7,12,"papesy"
"321",390,"Jeff Teague\teaguje01","PG",22,"ATL",70,7,963,5,11.4,0.438,0.7,1.8,0.375,4.3,9.6,0.449,2.9,3.6,0.794,0.4,3.4,3.8,5.2,1.7,0.9,2.4,3.1,13.5,"jeffteague"
"322",391,"Sebastian Telfair\telfase01","PG",25,"MIN",37,8,711,4.9,12.2,0.402,1.4,3.9,0.359,3.5,8.3,0.423,2.2,3,0.733,0.9,1.9,2.7,5.6,1.3,0.2,3.2,3.2,13.5,"sebastiantelfair"
"323",393,"Jason Terry\terryja01","SG",33,"DAL",82,10,2564,6.9,15.3,0.451,1.8,4.9,0.362,5.1,10.4,0.493,2.6,3,0.85,0.3,1.8,2.1,4.7,1.3,0.2,2.3,2,18.2,"jasonterry"
"324",395,"Etan Thomas\thomaet01","C",32,"ATL",13,0,82,4.4,9.2,0.476,0,0,NA,4.4,9.2,0.476,5.3,6.6,0.8,2.6,7.5,10.1,0.9,0.4,1.8,2.2,4.8,14,"etanthomas"
"325",396,"Kurt Thomas\thomaku01","PF",38,"CHI",52,37,1178,2.9,5.7,0.511,0,0,1,2.9,5.7,0.508,0.6,1,0.625,2.3,6.9,9.2,1.8,1,1.3,1.3,5,6.4,"kurtthomas"
"326",397,"Tyrus Thomas\thomaty01","C",24,"CHA",41,2,861,6.5,13.8,0.471,0,0.1,0,6.5,13.7,0.476,4.5,5.7,0.787,2.7,6.6,9.4,1.2,1.3,2.8,2.7,4.7,17.5,"tyrusthomas"
"327",398,"Jason Thompson\thompja02","PF",24,"SAC",75,39,1748,5.6,11,0.507,0,0.1,0,5.6,10.9,0.51,2.5,4.1,0.605,3,6.4,9.4,1.8,0.6,0.9,2,4.4,13.7,"jasonthompson"
"328",401,"Anthony Tolliver\tollian01","SF",25,"MIN",65,4,1362,3.7,8.3,0.45,1.2,3,0.409,2.5,5.2,0.475,2.8,3.5,0.802,2.4,5.4,7.8,2.2,0.7,0.7,1.3,3.8,11.5,"anthonytolliver"
"329",402,"Ronny Turiaf\turiaro01","C",28,"NYK",64,21,1141,3.2,5.1,0.632,0,0,NA,3.2,5.1,0.632,1.9,3.1,0.622,2,4.5,6.5,2.9,1.1,2.3,1.3,5,8.4,"ronnyturiaf"
"330",404,"Evan Turner\turneev01","SG",22,"PHI",78,14,1797,4.5,10.6,0.425,0.3,0.9,0.318,4.2,9.7,0.435,2,2.5,0.808,0.8,5.3,6.1,3.2,1,0.3,1.6,2.8,11.3,"evanturner"
"331",405,"Ekpe Udoh\udohek01","C",23,"GSW",58,18,1030,3.4,7.8,0.437,0,0,NA,3.4,7.8,0.437,1.5,2.2,0.656,2.8,3.5,6.3,1.4,0.8,3,1.7,5,8.2,"ekpeudoh"
"332",406,"Ime Udoka\udokaim01","SF",33,"SAS",20,0,130,1.4,5.8,0.238,0,2.2,0,1.4,3.6,0.385,1.1,2.2,0.5,1.4,3.9,5.3,3.6,2.2,0.3,1.4,3.9,3.9,"imeudoka"
"333",407,"Beno Udrih\udrihbe01","PG",28,"SAC",79,64,2734,5.4,10.9,0.5,0.9,2.4,0.357,4.6,8.5,0.54,2.6,3,0.864,0.5,2.9,3.5,5.1,1.2,0.1,1.9,2.4,14.3,"benoudrih"
"334",408,"Ben Uzoh\uzohbe01","PG",22,"NJN",42,0,438,5,11.8,0.424,0.2,0.7,0.375,4.8,11.2,0.426,2.7,4.6,0.589,2.5,2.5,5,5.7,1.1,0.7,2.1,2.4,13,"benuzoh"
"335",409,"Anderson Varejao\varejan01","C",28,"CLE",31,31,994,4.1,7.8,0.528,0,0.1,0,4.1,7.8,0.533,2,2.9,0.667,3.5,7.4,10.9,1.6,1,1.4,1.4,3.2,10.2,"andersonvarejao"
"336",410,"Greivis Vasquez\vasqugr01","SG",24,"MEM",70,1,860,4,9.8,0.408,1,3.6,0.291,2.9,6.2,0.476,1.4,1.8,0.773,0.5,2.6,3.1,6.3,0.9,0.2,2.9,3.5,10.4,"greivisvasquez"
