"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP","fix"
"217",268,"John Lucas III\lucasjo02","PG",28,"CHI",2,10,-0.1,0.258,0.333,0.667,0,0,0,15,0,0,0,17.8,NA,0,0,0,-0.121,NA,-8.9,-6.9,-15.8,0,"johnlucasiii"
"218",269,"Corey Maggette\maggeco01","SF",31,"MIL",67,1401,15.8,0.573,0.14,0.581,3.6,16.8,10,11.3,0.8,0.3,15.3,27.7,NA,1.5,1.9,3.4,0.115,NA,-1.3,-1.4,-2.7,-0.2,"coreymaggette"
"219",270,"Jamaal Magloire\magloja01","C",32,"MIA",18,158,12.7,0.585,0,0.818,13.6,31.2,22.9,2.8,1.3,1,14.3,10.3,NA,0.3,0.3,0.6,0.172,NA,-2.5,-0.1,-2.7,0,"jamaalmagloire"
"220",271,"Ian Mahinmi\mahinia01","C",24,"DAL",56,488,13.7,0.645,0.02,0.837,10.7,17.8,14.4,2.5,1.5,2.3,15.7,15.3,NA,1,0.8,1.8,0.177,NA,-1.3,0.8,-0.6,0.2,"ianmahinmi"
"221",272,"Shawn Marion\mariosh01","SF",32,"DAL",80,2253,17,0.551,0.04,0.197,9.1,19.2,14.3,8.3,1.6,1.7,12.5,21.5,NA,2.3,3.4,5.6,0.12,NA,-0.7,1.8,1.2,1.8,"shawnmarion"
"222",273,"Sean Marks\marksse01","C",35,"POR",29,208,4.9,0.473,0.045,0.182,9,14.8,11.8,2.9,0.8,2,18.8,13.1,NA,-0.1,0.2,0.1,0.019,NA,-5.3,-0.7,-6,-0.2,"seanmarks"
"223",274,"Cartier Martin\martica01","SF",26,"WAS",52,542,11.7,0.524,0.544,0.22,4.1,11.8,7.8,5.2,1.7,0.8,7.4,17.6,NA,0.5,0.3,0.8,0.071,NA,-0.3,-2.7,-3,-0.1,"cartiermartin"
"224",275,"Kenyon Martin\martike01","PF",33,"DEN",48,1233,14.1,0.526,0.025,0.199,6.5,20.9,13.9,13.6,1.8,2.2,13,16.4,NA,1,1.6,2.7,0.104,NA,-0.9,2.7,1.8,1.2,"kenyonmartin"
"225",276,"Kevin Martin\martike02","SG",27,"HOU",80,2603,21.4,0.601,0.362,0.528,1.2,10,5.6,13,1.6,0.4,10.5,29.6,NA,8,1.5,9.5,0.175,NA,4.4,-2.8,1.6,2.3,"kevinmartin"
"226",277,"Roger Mason\masonro01","SG",30,"NYK",26,319,7.1,0.461,0.571,0.13,1.8,13.7,7.7,8.8,0.9,0.5,6.9,12.2,NA,0.1,0.1,0.2,0.029,NA,-2.4,-2,-4.4,-0.2,"rogermason"
"227",278,"Wesley Matthews\matthwe02","SG",24,"POR",82,2758,15.5,0.582,0.386,0.322,2,9.7,5.7,10.2,2,0.3,11,21.3,NA,5,2.3,7.2,0.126,NA,2.1,-1.1,1.1,2.1,"wesleymatthews"
"228",279,"Jason Maxiell\maxieja01","PF",27,"DET",57,930,9.4,0.51,0,0.524,8.3,14.7,11.4,2.7,1.4,1.8,15.9,13.9,NA,0,0.4,0.5,0.024,NA,-3.6,-0.9,-4.5,-0.6,"jasonmaxiell"
"229",280,"Eric Maynor\maynoer01","PG",23,"OKC",82,1200,11.7,0.485,0.288,0.177,2.5,9.1,5.9,30.3,1.5,0.4,17.7,16.5,NA,0.7,0.8,1.5,0.061,NA,-1.2,-2.1,-3.4,-0.4,"ericmaynor"
"230",281,"O.J. Mayo\mayooj01","SG",23,"MEM",71,1869,12.6,0.499,0.353,0.175,2.2,8.7,5.4,12.1,2,1.1,11,21.8,NA,0.5,1.9,2.4,0.062,NA,-0.2,-0.9,-1.1,0.4,"ojmayo"
"231",282,"Luc Mbah a Moute\mbahalu01","PF",24,"MIL",79,2093,11.5,0.518,0.016,0.439,9.2,14.3,11.7,5.3,1.8,1.1,13.1,13.1,NA,1.5,3.3,4.8,0.109,NA,-2.3,2.2,0,1,"lucmbahamoute"
"232",283,"Antonio McDyess\mcdyean01","PF",36,"SAS",73,1387,12.8,0.516,0.003,0.224,10.5,22.3,16.5,9,1.3,2,16,14.9,NA,1,2.1,3,0.105,NA,-2.2,2.2,0,0.7,"antoniomcdyess"
"233",284,"JaVale McGee\mcgeeja01","C",23,"WAS",79,2193,17.4,0.566,0.005,0.381,11.2,22.2,16.5,2.8,1,6.7,12.6,16.3,NA,2.7,2.5,5.3,0.115,NA,-1.8,1.7,-0.1,1,"javalemcgee"
"234",285,"Tracy McGrady*\mcgratr01","SG",31,"DET",72,1686,14.9,0.503,0.171,0.251,3.4,15.4,9.1,23.6,2.1,1.6,15.2,18.6,NA,1,1.1,2.1,0.061,NA,-0.5,0.2,-0.3,0.7,"tracymcgrady"
"235",286,"Dominic McGuire\mcguido01","SF",25,"CHA",52,760,10.4,0.437,0.011,0.214,10,21.8,15.9,9,0.7,3.5,11.2,13.8,NA,0.1,0.9,0.9,0.059,NA,-4,1.5,-2.5,-0.1,"dominicmcguire"
"236",287,"Josh McRoberts\mcrobjo01","PF",23,"IND",72,1597,16,0.608,0.155,0.308,7.6,18.8,13.3,15,1.5,2.6,17.5,14.7,NA,2.6,2.2,4.9,0.147,NA,0.4,2.5,2.9,2,"joshmcroberts"
"237",288,"Jodie Meeks\meeksjo01","SG",23,"PHI",74,2062,12.6,0.6,0.611,0.298,1.2,8.4,4.8,5.7,1.6,0.1,8.5,15.7,NA,3.2,1.9,5.1,0.12,NA,1.6,-1,0.6,1.4,"jodiemeeks"
"238",289,"Pops Mensah-Bonsu\mensapo01","PF",27,"NOH",7,35,-0.1,0.333,0,0,10.4,28,19.1,8,0,0,40,6.8,NA,0,0,0,0.013,NA,-6.6,1.2,-5.4,0,"popsmensahbonsu"
"239",290,"C.J. Miles\milescj01","SF",23,"UTA",78,1969,14.4,0.507,0.377,0.218,3.3,12.4,7.8,11.7,2,1.6,8.6,25.1,NA,1.2,1.3,2.5,0.061,NA,0.4,-2.1,-1.6,0.2,"cjmiles"
"240",291,"Darko Milicic\milicda01","C",25,"MIN",69,1686,12.2,0.482,0,0.199,8.5,15.4,11.8,9.9,1.6,6.3,19.4,19.7,NA,-1.5,1.7,0.2,0.007,NA,-3.8,3,-0.8,0.5,"darkomilicic"
"241",292,"Andre Miller\millean02","PG",34,"POR",81,2650,17.8,0.529,0.044,0.346,4.3,9.9,7,35.7,2.3,0.4,16.8,20.6,NA,4.6,2.4,7,0.127,NA,1.3,-0.2,1.1,2.1,"andremiller"
"242",293,"Brad Miller\millebr01","C",34,"HOU",60,1015,16.3,0.566,0.361,0.318,4.9,19.9,12.4,21.4,1.4,1.4,13.8,17,NA,2,1,3,0.142,NA,1.2,0.6,1.7,0.9,"bradmiller"
"243",294,"Mike Miller\millemi01","SG",30,"MIA",41,838,9.7,0.525,0.584,0.168,5.7,19.5,13,9.1,1.3,0.2,15.9,14.4,NA,0.4,1.2,1.6,0.09,NA,-0.8,0.2,-0.6,0.3,"mikemiller"
"244",295,"Patty Mills\millspa02","PG",22,"POR",64,783,13,0.506,0.405,0.143,2.8,5.2,4,24.3,1.9,0.1,15.1,24.5,NA,0.2,0.5,0.7,0.044,NA,-0.1,-3.5,-3.6,-0.3,"pattymills"
"245",296,"Paul Millsap\millspa01","PF",25,"UTA",76,2605,19.8,0.578,0.023,0.342,7.5,19.4,13.4,12.6,2.1,2.2,11.3,22.6,NA,5.2,2.5,7.7,0.143,NA,1.6,0.7,2.4,2.9,"paulmillsap"
"246",297,"Yao Ming*\mingya01","C",30,"HOU",5,91,19.8,0.579,0,0.432,8.7,24.9,16.8,7.3,0,6.1,13.7,24.8,NA,0.2,0.1,0.3,0.147,NA,-2.8,0,-2.8,0,"yaoming"
"247",299,"Greg Monroe\monrogr01","C",20,"DET",80,2222,18,0.575,0.002,0.424,13,20.4,16.5,7.5,2.3,1.6,11,15.4,NA,4.7,1.9,6.6,0.143,NA,1.4,1,2.5,2.5,"gregmonroe"
"248",301,"Anthony Morrow\morroan01","SG",25,"NJN",58,1856,12.1,0.573,0.419,0.173,2.3,8.8,5.5,6.3,0.5,0.3,7.5,18,NA,2.6,0.4,3,0.078,NA,1.1,-2.3,-1.2,0.4,"anthonymorrow"
"249",303,"Byron Mullens\mulleby01","PF",21,"OKC",13,85,3.5,0.366,0,0.5,8.6,24,16.5,0,1.2,2.6,19,22.5,NA,-0.3,0.1,-0.2,-0.113,NA,-12.5,-4.7,-17.2,-0.3,"byronmullens"
"250",305,"Hamady N'Diaye\ndiayha01","C",24,"WAS",16,80,5.3,0.681,0,2.4,2.8,7.4,5,0,1.3,4.8,22.6,7.3,NA,0,0,0.1,0.046,NA,-4.8,0.2,-4.6,-0.1,"hamadyndiaye"
"251",306,"Eduardo Najera\najered01","PF",34,"CHA",31,372,5.5,0.449,0.472,0.153,4.5,9.8,7.2,8.2,1.6,1.3,14.5,11.3,NA,-0.1,0.3,0.2,0.02,NA,-3.2,0.1,-3.1,-0.1,"eduardonajera"
"252",307,"Steve Nash\nashst01","PG",36,"PHO",75,2497,20.8,0.601,0.253,0.307,1.8,10.2,6,53.1,1,0.1,22.4,21.4,NA,7.3,0.7,7.9,0.153,NA,3.6,-3,0.6,1.6,"stevenash"
"253",308,"Gary Neal\nealga01","SG",26,"SAS",80,1685,13.1,0.578,0.487,0.165,1.5,11.8,6.8,9.1,0.8,0.2,10.3,20.6,NA,2.1,1.4,3.5,0.099,NA,0.9,-1.9,-1.1,0.4,"garyneal"
"254",309,"Jameer Nelson\nelsoja01","PG",28,"ORL",76,2319,15.4,0.548,0.354,0.193,1.9,9.3,5.7,33.7,1.7,0.1,17.6,22,NA,3.4,3.2,6.6,0.136,NA,1.8,-0.2,1.6,2.1,"jameernelson"
"255",310,"Joakim Noah\noahjo01","C",25,"CHI",48,1576,18.8,0.579,0.002,0.468,13.9,22.8,18.5,10.7,1.6,3.5,15.7,16.8,NA,3.1,3.6,6.7,0.205,NA,0.7,4.2,4.9,2.8,"joakimnoah"
"256",311,"Andres Nocioni\nocioan01","SF",31,"PHI",54,931,10.1,0.538,0.426,0.22,2.4,18.6,10.5,7.4,0.8,1.2,13.4,17.4,NA,0.2,1.1,1.3,0.067,NA,-2.3,-0.6,-3,-0.2,"andresnocioni"
"257",313,"Dirk Nowitzki\nowitdi01","PF",32,"DAL",73,2504,23.4,0.612,0.142,0.376,2.4,20.8,12,14.2,0.8,1.4,9.1,28.2,NA,7.8,3.3,11.1,0.213,NA,3.2,0.6,3.8,3.7,"dirknowitzki"
"258",314,"Jermaine O'Neal\onealje01","C",32,"BOS",24,431,9.2,0.504,0.009,0.394,7.6,17,12.6,4.3,0.2,5.4,17.4,17.2,NA,-0.2,0.8,0.6,0.065,NA,-5.4,2.4,-3,-0.1,"jermaineoneal"
"259",315,"Shaquille O'Neal*\onealsh01","C",38,"BOS",37,752,17.4,0.659,0,0.652,8.3,20.1,14.6,5.9,1.1,4.4,17.8,20.1,NA,1.1,1.6,2.7,0.174,NA,-1.1,2.6,1.5,0.7,"shaquilleoneal"
"260",316,"Fabricio Oberto\obertfa01","C",35,"POR",5,45,0.8,0.595,0,0.4,7.8,11.4,9.5,0,0,0,33.8,9.2,NA,0,0,0,-0.012,NA,-6.4,-3.6,-10,-0.1,"fabriciooberto"
"261",317,"Lamar Odom\odomla01","PF",31,"LAL",82,2639,19.4,0.589,0.199,0.275,7.8,22.2,15.2,15.5,0.9,1.8,12.2,19.7,NA,6.1,4,10.1,0.184,NA,2.3,1.4,3.7,3.8,"lamarodom"
"262",318,"Emeka Okafor\okafoem01","C",28,"NOH",72,2287,16,0.584,0.002,0.492,12.2,24.3,18.2,3,0.9,4.6,15.7,15.8,NA,2.7,3.8,6.5,0.136,NA,-1.5,2.4,0.8,1.6,"emekaokafor"
"263",319,"Mehmet Okur\okurme01","C",31,"UTA",13,168,12.6,0.452,0.258,0.323,6.4,15.2,10.8,17.7,1.3,1.9,9,21.2,NA,0.1,0.1,0.2,0.048,NA,-1.4,-1.6,-3,0,"mehmetokur"
"264",320,"Travis Outlaw\outlatr01","SF",26,"NJN",82,2358,8.8,0.469,0.345,0.234,2.6,14,8.1,5.8,0.8,1.2,8.1,17.3,NA,-0.4,1.2,0.8,0.016,NA,-2.6,-0.9,-3.6,-0.9,"travisoutlaw"
"265",322,"Zaza Pachulia\pachuza01","C",26,"ATL",79,1244,12.4,0.562,0,0.772,11.6,20.6,16.1,7,1.5,1.3,18.2,14.5,NA,1.5,1.6,3.1,0.118,NA,-2.2,0.8,-1.5,0.2,"zazapachulia"
"266",323,"Anthony Parker\parkean01","SF",35,"CLE",72,2091,10.5,0.505,0.411,0.172,1.8,10.5,6,16.7,1.7,0.4,11.9,14.6,NA,0.9,0.6,1.5,0.034,NA,-0.8,-0.7,-1.6,0.2,"anthonyparker"
"267",324,"Tony Parker\parketo01","PG",28,"SAS",78,2528,20.4,0.569,0.065,0.283,1.4,9.3,5.5,35.2,1.9,0.1,14.3,25.5,NA,5.8,2.4,8.2,0.156,NA,2.5,-0.8,1.7,2.4,"tonyparker"
"268",325,"Patrick Patterson\pattepa01","PF",21,"HOU",52,868,16.7,0.574,0.007,0.157,11.2,14.9,13.1,7.6,1,3,9.8,16.1,NA,1.7,0.7,2.4,0.134,NA,0,0.5,0.5,0.5,"patrickpatterson"
"269",326,"Chris Paul\paulch01","PG",25,"NOH",80,2880,23.7,0.578,0.197,0.414,1.6,12.3,6.9,45.8,3.5,0.1,13.9,21.1,NA,9.5,4.4,13.9,0.232,NA,5.4,1,6.4,6.1,"chrispaul"
"270",328,"Nikola Pekovic\pekovni01","C",25,"MIN",65,887,11.2,0.573,0,0.433,11,13.2,12.1,4.8,1,3,22.5,19.4,NA,0.2,0.5,0.6,0.035,NA,-3.1,-0.8,-3.9,-0.4,"nikolapekovic"
"271",330,"Morris Peterson\petermo01","SG",33,"OKC",4,23,1.7,0.4,0.2,0,0,14.8,7.6,6.4,0,0,0,9.9,NA,0,0,0,0.015,NA,-5.1,-2.1,-7.3,0,"morrispeterson"
"272",331,"Johan Petro\petrojo01","C",25,"NJN",77,893,9.9,0.452,0.014,0.097,8,20.4,14,8.4,2,2.9,13.2,18.1,NA,-0.7,1.1,0.4,0.024,NA,-4.6,1.4,-3.2,-0.3,"johanpetro"
"273",332,"Paul Pierce\piercpa01","SF",33,"BOS",80,2774,19.7,0.62,0.291,0.44,1.6,16.6,9.5,16.1,1.5,1.4,12.3,24,NA,6.5,5.1,11.6,0.201,NA,3.1,1.6,4.7,4.7,"paulpierce"
"274",334,"Dexter Pittman\pittmde01","C",22,"MIA",2,11,-6.4,0.333,0,0,11.5,20.4,16.2,0,0,0,40,21.3,NA,-0.1,0,-0.1,-0.246,NA,-15.7,-5.5,-21.2,-0.1,"dexterpittman"
"275",335,"Quincy Pondexter\pondequ01","SF",22,"NOH",66,734,8.5,0.482,0.278,0.189,3.8,10.8,7.3,5.9,1.3,1.1,7.6,13.7,NA,0.2,0.7,0.9,0.06,NA,-2.8,0,-2.8,-0.1,"quincypondexter"
"276",336,"James Posey\poseyja01","SF",34,"IND",49,839,7.5,0.485,0.88,0.062,1.3,18,9.7,6.1,1.4,0.5,8.8,14.3,NA,0,1,1,0.056,NA,-1.3,-0.6,-2,0,"jamesposey"
"277",338,"Josh Powell\poweljo01","PF",28,"ATL",54,653,8,0.492,0.005,0.216,9.1,15.8,12.5,5.5,0.4,0.6,18.9,20.4,NA,-0.7,0.5,-0.2,-0.012,NA,-5.8,-2.3,-8,-1,"joshpowell"
"278",339,"A.J. Price\priceaj01","PG",24,"IND",50,795,10.7,0.454,0.466,0.253,2.3,7.8,5,22.7,1.8,0.1,13,22.7,NA,-0.4,0.7,0.3,0.02,NA,-1.1,-2.3,-3.4,-0.3,"ajprice"
"279",340,"Ronnie Price\pricero01","SG",27,"UTA",59,717,5.5,0.434,0.329,0.186,3.7,6.6,5.1,11.7,3.1,0.6,19.5,18,NA,-1.2,0.5,-0.7,-0.048,NA,-4.1,-1.1,-5.3,-0.6,"ronnieprice"
"280",341,"Tayshaun Prince\princta01","SF",30,"DET",78,2562,15.1,0.511,0.098,0.168,3.6,12.6,7.9,14.4,0.6,1.3,7.1,21,NA,2.9,0.4,3.3,0.062,NA,0,-1.7,-1.7,0.2,"tayshaunprince"
"281",343,"Chris Quinn\quinnch01","PG",27,"SAS",41,292,7.5,0.428,0.407,0.088,1.2,8.5,5,21.1,0.9,0.2,11.3,16.8,NA,-0.1,0.2,0.1,0.024,NA,-3,-2.3,-5.3,-0.2,"chrisquinn"
"282",344,"Vladimir Radmanovic\radmavl01","PF",30,"GSW",74,1169,12.6,0.562,0.544,0.107,6.1,14.7,10.3,9.6,1.9,2.9,14.6,14.7,NA,1.2,0.9,2.1,0.086,NA,-0.2,0.2,0,0.6,"vladimirradmanovic"
"283",346,"Zach Randolph\randoza01","PF",29,"MEM",75,2724,22.6,0.552,0.036,0.333,14.2,26,20.1,10.2,1.2,0.7,10,25,NA,6.8,3.7,10.5,0.185,NA,2.6,-0.1,2.5,3.1,"zachrandolph"
"284",347,"Theo Ratliff\ratlith01","C",37,"LAL",10,71,4.4,0.145,0,0.333,9.9,10.8,10.4,5.5,1.5,5.4,30.4,6.3,NA,-0.1,0.1,0,0,NA,-6.4,4.7,-1.8,0,"theoratliff"
"285",348,"Andy Rautins\rautian01","SG",24,"NYK",5,24,-1.2,0.508,0.571,0.286,0,4.8,2.4,18.7,2.1,0,47,27.5,NA,-0.2,0,-0.2,-0.314,NA,-11.6,-4.3,-16,-0.1,"andyrautins"
"286",349,"Michael Redd\reddmi01","SG",31,"MIL",10,134,9.7,0.47,0.378,0.089,0,7.1,3.5,15.6,0.8,0.6,7.9,17.7,NA,0,0.1,0.1,0.048,NA,-3,-2.1,-5.1,-0.1,"michaelredd"
"287",350,"J.J. Redick\redicjj01","SG",26,"ORL",59,1513,12.8,0.589,0.49,0.286,0.5,8.1,4.4,11,1,0.2,9.5,17,NA,2.7,1.8,4.5,0.142,NA,1.1,-0.4,0.6,1,"jjredick"
"288",352,"Quentin Richardson\richaqu01","SF",30,"ORL",57,955,8.1,0.454,0.573,0.173,4.9,16.6,10.9,6.1,1.4,0.4,10.7,14.9,NA,-0.2,1.5,1.3,0.067,NA,-2.4,0.8,-1.6,0.1,"quentinrichardson"
"289",353,"Luke Ridnour\ridnolu01","PG",29,"MIN",71,2159,15,0.567,0.27,0.201,1.9,8.6,5.1,28.1,2.1,0.4,17.6,17.8,NA,3.2,0.8,4,0.089,NA,1.2,-1.5,-0.3,0.9,"lukeridnour"
"290",355,"Rajon Rondo\rondora01","PG",24,"BOS",68,2527,17.1,0.495,0.064,0.197,4.5,9.7,7.2,47.1,3.2,0.3,24.3,18.3,NA,1.8,4.8,6.6,0.126,NA,0.3,1.7,2,2.5,"rajonrondo"
"291",356,"Derrick Rose\rosede01","PG",22,"CHI",81,3026,23.5,0.55,0.241,0.348,3.2,9.4,6.4,38.7,1.5,1.3,13.1,32.2,NA,8.3,4.8,13.1,0.208,NA,5.8,0.1,5.9,6,"derrickrose"
"292",357,"Quinton Ross\rossqu01","SF",29,"NJN",36,353,3.7,0.437,0.051,0.237,3.3,6.9,5,4.3,0.5,1.3,9.7,9.5,NA,-0.1,0.1,0,-0.007,NA,-5.1,-0.7,-5.8,-0.3,"quintonross"
"293",358,"Brandon Roy\roybr01","SG",26,"POR",47,1310,13.9,0.491,0.218,0.264,2.5,9.1,5.6,16.8,1.5,0.8,8.6,22.8,NA,1.2,0.9,2.1,0.077,NA,-0.5,-1.6,-2.1,0,"brandonroy"
"294",359,"Brandon Rush\rushbr01","SG",25,"IND",67,1754,10.6,0.54,0.433,0.206,2.1,11.6,6.9,5.6,1.2,1.5,10.9,15.9,NA,0.9,1.7,2.6,0.07,NA,-1.1,-0.1,-1.2,0.4,"brandonrush"
"295",360,"John Salmons\salmojo01","SG",31,"MIL",73,2554,12.8,0.51,0.244,0.267,1.2,11.2,6.1,17.5,1.5,0.9,12,20.9,NA,0.9,3.4,4.3,0.081,NA,-0.8,0.7,-0.2,1.2,"johnsalmons"
"296",361,"Samardo Samuels\samuesa01","PF",22,"CLE",37,701,11.7,0.498,0.012,0.456,12,14,13,4.2,1.1,2,15.5,22.1,NA,-0.3,0.3,0,0.002,NA,-3.9,-2,-5.9,-0.7,"samardosamuels"
"297",362,"Larry Sanders\sandela01","C",22,"MIL",60,872,11,0.448,0,0.187,7.7,16.3,11.9,3.2,1.3,6.5,11.6,17.6,NA,-0.7,1.8,1,0.057,NA,-6.2,3,-3.2,-0.3,"larrysanders"
"298",363,"Brian Scalabrine\scalabr01","PF",32,"CHI",18,88,6.5,0.526,0.263,0,1.4,9.1,5.3,10.4,1.8,3.5,20.8,12.5,NA,0,0.2,0.1,0.071,NA,-4.5,2.1,-2.4,0,"brianscalabrine"
"299",364,"Luis Scola\scolalu01","PF",30,"HOU",74,2412,18.4,0.538,0.003,0.257,6.9,21.6,14.2,13.7,1,1.3,10.5,25.7,NA,3.3,2.2,5.5,0.11,NA,-0.2,-0.1,-0.2,1.1,"luisscola"
"300",365,"Thabo Sefolosha\sefolth01","SG",26,"OKC",79,2049,10.4,0.545,0.306,0.237,3.8,15.5,9.9,7.9,2.5,1.4,13,9.4,NA,1.6,2.5,4.1,0.097,NA,-0.6,2.6,2,2,"thabosefolosha"
"301",366,"Kevin Seraphin\serapke01","PF",21,"WAS",58,635,8.4,0.479,0,0.211,13.9,13.4,13.7,2.4,1.4,3.4,20.7,14.1,NA,-0.2,0.5,0.2,0.017,NA,-4.2,-0.2,-4.5,-0.4,"kevinseraphin"
"302",367,"Ramon Sessions\sessira01","PG",24,"CLE",81,2133,19,0.559,0.019,0.545,2.4,11.6,6.9,35,1.5,0.3,15.6,24.2,NA,3.8,0.6,4.4,0.099,NA,1.3,-1.9,-0.6,0.8,"ramonsessions"
"303",368,"Mustafa Shakur\shakumu01","PG",26,"WAS",22,159,6.8,0.389,0.169,0.254,4.8,11.2,7.9,24.9,1.6,1.4,21.5,23.2,NA,-0.5,0.1,-0.4,-0.112,NA,-5.8,-1.8,-7.6,-0.2,"mustafashakur"
"304",369,"Garret Siler\silerga01","C",24,"PHO",21,101,13.5,0.553,0,0.71,18.3,13.7,16,4.7,0.5,2.9,19.7,22.6,NA,0.1,0.1,0.1,0.054,NA,-2.4,-1.8,-4.2,-0.1,"garretsiler"
"305",370,"Bobby Simmons\simmobo01","SF",30,"SAS",2,16,-5.5,0,1,0,0,0,0,15.7,0,0,0,8.6,NA,0,0,0,-0.138,NA,-8.6,-5.6,-14.3,0,"bobbysimmons"
"306",371,"Brian Skinner\skinnbr01","C",34,"MIL",2,6,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,0.023,NA,-7.2,1.3,-6,0,"brianskinner"
"307",372,"Craig Smith\smithcr01","PF",27,"LAC",48,586,15.4,0.592,0.027,0.362,8.7,14.7,11.7,9.1,1.4,0.9,13.2,19.1,NA,1,0.4,1.5,0.12,NA,-0.6,-1.1,-1.7,0,"craigsmith"
"308",374,"J.R. Smith\smithjr01","SF",25,"DEN",79,1968,16.4,0.55,0.406,0.282,2.7,15.8,9.4,14.2,2.3,0.6,10.2,22.2,NA,2.6,2.3,5,0.121,NA,1.8,0.1,1.9,1.9,"jrsmith"
"309",375,"Jason Smith\smithja02","C",24,"NOH",77,1102,10.8,0.49,0.007,0.228,9.8,16.9,13.3,5.3,1.3,2.4,13.6,16.9,NA,0.2,1.4,1.6,0.07,NA,-3.6,0.9,-2.7,-0.2,"jasonsmith"
"310",377,"Josh Smith\smithjo03","PF",25,"ATL",77,2645,19.2,0.54,0.148,0.304,6.2,23.7,15,17.1,2,3.5,14.3,24.7,NA,1.9,4.5,6.4,0.116,NA,0.2,3,3.1,3.4,"joshsmith"
"311",378,"Darius Songaila\songada01","C",32,"PHI",10,71,1.2,0.477,0,0.267,3.2,13,8.1,4.1,0,0,19.3,13.5,NA,-0.1,0.1,0,-0.019,NA,-6.9,-1.9,-8.8,-0.1,"dariussongaila"
"312",379,"Marreese Speights\speigma01","C",23,"PHI",64,734,15.3,0.532,0.014,0.251,10.1,22.9,16.5,7,0.6,2,11,22.8,NA,0.7,1,1.7,0.11,NA,-2.7,-1.3,-3.9,-0.4,"marreesespeights"
"313",380,"Tiago Splitter\splitti01","C",26,"SAS",60,738,16,0.55,0.005,0.733,11.6,19.8,15.8,5.3,2,1.6,11.2,17.7,NA,1.1,1.1,2.3,0.149,NA,-1.4,0.7,-0.7,0.2,"tiagosplitter"
"314",381,"Jerry Stackhouse\stackje01","SG",36,"MIA",7,50,6,0.398,0.333,0.583,2.5,13.4,8.3,8.5,0,3.1,11.7,16,NA,-0.1,0.1,0,0.005,NA,-5.9,-0.7,-6.6,-0.1,"jerrystackhouse"
"315",382,"Lance Stephenson\stephla01","SG",20,"IND",12,115,5.5,0.41,0.128,0.359,1,16.3,8.7,28.3,1.8,0,26.2,23.5,NA,-0.4,0.1,-0.2,-0.093,NA,-7.4,-0.7,-8.1,-0.2,"lancestephenson"
"316",383,"DeShawn Stevenson\stevede01","SG",29,"DAL",72,1158,9.8,0.549,0.755,0.13,2.1,8.4,5.4,10,1,0.3,11.2,15.9,NA,0.8,1,1.8,0.074,NA,0.6,-0.8,-0.3,0.5,"deshawnstevenson"
"317",385,"Amar'e Stoudemire\stoudam01","C",28,"NYK",78,2870,22.7,0.565,0.016,0.403,7.8,17.6,12.7,13.2,1.2,3.8,12.5,30.9,NA,5.4,2.6,8,0.134,NA,0.8,-0.1,0.7,1.9,"amarestoudemire"
"318",386,"Rodney Stuckey\stuckro01","PG",24,"DET",70,2183,18.4,0.544,0.109,0.461,3.7,8.6,6,27.5,1.9,0.4,13.5,24.5,NA,4.4,0.6,5,0.111,NA,2.3,-2,0.3,1.3,"rodneystuckey"
"319",387,"DaJuan Summers\summeda01","SF",23,"DET",22,199,4.4,0.476,0.304,0.29,1.2,6.4,3.7,1.6,0.8,0.4,14.3,21.3,NA,-0.3,0,-0.3,-0.083,NA,-5.5,-5,-10.5,-0.4,"dajuansummers"
"320",388,"Pape Sy\sypa01","SF",22,"ATL",3,21,9.2,0.478,0.167,0.5,11.6,5.7,8.6,14.5,2.6,0,29.1,23.3,NA,0,0,0,-0.047,NA,-5,-1.1,-6,0,"papesy"
"321",390,"Jeff Teague\teaguje01","PG",22,"ATL",70,963,14.6,0.521,0.158,0.319,1.4,11.3,6.4,23.3,2.5,2,15.6,20.3,NA,0.4,1.2,1.7,0.083,NA,-2,0.2,-1.8,0.1,"jeffteague"
"322",391,"Sebastian Telfair\telfase01","PG",25,"MIN",37,711,10.5,0.497,0.324,0.249,2.6,5.9,4.2,24.2,1.7,0.3,19.3,19.9,NA,0,0.2,0.1,0.008,NA,-1.6,-2.9,-4.5,-0.4,"sebastiantelfair"
"323",393,"Jason Terry\terryja01","SG",33,"DAL",82,2564,15.9,0.545,0.322,0.196,1.1,5.7,3.5,22.2,1.9,0.4,12.4,24.7,NA,2.8,2.5,5.3,0.1,NA,1.5,-0.9,0.6,1.7,"jasonterry"
"324",395,"Etan Thomas\thomaet01","C",32,"ATL",13,82,15.1,0.58,0,0.714,8.9,24.8,16.9,3.9,0.7,3.7,15.3,18.9,NA,0.1,0.1,0.2,0.13,NA,-4.3,-0.7,-5.1,-0.1,"etanthomas"
"325",396,"Kurt Thomas\thomaku01","PF",38,"CHI",52,1178,10,0.527,0.005,0.172,7.7,21.9,15,7.4,1.4,2.7,17.3,9.4,NA,0.7,2.6,3.2,0.131,NA,-2.9,4,1.1,0.9,"kurtthomas"
