"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","X","ORtg","DRtg","fix"
"106",133,"Melvin Ely\elyme01","C",32,"DEN",30,2,366,3.8,7,0.549,0,0,NA,3.8,7,0.549,1.8,2.9,0.619,3.7,6.4,10.2,1.9,0.5,1.5,1.9,6.9,9.5,NA,113,109,"melvinely"
"107",135,"Jeremy Evans\evansje01","SF",23,"UTA",49,3,463,8.7,13.1,0.661,0,0.1,0,8.7,13,0.667,3,4.2,0.703,4.1,6.9,11,2.7,1.9,1.9,2.2,5.7,20.3,NA,128,109,"jeremyevans"
"108",137,"Reggie Evans\evansre01","PF",30,"TOR",30,18,798,2.7,6.7,0.408,0,0.1,0,2.7,6.6,0.412,3.1,5.7,0.545,7.7,14.6,22.3,2.5,1.9,0.4,2.5,5.8,8.6,NA,106,107,"reggieevans"
"109",138,"Tyreke Evans\evansty01","SG",21,"SAC",57,53,2107,9.1,22.3,0.409,1,3.5,0.291,8.1,18.8,0.432,4.9,6.4,0.771,1.1,5.5,6.6,7.6,2,0.7,4.4,3.4,24.2,NA,98,109,"tyrekeevans"
"110",139,"Patrick Ewing\ewingpa02","SF",26,"NOH",7,0,19,0,14.2,0,0,5.7,0,0,8.5,0,8.5,11.4,0.75,2.8,2.8,5.7,5.7,0,2.8,2.8,2.8,8.5,NA,64,109,"patrickewing"
"111",140,"Christian Eyenga\eyengch01","SF",21,"CLE",44,18,947,7.1,16.7,0.425,1.4,5,0.275,5.7,11.7,0.488,1,1.5,0.643,1.5,5.2,6.7,1.9,1.9,1.5,2.6,4.2,16.5,NA,90,111,"christianeyenga"
"112",141,"Jordan Farmar\farmajo01","PG",24,"NJN",73,18,1796,7.6,19.4,0.392,3.2,9,0.359,4.3,10.3,0.421,2.4,3,0.82,0.7,4.4,5.1,10.9,1.8,0.2,4.1,3.8,20.8,NA,102,111,"jordanfarmar"
"113",144,"Rudy Fernandez\fernaru01","SG",25,"POR",78,3,1821,6.4,17.2,0.37,3.5,10.8,0.321,2.9,6.4,0.453,3.8,4.4,0.863,1.1,4,5.2,5.8,2.6,0.4,2.6,4,20,NA,108,108,"rudyfernandez"
"114",145,"Kyrylo Fesenko\fesenky01","C",24,"UTA",53,1,456,5.1,11.6,0.44,0,0.1,0,5.1,11.4,0.444,2.1,5.3,0.391,3.9,8.6,12.5,2.1,0.5,1.8,2.9,10.4,12.3,NA,89,110,"kyrylofesenko"
"115",146,"Landry Fields\fieldla01","SG",22,"NYK",82,81,2541,5.9,11.9,0.497,1.7,4.3,0.393,4.2,7.6,0.556,2.2,2.9,0.769,2.1,8.2,10.3,3.1,1.6,0.3,2.1,2.3,15.8,NA,115,110,"landryfields"
"116",147,"Derek Fisher\fishede01","PG",36,"LAL",82,82,2297,4.7,12.2,0.389,1.5,3.7,0.396,3.3,8.5,0.386,1.9,2.4,0.806,0.3,3.2,3.5,5.2,2.3,0.2,1.6,4.4,12.9,NA,105,107,"derekfisher"
"117",148,"Jonny Flynn\flynnjo01","PG",21,"MIN",53,8,983,5.5,15,0.365,1.6,5.1,0.31,3.9,9.9,0.393,1.6,2.1,0.762,0.6,3.3,3.9,9.2,1.7,0.2,5.7,2.9,14.1,NA,85,114,"jonnyflynn"
"118",149,"Gary Forbes\forbega01","SF",25,"DEN",63,11,791,7.9,17.3,0.454,1.2,3.7,0.328,6.7,13.7,0.488,3.7,5.5,0.678,1.8,5.6,7.4,3.1,1.5,0.4,2.9,4.9,20.7,NA,101,109,"garyforbes"
"119",150,"T.J. Ford\fordtj01","PG",27,"IND",41,3,773,6,15.5,0.386,0.4,2.1,0.188,5.6,13.4,0.417,2.3,3.1,0.729,1.1,4.2,5.3,9.2,2.3,0.5,4.1,4.5,14.6,NA,91,107,"tjford"
"120",151,"Jeff Foster\fosteje01","C",34,"IND",56,3,940,4.3,9,0.479,0,0.2,0,4.3,8.8,0.488,1.5,2.6,0.563,8.6,10.2,18.9,2.5,1.3,1.7,1.4,6.8,10.1,NA,122,104,"jefffoster"
"121",152,"Randy Foye\foyera01","SG",27,"LAC",63,24,1551,6.9,17.7,0.388,2.4,7.2,0.327,4.5,10.5,0.43,4.4,5,0.893,0.4,3,3.4,5.7,1.6,0.7,3.2,4.1,20.5,NA,103,112,"randyfoye"
"122",153,"Channing Frye\fryech01","PF",27,"PHO",77,64,2541,7.2,16.6,0.432,3.4,8.8,0.39,3.7,7.8,0.479,1.8,2.1,0.832,1.3,9,10.3,1.9,0.9,1.6,1.5,5.4,19.5,NA,110,109,"channingfrye"
"123",157,"Francisco Garcia\garcifr01","SF",29,"SAC",58,34,1386,7.5,17.3,0.436,2.9,8.1,0.362,4.6,9.1,0.502,2.4,2.8,0.855,0.9,4,4.8,2.6,1.9,1.8,1.6,4.6,20.4,NA,113,109,"franciscogarcia"
"124",158,"Kevin Garnett\garneke01","PF",34,"BOS",71,71,2220,10.4,19.7,0.528,0,0.1,0.2,10.4,19.5,0.53,4.5,5.2,0.862,2,13.1,15.1,4.1,2.3,1.4,2.8,3.5,25.3,NA,110,95,"kevingarnett"
"125",159,"Marc Gasol\gasolma01","C",26,"MEM",81,81,2586,7.4,14,0.527,0.1,0.1,0.429,7.3,13.8,0.528,4.4,5.9,0.748,3.1,8.4,11.5,4,1.5,2.7,2.9,5.4,19.2,NA,113,103,"marcgasol"
"126",160,"Pau Gasol\gasolpa01","C",30,"LAL",82,82,3037,10.3,19.5,0.529,0,0.1,0.333,10.3,19.5,0.53,6.2,7.5,0.823,4.7,9.9,14.6,4.8,0.8,2.3,2.5,3.5,26.8,NA,123,103,"paugasol"
"127",161,"Rudy Gay\gayru01","SF",24,"MEM",54,54,2152,9.9,21.1,0.471,1.4,3.5,0.396,8.5,17.6,0.486,4.7,5.8,0.805,2,6.2,8.2,3.7,2.2,1.4,3.3,3.2,25.9,NA,108,105,"rudygay"
"128",163,"Paul George\georgpa01","SG",20,"IND",61,19,1265,7.2,15.8,0.453,1.6,5.5,0.297,5.5,10.3,0.537,3.1,4,0.762,1.5,7.5,9,2.6,2.5,1,2.8,5.1,19.1,NA,103,104,"paulgeorge"
"129",164,"Daniel Gibson\gibsoda01","SG",24,"CLE",67,15,1865,7.3,18.3,0.4,3.3,8.1,0.403,4,10.2,0.398,3.7,4.5,0.822,0.7,4.2,4.9,5.6,1.3,0.6,2.2,4.3,21.6,NA,108,114,"danielgibson"
"130",165,"Taj Gibson\gibsota01","PF",25,"CHI",80,19,1742,7.1,15.3,0.466,0,0.2,0.125,7.1,15.1,0.472,3,4.5,0.676,4.9,9,14,1.8,1.2,3.2,2.2,6.2,17.4,NA,106,98,"tajgibson"
"131",166,"Manu Ginobili\ginobma01","SG",33,"SAS",80,79,2426,9.5,21.8,0.433,3.3,9.5,0.349,6.2,12.4,0.497,7.7,8.8,0.871,0.9,5.4,6.3,8.4,2.6,0.6,3.7,3.5,29.9,NA,116,105,"manuginobili"
"132",167,"Ryan Gomes\gomesry01","SF",28,"LAC",76,62,2095,5.1,12.5,0.41,1.8,5.2,0.341,3.3,7.3,0.459,1.5,2.1,0.718,1.5,4.8,6.3,2.9,1.5,0.3,1.4,3.9,13.5,NA,107,111,"ryangomes"
"133",168,"Drew Gooden\goodedr01","PF",29,"MIL",35,18,860,9.7,22.5,0.431,0.2,1.2,0.15,9.5,21.3,0.447,5,6.3,0.794,4.5,10.3,14.8,2.9,1.3,1.1,2.9,6.1,24.6,NA,101,101,"drewgooden"
"134",169,"Ben Gordon\gordobe01","SG",27,"DET",82,27,2131,8.6,19.5,0.44,2.7,6.7,0.402,5.9,12.7,0.46,3.4,4,0.85,1,3.9,4.9,4.3,1.2,0.4,3.6,4.5,23.3,NA,104,115,"bengordon"
"135",170,"Eric Gordon\gordoer01","SG",22,"LAC",56,56,2112,10.5,23.2,0.45,2.6,7.1,0.364,7.9,16.1,0.488,7,8.5,0.825,1.1,2.9,4,6,1.7,0.4,3.7,2.8,30.5,NA,112,112,"ericgordon"
"136",172,"Joey Graham\grahajo01","SF",28,"CLE",39,8,586,7.2,15.8,0.458,0.8,2.6,0.3,6.4,13.1,0.49,2.6,3.2,0.806,0.7,6.7,7.4,1.6,0.5,0.6,2.5,6.4,17.8,NA,96,114,"joeygraham"
"137",173,"Stephen Graham\grahast01","SG",28,"NJN",59,28,959,4.5,11.1,0.405,0.3,1.2,0.238,4.2,10,0.425,1.7,2.1,0.816,0.9,5.9,6.8,2.2,0.8,0.1,2.1,5.9,11,NA,89,112,"stephengraham"
"138",174,"Danny Granger\grangda01","SF",27,"IND",79,79,2763,9.8,23.1,0.425,2.9,7.5,0.386,6.9,15.6,0.443,7.2,8.5,0.848,1.6,6.2,7.8,3.7,1.6,1.1,3.8,3.9,29.7,NA,107,106,"dannygranger"
"139",175,"Aaron Gray\grayaa01","C",26,"NOH",41,6,531,5.7,10.1,0.566,0,0,NA,5.7,10.1,0.566,1.7,3.5,0.5,6,11.4,17.4,1.6,1.1,1.2,3.3,9.8,13.1,NA,105,103,"aarongray"
"140",176,"Danny Green\greenda02","SG",23,"SAS",8,0,92,9.6,19.8,0.486,4,10.7,0.368,5.7,9,0.625,0,0,NA,1.7,6.8,8.5,1.1,1.1,0.6,2.8,4,23.2,NA,104,107,"dannygreen"
"141",178,"Willie Green\greenwi01","SG",29,"NOH",77,13,1674,8.7,19.7,0.443,1.7,5,0.348,7,14.7,0.476,2.5,3.2,0.78,0.7,4.5,5.2,2.4,1.2,0.4,2.2,4.6,21.7,NA,100,108,"williegreen"
"142",179,"Donte Greene\greendo01","SF",22,"SAC",69,21,1127,7,17.3,0.404,2,6.9,0.292,5,10.4,0.478,1.9,2.9,0.662,2.2,4.4,6.6,2.1,1.6,0.9,2.7,3.9,17.9,NA,97,110,"dontegreene"
"143",180,"Orien Greene\greenor01","SG",28,"NJN",3,0,5,10.7,21.4,0.5,0,0,NA,10.7,21.4,0.5,10.7,21.4,0.5,0,0,0,10.7,10.7,0,0,0,32,NA,121,95,"oriengreene"
"144",181,"Blake Griffin\griffbl01","PF",21,"LAC",82,82,3112,11.6,22.9,0.506,0.1,0.4,0.292,11.4,22.5,0.51,7.4,11.5,0.642,4.5,11.9,16.4,5.2,1,0.7,3.7,4.2,30.7,NA,111,107,"blakegriffin"
"145",182,"Hamed Haddadi\haddaha01","C",25,"MEM",31,0,168,9.3,18,0.517,0,0.3,0,9.3,17.7,0.526,4.7,7.2,0.652,7.5,13.7,21.1,1.6,0.6,4,3.4,9,23.3,NA,110,100,"hamedhaddadi"
"146",183,"Richard Hamilton\hamilri01","SG",32,"DET",55,39,1498,10.4,24.1,0.429,2,5.2,0.382,8.4,18.9,0.442,5.2,6.2,0.849,0.9,3.7,4.5,6.1,1.4,0.1,3.2,3.4,27.9,NA,106,115,"richardhamilton"
"147",184,"Tyler Hansbrough\hansbty01","PF",25,"IND",70,29,1535,9.4,20.2,0.465,0,0.1,0,9.4,20.2,0.466,6.5,8.4,0.779,4.8,7.3,12.1,1.4,1.2,0.5,2.5,5.3,25.3,NA,109,107,"tylerhansbrough"
"148",186,"James Harden\hardeja01","SG",21,"OKC",82,5,2189,7,16.2,0.436,2.7,7.7,0.349,4.4,8.5,0.514,6.8,8.1,0.843,1,5,6,4.2,2.2,0.6,2.5,4.9,23.6,NA,119,108,"jamesharden"
"149",187,"Al Harrington\harrial01","PF",30,"DEN",73,3,1665,8.5,20.4,0.416,3.5,9.9,0.357,4.9,10.5,0.473,2.6,3.5,0.735,2.3,7.7,10,3,1.2,0.3,3.2,6.1,23.1,NA,101,108,"alharrington"
"150",189,"Manny Harris\harrima01","SG",21,"CLE",54,15,933,6,16,0.374,1.9,5.1,0.37,4.1,10.9,0.376,3.9,5.1,0.763,2,5.8,7.7,4.7,1.7,0.4,3.5,3.6,17.7,NA,95,112,"mannyharris"
"151",190,"Mike Harris\harrimi01","PF",27,"HOU",4,0,16,9.6,19.1,0.5,0,0,NA,9.6,19.1,0.5,6.4,12.7,0.5,6.4,9.6,15.9,3.2,0,3.2,3.2,6.4,25.5,NA,107,108,"mikeharris"
"152",191,"Udonis Haslem\hasleud01","PF",30,"MIA",13,0,345,6.7,13.2,0.512,0,0,NA,6.7,13.2,0.512,2.4,3.1,0.8,4.4,11.8,16.2,0.9,1.1,0.5,2.1,6,15.9,NA,110,102,"udonishaslem"
"153",192,"Spencer Hawes\hawessp01","C",22,"PHI",81,81,1718,8,17.3,0.465,0.3,1.1,0.243,7.8,16.2,0.48,1.4,2.7,0.534,3.9,10.2,14.2,3.7,0.9,2.2,3,6.1,17.8,NA,97,103,"spencerhawes"
"154",193,"Chuck Hayes\hayesch01","C",27,"HOU",74,63,2079,6,11.3,0.527,0,0,0,6,11.3,0.529,2.3,3.5,0.662,5.4,9.3,14.7,5,1.9,1.2,2.1,4.9,14.3,NA,120,106,"chuckhayes"
"155",194,"Gordon Hayward\haywago01","SF",20,"UTA",72,17,1218,6.1,12.7,0.485,1.5,3.2,0.473,4.6,9.5,0.489,3,4.2,0.711,1.8,4.2,6,3.5,1.3,0.8,3,4.6,16.8,NA,106,113,"gordonhayward"
"156",195,"Lazar Hayward\haywala01","SF",24,"MIN",42,0,419,6.5,18.3,0.357,2,7.1,0.283,4.5,11.2,0.404,3.9,5,0.786,2.7,5.6,8.3,3.3,1.4,0.8,2.3,5.2,19,NA,101,112,"lazarhayward"
"157",196,"Brendan Haywood\haywobr01","C",31,"DAL",72,8,1331,5.1,8.8,0.574,0,0,0,5.1,8.8,0.577,2.5,7,0.362,5.1,9.8,14.9,0.8,0.6,2.9,2,5.8,12.6,NA,106,103,"brendanhaywood"
"158",197,"Luther Head\headlu01","PG",28,"SAC",36,14,586,5.9,14.1,0.415,2.2,5.5,0.391,3.7,8.6,0.43,3.4,4.3,0.78,1.4,3.8,5.2,6,0.9,0.8,2.8,3.7,17.2,NA,110,112,"lutherhead"
"159",198,"Gerald Henderson\hendege02","SG",23,"CHA",68,30,1661,8.3,18.4,0.454,0.2,1.2,0.194,8.1,17.2,0.472,4.1,5.3,0.785,1.6,5.1,6.7,3.3,1.6,1,2.1,3.8,21.1,NA,104,109,"geraldhenderson"
"160",199,"Xavier Henry\henryxa01","SG",19,"MEM",38,16,527,6.4,15.9,0.406,0.2,1.7,0.118,6.2,14.2,0.441,3.3,5.2,0.635,0.9,2.8,3.7,1.8,1.1,0.3,1.3,4.8,16.4,NA,97,111,"xavierhenry"
"161",200,"Roy Hibbert\hibbero01","C",24,"IND",81,80,2244,9.3,20.1,0.461,0,0.1,0,9.3,20,0.463,4.6,6.2,0.745,4.1,9.7,13.8,3.7,0.7,3.2,4.2,5.8,23.1,NA,100,104,"royhibbert"
"162",201,"J.J. Hickson\hicksjj01","C",22,"CLE",80,66,2256,9.8,21.4,0.458,0,0.1,0,9.8,21.3,0.461,5.6,8.4,0.673,5,10.9,15.9,2.1,1.1,1.2,4,4.9,25.3,NA,98,109,"jjhickson"
"163",202,"Nene Hilario\hilarne01","C",28,"DEN",75,75,2291,8.8,14.3,0.615,0,0.1,0.2,8.8,14.2,0.618,6.3,8.8,0.711,3.2,9.3,12.5,3.3,1.8,1.6,2.9,5.2,23.9,NA,123,104,"nenehilario"
"164",203,"George Hill\hillge01","PG",24,"SAS",76,5,2148,6.9,15.3,0.453,1.9,4.9,0.377,5.1,10.4,0.49,5.6,6.5,0.863,0.6,4.2,4.8,4.7,1.6,0.5,2.4,3.7,21.4,NA,116,108,"georgehill"
"165",204,"Grant Hill\hillgr01","SF",38,"PHO",80,80,2409,8.4,17.4,0.484,1,2.4,0.395,7.5,15,0.498,4.5,5.4,0.829,1.6,5.5,7.1,4.2,1.4,0.7,2.8,3.9,22.3,NA,109,111,"granthill"
"166",205,"Jordan Hill\hilljo01","C",23,"HOU",72,11,1125,7.8,15.9,0.491,0,0.1,0,7.8,15.9,0.494,2.7,3.8,0.706,5.8,8.1,13.9,1.3,0.6,2.4,2.8,7.1,18.4,NA,105,108,"jordanhill"
"167",207,"Jrue Holiday\holidjr01","PG",20,"PHI",82,82,2901,8,18,0.446,1.5,4,0.365,6.6,14,0.47,3.1,3.8,0.823,1.2,4.8,6,9.6,2.2,0.5,3.9,3.7,20.7,NA,104,106,"jrueholiday"
"168",208,"Ryan Hollins\holliry01","C",26,"CLE",70,16,1182,5.7,9.6,0.598,0,0,NA,5.7,9.6,0.598,4.8,7.1,0.681,3.1,5.1,8.1,1.1,1,1.8,2.9,8.7,16.3,NA,112,113,"ryanhollins"
"169",209,"Al Horford\horfoal01","C",24,"ATL",77,77,2704,10.2,18.3,0.557,0,0.1,0.5,10.2,18.2,0.557,3,3.7,0.798,3.6,10.7,14.3,5.3,1.2,1.6,2.4,3.8,23.4,NA,118,105,"alhorford"
"170",210,"Eddie House\houseed01","SG",32,"MIA",56,1,978,6.9,17.3,0.399,3.7,9.4,0.389,3.2,7.9,0.411,2.1,2.2,0.95,0.5,4.5,5,3.3,1.7,0.2,1.6,3.7,19.5,NA,109,106,"eddiehouse"
"171",211,"Dwight Howard\howardw01","C",25,"ORL",78,78,2935,11.1,18.7,0.593,0,0.1,0,11.1,18.6,0.597,9.8,16.4,0.596,5.5,14.1,19.7,1.9,1.9,3.3,5,4.6,32,NA,113,94,"dwighthoward"
"172",212,"Josh Howard\howarjo01","SF",30,"WAS",18,10,409,7.3,20.3,0.358,0.9,3.6,0.241,6.4,16.6,0.383,3.6,5.9,0.617,2.3,7,9.3,3,1.6,0.6,2.5,4.3,19,NA,89,111,"joshhoward"
"173",213,"Juwan Howard\howarju01","PF",37,"MIA",57,0,592,4.9,11.1,0.44,0,0,NA,4.9,11.1,0.44,2.6,3.1,0.829,3.2,7.7,10.9,2.1,0.9,0.4,2.2,5.4,12.4,NA,102,105,"juwanhoward"
"174",214,"Lester Hudson\hudsole01","PG",26,"WAS",11,0,73,4.2,16.8,0.25,2.8,10.5,0.267,1.4,6.3,0.222,1.4,2.8,0.5,0.7,2.8,3.5,11.9,2.8,0.7,4.9,7,12.6,NA,81,111,"lesterhudson"
"175",215,"Kris Humphries\humphkr01","PF",25,"NJN",74,44,2061,8,15.1,0.527,0,0,0,8,15.1,0.527,3.3,4.9,0.665,5.8,14.1,20,2.2,0.9,2.1,2.7,4.4,19.2,NA,111,105,"krishumphries"
"176",216,"Serge Ibaka\ibakase01","PF",21,"OKC",82,44,2216,7.8,14.4,0.543,0,0,0,7.8,14.4,0.544,3.2,4.3,0.75,5,9.5,14.5,0.5,0.7,4.6,1.7,6.2,18.9,NA,119,104,"sergeibaka"
"177",217,"Andre Iguodala\iguodan01","SF",27,"PHI",67,67,2469,7.2,16.1,0.445,1.3,3.8,0.337,5.9,12.3,0.479,4.4,6.4,0.693,1.3,6.9,8.2,8.9,2.1,0.8,2.9,2.3,20,NA,110,104,"andreiguodala"
"178",218,"Zydrunas Ilgauskas\ilgauzy01","C",35,"MIA",72,51,1145,7.5,14.7,0.508,0,0,0,7.5,14.7,0.509,1.7,2.1,0.783,5,8.3,13.2,1.2,1.1,2.7,2.4,8.5,16.6,NA,107,102,"zydrunasilgauskas"
"179",219,"Didier Ilunga-Mbenga\mbengdj01","C",30,"NOH",41,0,330,3.8,8,0.469,0,0,NA,3.8,8,0.469,2.1,3,0.722,5.7,8.4,14.1,1,1,4.4,3.4,8.5,9.7,NA,97,102,"didierilungambenga"
"180",220,"Ersan Ilyasova\ilyaser01","PF",23,"MIL",60,34,1505,7.9,18,0.436,1.3,4.3,0.298,6.6,13.7,0.479,3.3,3.7,0.894,3.7,9.2,13,2,1.8,0.9,2.2,5.6,20.3,NA,105,101,"ersanilyasova"
"181",221,"Royal Ivey\iveyro01","SG",29,"OKC",25,0,155,5.3,12.7,0.421,2.3,5.3,0.438,3,7.3,0.409,0.7,0.7,1,0.7,4.7,5.3,2.3,2,0.3,1.7,5.7,13.7,NA,104,109,"royalivey"
"182",223,"Darnell Jackson\jacksda01","PF",25,"SAC",59,2,486,8,16.4,0.487,0.3,1.1,0.273,7.7,15.2,0.503,3.1,5.1,0.612,5.1,4.7,9.8,1.5,1.2,0.3,2.4,6.3,19.4,NA,107,111,"darnelljackson"
"183",224,"Stephen Jackson\jacksst02","SG",32,"CHA",67,67,2405,9.7,23.6,0.411,2.7,8,0.337,7,15.6,0.449,5.5,6.8,0.816,1.2,5.6,6.8,5.4,1.8,0.6,4.7,3.6,27.6,NA,98,109,"stephenjackson"
"184",225,"Damion James\jamesda01","SF",23,"NJN",25,9,403,6.1,13.6,0.447,0,0.4,0,6.1,13.2,0.46,2.4,3.7,0.643,2.3,9,11.3,2.6,2.1,1.6,3.3,4.8,14.6,NA,90,106,"damionjames"
"185",226,"LeBron James\jamesle01","SF",26,"MIA",79,79,3063,13.1,25.6,0.51,1.6,4.8,0.33,11.5,20.8,0.552,8.7,11.4,0.759,1.4,8.8,10.2,9.6,2.1,0.9,4.9,2.8,36.4,NA,116,102,"lebronjames"
"186",227,"Antawn Jamison\jamisan01","PF",34,"CLE",56,38,1842,10.5,24.5,0.427,2.5,7.4,0.346,7.9,17.2,0.462,4.8,6.6,0.731,2.4,8.1,10.5,2.6,1.4,0.8,2.2,3.8,28.3,NA,104,111,"antawnjamison"
"187",229,"Al Jefferson\jeffeal01","C",26,"UTA",82,82,2940,11.7,23.7,0.496,0,0,NA,11.7,23.7,0.496,3.9,5.2,0.761,4.2,10,14.2,2.7,0.8,2.7,1.9,4.3,27.4,NA,111,108,"aljefferson"
"188",230,"Richard Jefferson\jefferi01","SF",30,"SAS",81,81,2459,6.4,13.6,0.474,2.9,6.5,0.44,3.6,7.1,0.504,3.1,4.1,0.759,1.1,5.4,6.6,2.3,0.8,0.7,2,3.5,18.8,NA,116,109,"richardjefferson"
"189",232,"Brandon Jennings\jennibr01","PG",21,"MIL",63,61,2169,8.9,22.8,0.39,2.4,7.5,0.323,6.5,15.4,0.422,4.9,6.1,0.809,1,4.7,5.8,7.5,2.3,0.5,3.6,3.2,25.1,NA,100,103,"brandonjennings"
"190",233,"Eugene Jeter\jetereu01","PG",27,"SAC",62,1,858,6.2,15.2,0.409,0.4,1.8,0.2,5.9,13.5,0.437,2.2,2.4,0.902,0.5,3.6,4.1,9.5,1.7,0.1,3,3.2,15,NA,101,111,"eugenejeter"
"191",234,"Yi Jianlian\jianlyi01","PF",23,"WAS",63,11,1112,6.7,16,0.418,0.1,0.6,0.231,6.5,15.4,0.425,2.9,4.2,0.681,3.6,7.8,11.4,1.2,1.2,1.5,2.3,5.3,16.3,NA,95,110,"yijianlian"
"192",235,"Amir Johnson\johnsam01","PF",23,"TOR",72,54,1853,7.8,13.8,0.568,0,0,0,7.8,13.8,0.569,3.5,4.5,0.788,5.3,7.6,12.9,2.3,1.5,2.5,1.9,7.3,19.2,NA,124,110,"amirjohnson"
"193",236,"Armon Johnson\johnsar02","PG",21,"POR",38,0,277,9.1,19.9,0.455,1,2.4,0.417,8.1,17.5,0.461,2.6,4.3,0.591,2.2,4.9,7.1,8.9,1,0.2,7.5,6.1,21.7,NA,89,111,"armonjohnson"
"194",239,"Joe Johnson\johnsjo02","SG",29,"ATL",72,72,2554,10.8,24.4,0.443,1.9,6.3,0.297,8.9,18.1,0.494,4.1,5.1,0.802,1.2,4.9,6.1,7.1,1,0.1,3.1,2.8,27.6,NA,105,110,"joejohnson"
"195",241,"Wesley Johnson\johnswe01","SG",23,"MIN",79,63,2069,6.5,16.4,0.397,2.5,7,0.356,4,9.5,0.427,1.5,2.2,0.696,1.2,4.5,5.8,3.6,1.4,1.3,2.3,3.9,17.1,NA,101,112,"wesleyjohnson"
"196",242,"Dahntay Jones\jonesda02","SG",30,"IND",45,2,589,8.6,18.4,0.467,1.2,3.4,0.359,7.4,15.1,0.491,5.9,7.7,0.767,0.3,5.2,5.6,2.8,1.7,0.6,2.7,6,24.3,NA,107,107,"dahntayjones"
"197",243,"Dominique Jones\jonesdo02","SG",22,"DAL",18,0,135,5.5,17.5,0.311,0,1.6,0,5.5,16,0.341,5.5,6.6,0.824,2.3,7.4,9.7,7.4,1.9,1.2,3.9,2.7,16.4,NA,89,104,"dominiquejones"
"198",244,"James Jones\jonesja02","SF",30,"MIA",81,8,1549,5,11.8,0.422,4.2,9.8,0.429,0.8,2,0.39,2,2.5,0.833,0.8,4.7,5.5,1.5,1,0.6,0.7,4.4,16.2,NA,128,107,"jamesjones"
"199",245,"Solomon Jones\jonesso01","C",26,"IND",39,0,528,4.7,11.6,0.405,0,0.1,0,4.7,11.5,0.408,3.9,6,0.661,4.3,6.5,10.8,2.9,1.2,2.1,3.4,9,13.3,NA,95,106,"solomonjones"
"200",246,"DeAndre Jordan\jordade01","C",22,"LAC",80,66,2047,5.9,8.6,0.686,0,0,0,5.9,8.6,0.688,2.5,5.5,0.452,5.2,9.3,14.5,1.1,1,3.6,2.6,6.4,14.3,NA,116,105,"deandrejordan"
"201",247,"Chris Kaman\kamanch01","C",28,"LAC",32,15,838,10.9,23.2,0.471,0,0,NA,10.9,23.2,0.471,2.7,3.5,0.754,3.1,10.7,13.9,2.8,1,3,3.6,4.6,24.5,NA,97,105,"chriskaman"
"202",248,"Jason Kapono\kaponja01","SF",29,"PHI",24,2,112,3.3,13.1,0.25,0.5,3.7,0.125,2.8,9.3,0.3,0.5,0.9,0.5,1.4,3.7,5.1,1.9,0.9,0.5,0.9,1.9,7.5,NA,68,109,"jasonkapono"
"203",249,"Jason Kidd\kiddja01","PG",37,"DAL",80,80,2653,4.3,11.8,0.361,2.6,7.7,0.34,1.6,4.1,0.4,1.3,1.5,0.87,0.7,6.3,7,13,2.7,0.6,3.5,2.4,12.5,NA,108,104,"jasonkidd"
"204",250,"Andrei Kirilenko\kirilan01","SF",29,"UTA",64,62,1999,6.7,14.3,0.467,0.9,2.6,0.367,5.7,11.7,0.489,5.5,7.1,0.77,2.6,6,8.6,5.1,2.1,2,3.1,3,19.8,NA,112,109,"andreikirilenko"
"205",251,"Linas Kleiza\kleizli01","SF",26,"TOR",39,23,1032,8.9,20.3,0.438,2,6.6,0.298,7,13.8,0.505,2.1,3.3,0.631,1.9,7,8.9,2,1,0.4,3.3,5,21.8,NA,95,114,"linaskleiza"
"206",252,"Kyle Korver\korveky01","SG",29,"CHI",82,0,1649,7.8,17.9,0.434,3.9,9.3,0.415,3.9,8.6,0.455,2.5,2.8,0.885,0.4,4.4,4.8,4,1.1,0.6,1.9,5,21.9,NA,115,104,"kylekorver"
"207",257,"Gani Lawal\lawalga01","PF",22,"PHO",1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,25.4,0,NA,NA,117,"ganilawal"
"208",258,"Ty Lawson\lawsoty01","PG",23,"DEN",80,31,2103,8.3,16.4,0.503,1.6,4.1,0.404,6.6,12.3,0.536,4.1,5.4,0.764,1.6,3.4,5,9,1.9,0.1,3.3,3.2,22.3,NA,118,110,"tylawson"
"209",259,"Courtney Lee\leeco01","SG",25,"HOU",81,1,1723,7.5,17,0.439,2.1,5.1,0.408,5.4,11.9,0.453,2.8,3.5,0.792,1.5,4.7,6.2,3,1.7,0.5,2,3,19.9,NA,108,110,"courtneylee"
"210",260,"David Lee\leeda02","PF",27,"GSW",73,73,2634,9.5,18.8,0.507,0,0.1,0.333,9.5,18.7,0.508,4,5.1,0.787,4.2,9.6,13.7,4.5,1.4,0.6,3.3,4.1,23.1,NA,111,110,"davidlee"
"211",262,"Jeremy Lin\linje01","PG",22,"GSW",29,0,285,5,12.8,0.389,0.2,0.9,0.2,4.8,11.9,0.403,3.4,4.4,0.76,2.1,3.9,6,7.5,5.9,1.6,3.2,5.5,13.5,NA,100,103,"jeremylin"
