,last name,first name,position,team,year,average salary,name
66,Butler,Jimmy,SG,CHI,2016,18467976,jimmybutler
67,Rondo,Rajon,PG,CHI,2016,13698500,rajonrondo
68,Lopez,Robin,C,CHI,2016,13503875,robinlopez
69,Gibson,Taj,PF,CHI,2016,6370294,tajgibson
70,Mirotic,Nikola,PF,CHI,2016,5543725,nikolamirotic
71,Morrow,Anthony,SG,CHI,2016,3344000,anthonymorrow
72,Carter-Williams,Michael,PG,CHI,2016,2520882,michaelcarterwilliams
73,Valentine,Denzel,SG,CHI,2016,2139300,denzelvalentine
74,Payne,Cameron,PG,CHI,2016,2112480,cameronpayne
75,McDermott,Doug,SF,CHI,2016,1767340,dougmcdermott
76,Lauvergne,Joffrey,PF,CHI,2016,1736573,joffreylauvergne
77,Grant,Jerian,PG,CHI,2016,1643080,jeriangrant
78,Portis,Bobby,PF,CHI,2016,1453720,bobbyportis
79,Canaan,Isaiah,PG,CHI,2016,1051721,isaiahcanaan
80,Zipser,Paul,SF,CHI,2016,957908,paulzipser
81,Felicio,Cristiano,PF,CHI,2016,699865,cristianofelicio
82,James,LeBron,SF,CLE,2016,33285709,lebronjames
83,Love,Kevin,PF,CLE,2016,22642350,kevinlove
84,Irving,Kyrie,PG,CLE,2016,18868625,kyrieirving
85,Thompson,Tristan,C,CLE,2016,16400000,tristanthompson
86,Smith,J.R.,SG,CLE,2016,14250000,jrsmith
87,Shumpert,Iman,SG,CLE,2016,10000000,imanshumpert
88,Frye,Channing,PF,CLE,2016,8000000,channingfrye
89,Korver,Kyle,SG,CLE,2016,6000000,kylekorver
90,Jefferson,Richard,SF,CLE,2016,2537500,richardjefferson
91,Dunleavy,Mike,SF,CLE,2016,2134191,mikedunleavy
92,Jones,James,SG,CLE,2016,1551659,jamesjones
93,Tavares,Walter,C,CLE,2016,1025682,waltertavares
94,Andersen,Chris,PF,CLE,2016,1013142,chrisandersen
95,Williams,Mo,PG,CLE,2016,955253,mowilliams
96,Felder,Kay,PG,CLE,2016,832994,kayfelder
97,Williams,Deron,PG,CLE,2016,410733,deronwilliams
98,Williams,Derrick,PF,CLE,2016,268029,derrickwilliams
99,Jones,Dahntay,SF,CLE,2016,9127,dahntayjones
100,Williams,Derrick,PF,CLE,2016,6701,derrickwilliams
101,Williams,Derrick,PF,CLE,2016,6701,derrickwilliams
102,Nowitzki,Dirk,PF,DAL,2016,25000000,dirknowitzki
103,Barnes,Harrison,SF,DAL,2016,23609631,harrisonbarnes
104,Matthews,Wesley,SG,DAL,2016,17515007,wesleymatthews
105,Powell,Dwight,PF,DAL,2016,9317188,dwightpowell
106,Bogut,Andrew,C,DAL,2016,7848649,andrewbogut
107,Harris,Devin,PG,DAL,2016,4140721,devinharris
108,Barea,Jose,PG,DAL,2016,4000425,josebarea
109,Noel,Nerlens,C,DAL,2016,3582433,nerlensnoel
110,Curry,Seth,SG,DAL,2016,2963205,sethcurry
111,Liggins,DeAndre,SG,DAL,2016,1296463,deandreliggins
112,Anderson,Justin,SG,DAL,2016,1077726,justinanderson
113,Hammons,A.J.,C,DAL,2016,868504,ajhammons
114,Brussino,Nicolas,PG,DAL,2016,832994,nicolasbrussino
115,Finney-Smith,Dorian,SF,DAL,2016,832994,dorianfinneysmith
116,Mejri,Salah,C,DAL,2016,804825,salahmejri
117,Uthoff,Jarrod,PF,DAL,2016,680282,jarroduthoff
118,Ferrell,Yogi,PG,DAL,2016,207798,yogiferrell
119,Harris,Manny,SG,DAL,2016,5767,mannyharris
120,Harris,Manny,SG,DAL,2016,5767,mannyharris
121,Bentil,Ben,PF,DAL,2016,3197,benbentil
122,Cook,Quinn,PG,DAL,2016,3197,quinncook
123,Ferrell,Yogi,PG,DAL,2016,3197,yogiferrell
124,Jackson,Pierre,PG,DAL,2016,3197,pierrejackson
125,Jackson,Pierre,PG,DAL,2016,3197,pierrejackson
126,Uthoff,Jarrod,PF,DAL,2016,3197,jarroduthoff
127,Uthoff,Jarrod,PF,DAL,2016,3197,jarroduthoff
128,Gallinari,Danilo,SF,DEN,2016,15050000,danilogallinari
129,Faried,Kenneth,PF,DEN,2016,12500000,kennethfaried
130,Chandler,Wilson,SF,DEN,2016,11625000,wilsonchandler
131,Arthur,Darrell,PF,DEN,2016,7666667,darrellarthur
132,Hibbert,Roy,C,DEN,2016,5000000,royhibbert
133,Nelson,Jameer,PG,DEN,2016,4540525,jameernelson
134,Barton,Will,SG,DEN,2016,3533333,willbarton
135,Miller,Mike,SG,DEN,2016,3500000,mikemiller
136,Murray,Jamal,PG,DEN,2016,3355320,jamalmurray
137,Mudiay,Emmanuel,PG,DEN,2016,3241840,emmanuelmudiay
138,Hernangomez,Juan,PF,DEN,2016,2076880,juanhernangomez
139,Beasley,Malik,SG,DEN,2016,1958379,malikbeasley
140,Harris,Gary,SG,DEN,2016,1828154,garyharris
141,Plumlee,Mason,C,DEN,2016,1599943,masonplumlee
142,Jokic,Nikola,C,DEN,2016,1358500,nikolajokic
143,Nurkic,Jusuf,C,DEN,2016,1243207,jusufnurkic
144,Hibbert,Roy,C,DEN,2016,695224,royhibbert
145,Gee,Alonzo,SF,DEN,2016,77379,alonzogee
146,Williams,Mo,PG,DEN,2016,38726,mowilliams
147,Williams,Mo,PG,DEN,2016,25818,mowilliams
148,O'Bryant,Johnny,C,DEN,2016,5767,johnnyobryant
149,O'Bryant,Johnny,C,DEN,2016,5767,johnnyobryant
150,Drummond,Andre,C,DET,2016,25434263,andredrummond
151,Harris,Tobias,PF,DET,2016,16000000,tobiasharris
152,Jackson,Reggie,PG,DET,2016,16000000,reggiejackson
153,Leuer,Jon,PF,DET,2016,10500000,jonleuer
154,Marjanovic,Boban,C,DET,2016,7000000,bobanmarjanovic
155,Baynes,Aron,PF,DET,2016,6500000,aronbaynes
156,Smith,Ishmael,PG,DET,2016,6000000,ishmaelsmith
157,Morris,Marcus,PF,DET,2016,5000000,marcusmorris
158,Caldwell-Pope,Kentavious,SG,DET,2016,2998910,kentaviouscaldwellpope
159,Johnson,Stanley,SF,DET,2016,2969880,stanleyjohnson
160,Ellenson,Henry,PF,DET,2016,1742460,henryellenson
161,Udrih,Beno,PG,DET,2016,1551659,benoudrih
162,Bullock,Reggie,SF,DET,2016,1464451,reggiebullock
163,Gbinije,Michael,SG,DET,2016,832994,michaelgbinije
164,HilliardII,Darrun,SF,DET,2016,829794,darrunhilliardii
165,Durant,Kevin,SF,GSW,2016,27137253,kevindurant
166,Thompson,Klay,SG,GSW,2016,17244863,klaythompson
167,Green,Draymond,PF,GSW,2016,16400000,draymondgreen
168,Iguodala,Andre,SG,GSW,2016,12000000,andreiguodala
169,Curry,Stephen,PG,GSW,2016,11000000,stephencurry
170,Livingston,Shaun,PG,GSW,2016,5543725,shaunlivingston
171,Pachulia,Zaza,C,GSW,2016,2898000,zazapachulia
172,West,David,PF,GSW,2016,1551659,davidwest
173,McGee,JaVale,C,GSW,2016,1403611,javalemcgee
174,Jones,Damian,C,GSW,2016,1242086,damianjones
175,Looney,Kevon,SF,GSW,2016,1182880,kevonlooney
176,Clark,Ian,SG,GSW,2016,1015696,ianclark
177,McAdoo,James,SF,GSW,2016,980431,jamesmcadoo
178,McCaw,Patrick,SG,GSW,2016,724360,patrickmccaw
179,Barnes,Matt,SF,GSW,2016,383351,mattbarnes
180,Calderon,Jose,PG,GSW,2016,27382,josecalderon
181,Weber,Briante,SG,GSW,2016,5145,brianteweber
182,Weber,Briante,SG,GSW,2016,5145,brianteweber
183,Harden,James,SG,HOU,2016,29491212,jamesharden
184,Anderson,Ryan,PF,HOU,2016,20000000,ryananderson
185,Gordon,Eric,SG,HOU,2016,13221622,ericgordon
186,Ariza,Trevor,SF,HOU,2016,8000001,trevorariza
187,Williams,Louis,SG,HOU,2016,7000000,louiswilliams
188,Beverley,Patrick,PG,HOU,2016,5756757,patrickbeverley
189,Brewer,Corey,SG,HOU,2016,5373298,coreybrewer
190,Hilario,Nene,PF,HOU,2016,2898000,nenehilario
191,McDaniels,K.J.,SG,HOU,2016,2372549,kjmcdaniels
192,Dekker,Sam,SF,HOU,2016,1720520,samdekker
193,Capela,Clint,C,HOU,2016,1515672,clintcapela
194,Ennis,Tyler,PG,HOU,2016,1234115,tylerennis
195,Harrell,Montrezl,PF,HOU,2016,1045000,montrezlharrell
196,Taylor,Isaiah,PG,HOU,2016,1000474,isaiahtaylor
197,Onuaku,Chinanu,C,HOU,2016,832994,chinanuonuaku
198,Wiltjer,Kyle,PF,HOU,2016,724360,kylewiltjer
199,Brown,Bobby,PG,HOU,2016,680534,bobbybrown
200,Williams,Troy,SF,HOU,2016,76725,troywilliams
201,Williams,Troy,SF,HOU,2016,3197,troywilliams
202,George,Paul,SF,IND,2016,18314532,paulgeorge
203,Young,Thaddeus,PF,IND,2016,13500000,thaddeusyoung
204,Ellis,Monta,SG,IND,2016,10995250,montaellis
205,Jefferson,Al,C,IND,2016,10000000,aljefferson
206,Teague,Jeff,PG,IND,2016,8000000,jeffteague
207,Miles,C.J.,SG,IND,2016,4488838,cjmiles
208,Stephenson,Lance,SF,IND,2016,4090000,lancestephenson
209,Allen,LaVoy,PF,IND,2016,4025000,lavoyallen
210,Turner,Myles,C,IND,2016,2700451,mylesturner
211,Brooks,Aaron,PG,IND,2016,2700000,aaronbrooks
212,Seraphin,Kevin,PF,IND,2016,1840500,kevinseraphin
213,RobinsonIII,Glen,SG,IND,2016,1080333,glenrobinsoniii
214,Young,Joseph,PG,IND,2016,1075000,josephyoung
215,Christmas,Rakeem,PF,IND,2016,1052342,rakeemchristmas
216,Niang,Georges,SF,IND,2016,832994,georgesniang
217,Jordan,DeAndre,C,LAC,2016,21904013,deandrejordan
218,Paul,Chris,PG,LAC,2016,21468695,chrispaul
219,Griffin,Blake,PF,LAC,2016,18907725,blakegriffin
220,Crawford,Jamal,SG,LAC,2016,14000000,jamalcrawford
221,Rivers,Austin,SG,LAC,2016,11825000,austinrivers
222,Redick,J.J.,SG,LAC,2016,6938750,jjredick
223,Johnson,Wesley,SG,LAC,2016,5881260,wesleyjohnson
224,Paul,Chris,PG,LAC,2016,3640344,chrispaul
225,Pierce,Paul,SF,LAC,2016,3527920,paulpierce
226,Richard,Luc,SF,LAC,2016,2252568,lucrichard
227,Bass,Brandon,PF,LAC,2016,1551659,brandonbass
228,Felton,Raymond,PG,LAC,2016,1551659,raymondfelton
229,Speights,Marreese,C,LAC,2016,1431790,marreesespeights
230,Anderson,Alan,SG,LAC,2016,1315448,alananderson
231,Johnson,Brice,PF,LAC,2016,1302540,bricejohnson
232,Stone,Diamond,C,LAC,2016,724360,diamondstone
233,Deng,Luol,SF,LAL,2016,18000000,luoldeng
234,Mozgov,Timofey,C,LAL,2016,16000000,timofeymozgov
235,Clarkson,Jordan,SG,LAL,2016,12500000,jordanclarkson
236,Brewer,Corey,SG,LAL,2016,7806971,coreybrewer
237,Black,Tarik,C,LAL,2016,6423163,tarikblack
238,Ingram,Brandon,SF,LAL,2016,5400540,brandoningram
239,Russell,D'Angelo,PG,LAL,2016,5332760,dangelorussell
240,Young,Nick,SF,LAL,2016,5331544,nickyoung
241,Williams,Louis,SG,LAL,2016,4941176,louiswilliams
242,Randle,Julius,PF,LAL,2016,3386491,juliusrandle
243,Ennis,Tyler,PG,LAL,2016,1662320,tylerennis
244,WorldPeace,Metta,SF,LAL,2016,1551659,mettaworldpeace
245,NanceJr.,Larry,PF,LAL,2016,1207640,larrynance
246,Zubac,Ivica,C,LAL,2016,1081529,ivicazubac
247,Huertas,Marcelo,PG,LAL,2016,1067647,marcelohuertas
248,Robinson,Thomas,PF,LAL,2016,1050961,thomasrobinson
249,Nwaba,David,SG,LAL,2016,693070,davidnwaba
250,Nwaba,David,SG,LAL,2016,3197,davidnwaba
251,Nwaba,David,SG,LAL,2016,3197,davidnwaba
252,Conley,Mike,PG,MEM,2016,30521115,mikeconley
253,Parsons,Chandler,SF,MEM,2016,23609631,chandlerparsons
254,Gasol,Marc,C,MEM,2016,22642350,marcgasol
255,Randolph,Zach,PF,MEM,2016,10000000,zachrandolph
256,Wright,Brandan,PF,MEM,2016,5709880,brandanwright
257,Allen,Tony,SG,MEM,2016,5000000,tonyallen
258,Carter,Vince,SG,MEM,2016,4088019,vincecarter
259,Daniels,Troy,SG,MEM,2016,3333336,troydaniels
260,Ennis,James,SF,MEM,2016,2963205,jamesennis
261,Baldwin,Wade,PG,MEM,2016,1834080,wadebaldwin
262,Davis,Deyonta,PF,MEM,2016,1307614,deyontadavis
263,Martin,Jarell,PF,MEM,2016,1286200,jarellmartin
264,Harrison,Andrew,PG,MEM,2016,994269,andrewharrison
265,Selden,Wayne,SG,MEM,2016,697865,wayneselden
266,Green,JaMychal,PF,MEM,2016,653262,jamychalgreen
267,Douglas,Toney,SG,MEM,2016,7738,toneydouglas
268,Douglas,Toney,SG,MEM,2016,7738,toneydouglas
269,Whiteside,Hassan,C,MIA,2016,24604885,hassanwhiteside
270,Bosh,Chris,PF,MIA,2016,23741060,chrisbosh
271,Dragic,Goran,PG,MIA,2016,17000450,gorandragic
272,Johnson,Tyler,SG,MIA,2016,12500000,tylerjohnson
273,Ellington,Wayne,SG,MIA,2016,6135000,wayneellington
274,McRoberts,Josh,PF,MIA,2016,5663088,joshmcroberts
275,Haslem,Udonis,PF,MIA,2016,4000000,udonishaslem
276,Johnson,James,PF,MIA,2016,4000000,jamesjohnson
277,Waiters,Dion,SG,MIA,2016,2963205,dionwaiters
278,Winslow,Justise,SF,MIA,2016,2807282,justisewinslow
279,Babbitt,Luke,SF,MIA,2016,1163944,lukebabbitt
280,Reed,Willie,PF,MIA,2016,1051721,williereed
281,McGruder,Rodney,SG,MIA,2016,832994,rodneymcgruder
282,Richardson,Josh,SG,MIA,2016,804825,joshrichardson
283,White,Okaro,SF,MIA,2016,761803,okarowhite
284,Georges-Hunt,Marcus,SG,MIA,2016,31969,marcusgeorgeshunt
285,White,Okaro,SF,MIA,2016,3197,okarowhite
286,White,Okaro,SF,MIA,2016,3197,okarowhite
287,Monroe,Greg,C,MIL,2016,17145838,gregmonroe
288,Middleton,Khris,SF,MIL,2016,14000000,khrismiddleton
289,Henson,John,PF,MIL,2016,12000000,johnhenson
290,Teletovic,Mirza,PF,MIL,2016,10500000,mirzateletovic
291,Dellavedova,Matthew,PG,MIL,2016,9607500,matthewdellavedova
292,Parker,Jabari,PF,MIL,2016,7413237,jabariparker
293,Hawes,Spencer,PF,MIL,2016,5663088,spencerhawes
294,Plumlee,Miles,C,MIL,2016,4852941,milesplumlee
295,Antetokounmpo,Giannis,SF,MIL,2016,2871714,giannisantetokounmpo
296,Maker,Thon,PF,MIL,2016,2626380,thonmaker
297,Vaughn,Rashad,SG,MIL,2016,1811040,rashadvaughn
298,Snell,Tony,SF,MIL,2016,1696412,tonysnell
299,Terry,Jason,SG,MIL,2016,1551659,jasonterry
300,Brogdon,Malcolm,PG,MIL,2016,976837,malcolmbrogdon
301,Beasley,Michael,SF,MIL,2016,855069,michaelbeasley
302,PaytonII,Gary,PG,MIL,2016,673889,garypaytonii
303,Toupane,Axel,SG,MIL,2016,5145,axeltoupane
304,Rubio,Ricky,PG,MIN,2016,13750000,rickyrubio
305,Aldrich,Cole,C,MIN,2016,7300000,colealdrich
306,Wiggins,Andrew,SF,MIN,2016,6212561,andrewwiggins
307,Towns,Karl-Anthony,C,MIN,2016,5960200,karlanthonytowns
308,Hill,Jordan,C,MIN,2016,4090000,jordanhill
309,Dunn,Kris,PG,MIN,2016,3959640,krisdunn
310,Bjelica,Nemanja,PF,MIN,2016,3900000,nemanjabjelica
311,Rush,Brandon,SG,MIN,2016,3500000,brandonrush
312,LaVine,Zach,SG,MIN,2016,2411825,zachlavine
313,Muhammad,Shabazz,SF,MIN,2016,2240575,shabazzmuhammad
314,Payne,Adreian,PF,MIN,2016,1938800,adreianpayne
315,Dieng,Gorgui,PF,MIN,2016,1647336,gorguidieng
316,Jones,Tyus,PG,MIN,2016,1339720,tyusjones
317,Casspi,Omri,SF,MIN,2016,185710,omricasspi
318,Stephenson,Lance,SF,MIN,2016,7219,lancestephenson
319,Stephenson,Lance,SF,MIN,2016,7219,lancestephenson
320,Anthony,Carmelo,SF,NYK,2016,24812936,carmeloanthony
321,Rose,Derrick,PG,NYK,2016,18862876,derrickrose
322,Noah,Joakim,C,NYK,2016,18147500,joakimnoah
323,Lee,Courtney,SG,NYK,2016,12000835,courtneylee
324,Thomas,Lance,SF,NYK,2016,6887488,lancethomas
325,Porzingis,Kristaps,PF,NYK,2016,4662524,kristapsporzingis
326,O'Quinn,Kyle,C,NYK,2016,4003125,kyleoquinn
327,Kuzminskas,Mindaugas,SF,NYK,2016,2961518,mindaugaskuzminskas
328,Hernangomez,Willy,C,NYK,2016,1466125,willyhernangomez
329,Vujacic,Sasha,SG,NYK,2016,1410598,sashavujacic
330,Holiday,Justin,SG,NYK,2016,981486,justinholiday
331,Plumlee,Marshall,PF,NYK,2016,832994,marshallplumlee
332,Randle,Chasson,PG,NYK,2016,728236,chassonrandle
333,N'dour,Maurice,PF,NYK,2016,724360,mauricendour
334,Baker,Ron,SG,NYK,2016,543471,ronbaker
335,Westbrook,Russell,PG,OKC,2016,28530608,russellwestbrook
336,Kanter,Enes,PF,OKC,2016,17515007,eneskanter
337,Gibson,Taj,PF,OKC,2016,8250000,tajgibson
338,Abrines,Alex,SG,OKC,2016,5725000,alexabrines
339,Oladipo,Victor,SG,OKC,2016,5371860,victoroladipo
340,Singler,Kyle,SF,OKC,2016,4750000,kylesingler
341,Collison,Nick,PF,OKC,2016,3750000,nickcollison
342,McDermott,Doug,SF,OKC,2016,2609109,dougmcdermott
343,Sabonis,Domantas,PF,OKC,2016,2495100,domantassabonis
344,Morrow,Anthony,SG,OKC,2016,2482635,anthonymorrow
345,Adams,Steven,C,OKC,2016,2423849,stevenadams
346,Payne,Cameron,PG,OKC,2016,1503589,cameronpayne
347,Roberson,Andre,SG,OKC,2016,1323828,andreroberson
348,Lauvergne,Joffrey,PF,OKC,2016,1216918,joffreylauvergne
349,Huestis,Josh,SF,OKC,2016,1191520,joshhuestis
350,Grant,Jerami,SF,OKC,2016,903456,jeramigrant
351,Christon,Semaj,PG,OKC,2016,832994,semajchriston
352,Ilyasova,Ersan,SF,OKC,2016,345882,ersanilyasova
353,Cole,Norris,PG,OKC,2016,288131,norriscole
354,Biyombo,Bismack,PF,ORL,2016,18000000,bismackbiyombo
355,Fournier,Evan,SG,ORL,2016,17000000,evanfournier
356,Green,Jeff,SF,ORL,2016,15000000,jeffgreen
357,Vucevic,Nikola,C,ORL,2016,13250000,nikolavucevic
358,Ross,Terrence,SF,ORL,2016,10500000,terrenceross
359,Ibaka,Serge,PF,ORL,2016,8070588,sergeibaka
360,Augustin,D.J.,PG,ORL,2016,7250000,djaugustin
361,Meeks,Jodie,SG,ORL,2016,6270000,jodiemeeks
362,Watson,C.J.,PG,ORL,2016,5000000,cjwatson
363,Gordon,Aaron,SF,ORL,2016,4504865,aarongordon
364,Hezonja,Mario,SF,ORL,2016,3909880,mariohezonja
365,Payton,Elfrid,PG,ORL,2016,2712375,elfridpayton
366,Zimmerman,Stephen,C,ORL,2016,992750,stephenzimmerman
367,Rudez,Damjan,SF,ORL,2016,980431,damjanrudez
368,Garino,Patricio,SF,ORL,2016,731306,patriciogarino
369,Georges-Hunt,Marcus,SG,ORL,2016,706306,marcusgeorgeshunt
370,Brown,Anthony,SF,ORL,2016,5145,anthonybrown
371,Bayless,Jerryd,PG,PHI,2016,9000000,jerrydbayless
372,Henderson,Gerald,SG,PHI,2016,9000000,geraldhenderson
373,Splitter,Tiago,PF,PHI,2016,9000000,tiagosplitter
374,Rodriguez,Sergio,SG,PHI,2016,8000000,sergiorodriguez
375,Simmons,Ben,PF,PHI,2016,6036000,bensimmons
376,Ilyasova,Ersan,SF,PHI,2016,5978824,ersanilyasova
377,Embiid,Joel,C,PHI,2016,4995257,joelembiid
378,Okafor,Jahlil,C,PHI,2016,4788880,jahlilokafor
379,Noel,Nerlens,C,PHI,2016,3120725,nerlensnoel
380,Stauskas,Nik,SG,PHI,2016,3103867,nikstauskas
381,Saric,Dario,PF,PHI,2016,2370420,dariosaric
382,Anderson,Justin,SG,PHI,2016,1514200,justinanderson
383,Luwawu-Cabarrot,Timothe,SF,PHI,2016,1356780,timotheluwawucabarrot
384,Covington,Robert,SF,PHI,2016,1148232,robertcovington
385,Holmes,Richaun,PF,PHI,2016,1038249,richaunholmes
386,Long,Shawn,PF,PHI,2016,982358,shawnlong
387,McConnell,T.J.,PG,PHI,2016,804825,tjmcconnell
388,Grant,Jerami,SF,PHI,2016,40371,jeramigrant
389,Poythress,Alex,SF,PHI,2016,6394,alexpoythress
390,Harper,Justin,SF,PHI,2016,5975,justinharper
391,Long,Shawn,PF,PHI,2016,3197,shawnlong
392,Poythress,Alex,SF,PHI,2016,3197,alexpoythress
393,Randle,Chasson,PG,PHI,2016,3197,chassonrandle
394,Randle,Chasson,PG,PHI,2016,3197,chassonrandle
395,Bledsoe,Eric,PG,PHX,2016,14000000,ericbledsoe
396,Knight,Brandon,PG,PHX,2016,14000000,brandonknight
397,Chandler,Tyson,C,PHX,2016,13000000,tysonchandler
398,Dudley,Jared,PF,PHX,2016,10000000,jareddudley
399,Bender,Dragan,PF,PHX,2016,4372560,draganbender
400,Barbosa,Leandro,SG,PHX,2016,4000000,leandrobarbosa
401,Len,Alex,C,PHX,2016,3943345,alexlen
402,Tucker,P.J.,SF,PHX,2016,3772353,pjtucker
403,Chriss,Marquese,PF,PHX,2016,3007620,marquesechriss
404,Warren,T.J.,SF,PHX,2016,2319013,tjwarren
405,Booker,Devin,SG,PHX,2016,2223600,devinbooker
406,JonesJr.,Derrick,SF,PHX,2016,1133678,derrickjones
407,Ulis,Tyler,PG,PHX,2016,1000000,tylerulis
408,Millsap,Elijah,SG,PHX,2016,773687,elijahmillsap
409,Williams,Alan,PF,PHX,2016,479017,alanwilliams
410,Price,Ronnie,PG,PHX,2016,438115,ronnieprice
411,Price,Ronnie,PG,PHX,2016,9127,ronnieprice
412,Price,Ronnie,PG,PHX,2016,9127,ronnieprice
413,Eddie,Jarell,SF,PHX,2016,5767,jarelleddie
414,Eddie,Jarell,SF,PHX,2016,5767,jarelleddie
415,Lillard,Damian,PG,POR,2016,27977689,damianlillard
416,Crabbe,Allen,SF,POR,2016,18708125,allencrabbe
417,Turner,Evan,SF,POR,2016,17500000,evanturner
418,Harkless,Maurice,PF,POR,2016,10500000,mauriceharkless
419,Leonard,Meyers,C,POR,2016,10250000,meyersleonard
420,Ezeli,Festus,C,POR,2016,7566500,festusezeli
421,Aminu,Al-Farouq,SF,POR,2016,7500000,alfarouqaminu
422,Davis,Ed,PF,POR,2016,6666667,eddavis
423,Vonleh,Noah,PF,POR,2016,2854628,noahvonleh
424,McCollum,C.J.,SG,POR,2016,2620615,cjmccollum
425,Nurkic,Jusuf,C,POR,2016,2118326,jusufnurkic
426,Napier,Shabazz,PG,POR,2016,1561140,shabazznapier
427,Plumlee,Mason,C,POR,2016,1506696,masonplumlee
428,Layman,Jake,SF,POR,2016,851837,jakelayman
429,Connaughton,Pat,SG,POR,2016,838158,patconnaughton
430,Quarterman,Tim,PG,POR,2016,724360,timquarterman
431,Gay,Rudy,SF,SAC,2016,13333333,rudygay
432,Afflalo,Arron,SG,SAC,2016,12500000,arronafflalo
433,Cousins,DeMarcus,C,SAC,2016,11172264,demarcuscousins
434,Evans,Tyreke,SF,SAC,2016,11000001,tyrekeevans
