,last name,first name,position,team,year,average salary,name
137,Stone,Julyan,PG,DEN,2011,617900,julyanstone
138,Gordon,Ben,SG,DET,2011,10000000,bengordon
139,Stuckey,Rodney,PG,DET,2011,8500000,rodneystuckey
140,Villanueva,Charlie,PF,DET,2011,7540000,charlievillanueva
141,Prince,Tayshaun,SF,DET,2011,7000000,tayshaunprince
142,Maxiell,Jason,PF,DET,2011,5000000,jasonmaxiell
143,Jerebko,Jonas,PF,DET,2011,4500000,jonasjerebko
144,Monroe,Greg,C,DET,2011,3277524,gregmonroe
145,Bynum,Will,PG,DET,2011,3250000,willbynum
146,Knight,Brandon,PG,DET,2011,2897459,brandonknight
147,Daye,Austin,PF,DET,2011,2092369,austindaye
148,Wilkins,Damien,SG,DET,2011,1146337,damienwilkins
149,Macklin,Vernon,C,DET,2011,473604,vernonmacklin
150,RussellJr,Walker,PG,DET,2011,374300,walkerrussell
151,Lee,David,PF,GSW,2011,13256280,davidlee
152,Ellis,Monta,SG,GSW,2011,11000000,montaellis
153,Jackson,Stephen,SF,GSW,2011,9256500,stephenjackson
154,Biedrins,Andris,C,GSW,2011,9000000,andrisbiedrins
155,Wright,Dorell,SF,GSW,2011,3809667,dorellwright
156,Udoh,Ekpe,PF,GSW,2011,3588607,ekpeudoh
157,Curry,Stephen,PG,GSW,2011,3175066,stephencurry
158,Thompson,Klay,SG,GSW,2011,2435620,klaythompson
159,Rush,Brandon,SG,GSW,2011,2189757,brandonrush
160,Robinson,Nate,PG,GSW,2011,1069509,naterobinson
161,Tyler,Jeremy,PF,GSW,2011,765496,jeremytyler
162,Jenkins,Charles,PG,GSW,2011,617900,charlesjenkins
163,Wright,Chris,SF,GSW,2011,473604,chriswright
164,Barron,Earl,PF,GSW,2011,224252,earlbarron
165,Moore,Mikki,PF,GSW,2011,119952,mikkimoore
166,Gladness,Mickell,PF,GSW,2011,99304,mickellgladness
167,Benson,Keith,C,GSW,2011,3819,keithbenson
168,Martin,Kevin,SG,HOU,2011,10600005,kevinmartin
169,Scola,Luis,PF,HOU,2011,9408207,luisscola
170,Dalembert,Samuel,C,HOU,2011,6849283,samueldalembert
171,Lowry,Kyle,PG,HOU,2011,5865000,kylelowry
172,Patterson,Patrick,PF,HOU,2011,2246325,patrickpatterson
173,Morris,Marcus,PF,HOU,2011,2164795,marcusmorris
174,Dragic,Goran,PG,HOU,2011,1904000,gorandragic
175,Lee,Courtney,SG,HOU,2011,1518703,courtneylee
176,Parsons,Chandler,SF,HOU,2011,832965,chandlerparsons
177,Budinger,Chase,SF,HOU,2011,819353,chasebudinger
178,Smith,Greg,C,HOU,2011,706697,gregsmith
179,Adrien,Jeff,SF,HOU,2011,270427,jeffadrien
180,Boykins,Earl,PG,HOU,2011,130856,earlboykins
181,Fortson,Courtney,SG,HOU,2011,118401,courtneyfortson
182,Simpson,Diamon,PF,HOU,2011,57291,diamonsimpson
183,Boykins,Earl,PG,HOU,2011,10905,earlboykins
184,Fortson,Courtney,SG,HOU,2011,3819,courtneyfortson
185,Granger,Danny,SF,IND,2011,12000000,dannygranger
186,West,David,PF,IND,2011,10000000,davidwest
187,Foster,Jeff,C,IND,2011,3000000,jefffoster
188,Jones,Dahntay,SF,IND,2011,2650000,dahntayjones
189,George,Paul,SF,IND,2011,2625256,paulgeorge
190,Amundson,Louis,PF,IND,2011,2314000,louisamundson
191,Hansbrough,Tyler,PF,IND,2011,2262855,tylerhansbrough
192,Hibbert,Roy,C,IND,2011,1828668,royhibbert
193,Collison,Darren,PG,IND,2011,1600616,darrencollison
194,Ayres,Jeff,PF,IND,2011,1500000,jeffayres
195,Hill,George,PG,IND,2011,1332850,georgehill
196,Stephenson,Lance,SF,IND,2011,837500,lancestephenson
197,Price,A.J.,PG,IND,2011,701359,ajprice
198,Fesenko,Kyrylo,C,IND,2011,435000,kyrylofesenko
199,Paul,Chris,PG,LAC,2011,15907354,chrispaul
200,Jordan,DeAndre,C,LAC,2011,10759764,deandrejordan
201,Williams,Mo,PG,LAC,2011,8543833,mowilliams
202,Butler,Caron,SF,LAC,2011,8000000,caronbutler
203,Griffin,Blake,PF,LAC,2011,5824671,blakegriffin
204,Foye,Randy,SG,LAC,2011,4250000,randyfoye
205,Gomes,Ryan,SF,LAC,2011,4000000,ryangomes
206,Hill,Jordan,C,LAC,2011,2669520,jordanhill
207,Martin,Kenyon,PF,LAC,2011,2500000,kenyonmartin
208,Billups,Chauncey,PG,LAC,2011,2000000,chaunceybillups
209,Bledsoe,Eric,PG,LAC,2011,1853889,ericbledsoe
210,Evans,Reggie,PF,LAC,2011,1229255,reggieevans
211,Leslie,Travis,SG,LAC,2011,706697,travisleslie
212,Thompkins,Trey,PF,LAC,2011,706697,treythompkins
213,Simmons,Bobby,SF,LAC,2011,370759,bobbysimmons
214,Simmons,Bobby,SF,LAC,2011,10905,bobbysimmons
215,Simmons,Bobby,SF,LAC,2011,10244,bobbysimmons
216,Bryant,Kobe,SF,LAL,2011,27849149,kobebryant
217,Gasol,Pau,PF,LAL,2011,19000000,paugasol
218,Bynum,Andrew,C,LAL,2011,14300000,andrewbynum
219,WorldPeace,Metta,SF,LAL,2011,6790640,mettaworldpeace
220,Blake,Steve,PG,LAL,2011,4000000,steveblake
221,Sessions,Ramon,PG,LAL,2011,3964320,ramonsessions
222,McRoberts,Josh,PF,LAL,2011,3067500,joshmcroberts
223,Barnes,Matt,SF,LAL,2011,1832500,mattbarnes
224,Murphy,Troy,PF,LAL,2011,1352181,troymurphy
225,Ebanks,Devin,SF,LAL,2011,617900,devinebanks
226,Goudelock,Andrew,PG,LAL,2011,617900,andrewgoudelock
227,Morris,Darius,PG,LAL,2011,473604,dariusmorris
228,Randolph,Zach,PF,MEM,2011,16500000,zachrandolph
229,Gay,Rudy,SF,MEM,2011,16460538,rudygay
230,Gasol,Marc,C,MEM,2011,14375941,marcgasol
231,Conley,Mike,PG,MEM,2011,8000000,mikeconley
232,Mayo,O.J.,SG,MEM,2011,4532359,ojmayo
233,Allen,Tony,SG,MEM,2011,3150000,tonyallen
234,Cunningham,Dante,PF,MEM,2011,2090000,dantecunningham
235,Speights,Marreese,C,MEM,2011,1924024,marreesespeights
236,Pondexter,Quincy,SF,MEM,2011,1421720,quincypondexter
237,Haddadi,Hamed,C,MEM,2011,1300000,hamedhaddadi
238,Arthur,Darrell,PF,MEM,2011,1294610,darrellarthur
239,Pargo,Jermey,PG,MEM,2011,1000000,jermeypargo
240,Young,Sam,SF,MEM,2011,886000,samyoung
241,Selby,Josh,PG,MEM,2011,656098,joshselby
242,Arenas,Gilbert,SG,MEM,2011,414378,gilbertarenas
243,Hudson,Lester,PG,MEM,2011,51780,lesterhudson
244,Bosh,Chris,PF,MIA,2011,18306250,chrisbosh
245,James,LeBron,SF,MIA,2011,18306250,lebronjames
246,Wade,Dwyane,SG,MIA,2011,17864333,dwyanewade
247,Miller,Mike,SG,MIA,2011,5800000,mikemiller
248,Haslem,Udonis,PF,MIA,2011,4060000,udonishaslem
249,Chalmers,Mario,PG,MIA,2011,4000000,mariochalmers
250,Anthony,Joel,C,MIA,2011,3650000,joelanthony
251,Battier,Shane,SF,MIA,2011,3135000,shanebattier
252,Jones,James,SG,MIA,2011,1500000,jamesjones
253,Howard,Juwan,PF,MIA,2011,1352181,juwanhoward
254,Curry,Eddy,C,MIA,2011,1229255,eddycurry
255,Cole,Norris,PG,MIA,2011,1082560,norriscole
256,Pittman,Dexter,C,MIA,2011,696729,dexterpittman
257,Harris,Terrel,SG,MIA,2011,473604,terrelharris
258,Turiaf,Ronny,C,MIA,2011,340305,ronnyturiaf
259,Gladness,Mickell,PF,MIA,2011,7384,mickellgladness
260,Gladness,Mickell,PF,MIA,2011,4306,mickellgladness
261,Gladness,Mickell,PF,MIA,2011,3819,mickellgladness
262,Gladness,Mickell,PF,MIA,2011,3588,mickellgladness
263,Bogut,Andrew,C,MIL,2011,12000000,andrewbogut
264,Salmons,John,SF,MIL,2011,7833200,johnsalmons
265,Brown,Kwame,C,MIL,2011,6750000,kwamebrown
266,Udrih,Beno,PG,MIL,2011,6478600,benoudrih
267,Gooden,Drew,PF,MIL,2011,6409680,drewgooden
268,Richard,Luc,SF,MIL,2011,4691288,lucrichard
269,Dunleavy,Mike,SF,MIL,2011,3750000,mikedunleavy
270,Delfino,Carlos,SG,MIL,2011,3500000,carlosdelfino
271,Livingston,Shaun,PG,MIL,2011,3500000,shaunlivingston
272,Jennings,Brandon,PG,MIL,2011,2543213,brandonjennings
273,Ilyasova,Ersan,SF,MIL,2011,2320500,ersanilyasova
274,Sanders,Larry,C,MIL,2011,2159752,larrysanders
275,Harris,Tobias,PF,MIL,2011,1706649,tobiasharris
276,Brockman,Jon,SF,MIL,2011,1000000,jonbrockman
277,Leuer,Jon,PF,MIL,2011,617900,jonleuer
278,Boykins,Earl,PG,MIL,2011,10905,earlboykins
279,Barron,Earl,PF,MIL,2011,6890,earlbarron
280,Beasley,Michael,SF,MIN,2011,5044537,michaelbeasley
281,Webster,Martell,SF,MIN,2011,5030250,martellwebster
282,Miller,Brad,C,MIN,2011,5000000,bradmiller
283,Williams,Derrick,PF,MIN,2011,4809840,derrickwilliams
284,Milicic,Darko,PF,MIN,2011,4505750,darkomilicic
285,Barea,Jose,PG,MIN,2011,4500000,josebarea
286,Pekovic,Nikola,C,MIN,2011,4320000,nikolapekovic
287,Johnson,Wesley,SG,MIN,2011,4006080,wesleyjohnson
288,Ridnour,Luke,PG,MIN,2011,4000000,lukeridnour
289,Rubio,Ricky,PG,MIN,2011,3836364,rickyrubio
290,Love,Kevin,PF,MIN,2011,3703175,kevinlove
291,Tolliver,Anthony,PF,MIN,2011,2125000,anthonytolliver
292,Randolph,Anthony,PF,MIN,2011,2105948,anthonyrandolph
293,Ellington,Wayne,SG,MIN,2011,1329951,wayneellington
294,Lee,Malcolm,SG,MIN,2011,715496,malcolmlee
295,Williams,Deron,PG,NJN,2011,16266652,deronwilliams
296,Humphries,Kris,PF,NJN,2011,8000000,krishumphries
297,Outlaw,Travis,SF,NJN,2011,4000000,travisoutlaw
298,Morrow,Anthony,SG,NJN,2011,4000000,anthonymorrow
299,Farmar,Jordan,PG,NJN,2011,3875000,jordanfarmar
300,Petro,Johan,C,NJN,2011,3333333,johanpetro
301,Williams,Shawne,SF,NJN,2011,3000000,shawnewilliams
302,Stevenson,DeShawn,SF,NJN,2011,2500000,deshawnstevenson
303,Lopez,Brook,C,NJN,2011,2461186,brooklopez
304,Brooks,MarShon,SG,NJN,2011,1144662,marshonbrooks
305,Williams,Shelden,C,NJN,2011,992680,sheldenwilliams
306,Williams,Jordan,PF,NJN,2011,473604,jordanwilliams
307,Emmett,Andre,SG,NJN,2011,415742,andreemmett
308,Green,Gerald,SG,NJN,2011,277540,geraldgreen
309,Bogans,Keith,SF,NJN,2011,77120,keithbogans
310,Johnson,Armon,PG,NJN,2011,34644,armonjohnson
311,Green,Gerald,SG,NJN,2011,9714,geraldgreen
312,Johnson,Armon,PG,NJN,2011,6929,armonjohnson
313,Green,Gerald,SG,NJN,2011,5551,geraldgreen
314,Horner,Dennis,SF,NJN,2011,4306,dennishorner
315,Smith,Jerry,SG,NJN,2011,4306,jerrysmith
316,Okafor,Emeka,C,NOP,2011,12000000,emekaokafor
317,Kaman,Chris,C,NOP,2011,10766000,chriskaman
318,Landry,Carl,PF,NOP,2011,9000000,carllandry
319,Jack,Jarrett,PG,NOP,2011,5000000,jarrettjack
320,Gordon,Eric,SG,NOP,2011,3072736,ericgordon
321,Aminu,Al-Farouq,SF,NOP,2011,2755560,alfarouqaminu
322,Smith,Jason,PF,NOP,2011,2500000,jasonsmith
323,Henry,Xavier,SG,NOP,2011,2171680,xavierhenry
324,Belinelli,Marco,SF,NOP,2011,2019607,marcobelinelli
325,Ayon,Gustavo,PF,NOP,2011,1500000,gustavoayon
326,Vasquez,Greivis,PG,NOP,2011,1372747,greivisvasquez
327,Johnson,Carldell,SG,NOP,2011,179395,carldelljohnson
328,Jones,Solomon,PF,NOP,2011,9025,solomonjones
329,Jones,Solomon,PF,NOP,2011,7521,solomonjones
330,Thomas,Lance,SF,NOP,2011,7176,lancethomas
331,Thomas,Lance,SF,NOP,2011,7176,lancethomas
332,Watkins,Darryl,C,NOP,2011,5774,darrylwatkins
333,Dyson,Jerome,SG,NOP,2011,5023,jeromedyson
334,Foote,Jeff,C,NOP,2011,4306,jefffoote
335,Thomas,Lance,SF,NOP,2011,4306,lancethomas
336,Sloan,Donald,PG,NOP,2011,3588,donaldsloan
337,Sloan,Donald,PG,NOP,2011,3588,donaldsloan
338,Thomas,Lance,SF,NOP,2011,3588,lancethomas
339,Stoudemire,Amar'e,PF,NYK,2011,19948799,amarestoudemire
340,Anthony,Carmelo,SF,NYK,2011,15779912,carmeloanthony
341,Chandler,Tyson,C,NYK,2011,13852363,tysonchandler
342,Billups,Chauncey,PG,NYK,2011,12200000,chaunceybillups
343,Smith,J.R.,SG,NYK,2011,2382353,jrsmith
344,Shumpert,Iman,SG,NYK,2011,1879324,imanshumpert
345,Davis,Baron,PG,NYK,2011,1352181,barondavis
346,Douglas,Toney,SG,NYK,2011,1320190,toneydouglas
347,Jeffries,Jared,PF,NYK,2011,1229255,jaredjeffries
348,Novak,Steve,SF,NYK,2011,992680,stevenovak
349,Lin,Jeremy,PG,NYK,2011,617900,jeremylin
350,Fields,Landry,SF,NYK,2011,617900,landryfields
351,Harrellson,Josh,PF,NYK,2011,473604,joshharrellson
352,Jordan,Jerome,C,NYK,2011,473604,jeromejordan
353,Gadzuric,Dan,C,NYK,2011,69393,dangadzuric
354,Durant,Kevin,SF,OKC,2011,17832627,kevindurant
355,Perkins,Kendrick,C,OKC,2011,7850531,kendrickperkins
356,Harden,James,SG,OKC,2011,4458842,jamesharden
357,Westbrook,Russell,PG,OKC,2011,4087364,russellwestbrook
358,Mohammed,Nazr,C,OKC,2011,3750000,nazrmohammed
359,Sefolosha,Thabo,SF,OKC,2011,3512500,thabosefolosha
360,Cook,Daequan,SG,OKC,2011,3216250,daequancook
361,Collison,Nick,PF,OKC,2011,2757500,nickcollison
362,Fisher,Derek,PG,OKC,2011,2329545,derekfisher
363,Aldrich,Cole,C,OKC,2011,2286000,colealdrich
364,Maynor,Eric,PG,OKC,2011,1648030,ericmaynor
365,Ibaka,Serge,PF,OKC,2011,1466415,sergeibaka
366,Jackson,Reggie,PG,OKC,2011,1457363,reggiejackson
367,Ivey,Royal,PG,OKC,2011,1200000,royalivey
368,Hayward,Lazar,PF,OKC,2011,1097520,lazarhayward
369,Arenas,Gilbert,SG,ORL,2011,20807922,gilbertarenas
370,Howard,Dwight,C,ORL,2011,16647180,dwighthoward
371,Turkoglu,Hedo,SF,ORL,2011,10560000,hedoturkoglu
372,Nelson,Jameer,PG,ORL,2011,7700000,jameernelson
373,Redick,J.J.,SG,ORL,2011,6563333,jjredick
374,Davis,Glen,PF,ORL,2011,6425000,glendavis
375,Richardson,Jason,SG,ORL,2011,6000000,jasonrichardson
376,Duhon,Chris,PG,ORL,2011,3750000,chrisduhon
377,Richardson,Quentin,PF,ORL,2011,2355600,quentinrichardson
378,Anderson,Ryan,PF,ORL,2011,1548990,ryananderson
379,Clark,Earl,SF,ORL,2011,1200000,earlclark
380,Orton,Daniel,C,ORL,2011,1062960,danielorton
381,Wafer,Von,PG,ORL,2011,992680,vonwafer
382,Harper,Justin,SF,ORL,2011,617900,justinharper
383,Smith,Ishmael,PG,ORL,2011,522472,ishmaelsmith
384,Liggins,DeAndre,SG,ORL,2011,473604,deandreliggins
385,Brand,Elton,PF,PHI,2011,15408785,eltonbrand
386,Iguodala,Andre,SG,PHI,2011,13416667,andreiguodala
387,Young,Thaddeus,PF,PHI,2011,8600000,thaddeusyoung
388,Turner,Evan,SF,PHI,2011,5380877,evanturner
389,Williams,Louis,SG,PHI,2011,5000000,louiswilliams
390,Hawes,Spencer,PF,PHI,2011,4051023,spencerhawes
391,Vucevic,Nikola,C,PHI,2011,1977425,nikolavucevic
392,Holiday,Jrue,PG,PHI,2011,1889465,jrueholiday
393,Battie,Tony,PF,PHI,2011,1352181,tonybattie
394,Meeks,Jodie,SG,PHI,2011,701359,jodiemeeks
395,Allen,LaVoy,PF,PHI,2011,473604,lavoyallen
396,Silas,Xavier,SG,PHI,2011,11458,xaviersilas
397,Elson,Francisco,C,PHI,2011,9267,franciscoelson
398,Elson,Francisco,C,PHI,2011,7413,franciscoelson
399,Nash,Steve,PG,PHX,2011,11000000,stevenash
400,Gortat,Marcin,C,PHX,2011,6790640,marcingortat
401,Hill,Grant,SF,PHX,2011,6500000,granthill
402,Childress,Josh,SF,PHX,2011,6250000,joshchildress
403,Frye,Channing,PF,PHX,2011,6000000,channingfrye
404,Warrick,Hakim,PF,PHX,2011,4500000,hakimwarrick
405,Dudley,Jared,PF,PHX,2011,4250000,jareddudley
406,Brown,Shannon,PG,PHX,2011,3500000,shannonbrown
407,Morris,Markieff,PF,PHX,2011,2251450,markieffmorris
408,Lopez,Robin,C,PHX,2011,2024791,robinlopez
409,Telfair,Sebastian,PG,PHX,2011,1533750,sebastiantelfair
410,Redd,Michael,SG,PHX,2011,1308506,michaelredd
411,Price,Ronnie,PG,PHX,2011,1069509,ronnieprice
412,Roy,Brandon,SG,POR,2011,17174735,brandonroy
413,Aldridge,LaMarcus,PF,POR,2011,13000000,lamarcusaldridge
414,Okur,Mehmet,C,POR,2011,10890000,mehmetokur
415,Camby,Marcus,C,POR,2011,8854875,marcuscamby
416,Felton,Raymond,PG,POR,2011,7280000,raymondfelton
417,Matthews,Wesley,SG,POR,2011,6505320,wesleymatthews
418,Crawford,Jamal,SG,POR,2011,2500000,jamalcrawford
419,Babbitt,Luke,SF,POR,2011,1768840,lukebabbitt
420,Hickson,J.J,PF,POR,2011,1660534,jjhickson
421,Thomas,Kurt,PF,POR,2011,1352181,kurtthomas
422,Williams,Elliot,SG,POR,2011,1348800,elliotwilliams
423,Smith,Nolan,PG,POR,2011,1336320,nolansmith
424,Batum,Nicolas,SG,POR,2011,1294610,nicolasbatum
425,Smith,Craig,PF,POR,2011,992680,craigsmith
426,Johnson,Chris,PF,POR,2011,762195,chrisjohnson
427,Przybilla,Joel,C,POR,2011,655616,joelprzybilla
428,Thornton,Marcus,SG,SAC,2011,7787500,marcusthornton
429,Garcia,Francisco,SG,SAC,2011,5800000,franciscogarcia
430,Hayes,Chuck,PF,SAC,2011,5604375,chuckhayes
431,Evans,Tyreke,SF,SAC,2011,4223616,tyrekeevans
432,Cousins,DeMarcus,C,SAC,2011,3950033,demarcuscousins
433,Outlaw,Travis,SF,SAC,2011,3000000,travisoutlaw
434,Fredette,Jimmer,PG,SAC,2011,2339080,jimmerfredette
435,Thompson,Jason,PF,SAC,2011,2277261,jasonthompson
436,Casspi,Omri,SF,SAC,2011,1510187,omricasspi
437,Honeycutt,Tyler,SF,SAC,2011,823056,tylerhoneycutt
438,Whiteside,Hassan,C,SAC,2011,746316,hassanwhiteside
439,Thomas,Isaiah,PG,SAC,2011,706697,isaiahthomas
