,last name,first name,position,team,year,average salary,name
0,Horford,Al,C,ATL,2013,12000000,alhorford
1,Millsap,Paul,PF,ATL,2013,9500000,paulmillsap
2,Teague,Jeff,PG,ATL,2013,8000000,jeffteague
3,Korver,Kyle,SG,ATL,2013,6000000,kylekorver
4,Williams,Louis,SG,ATL,2013,5225000,louiswilliams
5,Brand,Elton,PF,ATL,2013,4000000,eltonbrand
6,Carroll,DeMarre,SF,ATL,2013,2500000,demarrecarroll
7,Schröder,Dennis,PG,ATL,2013,1877716,dennisschrder
8,Ayon,Gustavo,PF,ATL,2013,1500000,gustavoayon
9,Jenkins,John,SG,ATL,2013,1258760,johnjenkins
10,Antic,Pero,PF,ATL,2013,1225000,peroantic
11,Muscala,Mike,PF,ATL,2013,735231,mikemuscala
12,Scott,Mike,PF,ATL,2013,631238,mikescott
13,Mack,Shelvin,PG,ATL,2013,493707,shelvinmack
14,Martin,Cartier,PF,ATL,2013,332402,cartiermartin
15,Martin,Cartier,PF,ATL,2013,6044,cartiermartin
16,Martin,Cartier,PF,ATL,2013,6044,cartiermartin
17,Armstrong,Hilton,C,ATL,2013,6044,hiltonarmstrong
18,Pittman,Dexter,C,ATL,2013,5202,dexterpittman
19,Nunnally,James,SG,ATL,2013,2883,jamesnunnally
20,Nunnally,James,SG,ATL,2013,2883,jamesnunnally
21,Humphries,Kris,PF,BOS,2013,12000000,krishumphries
22,Rondo,Rajon,PG,BOS,2013,11000000,rajonrondo
23,Wallace,Gerald,SF,BOS,2013,10000008,geraldwallace
24,Green,Jeff,SF,BOS,2013,8800000,jeffgreen
25,Bass,Brandon,PF,BOS,2013,6450000,brandonbass
26,Bogans,Keith,SF,BOS,2013,5209958,keithbogans
27,Anthony,Joel,C,BOS,2013,3650000,joelanthony
28,Bayless,Jerryd,PG,BOS,2013,3067500,jerrydbayless
29,Olynyk,Kelly,C,BOS,2013,2330324,kellyolynyk
30,Faverani,Vitor,C,BOS,2013,2060000,vitorfaverani
31,Bradley,Avery,SG,BOS,2013,1771218,averybradley
32,Sullinger,Jared,PF,BOS,2013,1591605,jaredsullinger
33,Pressey,Phil,PG,BOS,2013,751313,philpressey
34,Johnson,Christapher,SF,BOS,2013,738927,christapherjohnson
35,Babb,Chris,SG,BOS,2013,613870,chrisbabb
36,Johnson,Christapher,SF,BOS,2013,4640,christapherjohnson
37,Johnson,Christapher,SF,BOS,2013,4640,christapherjohnson
38,Babb,Chris,SG,BOS,2013,2883,chrisbabb
39,Babb,Chris,SG,BOS,2013,2883,chrisbabb
40,Blue,Vander,SG,BOS,2013,2883,vanderblue
41,Johnson,Joe,SF,BKN,2013,20609682,joejohnson
42,Williams,Deron,PG,BKN,2013,19754465,deronwilliams
43,Pierce,Paul,SF,BKN,2013,15333334,paulpierce
44,Lopez,Brook,C,BKN,2013,15206485,brooklopez
45,Garnett,Kevin,PF,BKN,2013,12000000,kevingarnett
