,last name,first name,position,team,year,average salary,name
58,Biyombo,Bismack,PF,CHA,2014,3161320,bismackbiyombo
59,Vonleh,Noah,PF,CHA,2014,2854628,noahvonleh
60,Roberts,Brian,PG,CHA,2014,2793470,brianroberts
61,Walker,Kemba,PG,CHA,2014,2664793,kembawalker
62,Maxiell,Jason,PF,CHA,2014,1316809,jasonmaxiell
63,Hairston,P.J.,SG,CHA,2014,1175580,pjhairston
64,Daniels,Troy,SG,CHA,2014,881879,troydaniels
65,Taylor,Jeff,SG,CHA,2014,759705,jefftaylor
66,Williams,Elliot,SG,CHA,2014,5771,elliotwilliams
67,Rose,Derrick,PG,CHI,2014,18862876,derrickrose
68,Boozer,Carlos,PF,CHI,2014,13549000,carlosboozer
69,Noah,Joakim,C,CHI,2014,12000000,joakimnoah
70,Gibson,Taj,PF,CHI,2014,8250000,tajgibson
71,Gasol,Pau,PF,CHI,2014,7448760,paugasol
72,Mirotic,Nikola,PF,CHI,2014,5543725,nikolamirotic
73,Dunleavy,Mike,SF,CHI,2014,3254618,mikedunleavy
74,Hinrich,Kirk,SG,CHI,2014,2793470,kirkhinrich
75,McDermott,Doug,SF,CHI,2014,2609109,dougmcdermott
76,Snell,Tony,SF,CHI,2014,1696412,tonysnell
77,Mohammed,Nazr,C,CHI,2014,1448490,nazrmohammed
78,Butler,Jimmy,SG,CHI,2014,1302377,jimmybutler
79,Brooks,Aaron,PG,CHI,2014,1145685,aaronbrooks
80,Moore,E'Twaun,SG,CHI,2014,981792,etwaunmoore
81,Bairstow,Cameron,PF,CHI,2014,777609,cameronbairstow
82,James,LeBron,SF,CLE,2014,21108899,lebronjames
83,Love,Kevin,PF,CLE,2014,15206485,kevinlove
84,Varejao,Anderson,PF,CLE,2014,8050000,andersonvarejao
85,Smith,J.R.,SG,CLE,2014,5982375,jrsmith
86,Irving,Kyrie,PG,CLE,2014,5799503,kyrieirving
87,Mozgov,Timofey,C,CLE,2014,4666667,timofeymozgov
88,Haywood,Brendan,C,CLE,2014,4209047,brendanhaywood
89,Thompson,Tristan,C,CLE,2014,4205318,tristanthompson
90,Miller,Mike,SG,CLE,2014,2793470,mikemiller
91,Shumpert,Iman,SG,CLE,2014,1879324,imanshumpert
92,Jones,James,SG,CLE,2014,1448490,jamesjones
93,Marion,Shawn,SF,CLE,2014,1448490,shawnmarion
94,Harris,Joe,SG,CLE,2014,903456,joeharris
95,Dellavedova,Matthew,PG,CLE,2014,653331,matthewdellavedova
96,Perkins,Kendrick,C,CLE,2014,434547,kendrickperkins
97,Parsons,Chandler,SF,DAL,2014,15361500,chandlerparsons
98,Chandler,Tyson,C,DAL,2014,13852363,tysonchandler
99,Rondo,Rajon,PG,DAL,2014,11000000,rajonrondo
100,Ellis,Monta,SG,DAL,2014,8360000,montaellis
101,Nowitzki,Dirk,PF,DAL,2014,8333333,dirknowitzki
102,Haywood,Brendan,C,DAL,2014,7023500,brendanhaywood
103,Harris,Devin,PG,DAL,2014,4140721,devinharris
104,Felton,Raymond,PG,DAL,2014,3715383,raymondfelton
105,Jefferson,Richard,SF,DAL,2014,1448490,richardjefferson
106,Villanueva,Charlie,PF,DAL,2014,1316809,charlievillanueva
107,Aminu,Al-Farouq,SF,DAL,2014,981084,alfarouqaminu
108,Powell,Dwight,PF,DAL,2014,676198,dwightpowell
109,Stoudemire,Amar'e,PF,DAL,2014,485670,amarestoudemire
110,Smith,Greg,C,DAL,2014,481884,gregsmith
111,Barea,Jose,PG,DAL,2014,325645,josebarea
112,James,Bernard,C,DAL,2014,236886,bernardjames
113,James,Bernard,C,DAL,2014,5384,bernardjames
114,James,Bernard,C,DAL,2014,5384,bernardjames
115,Lawson,Ty,PG,DEN,2014,12000000,tylawson
116,Gallinari,Danilo,SF,DEN,2014,10500000,danilogallinari
117,Chandler,Wilson,SF,DEN,2014,6344163,wilsonchandler
118,Hickson,J.J,PF,DEN,2014,5381750,jjhickson
119,Arthur,Darrell,PF,DEN,2014,4837500,darrellarthur
120,Foye,Randy,SG,DEN,2014,3045000,randyfoye
121,Nelson,Jameer,PG,DEN,2014,2793470,jameernelson
122,Nurkic,Jusuf,C,DEN,2014,2118326,jusufnurkic
123,Harris,Gary,SG,DEN,2014,1828154,garyharris
124,Lauvergne,Joffrey,PF,DEN,2014,1736573,joffreylauvergne
125,Faried,Kenneth,PF,DEN,2014,1545842,kennethfaried
126,Green,Erick,PG,DEN,2014,777609,erickgreen
127,Barton,Will,SG,DEN,2014,751372,willbarton
128,Clark,Ian,SG,DEN,2014,653331,ianclark
129,Franklin,Jamaal,SG,DEN,2014,483244,jamaalfranklin
130,Jennings,Brandon,PG,DET,2014,8000000,brandonjennings
131,Prince,Tayshaun,SF,DET,2014,7000000,tayshaunprince
132,Meeks,Jodie,SG,DET,2014,6270000,jodiemeeks
133,Monroe,Greg,C,DET,2014,5479933,gregmonroe
134,Butler,Caron,SF,DET,2014,4500000,caronbutler
135,Anthony,Joel,C,DET,2014,3650000,joelanthony
136,Tolliver,Anthony,PF,DET,2014,3000000,anthonytolliver
137,Caldwell-Pope,Kentavious,SG,DET,2014,2998910,kentaviouscaldwellpope
138,Drummond,Andre,C,DET,2014,2664793,andredrummond
139,Jackson,Reggie,PG,DET,2014,1457363,reggiejackson
140,Williams,Shawne,SF,DET,2014,1292066,shawnewilliams
141,Martin,Cartier,PF,DET,2014,1208325,cartiermartin
142,Dinwiddie,Spencer,PG,DET,2014,841830,spencerdinwiddie
143,Miller,Quincy,SF,DET,2014,582199,quincymiller
144,LucasIII,John,PG,DET,2014,336966,johnlucasiii
145,LucasIII,John,PG,DET,2014,6739,johnlucasiii
146,LucasIII,John,PG,DET,2014,6739,johnlucasiii
147,Miller,Quincy,SF,DET,2014,5384,quincymiller
148,Miller,Quincy,SF,DET,2014,5384,quincymiller
149,Lee,David,PF,GSW,2014,13256280,davidlee
150,Bogut,Andrew,C,GSW,2014,12000000,andrewbogut
151,Iguodala,Andre,SG,GSW,2014,12000000,andreiguodala
152,Curry,Stephen,PG,GSW,2014,11000000,stephencurry
153,Livingston,Shaun,PG,GSW,2014,5543725,shaunlivingston
154,Speights,Marreese,C,GSW,2014,3657500,marreesespeights
155,Thompson,Klay,SG,GSW,2014,2435620,klaythompson
156,Barnes,Harrison,SF,GSW,2014,2192970,harrisonbarnes
157,Barbosa,Leandro,SG,GSW,2014,1448490,leandrobarbosa
158,Ezeli,Festus,C,GSW,2014,1302377,festusezeli
159,Rush,Brandon,SG,GSW,2014,1208325,brandonrush
160,Green,Draymond,PF,GSW,2014,880248,draymondgreen
161,Holiday,Justin,SG,GSW,2014,816482,justinholiday
162,Kuzmic,Ognjen,C,GSW,2014,653331,ognjenkuzmic
163,McAdoo,James,SF,GSW,2014,506091,jamesmcadoo
164,McAdoo,James,SF,GSW,2014,2984,jamesmcadoo
165,McAdoo,James,SF,GSW,2014,2984,jamesmcadoo
166,Howard,Dwight,C,HOU,2014,21897818,dwighthoward
167,Harden,James,SG,HOU,2014,15756438,jamesharden
168,Ariza,Trevor,SF,HOU,2014,8000001,trevorariza
169,Scola,Luis,PF,HOU,2014,5724622,luisscola
170,Terry,Jason,SG,HOU,2014,5225000,jasonterry
171,Papanikolaou,Kostas,SF,HOU,2014,4797664,kostaspapanikolaou
172,Brewer,Corey,SG,HOU,2014,4702500,coreybrewer
173,Smith,Josh,SF,HOU,2014,2077000,joshsmith
174,Jones,Terrence,PF,HOU,2014,1786262,terrencejones
175,Prigioni,Pablo,PG,HOU,2014,1662961,pabloprigioni
176,Motiejunas,Donatas,PF,HOU,2014,1639061,donatasmotiejunas
177,Capela,Clint,C,HOU,2014,1515672,clintcapela
178,Dorsey,Joey,PF,HOU,2014,981792,joeydorsey
179,Johnson,Nick,SG,HOU,2014,777609,nickjohnson
180,Beverley,Patrick,PG,HOU,2014,661830,patrickbeverley
181,McDaniels,K.J.,SG,HOU,2014,507336,kjmcdaniels
182,George,Paul,SF,IND,2014,18314532,paulgeorge
183,Hibbert,Roy,C,IND,2014,14610937,royhibbert
184,West,David,PF,IND,2014,12200000,davidwest
185,Hill,George,PG,IND,2014,8000000,georgehill
186,Scola,Luis,PF,IND,2014,4508504,luisscola
187,Miles,C.J.,SG,IND,2014,4488838,cjmiles
188,Mahinmi,Ian,C,IND,2014,4000000,ianmahinmi
189,Copeland,Chris,SF,IND,2014,3067500,chriscopeland
190,Watson,C.J.,PG,IND,2014,2046500,cjwatson
191,Hill,Solomon,SF,IND,2014,1302800,solomonhill
192,Stuckey,Rodney,PG,IND,2014,1227985,rodneystuckey
193,Rudez,Damjan,SF,IND,2014,1124750,damjanrudez
194,Allen,LaVoy,PF,IND,2014,948163,lavoyallen
195,Sloan,Donald,PG,IND,2014,916228,donaldsloan
196,Whittington,Shayne,PF,IND,2014,507336,shaynewhittington
197,Paul,Chris,PG,LAC,2014,21468695,chrispaul
198,Griffin,Blake,PF,LAC,2014,18907725,blakegriffin
199,Jordan,DeAndre,C,LAC,2014,10759764,deandrejordan
200,Redick,J.J.,SG,LAC,2014,6938750,jjredick
201,Hawes,Spencer,PF,LAC,2014,5663088,spencerhawes
202,Crawford,Jamal,SG,LAC,2014,5337500,jamalcrawford
203,Barnes,Matt,SF,LAC,2014,3396250,mattbarnes
204,Rivers,Austin,SG,LAC,2014,2339080,austinrivers
205,Turkoglu,Hedo,SF,LAC,2014,1448490,hedoturkoglu
206,Davis,Glen,PF,LAC,2014,1227985,glendavis
207,Wilcox,C.J.,SG,LAC,2014,1159680,cjwilcox
208,Udoh,Ekpe,PF,LAC,2014,981084,ekpeudoh
209,Jones,Dahntay,SF,LAC,2014,613478,dahntayjones
210,Hamilton,Jordan,SF,LAC,2014,583006,jordanhamilton
211,Hawes,Spencer,PF,LAC,2014,566309,spencerhawes
212,Hudson,Lester,PG,LAC,2014,521654,lesterhudson
213,Jones,Dahntay,SF,LAC,2014,8521,dahntayjones
214,Jones,Dahntay,SF,LAC,2014,8521,dahntayjones
215,Robinson,Nate,PG,LAC,2014,7746,naterobinson
216,Robinson,Nate,PG,LAC,2014,7746,naterobinson
217,Hudson,Lester,PG,LAC,2014,5773,lesterhudson
218,Hamilton,Jordan,SF,LAC,2014,5577,jordanhamilton
219,Hamilton,Jordan,SF,LAC,2014,5577,jordanhamilton
220,Bryant,Kobe,SF,LAL,2014,24250000,kobebryant
221,Hill,Jordan,C,LAL,2014,9000000,jordanhill
222,Lin,Jeremy,PG,LAL,2014,8374646,jeremylin
223,Young,Nick,SF,LAL,2014,5331544,nickyoung
224,Randle,Julius,PF,LAL,2014,3386491,juliusrandle
225,Boozer,Carlos,PF,LAL,2014,3251000,carlosboozer
226,Kelly,Ryan,PF,LAL,2014,1687125,ryankelly
227,Price,Ronnie,PG,LAL,2014,1316809,ronnieprice
228,Ellington,Wayne,SG,LAL,2014,1063384,wayneellington
229,Davis,Ed,PF,LAL,2014,1040843,eddavis
230,Johnson,Wesley,SG,LAL,2014,981084,wesleyjohnson
231,Sacre,Robert,C,LAL,2014,895154,robertsacre
232,Black,Tarik,C,LAL,2014,676198,tarikblack
233,Clarkson,Jordan,SG,LAL,2014,676198,jordanclarkson
234,Brown,Jabari,SG,LAL,2014,444912,jabaribrown
235,Blue,Vander,SG,LAL,2014,14409,vanderblue
236,Buycks,Dwight,PG,LAL,2014,6244,dwightbuycks
237,Brown,Jabari,SG,LAL,2014,2984,jabaribrown
238,Brown,Jabari,SG,LAL,2014,2984,jabaribrown
239,Randolph,Zach,PF,MEM,2014,16500000,zachrandolph
240,Gasol,Marc,C,MEM,2014,14375941,marcgasol
241,Green,Jeff,SF,MEM,2014,8800000,jeffgreen
242,Conley,Mike,PG,MEM,2014,8000000,mikeconley
243,Lee,Courtney,SG,MEM,2014,5337500,courtneylee
244,Allen,Tony,SG,MEM,2014,5000000,tonyallen
245,Carter,Vince,SG,MEM,2014,4088019,vincecarter
246,Koufos,Kosta,C,MEM,2014,3000000,kostakoufos
247,Udrih,Beno,PG,MEM,2014,2123733,benoudrih
248,Adams,Jordan,SG,MEM,2014,1404600,jordanadams
249,Leuer,Jon,PF,MEM,2014,967500,jonleuer
250,Stokes,Jarnell,PF,MEM,2014,850163,jarnellstokes
251,Smith,Russ,PG,MEM,2014,777609,russsmith
252,Calathes,Nick,SG,MEM,2014,653331,nickcalathes
253,Green,JaMychal,PF,MEM,2014,653262,jamychalgreen
254,Thomas,Tyrus,PF,MEM,2014,6739,tyrusthomas
255,Green,JaMychal,PF,MEM,2014,2984,jamychalgreen
256,Green,JaMychal,PF,MEM,2014,2984,jamychalgreen
257,Bosh,Chris,PF,MIA,2014,23741060,chrisbosh
258,Wade,Dwyane,SG,MIA,2014,15562500,dwyanewade
259,Deng,Luol,SF,MIA,2014,9933037,luoldeng
260,Dragic,Goran,PG,MIA,2014,7500000,gorandragic
261,Miller,Mike,SG,MIA,2014,6400000,mikemiller
262,McRoberts,Josh,PF,MIA,2014,5663088,joshmcroberts
263,Andersen,Chris,PF,MIA,2014,5187500,chrisandersen
264,Chalmers,Mario,PG,MIA,2014,4150000,mariochalmers
265,Haslem,Udonis,PF,MIA,2014,2793470,udonishaslem
266,Dragic,Zoran,SG,MIA,2014,1706250,zorandragic
267,Napier,Shabazz,PG,MIA,2014,1561140,shabazznapier
268,Whiteside,Hassan,C,MIA,2014,875615,hassanwhiteside
269,Ennis,James,SF,MIA,2014,777609,jamesennis
270,Walker,Henry,PG,MIA,2014,605819,henrywalker
271,Johnson,Tyler,SG,MIA,2014,522505,tylerjohnson
272,Beasley,Michael,SF,MIA,2014,195440,michaelbeasley
273,Beasley,Michael,SF,MIA,2014,6739,michaelbeasley
274,Beasley,Michael,SF,MIA,2014,6739,michaelbeasley
275,Walker,Henry,PG,MIA,2014,5771,henrywalker
276,Walker,Henry,PG,MIA,2014,5771,henrywalker
277,Johnson,Tyler,SG,MIA,2014,2984,tylerjohnson
278,Johnson,Tyler,SG,MIA,2014,2984,tylerjohnson
279,Mayo,O.J.,SG,MIL,2014,8000000,ojmayo
280,Ilyasova,Ersan,SF,MIL,2014,8000000,ersanilyasova
281,Parker,Jabari,PF,MIL,2014,7413237,jabariparker
282,Gooden,Drew,PF,MIL,2014,6687400,drewgooden
283,Pachulia,Zaza,C,MIL,2014,5200000,zazapachulia
284,Dudley,Jared,PF,MIL,2014,4250000,jareddudley
285,Henson,John,PF,MIL,2014,3183295,johnhenson
286,Bayless,Jerryd,PG,MIL,2014,3000000,jerrydbayless
287,Antetokounmpo,Giannis,SF,MIL,2014,2871714,giannisantetokounmpo
288,Carter-Williams,Michael,PG,MIL,2014,2520882,michaelcarterwilliams
289,Ennis,Tyler,PG,MIL,2014,1662320,tylerennis
290,Plumlee,Miles,C,MIL,2014,1368493,milesplumlee
291,Inglis,Damien,SF,MIL,2014,885144,damieninglis
292,O'Bryant,Johnny,C,MIL,2014,808497,johnnyobryant
293,Middleton,Khris,SF,MIL,2014,725906,khrismiddleton
294,Gutierrez,Jorge,PG,MIL,2014,495251,jorgegutierrez
295,Martin,Kenyon,PF,MIL,2014,8521,kenyonmartin
296,Martin,Kenyon,PF,MIL,2014,8521,kenyonmartin
297,Johnson,Christapher,SF,MIL,2014,5384,christapherjohnson
298,Johnson,Christapher,SF,MIL,2014,5384,christapherjohnson
299,Gutierrez,Jorge,PG,MIL,2014,4803,jorgegutierrez
300,Gutierrez,Jorge,PG,MIL,2014,4803,jorgegutierrez
301,Pekovic,Nikola,C,MIN,2014,12000000,nikolapekovic
302,Garnett,Kevin,PF,MIN,2014,12000000,kevingarnett
303,Martin,Kevin,SG,MIN,2014,6938750,kevinmartin
304,Wiggins,Andrew,SF,MIN,2014,6212561,andrewwiggins
305,Bennett,Anthony,PF,MIN,2014,5563920,anthonybennett
306,Budinger,Chase,SF,MIN,2014,5000000,chasebudinger
307,Rubio,Ricky,PG,MIN,2014,3836364,rickyrubio
308,Neal,Gary,PG,MIN,2014,3250000,garyneal
309,LaVine,Zach,SG,MIN,2014,2411825,zachlavine
310,Muhammad,Shabazz,SF,MIN,2014,2240575,shabazzmuhammad
311,Payne,Adreian,PF,MIN,2014,1938800,adreianpayne
312,Dieng,Gorgui,PF,MIN,2014,1647336,gorguidieng
313,Hummel,Robbie,SF,MIN,2014,880000,robbiehummel
314,Brown,Lorenzo,PG,MIN,2014,608118,lorenzobrown
315,Hamilton,Justin,C,MIN,2014,457259,justinhamilton
316,Onuaku,Arinze,PF,MIN,2014,43226,arinzeonuaku
317,Smith,Greg,C,MIN,2014,5973,gregsmith
318,Brown,Lorenzo,PG,MIN,2014,4803,lorenzobrown
319,Brown,Lorenzo,PG,MIN,2014,4803,lorenzobrown
320,Raduljica,Miroslav,C,MIN,2014,4803,miroslavraduljica
321,Raduljica,Miroslav,C,MIN,2014,4803,miroslavraduljica
322,Kilpatrick,Sean,SG,MIN,2014,2984,seankilpatrick
323,Outlaw,Travis,SF,NJN,2014,4000000,travisoutlaw
324,Gordon,Eric,SG,NOP,2014,14591391,ericgordon
325,Evans,Tyreke,SF,NOP,2014,11000001,tyrekeevans
326,Holiday,Jrue,PG,NOP,2014,10250001,jrueholiday
327,Anderson,Ryan,PF,NOP,2014,8500000,ryananderson
328,Asik,Omer,C,NOP,2014,8374646,omerasik
329,Davis,Anthony,PF,NOP,2014,5799503,anthonydavis
330,Pondexter,Quincy,SF,NOP,2014,3500000,quincypondexter
331,Cole,Norris,PG,NOP,2014,1082560,norriscole
332,Fredette,Jimmer,PG,NOP,2014,948163,jimmerfredette
333,Cunningham,Dante,PF,NOP,2014,831942,dantecunningham
334,Ajinca,Alexis,C,NOP,2014,808482,alexisajinca
335,Babbitt,Luke,SF,NOP,2014,684540,lukebabbitt
336,Douglas,Toney,SG,NOP,2014,664827,toneydouglas
337,Withey,Jeff,C,NOP,2014,653331,jeffwithey
338,Douglas,Toney,SG,NOP,2014,6255,toneydouglas
339,Douglas,Toney,SG,NOP,2014,6255,toneydouglas
340,Williams,Elliot,SG,NOP,2014,5771,elliotwilliams
341,Williams,Elliot,SG,NOP,2014,5771,elliotwilliams
342,Wolters,Nate,PG,NOP,2014,4803,natewolters
343,Wolters,Nate,PG,NOP,2014,4803,natewolters
344,Anthony,Carmelo,SF,NYK,2014,24812936,carmeloanthony
345,Bargnani,Andrea,C,NYK,2014,10000000,andreabargnani
346,Calderon,Jose,PG,NYK,2014,7250000,josecalderon
347,Smith,Jason,PF,NYK,2014,3278000,jasonsmith
348,Shved,Alexey,PG,NYK,2014,3150000,alexeyshved
349,Larkin,Shane,PG,NYK,2014,1571520,shanelarkin
350,HardawayJr.,Tim,SG,NYK,2014,1508381,timhardaway
351,Aldrich,Cole,C,NYK,2014,981084,colealdrich
352,Acy,Quincy,SF,NYK,2014,789705,quincyacy
353,Early,Cleanthony,SF,NYK,2014,676198,cleanthonyearly
354,Amundson,Louis,PF,NYK,2014,585775,louisamundson
355,Galloway,Langston,PG,NYK,2014,540411,langstongalloway
356,Wear,Travis,PF,NYK,2014,507336,traviswear
357,Ledo,Ricky,SG,NYK,2014,492850,rickyledo
358,Thomas,Lance,SF,NYK,2014,423885,lancethomas
359,Amundson,Louis,PF,NYK,2014,7708,louisamundson
360,Amundson,Louis,PF,NYK,2014,7708,louisamundson
361,Thomas,Lance,SF,NYK,2014,5577,lancethomas
362,Thomas,Lance,SF,NYK,2014,5577,lancethomas
363,Ledo,Ricky,SG,NYK,2014,4803,rickyledo
364,Ledo,Ricky,SG,NYK,2014,4803,rickyledo
365,Galloway,Langston,PG,NYK,2014,2984,langstongalloway
366,Galloway,Langston,PG,NYK,2014,2984,langstongalloway
367,Durant,Kevin,SF,OKC,2014,17832627,kevindurant
368,Westbrook,Russell,PG,OKC,2014,15719062,russellwestbrook
369,Ibaka,Serge,PF,OKC,2014,12350000,sergeibaka
370,Kanter,Enes,PF,OKC,2014,4663129,eneskanter
371,Waiters,Dion,SG,OKC,2014,4205318,dionwaiters
372,Novak,Steve,SF,OKC,2014,3750001,stevenovak
373,Morrow,Anthony,SG,OKC,2014,3344000,anthonymorrow
374,Augustin,D.J.,PG,OKC,2014,3000000,djaugustin
375,Collison,Nick,PF,OKC,2014,2757500,nickcollison
376,Adams,Steven,C,OKC,2014,2423849,stevenadams
377,Lamb,Jeremy,SG,OKC,2014,2341929,jeremylamb
378,McGary,Mitch,PF,OKC,2014,1463040,mitchmcgary
379,Roberson,Andre,SG,OKC,2014,1323828,andreroberson
380,JonesIII,Perry,SF,OKC,2014,1321472,perryjonesiii
381,Singler,Kyle,SF,OKC,2014,1045000,kylesingler
382,Frye,Channing,PF,ORL,2014,8000000,channingfrye
383,Oladipo,Victor,SG,ORL,2014,5371860,victoroladipo
384,Gordon,Aaron,SF,ORL,2014,4504865,aarongordon
385,Gordon,Ben,SG,ORL,2014,4500000,bengordon
386,Ridnour,Luke,PG,ORL,2014,2750000,lukeridnour
387,Payton,Elfrid,PG,ORL,2014,2712375,elfridpayton
388,Harkless,Maurice,PF,ORL,2014,2080925,mauriceharkless
389,Vucevic,Nikola,C,ORL,2014,1977425,nikolavucevic
390,Harris,Tobias,PF,ORL,2014,1706649,tobiasharris
391,Nicholson,Andrew,PF,ORL,2014,1706648,andrewnicholson
392,Fournier,Evan,SG,ORL,2014,1639061,evanfournier
393,Green,Willie,SF,ORL,2014,1407666,williegreen
394,DevynMarble,Roy,SF,ORL,2014,903456,roydevynmarble
395,O'Quinn,Kyle,C,ORL,2014,830996,kyleoquinn
396,Dedmon,Dewayne,C,ORL,2014,687919,dewaynededmon
397,Richardson,Jason,SG,PHI,2014,6000000,jasonrichardson
398,Embiid,Joel,C,PHI,2014,4995257,joelembiid
399,Richard,Luc,SF,PHI,2014,4691288,lucrichard
400,Noel,Nerlens,C,PHI,2014,3582433,nerlensnoel
401,Robinson,Thomas,PF,PHI,2014,3526480,thomasrobinson
402,Aldemir,Furkan,PF,PHI,2014,2855153,furkanaldemir
403,WrotenJr.,Tony,SG,PHI,2014,1886531,tonywroten
404,Turiaf,Ronny,C,PHI,2014,1500000,ronnyturiaf
405,Covington,Robert,SF,PHI,2014,1148232,robertcovington
406,Smith,Ishmael,PG,PHI,2014,923373,ishmaelsmith
407,Grant,Jerami,SF,PHI,2014,903456,jeramigrant
408,Sims,Henry,C,PHI,2014,852058,henrysims
409,Thompson,Hollis,SG,PHI,2014,817409,hollisthompson
410,Canaan,Isaiah,PG,PHI,2014,778091,isaiahcanaan
411,Sampson,JaKarr,SG,PHI,2014,777609,jakarrsampson
412,RobinsonIII,Glen,SG,PHI,2014,507336,glenrobinsoniii
413,DrewII,Larry,PG,PHI,2014,2984,larrydrewii
414,DrewII,Larry,PG,PHI,2014,2984,larrydrewii
415,Frazier,Tim,PG,PHI,2014,2984,timfrazier
416,Frazier,Tim,PG,PHI,2014,2984,timfrazier
417,Bledsoe,Eric,PG,PHX,2014,14000000,ericbledsoe
418,Thornton,Marcus,SG,PHX,2014,7787500,marcusthornton
419,Childress,Josh,SF,PHX,2014,7000000,joshchildress
420,Tucker,P.J.,SF,PHX,2014,5500000,pjtucker
421,Wright,Brandan,PF,PHX,2014,5000000,brandanwright
422,Len,Alex,C,PHX,2014,3943345,alexlen
423,Green,Gerald,SG,PHX,2014,3500000,geraldgreen
424,Knight,Brandon,PG,PHX,2014,2897459,brandonknight
425,Warren,T.J.,SF,PHX,2014,2319013,tjwarren
426,Morris,Markieff,PF,PHX,2014,2251450,markieffmorris
427,Morris,Marcus,PF,PHX,2014,2164795,marcusmorris
428,Granger,Danny,SF,PHX,2014,2123733,dannygranger
429,Bullock,Reggie,SF,PHX,2014,1464451,reggiebullock
430,Goodwin,Archie,SG,PHX,2014,1357732,archiegoodwin
431,McNeal,Jerel,PG,PHX,2014,487098,jerelmcneal
432,Barron,Earl,PF,PHX,2014,262057,earlbarron
433,Barron,Earl,PF,PHX,2014,7708,earlbarron
434,Barron,Earl,PF,PHX,2014,7708,earlbarron
435,Price,A.J.,PG,PHX,2014,6255,ajprice
436,McNeal,Jerel,PG,PHX,2014,5384,jerelmcneal
