"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS.G","fix"
"11",11,"Al-Farouq Aminu\aminual01","SF",21,"NOH",66,21,22.4,2.3,5.5,0.411,0.2,0.7,0.277,2.1,4.8,0.431,0.429,1.3,1.7,0.754,1.4,3.2,4.7,1,0.9,0.5,1.4,2.1,6,"alfarouqaminu"
"12",12,"Lou Amundson\amundlo01","PF",29,"IND",60,0,12.6,1.5,3.5,0.43,0,0,NA,1.5,3.5,0.43,0.43,0.6,1.4,0.427,1.6,2.1,3.7,0.2,0.5,0.7,0.8,2.1,3.6,"louamundson"
"13",13,"Chris Andersen\anderch01","C",33,"DEN",32,1,15.2,1.8,3.4,0.546,0,0,NA,1.8,3.4,0.546,0.546,1.6,2.6,0.61,1.5,3.1,4.6,0.2,0.6,1.4,0.5,1.6,5.3,"chrisandersen"
"14",14,"Alan Anderson\anderal01","SF",29,"TOR",17,12,27.1,3.2,8.4,0.387,1.4,3.6,0.393,1.8,4.8,0.383,0.472,1.7,2,0.853,0.5,1.5,2,1.5,0.3,0.2,1.5,2.1,9.6,"alananderson"
"15",15,"James Anderson\anderja01","SG",22,"SAS",51,2,11.8,1.3,3.4,0.379,0.4,1.3,0.279,0.9,2.1,0.443,0.434,0.8,1,0.75,0.3,1.2,1.5,0.8,0.2,0,0.6,0.7,3.7,"jamesanderson"
"16",16,"Ryan Anderson\anderry01","PF",23,"ORL",61,61,32.2,5.4,12.4,0.439,2.7,6.9,0.393,2.7,5.5,0.496,0.548,2.5,2.8,0.877,3.7,4,7.7,0.9,0.8,0.4,0.9,2.4,16.1,"ryananderson"
"17",17,"Carmelo Anthony\anthoca01","SF",27,"NYK",55,55,34.1,8,18.6,0.43,1.2,3.7,0.335,6.8,14.9,0.454,0.463,5.4,6.7,0.804,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8,22.6,"carmeloanthony"
"18",18,"Joel Anthony\anthojo01","C",29,"MIA",64,51,21.1,1.3,2.4,0.559,0,0,NA,1.3,2.4,0.559,0.559,0.8,1.1,0.69,1.6,2.3,3.9,0.1,0.6,1.3,0.7,2,3.4,"joelanthony"
"19",19,"Gilbert Arenas\arenagi01","PG",30,"MEM",17,0,12.4,1.5,3.8,0.406,0.8,2.3,0.333,0.8,1.5,0.52,0.508,0.4,0.6,0.7,0.1,0.9,1.1,1.1,0.6,0.1,0.7,2.1,4.2,"gilbertarenas"
"20",20,"Trevor Ariza\arizatr01","SF",26,"NOH",41,41,32.9,4.1,9.8,0.417,0.7,2.1,0.333,3.4,7.7,0.44,0.453,1.9,2.5,0.775,1,4.2,5.2,3.3,1.7,0.6,1.9,1.8,10.8,"trevorariza"
"21",21,"Omer Asik\asikom01","C",25,"CHI",66,2,14.7,1.2,2.4,0.506,0,0,NA,1.2,2.4,0.506,0.506,0.7,1.6,0.456,1.9,3.4,5.3,0.5,0.5,1,1,1.8,3.1,"omerasik"
"22",22,"D.J. Augustin\augusdj01","PG",24,"CHA",48,46,29.3,3.8,10.1,0.376,1.3,3.7,0.341,2.5,6.4,0.396,0.438,2.2,2.5,0.875,0.5,1.8,2.3,6.4,0.8,0,2.3,1.4,11.1,"djaugustin"
"23",23,"Gustavo Ayon\ayongu01","PF",26,"NOH",54,24,20.1,2.6,4.8,0.536,0,0,0,2.6,4.8,0.538,0.536,0.7,1.2,0.619,1.6,3.3,4.9,1.4,1,0.9,0.9,2.2,5.9,"gustavoayon"
"24",24,"Jeff Ayres\pendeje02","C",24,"IND",20,1,5.3,0.8,1.8,0.417,0,0,NA,0.8,1.8,0.417,0.417,0.2,0.4,0.571,0.6,1.1,1.7,0.2,0.2,0.1,0.1,0.8,1.7,"jeffayres"
"25",25,"Kelenna Azubuike\azubuke01","SG",28,"DAL",3,0,6,1,2.7,0.375,0.3,1,0.333,0.7,1.7,0.4,0.438,0,0,NA,0,0,0,0,0.3,0,1.3,0.3,2.3,"kelennaazubuike"
"26",26,"Luke Babbitt\babbilu01","SF",22,"POR",40,4,13.4,1.8,4.3,0.41,1.1,2.5,0.43,0.7,1.8,0.384,0.535,0.4,0.5,0.85,0.4,2,2.4,0.4,0.3,0.1,0.7,1.2,5.1,"lukebabbitt"
"27",27,"Renaldo Balkman\balkmre01","SF",27,"NYK",14,0,8.2,1.1,2.3,0.5,0.1,0.6,0.222,1,1.6,0.609,0.531,0.6,0.8,0.727,0.4,1.4,1.9,0.4,0.3,0.2,0.4,1,3,"renaldobalkman"
"28",29,"J.J. Barea\bareajo01","PG",27,"MIN",41,11,25.2,4.1,10.2,0.4,1.3,3.5,0.371,2.8,6.7,0.415,0.463,1.9,2.4,0.776,0.3,2.4,2.8,5.7,0.5,0,2.5,1.5,11.3,"jjbarea"
"29",30,"Andrea Bargnani\bargnan01","C",26,"TOR",31,31,33.3,6.7,15.6,0.432,1.1,3.7,0.296,5.6,11.9,0.474,0.467,4.9,5.6,0.873,0.8,4.8,5.5,2,0.6,0.5,2.2,1.7,19.5,"andreabargnani"
"30",31,"Matt Barnes\barnema02","SF",31,"LAL",63,16,22.9,2.8,6.1,0.452,0.7,2.2,0.333,2,4,0.518,0.512,1.5,2,0.742,1.5,3.9,5.5,2,0.6,0.8,1.2,2.4,7.8,"mattbarnes"
"31",32,"Earl Barron\barroea01","C",30,"GSW",2,0,4.5,1,2,0.5,0,0,NA,1,2,0.5,0.5,0,0,NA,0.5,0,0.5,0,0,0,0,2.5,2,"earlbarron"
"32",33,"Brandon Bass\bassbr01","PF",26,"BOS",59,39,31.7,5.1,10.7,0.479,0,0,NA,5.1,10.7,0.479,0.479,2.2,2.8,0.81,1.6,4.6,6.2,0.9,0.6,0.9,1.1,2.3,12.5,"brandonbass"
"33",34,"Tony Battie\battito01","C",35,"PHI",27,11,10.9,0.7,1.9,0.373,0,0,0,0.7,1.9,0.38,0.373,0.1,0.1,1,0.3,2.2,2.5,0.6,0.1,0.2,0.1,1,1.6,"tonybattie"
"34",35,"Shane Battier\battish01","SF",33,"MIA",65,10,23.1,1.7,4.5,0.387,1,2.8,0.339,0.8,1.7,0.468,0.493,0.4,0.6,0.622,0.9,1.5,2.4,1.3,1,0.5,0.6,1.6,4.8,"shanebattier"
"35",36,"Nicolas Batum\batumni01","SF",23,"POR",59,34,30.4,4.9,10.9,0.451,1.8,4.6,0.391,3.1,6.2,0.496,0.534,2.3,2.7,0.836,1.4,3.2,4.6,1.4,1,1,1.5,1.8,13.9,"nicolasbatum"
"36",37,"Jerryd Bayless\bayleje01","PG",23,"TOR",31,11,22.7,3.8,8.9,0.424,1.4,3.4,0.423,2.4,5.5,0.424,0.504,2.4,2.8,0.852,0.3,1.9,2.1,3.8,0.8,0.1,1.7,2.3,11.4,"jerrydbayless"
"37",38,"Michael Beasley\beaslmi01","SF",23,"MIN",47,7,23.1,4.7,10.6,0.445,0.8,2.1,0.376,3.9,8.4,0.462,0.483,1.3,2,0.642,0.8,3.6,4.4,1,0.4,0.4,1.7,1.8,11.5,"michaelbeasley"
"38",39,"Rodrigue Beaubois\beaubro01","PG",23,"DAL",53,12,21.7,3.5,8.4,0.422,0.7,2.5,0.288,2.8,5.9,0.479,0.465,1.1,1.3,0.841,0.4,2.5,2.8,2.9,1.1,0.5,1.3,1.8,8.9,"rodriguebeaubois"
"39",40,"Marco Belinelli\belinma01","SG",25,"NOH",66,55,29.8,4.3,10.4,0.417,1.6,4.3,0.377,2.7,6.1,0.445,0.495,1.5,2,0.783,0.3,2.3,2.6,1.5,0.7,0.1,1,1.7,11.8,"marcobelinelli"
"40",41,"Raja Bell\bellra01","SG",35,"UTA",34,33,23.4,2.4,5.1,0.466,1,2.6,0.391,1.4,2.6,0.54,0.563,0.6,0.7,0.84,0.2,1.3,1.4,1.1,0.4,0.1,0.6,2.3,6.4,"rajabell"
"41",42,"Keith Benson\bensoke02","C",23,"GSW",3,0,3,0,0.3,0,0,0,NA,0,0.3,0,0,0,0,NA,0.7,0.3,1,0,0,0,0,0,0,"keithbenson"
"42",43,"Mike Bibby\bibbymi01","PG",33,"NYK",39,4,14.3,0.9,3.2,0.282,0.7,2.2,0.318,0.2,1,0.205,0.391,0.2,0.2,0.75,0.1,1.4,1.5,2.1,0.5,0.1,0.5,1.2,2.6,"mikebibby"
"43",44,"Andris Biedrins\biedran01","C",25,"GSW",47,35,15.7,0.8,1.4,0.609,0,0,NA,0.8,1.4,0.609,0.609,0,0.2,0.111,1,2.8,3.7,0.3,0.5,1,0.3,2.7,1.7,"andrisbiedrins"
"44",45,"Chauncey Billups\billuch01","SG",35,"LAC",20,20,30.4,4.2,11.4,0.364,2.4,6.3,0.384,1.8,5.2,0.34,0.469,4.3,4.8,0.895,0.2,2.3,2.5,4,0.5,0.2,1.9,2,15,"chaunceybillups"
"45",46,"Bismack Biyombo\biyombi01","C",19,"CHA",63,41,23.1,2,4.4,0.464,0,0,NA,2,4.4,0.464,0.464,1.1,2.3,0.483,1.8,4,5.8,0.4,0.3,1.8,1.1,2.3,5.2,"bismackbiyombo"
"46",47,"DeJuan Blair\blairde01","PF",22,"SAS",64,62,21.3,4.2,7.9,0.534,0,0,0,4.2,7.9,0.535,0.534,1.1,1.9,0.613,2.4,3.1,5.5,1.2,0.9,0.2,1.4,2.6,9.5,"dejuanblair"
"47",48,"Steve Blake\blakest01","PG",31,"LAL",53,5,23.3,1.9,5.1,0.377,1,3,0.335,0.9,2.1,0.436,0.476,0.4,0.5,0.778,0.2,1.4,1.6,3.3,0.7,0,1.4,1.4,5.2,"steveblake"
"48",49,"Andray Blatche\blatcan01","PF",25,"WAS",26,13,24.1,3.6,9.4,0.38,0.1,0.3,0.286,3.5,9.2,0.382,0.384,1.3,1.9,0.673,1.6,4.2,5.8,1.1,0.8,0.7,1.4,2.1,8.5,"andrayblatche"
"49",50,"Eric Bledsoe\bledser01","PG",22,"LAC",40,1,11.6,1.2,3.2,0.389,0.2,0.8,0.2,1.1,2.4,0.448,0.413,0.7,1.1,0.636,0.6,1.1,1.6,1.7,0.8,0.4,1.2,1.5,3.3,"ericbledsoe"
"50",51,"Keith Bogans\boganke01","SF",31,"NJN",5,1,18.8,1.6,4.2,0.381,0.6,2.4,0.25,1,1.8,0.556,0.452,0.4,1,0.4,1,1.2,2.2,0.6,0.4,0,0.6,3,4.2,"keithbogans"
"51",52,"Andrew Bogut\bogutan01","C",27,"MIL",12,12,30.3,5.1,11.3,0.449,0,0.1,0,5.1,11.3,0.452,0.449,1.2,1.9,0.609,1.8,6.5,8.3,2.6,1,2,2,3,11.3,"andrewbogut"
"52",53,"Matt Bonner\bonnema01","PF",31,"SAS",65,2,20.4,2.4,5.4,0.44,1.6,3.8,0.42,0.8,1.5,0.49,0.59,0.2,0.3,0.762,0.4,2.8,3.3,0.9,0.2,0.3,0.2,1,6.6,"mattbonner"
"53",54,"Trevor Booker\booketr01","PF",24,"WAS",50,32,25.2,3.6,6.8,0.531,0,0,0.5,3.6,6.8,0.531,0.532,1.1,1.9,0.602,2.4,4.1,6.5,0.8,1,0.9,1.2,2.8,8.4,"trevorbooker"
"54",55,"Carlos Boozer\boozeca01","PF",30,"CHI",66,66,29.5,6.8,12.8,0.532,0,0,0,6.8,12.7,0.533,0.532,1.4,2.1,0.693,1.7,6.8,8.5,1.9,1,0.4,1.7,2.5,15,"carlosboozer"
"55",56,"Chris Bosh\boshch01","PF",27,"MIA",57,57,35.2,6.9,14.2,0.487,0.2,0.6,0.286,6.7,13.5,0.496,0.493,4,4.9,0.821,1.6,6.3,7.9,1.8,0.9,0.8,2.1,2.2,18,"chrisbosh"
"56",57,"Earl Boykins\boykiea01","PG",35,"HOU",8,0,13.9,1.5,4.5,0.333,0.3,1.1,0.222,1.3,3.4,0.37,0.361,1.6,1.9,0.867,0,1.4,1.4,2.1,0.1,0,0.9,0.6,4.9,"earlboykins"
"57",58,"Craig Brackins\brackcr01","PF",24,"PHI",14,1,6.3,0.6,2.4,0.273,0.2,0.6,0.333,0.4,1.7,0.25,0.318,0.1,0.1,0.5,0.4,0.7,1.1,0.6,0,0.1,0.3,0.4,1.6,"craigbrackins"
"58",59,"Avery Bradley\bradlav01","PG",21,"BOS",64,28,21.4,3.1,6.3,0.498,0.3,0.8,0.407,2.8,5.4,0.511,0.525,1,1.2,0.795,0.5,1.3,1.8,1.4,0.7,0.2,1.2,1.7,7.6,"averybradley"
"59",60,"Elton Brand\brandel01","C",32,"PHI",60,60,28.9,4.8,9.7,0.494,0,0,0,4.8,9.7,0.495,0.494,1.4,1.9,0.733,2.4,4.7,7.2,1.6,1,1.6,1.1,2.9,11,"eltonbrand"
"60",61,"Corey Brewer\breweco01","SF",25,"DEN",59,17,21.8,3.4,7.8,0.434,0.6,2.2,0.26,2.8,5.7,0.5,0.47,1.5,2.2,0.692,0.7,1.8,2.5,1.5,1.2,0.3,0.9,1.9,8.9,"coreybrewer"
"61",62,"Ronnie Brewer\brewero02","SG",26,"CHI",66,43,24.8,2.9,6.7,0.427,0.3,1,0.275,2.6,5.7,0.455,0.448,0.8,1.5,0.56,1.1,2.4,3.5,2.1,1.1,0.3,0.9,1,6.9,"ronniebrewer"
"62",63,"Jon Brockman\brockjo01","PF",24,"MIL",35,0,6.8,0.4,1.3,0.333,0,0,0,0.4,1.3,0.341,0.333,0.2,0.4,0.467,0.9,1.2,2.1,0.3,0.1,0,0.3,0.9,1.1,"jonbrockman"
"63",64,"MarShon Brooks\brookma01","SG",23,"NJN",56,47,29.4,4.9,11.4,0.428,0.8,2.7,0.313,4.1,8.8,0.463,0.465,2,2.6,0.764,1.3,2.3,3.6,2.3,0.9,0.3,2.1,2.1,12.6,"marshonbrooks"
"64",65,"Derrick Brown\brownde04","SF",24,"CHA",65,17,22.2,3.3,6.3,0.518,0.1,0.4,0.25,3.2,5.9,0.535,0.526,1.4,2.2,0.667,1.5,2.2,3.6,1,0.7,0.2,0.8,1.5,8.1,"derrickbrown"
"65",66,"Kwame Brown\brownkw01","C",29,"GSW",9,3,20.8,2.3,4.4,0.525,0,0,NA,2.3,4.4,0.525,0.525,1.7,3.8,0.441,1.8,4.6,6.3,0.4,0.9,0,1.6,2.3,6.3,"kwamebrown"
"66",67,"Shannon Brown\brownsh01","SG",26,"PHO",59,19,23.7,4.3,10.1,0.42,1.2,3.2,0.362,3.1,6.9,0.446,0.477,1.4,1.7,0.808,0.6,2,2.7,1.2,0.7,0.3,1.1,1.1,11,"shannonbrown"
"67",68,"Kobe Bryant\bryanko01","SG",33,"LAL",58,58,38.5,9.9,23,0.43,1.5,4.9,0.303,8.4,18.1,0.464,0.462,6.6,7.8,0.845,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,27.9,"kobebryant"
"68",69,"Chase Budinger\budinch01","SF",23,"HOU",58,9,22.4,3.6,8.1,0.442,1.5,3.8,0.402,2.1,4.3,0.476,0.535,0.9,1.2,0.771,0.7,3.1,3.7,1.3,0.5,0.1,0.9,1.1,9.6,"chasebudinger"
"69",70,"Alec Burks\burksal01","SG",20,"UTA",59,0,15.9,2.6,6.1,0.429,0.3,0.8,0.333,2.3,5.3,0.442,0.45,1.8,2.4,0.727,1,1.3,2.2,0.9,0.5,0.1,0.9,1.4,7.2,"alecburks"
"70",71,"Caron Butler\butleca01","SF",31,"LAC",63,63,29.7,4.6,11.2,0.407,1.5,4.1,0.358,3.1,7.1,0.435,0.472,1.4,1.7,0.813,0.7,3,3.7,1.2,0.8,0.1,1.2,2,12,"caronbutler"
"71",72,"Jimmy Butler\butleji01","SG",22,"CHI",42,0,8.5,0.8,1.9,0.405,0,0.3,0.182,0.7,1.6,0.441,0.418,1,1.3,0.768,0.5,0.8,1.3,0.3,0.3,0.1,0.3,0.5,2.6,"jimmybutler"
"72",73,"Rasual Butler\butlera01","SF",32,"TOR",34,14,13.3,1.2,3.9,0.308,0.6,2.3,0.273,0.6,1.6,0.357,0.387,0.2,0.4,0.583,0.2,1.8,1.9,0.6,0.2,0.1,0.4,1.1,3.2,"rasualbutler"
"73",74,"Derrick Byars\byarsde01","PF",27,"SAS",2,0,18.5,1.5,5.5,0.273,0,3,0,1.5,2.5,0.6,0.273,2,2,1,3,2.5,5.5,0.5,1,0,0,1,5,"derrickbyars"
"74",75,"Andrew Bynum\bynuman01","C",24,"LAL",60,60,35.2,7.4,13.3,0.558,0,0.1,0.2,7.4,13.2,0.56,0.558,3.9,5.6,0.692,3.2,8.6,11.8,1.4,0.5,1.9,2.5,1.7,18.7,"andrewbynum"
"75",76,"Will Bynum\bynumwi01","PG",29,"DET",36,0,14.3,2.1,5.4,0.381,0.2,0.8,0.241,1.9,4.6,0.406,0.399,1.4,1.8,0.766,0.3,1.3,1.6,1.8,0.6,0.1,1.5,1.7,5.7,"willbynum"
"76",77,"Jose Calderon\caldejo01","PG",30,"TOR",53,53,33.9,4.1,9,0.457,1.1,3,0.371,3,6,0.5,0.519,1.1,1.3,0.882,0.4,2.7,3,8.8,0.9,0.1,2,1.8,10.5,"josecalderon"
"77",79,"Brian Cardinal\cardibr01","SF",34,"DAL",44,0,6.3,0.3,1.3,0.255,0.2,1.1,0.204,0.1,0.1,0.667,0.345,0.1,0.1,0.833,0.1,0.7,0.8,0.4,0.2,0,0.2,0.9,1,"briancardinal"
"78",81,"Matt Carroll\carroma01","SG",31,"CHA",53,2,11.2,1,3,0.331,0.2,0.8,0.186,0.8,2.2,0.386,0.357,0.6,0.7,0.789,0.2,0.9,1.1,0.7,0.3,0.1,0.5,1,2.7,"mattcarroll"
"79",82,"Anthony Carter\cartean01","PG",36,"TOR",24,0,8.7,0.7,2.2,0.321,0.2,0.7,0.294,0.5,1.5,0.333,0.368,0.3,0.4,0.8,0.2,1.2,1.4,1.4,0.3,0.2,0.7,0.8,2,"anthonycarter"
"80",83,"Vince Carter\cartevi01","SG",35,"DAL",61,40,25.3,3.7,8.9,0.411,1.2,3.4,0.361,2.4,5.5,0.442,0.48,1.6,1.9,0.826,0.5,2.8,3.4,2.3,0.9,0.4,1.4,2.2,10.1,"vincecarter"
"81",84,"Omri Casspi\casspom01","SF",23,"CLE",65,35,20.6,2.6,6.3,0.403,0.8,2.6,0.315,1.7,3.8,0.463,0.467,1.1,1.7,0.685,1,2.5,3.5,1,0.6,0.3,1,1.8,7.1,"omricasspi"
"82",85,"Mario Chalmers\chalmma01","PG",25,"MIA",64,64,28.5,3.5,7.8,0.448,1.6,4.1,0.388,1.9,3.7,0.513,0.549,1.3,1.6,0.792,0.3,2.4,2.7,3.5,1.5,0.2,2.2,2.6,9.8,"mariochalmers"
"83",86,"Tyson Chandler\chandty01","C",29,"NYK",62,62,33.2,3.9,5.7,0.679,0,0,0,3.9,5.7,0.683,0.679,3.5,5.1,0.689,3.4,6.5,9.9,0.9,0.9,1.4,1.6,3,11.3,"tysonchandler"
"84",87,"Wilson Chandler\chandwi01","SF",24,"DEN",8,6,26.9,3.9,9.9,0.392,0.4,1.5,0.25,3.5,8.4,0.418,0.411,1.3,1.5,0.833,0.8,4.4,5.1,2.1,0.8,0.8,2.3,2.3,9.4,"wilsonchandler"
"85",88,"Josh Childress\childjo01","SF",28,"PHO",34,0,14.4,1.4,2.9,0.485,0.1,0.7,0.167,1.3,2.2,0.587,0.505,0,0.1,0,0.9,1.9,2.8,1,0.4,0.2,0.3,1.1,2.9,"joshchildress"
"86",89,"Earl Clark\clarkea01","PF",24,"ORL",45,1,12.4,1.1,3.1,0.367,0,0,NA,1.1,3.1,0.367,0.367,0.5,0.6,0.724,0.8,2,2.8,0.4,0.3,0.7,0.6,1.6,2.7,"earlclark"
"87",90,"Norris Cole\coleno01","PG",23,"MIA",65,2,19.4,2.7,6.9,0.393,0.3,1.2,0.276,2.4,5.8,0.417,0.417,1,1.3,0.776,0.3,1.1,1.4,2,0.7,0,1.6,1.9,6.8,"norriscole"
"88",91,"Jason Collins\collija04","C",33,"ATL",30,10,10.3,0.5,1.3,0.4,0,0,NA,0.5,1.3,0.4,0.4,0.2,0.5,0.467,0.4,1.2,1.6,0.3,0.1,0.1,0.3,1.1,1.3,"jasoncollins"
"89",92,"Darren Collison\collida01","PG",24,"IND",60,56,31.3,3.8,8.7,0.44,0.6,1.6,0.362,3.3,7.2,0.457,0.472,2.1,2.6,0.83,0.5,2.6,3.1,4.8,0.8,0.2,1.9,1.7,10.4,"darrencollison"
"90",93,"Nick Collison\collini01","PF",31,"OKC",63,0,20.7,1.9,3.2,0.597,0,0,0,1.9,3.2,0.6,0.597,0.7,1,0.71,1.9,2.5,4.3,1.3,0.5,0.4,1,2.4,4.5,"nickcollison"
"91",94,"Mike Conley\conlemi01","PG",24,"MEM",62,61,35.1,4.8,11,0.433,1,2.6,0.377,3.8,8.5,0.45,0.477,2.2,2.5,0.861,0.4,2.2,2.5,6.5,2.2,0.2,2,2.1,12.7,"mikeconley"
"92",96,"Daequan Cook\cookda02","SG",24,"OKC",57,22,17.4,1.9,5.2,0.368,1.4,4,0.346,0.5,1.2,0.441,0.502,0.2,0.4,0.636,0.2,1.9,2.1,0.3,0.4,0.2,0.3,1.2,5.5,"daequancook"
"93",97,"DeMarcus Cousins\couside01","C",21,"SAC",64,62,30.5,7,15.6,0.448,0,0.2,0.143,7,15.4,0.453,0.449,4.1,5.8,0.702,4.1,6.8,11,1.6,1.5,1.2,2.7,4,18.1,"demarcuscousins"
"94",98,"Jamal Crawford\crawfja01","PG",31,"POR",60,6,26.9,4.7,12.3,0.384,1.3,4.3,0.308,3.4,8,0.426,0.438,3.2,3.4,0.927,0.3,1.7,2,3.2,0.9,0.2,1.9,1.2,14,"jamalcrawford"
"95",99,"Jordan Crawford\crawfjo02","SG",23,"WAS",64,32,27.4,5.5,13.6,0.4,1.2,4.3,0.289,4.2,9.4,0.451,0.446,2.5,3.2,0.793,0.7,1.9,2.6,3,0.9,0.1,2.2,1.7,14.7,"jordancrawford"
"96",100,"Dante Cunningham\cunnida01","PF",24,"MEM",64,5,17.6,2.3,4.4,0.516,0,0,0,2.3,4.3,0.52,0.516,0.7,1.1,0.652,1.4,2.4,3.8,0.6,0.7,0.5,0.5,1.5,5.2,"dantecunningham"
"97",101,"Eddy Curry\curryed01","C",29,"MIA",14,1,5.9,0.9,1.9,0.462,0,0,NA,0.9,1.9,0.462,0.462,0.4,0.6,0.75,0.3,0.6,0.9,0.1,0,0.1,0.7,1.2,2.1,"eddycurry"
"98",102,"Stephen Curry\curryst01","PG",23,"GSW",26,23,28.2,5.6,11.4,0.49,2.1,4.7,0.455,3.5,6.7,0.514,0.583,1.5,1.8,0.809,0.6,2.8,3.4,5.3,1.5,0.3,2.5,2.4,14.7,"stephencurry"
"99",103,"Samuel Dalembert\dalemsa01","C",30,"HOU",65,45,22.2,3.1,6.1,0.506,0,0,0,3.1,6.1,0.508,0.506,1.4,1.7,0.796,2.4,4.6,7,0.5,0.6,1.7,1.3,2.5,7.5,"samueldalembert"
"100",104,"Erick Dampier\dampier01","C",36,"ATL",15,0,5.5,0.1,0.5,0.125,0,0,NA,0.1,0.5,0.125,0.125,0,0,NA,0.7,1,1.7,0.3,0.1,0.3,0.2,0.6,0.1,"erickdampier"
"101",105,"Marquis Daniels\daniema01","SG",31,"BOS",38,0,12.7,1.4,3.8,0.364,0,0.3,0,1.4,3.5,0.391,0.364,0.4,0.6,0.739,0.4,1.3,1.7,1.2,0.6,0.2,0.7,0.9,3.2,"marquisdaniels"
"102",106,"Baron Davis\davisba01","PG",32,"NYK",29,14,20.5,2.3,6.3,0.37,0.9,2.9,0.306,1.4,3.4,0.424,0.44,0.6,0.8,0.667,0.4,1.5,1.9,4.7,1.2,0.1,2.6,2.1,6.1,"barondavis"
"103",107,"Ed Davis\davised01","PF",22,"TOR",66,9,23.2,2.6,5.1,0.513,0,0,0,2.6,5.1,0.515,0.513,1.1,1.6,0.67,2,4.6,6.6,0.9,0.6,1,1,2.4,6.3,"eddavis"
"104",108,"Glen Davis\davisgl01","PF",26,"ORL",61,13,23.4,3.7,8.8,0.421,0,0.2,0.143,3.7,8.5,0.429,0.423,1.9,2.7,0.683,1.8,3.7,5.4,0.8,0.7,0.3,1.2,1.7,9.3,"glendavis"
"105",109,"Josh Davis\davisjo02","PF",31,"MEM",15,0,8.7,0.7,1.8,0.37,0.3,0.9,0.308,0.4,0.9,0.429,0.444,0.3,0.5,0.5,1.1,0.7,1.8,0.4,0.5,0.1,0.2,1.3,1.9,"joshdavis"
"106",110,"Eric Dawson\dawsoer01","C",27,"SAS",4,0,9.8,1.8,3,0.583,0,0,NA,1.8,3,0.583,0.583,0.3,0.5,0.5,1.3,1.3,2.5,0,0.3,0.5,0.8,1.5,3.8,"ericdawson"
