"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","X","ORtg","DRtg","fix"
"27",27,"Renaldo Balkman\balkmre01","SF",27,"NYK",14,0,115,7.2,14.3,0.5,0.9,4,0.222,6.3,10.3,0.609,3.6,4.9,0.727,2.7,9,11.6,2.2,1.8,1.3,2.7,6.3,18.8,NA,109,99,"renaldobalkman"
"28",29,"J.J. Barea\bareajo01","PG",27,"MIN",41,11,1032,8.3,20.8,0.4,2.6,7.1,0.371,5.7,13.7,0.415,3.8,4.9,0.776,0.7,5,5.7,11.6,1,0,5.1,3,23.1,NA,101,110,"jjbarea"
"29",30,"Andrea Bargnani\bargnan01","C",26,"TOR",31,31,1032,10.9,25.2,0.432,1.8,6,0.296,9.1,19.2,0.474,7.9,9,0.873,1.3,7.7,9,3.2,0.9,0.8,3.6,2.7,31.4,NA,104,106,"andreabargnani"
"30",31,"Matt Barnes\barnema02","SF",31,"LAL",63,16,1440,6.4,14.2,0.452,1.7,5.1,0.333,4.7,9.2,0.518,3.5,4.7,0.742,3.6,9.1,12.7,4.6,1.3,1.8,2.7,5.6,18.1,NA,112,103,"mattbarnes"
"31",32,"Earl Barron\barroea01","C",30,"GSW",2,0,9,11.6,23.1,0.5,0,0,NA,11.6,23.1,0.5,0,0,NA,5.8,0,5.8,0,0,0,0,28.9,23.1,NA,110,117,"earlbarron"
"32",33,"Brandon Bass\bassbr01","PF",26,"BOS",59,39,1868,8.6,18,0.479,0,0,NA,8.6,18,0.479,3.8,4.6,0.81,2.7,7.7,10.4,1.6,1,1.5,1.8,3.8,21,NA,103,99,"brandonbass"
"33",34,"Tony Battie\battito01","C",35,"PHI",27,11,295,3.4,9.3,0.373,0,0.2,0,3.4,9.1,0.38,0.7,0.7,1,1.5,10.7,12.2,2.9,0.7,1.1,0.7,4.7,7.6,NA,94,99,"tonybattie"
"34",35,"Shane Battier\battish01","SF",33,"MIA",65,10,1499,4,10.3,0.387,2.2,6.4,0.339,1.8,3.8,0.468,0.8,1.3,0.622,2,3.5,5.5,2.9,2.2,1.2,1.3,3.7,10.9,NA,108,102,"shanebattier"
"35",36,"Nicolas Batum\batumni01","SF",23,"POR",59,34,1791,8.5,18.8,0.451,3.1,8.1,0.391,5.3,10.8,0.496,3.9,4.7,0.836,2.4,5.6,8,2.5,1.7,1.8,2.6,3.1,24,NA,112,107,"nicolasbatum"
"36",37,"Jerryd Bayless\bayleje01","PG",23,"TOR",31,11,705,8.9,21.1,0.424,3.4,7.9,0.423,5.6,13.1,0.424,5.7,6.7,0.852,0.6,4.4,5,9,1.8,0.3,4,5.3,26.9,NA,110,106,"jerrydbayless"
"37",38,"Michael Beasley\beaslmi01","SF",23,"MIN",47,7,1087,10.5,23.5,0.445,1.8,4.8,0.376,8.7,18.7,0.462,2.9,4.5,0.642,1.8,8,9.8,2.1,0.9,0.9,3.8,3.9,25.6,NA,95,107,"michaelbeasley"
"38",39,"Rodrigue Beaubois\beaubro01","PG",23,"DAL",53,12,1151,8.6,20.3,0.422,1.7,6,0.288,6.8,14.3,0.479,2.6,3.1,0.841,0.9,6,6.9,6.9,2.6,1.3,3.2,4.5,21.5,NA,100,101,"rodriguebeaubois"
"39",40,"Marco Belinelli\belinma01","SG",25,"NOH",66,55,1966,7.9,19,0.417,3,7.9,0.377,4.9,11.1,0.445,2.8,3.6,0.783,0.5,4.2,4.8,2.8,1.3,0.1,1.9,3.2,21.6,NA,105,109,"marcobelinelli"
"40",41,"Raja Bell\bellra01","SG",35,"UTA",34,33,796,5.3,11.5,0.466,2.2,5.7,0.391,3.1,5.7,0.54,1.4,1.6,0.84,0.4,2.8,3.2,2.5,0.9,0.1,1.4,5.1,14.3,NA,115,112,"rajabell"
"41",42,"Keith Benson\bensoke02","C",23,"GSW",3,0,9,0,5.8,0,0,0,NA,0,5.8,0,0,0,NA,11.6,5.8,17.3,0,0,0,0,0,0,NA,98,115,"keithbenson"
"42",43,"Mike Bibby\bibbymi01","PG",33,"NYK",39,4,557,3.2,11.5,0.282,2.5,7.9,0.318,0.7,3.6,0.205,0.6,0.7,0.75,0.5,5,5.5,7.4,1.9,0.3,1.8,4.2,9.5,NA,97,103,"mikebibby"
"43",44,"Andris Biedrins\biedran01","C",25,"GSW",47,35,739,2.7,4.5,0.609,0,0,NA,2.7,4.5,0.609,0.1,0.6,0.111,3.2,9.2,12.4,1.1,1.6,3.2,1,8.8,5.6,NA,118,105,"andrisbiedrins"
"44",45,"Chauncey Billups\billuch01","SG",35,"LAC",20,20,607,7.4,20.2,0.364,4.3,11.1,0.384,3.1,9.1,0.34,7.5,8.4,0.895,0.4,4.1,4.4,7.1,0.8,0.3,3.4,3.5,26.5,NA,114,111,"chaunceybillups"
"45",46,"Bismack Biyombo\biyombi01","C",19,"CHA",63,41,1455,4.7,10.1,0.464,0,0,NA,4.7,10.1,0.464,2.5,5.2,0.483,4.1,9.2,13.3,1,0.7,4.2,2.6,5.3,11.8,NA,92,107,"bismackbiyombo"
"46",47,"DeJuan Blair\blairde01","PF",22,"SAS",64,62,1363,10.2,19.1,0.534,0,0,0,10.2,19.1,0.535,2.8,4.5,0.613,5.8,7.5,13.3,3,2.2,0.5,3.5,6.4,23.2,NA,108,102,"dejuanblair"
"47",48,"Steve Blake\blakest01","PG",31,"LAL",53,5,1237,4.3,11.5,0.377,2.3,6.8,0.335,2.1,4.7,0.436,0.9,1.2,0.778,0.4,3.3,3.6,7.5,1.7,0.1,3.1,3.2,11.8,NA,98,108,"steveblake"
"48",49,"Andray Blatche\blatcan01","PF",25,"WAS",26,13,626,7.7,20.3,0.38,0.2,0.6,0.286,7.5,19.7,0.382,2.7,4.1,0.673,3.5,8.9,12.4,2.3,1.7,1.4,3.1,4.5,18.3,NA,87,105,"andrayblatche"
"49",50,"Eric Bledsoe\bledser01","PG",22,"LAC",40,1,464,5.7,14.6,0.389,0.7,3.5,0.2,5,11.1,0.448,3.2,5.1,0.636,2.6,5,7.5,7.7,3.6,1.6,5.5,6.7,15.3,NA,90,102,"ericbledsoe"
"50",51,"Keith Bogans\boganke01","SF",31,"NJN",5,1,94,4.5,11.9,0.381,1.7,6.8,0.25,2.8,5.1,0.556,1.1,2.8,0.4,2.8,3.4,6.2,1.7,1.1,0,1.7,8.5,11.9,NA,95,113,"keithbogans"
"51",52,"Andrew Bogut\bogutan01","C",27,"MIL",12,12,364,8.6,19.1,0.449,0,0.1,0,8.6,19,0.452,2,3.2,0.609,3.1,11,14.1,4.4,1.7,3.4,3.4,5.1,19.1,NA,94,100,"andrewbogut"
"52",53,"Matt Bonner\bonnema01","PF",31,"SAS",65,2,1326,6,13.6,0.44,4.1,9.7,0.42,1.9,3.9,0.49,0.6,0.8,0.762,1.1,7.2,8.3,2.4,0.6,0.8,0.5,2.6,16.7,NA,124,106,"mattbonner"
"53",54,"Trevor Booker\booketr01","PF",24,"WAS",50,32,1261,7.4,14,0.531,0,0.1,0.5,7.4,13.9,0.531,2.3,3.8,0.602,4.9,8.5,13.4,1.6,2,1.8,2.4,5.7,17.2,NA,109,104,"trevorbooker"
"54",55,"Carlos Boozer\boozeca01","PF",30,"CHI",66,66,1948,12.4,23.3,0.532,0,0,0,12.4,23.2,0.533,2.6,3.8,0.693,3.2,12.4,15.6,3.5,1.7,0.7,3.2,4.6,27.4,NA,108,95,"carlosboozer"
"55",56,"Chris Bosh\boshch01","PF",27,"MIA",57,57,2007,10.3,21.2,0.487,0.3,0.9,0.286,10,20.2,0.496,6,7.3,0.821,2.5,9.4,11.9,2.7,1.3,1.2,3.1,3.4,26.9,NA,109,100,"chrisbosh"
"56",57,"Earl Boykins\boykiea01","PG",35,"HOU",8,0,111,5.7,17,0.333,0.9,4.2,0.222,4.7,12.7,0.37,6.1,7.1,0.867,0,5.2,5.2,8,0.5,0,3.3,2.4,18.4,NA,98,110,"earlboykins"
"57",58,"Craig Brackins\brackcr01","PF",24,"PHI",14,1,88,5.5,20.1,0.273,1.8,5.5,0.333,3.6,14.6,0.25,0.6,1.2,0.5,3,6.1,9.1,4.9,0,0.6,2.4,3.6,13.4,NA,77,104,"craigbrackins"
"58",59,"Avery Bradley\bradlav01","PG",21,"BOS",64,28,1368,7.8,15.6,0.498,0.9,2.1,0.407,6.9,13.5,0.511,2.4,3,0.795,1.3,3.1,4.5,3.4,1.7,0.5,2.9,4.2,18.8,NA,100,102,"averybradley"
"59",60,"Elton Brand\brandel01","C",32,"PHI",60,60,1732,8.9,18,0.494,0,0,0,8.9,17.9,0.495,2.6,3.6,0.733,4.5,8.8,13.3,3,1.8,3,2,5.4,20.4,NA,108,96,"eltonbrand"
"60",61,"Corey Brewer\breweco01","SF",25,"DEN",59,17,1287,8,18.3,0.434,1.3,5,0.26,6.7,13.3,0.5,3.6,5.1,0.692,1.7,4.2,5.9,3.5,2.9,0.7,2.2,4.5,20.8,NA,104,106,"coreybrewer"
"61",62,"Ronnie Brewer\brewero02","SG",26,"CHI",66,43,1635,6.3,14.7,0.427,0.6,2.3,0.275,5.6,12.4,0.455,1.8,3.3,0.56,2.4,5.2,7.6,4.5,2.4,0.7,1.9,2.1,15,NA,103,99,"ronniebrewer"
"62",63,"Jon Brockman\brockjo01","PF",24,"MIL",35,0,239,3.2,9.6,0.333,0,0.2,0,3.2,9.4,0.341,1.5,3.2,0.467,7.1,9,16.1,1.9,0.9,0.2,2.1,7.1,7.9,NA,92,106,"jonbrockman"
"63",64,"MarShon Brooks\brookma01","SG",23,"NJN",56,47,1648,8.9,20.7,0.428,1.5,4.8,0.313,7.3,15.8,0.463,3.7,4.8,0.764,2.3,4.2,6.5,4.2,1.7,0.5,3.8,3.7,22.9,NA,98,111,"marshonbrooks"
"64",65,"Derrick Brown\brownde04","SF",24,"CHA",65,17,1443,7.7,14.9,0.518,0.2,0.9,0.25,7.5,14.1,0.535,3.4,5.1,0.667,3.5,5.1,8.6,2.4,1.8,0.4,2,3.5,19.1,NA,110,111,"derrickbrown"
"65",66,"Kwame Brown\brownkw01","C",29,"GSW",9,3,187,5.8,11.1,0.525,0,0,NA,5.8,11.1,0.525,4.2,9.5,0.441,4.4,11.4,15.8,1.1,2.2,0,3.9,5.8,15.8,NA,94,105,"kwamebrown"
"66",67,"Shannon Brown\brownsh01","SG",26,"PHO",59,19,1400,9.3,22.1,0.42,2.5,7,0.362,6.8,15.2,0.446,3,3.7,0.808,1.4,4.4,5.8,2.6,1.6,0.6,2.4,2.4,24.1,NA,101,108,"shannonbrown"
"67",68,"Kobe Bryant\bryanko01","SG",33,"LAL",58,58,2232,13.6,31.7,0.43,2.1,6.8,0.303,11.6,24.9,0.464,9.1,10.7,0.845,1.6,5.9,7.4,6.3,1.6,0.4,4.8,2.5,38.4,NA,105,106,"kobebryant"
"68",69,"Chase Budinger\budinch01","SF",23,"HOU",58,9,1298,8.4,19,0.442,3.5,8.8,0.402,4.8,10.2,0.476,2.2,2.8,0.771,1.5,7.2,8.8,3,1.2,0.3,2.2,2.6,22.5,NA,110,107,"chasebudinger"
"69",70,"Alec Burks\burksal01","SG",20,"UTA",59,0,939,8.6,20,0.429,0.8,2.5,0.333,7.7,17.4,0.442,5.8,8,0.727,3.2,4.2,7.4,3.1,1.5,0.3,2.9,4.7,23.8,NA,105,109,"alecburks"
"70",71,"Caron Butler\butleca01","SF",31,"LAC",63,63,1871,8.3,20.3,0.407,2.6,7.4,0.358,5.6,12.9,0.435,2.5,3.1,0.813,1.3,5.4,6.6,2.2,1.5,0.3,2.2,3.5,21.7,NA,102,108,"caronbutler"
"71",72,"Jimmy Butler\butleji01","SG",22,"CHI",42,0,359,4.8,11.8,0.405,0.3,1.6,0.182,4.5,10.2,0.441,6.4,8.4,0.768,3.4,4.9,8.4,2.1,1.6,0.7,2.1,3,16.3,NA,112,100,"jimmybutler"
"72",73,"Rasual Butler\butlera01","SF",32,"TOR",34,14,453,4.9,15.8,0.308,2.5,9.1,0.273,2.4,6.6,0.357,0.8,1.4,0.583,0.7,7.1,7.8,2.3,0.8,0.6,1.8,4.6,13.1,NA,82,106,"rasualbutler"
"73",74,"Derrick Byars\byarsde01","PF",27,"SAS",2,0,37,4.2,15.4,0.273,0,8.4,0,4.2,7,0.6,5.6,5.6,1,8.4,7,15.4,1.4,2.8,0,0,2.8,14,NA,113,102,"derrickbyars"
"74",75,"Andrew Bynum\bynuman01","C",24,"LAL",60,60,2112,11.1,20,0.558,0,0.1,0.2,11.1,19.9,0.56,5.9,8.5,0.692,4.8,13,17.8,2.1,0.7,2.9,3.8,2.6,28.2,NA,112,100,"andrewbynum"
"75",76,"Will Bynum\bynumwi01","PG",29,"DET",36,0,514,7.7,20.3,0.381,0.7,3,0.241,7,17.3,0.406,5.1,6.7,0.766,1,4.8,5.9,6.9,2.4,0.3,5.7,6.4,21.3,NA,88,106,"willbynum"
"76",77,"Jose Calderon\caldejo01","PG",30,"TOR",53,53,1799,6.5,14.3,0.457,1.8,4.8,0.371,4.8,9.5,0.5,1.8,2,0.882,0.6,4.2,4.8,14,1.4,0.1,3.1,2.8,16.6,NA,116,108,"josecalderon"
"77",79,"Brian Cardinal\cardibr01","SF",34,"DAL",44,0,277,2.7,10.4,0.255,1.9,9.3,0.204,0.8,1.1,0.667,0.9,1.1,0.833,0.8,5.7,6.4,3,1.5,0.4,1.5,7.2,8.1,NA,82,105,"briancardinal"
"78",81,"Matt Carroll\carroma01","SG",31,"CHA",53,2,596,4.6,13.9,0.331,0.7,3.8,0.186,3.9,10.1,0.386,2.7,3.4,0.789,0.7,4.4,5.1,3.4,1.4,0.6,2.1,4.6,12.6,NA,84,112,"mattcarroll"
"79",82,"Anthony Carter\cartean01","PG",36,"TOR",24,0,209,4.4,13.6,0.321,1.3,4.4,0.294,3.1,9.3,0.333,2.1,2.6,0.8,1.3,7.2,8.5,8.7,2.1,1,4.4,5.1,12.1,NA,85,103,"anthonycarter"
"80",83,"Vince Carter\cartevi01","SG",35,"DAL",61,40,1542,7.6,18.5,0.411,2.5,7,0.361,5.1,11.5,0.442,3.2,3.9,0.826,1.1,5.9,7,4.7,1.9,0.9,2.9,4.6,20.9,NA,102,103,"vincecarter"
"81",84,"Omri Casspi\casspom01","SF",23,"CLE",65,35,1341,6.5,16.1,0.403,2.1,6.6,0.315,4.4,9.6,0.463,2.9,4.2,0.685,2.5,6.5,8.9,2.6,1.5,0.8,2.5,4.5,18,NA,101,109,"omricasspi"
"82",85,"Mario Chalmers\chalmma01","PG",25,"MIA",64,64,1825,6.4,14.4,0.448,2.9,7.5,0.388,3.5,6.9,0.513,2.3,2.9,0.792,0.5,4.5,4.9,6.4,2.8,0.3,4.1,4.8,18.1,NA,104,101,"mariochalmers"
"83",86,"Tyson Chandler\chandty01","C",29,"NYK",62,62,2061,6,8.9,0.679,0,0,0,6,8.8,0.683,5.4,7.9,0.689,5.3,10,15.3,1.4,1.4,2.2,2.5,4.6,17.5,NA,130,99,"tysonchandler"
"84",87,"Wilson Chandler\chandwi01","SF",24,"DEN",8,6,215,7.3,18.7,0.392,0.7,2.8,0.25,6.6,15.9,0.418,2.4,2.8,0.833,1.4,8.3,9.7,4,1.4,1.4,4.3,4.3,17.8,NA,86,105,"wilsonchandler"
"85",88,"Josh Childress\childjo01","SF",28,"PHO",34,0,491,5.1,10.4,0.485,0.4,2.5,0.167,4.6,7.9,0.587,0,0.2,0,3.3,6.8,10,3.6,1.5,0.6,0.9,4,10.6,NA,114,107,"joshchildress"
"86",89,"Earl Clark\clarkea01","PF",24,"ORL",45,1,559,4.9,13.4,0.367,0,0,NA,4.9,13.4,0.367,2,2.8,0.724,3.4,8.6,12,1.7,1.2,3.1,2.4,6.9,11.9,NA,87,101,"earlclark"
"87",90,"Norris Cole\coleno01","PG",23,"MIA",65,2,1260,7.4,18.8,0.393,0.9,3.2,0.276,6.5,15.6,0.417,2.8,3.6,0.776,0.9,2.9,3.8,5.6,1.8,0.1,4.4,5.2,18.4,NA,88,104,"norriscole"
"88",91,"Jason Collins\collija04","C",33,"ATL",30,10,308,2.8,6.9,0.4,0,0,NA,2.8,6.9,0.4,1.2,2.6,0.467,2.1,6.2,8.3,1.7,0.7,0.5,1.7,5.9,6.7,NA,87,104,"jasoncollins"
"89",92,"Darren Collison\collida01","PG",24,"IND",60,56,1878,6.5,14.7,0.44,1,2.6,0.362,5.5,12.1,0.457,3.6,4.3,0.83,0.8,4.4,5.3,8.1,1.4,0.4,3.2,2.8,17.5,NA,108,107,"darrencollison"
"90",93,"Nick Collison\collini01","PF",31,"OKC",63,0,1307,4.7,7.9,0.597,0,0,0,4.7,7.9,0.6,1.7,2.4,0.71,4.7,6.1,10.8,3.2,1.3,1.1,2.4,6,11.2,NA,121,105,"nickcollison"
"91",94,"Mike Conley\conlemi01","PG",24,"MEM",62,61,2174,7.2,16.6,0.433,1.5,3.9,0.377,5.7,12.8,0.45,3.3,3.8,0.861,0.5,3.3,3.8,9.8,3.3,0.3,3,3.2,19.2,NA,110,102,"mikeconley"
"92",96,"Daequan Cook\cookda02","SG",24,"OKC",57,22,989,5.7,15.4,0.368,4.1,11.9,0.346,1.6,3.5,0.441,0.7,1.1,0.636,0.6,5.7,6.4,0.8,1.1,0.6,0.8,3.6,16.2,NA,106,107,"daequancook"
"93",97,"DeMarcus Cousins\couside01","C",21,"SAC",64,62,1950,11.6,26,0.448,0.1,0.4,0.143,11.6,25.6,0.453,6.8,9.7,0.702,6.9,11.4,18.3,2.7,2.4,1.9,4.4,6.7,30.2,NA,102,104,"demarcuscousins"
"94",98,"Jamal Crawford\crawfja01","PG",31,"POR",60,6,1613,9.2,24,0.384,2.6,8.5,0.308,6.6,15.6,0.426,6.2,6.7,0.927,0.5,3.3,3.8,6.2,1.8,0.5,3.6,2.4,27.3,NA,102,109,"jamalcrawford"
"95",99,"Jordan Crawford\crawfjo02","SG",23,"WAS",64,32,1753,10.3,25.8,0.4,2.3,8.1,0.289,8,17.7,0.451,4.8,6,0.793,1.3,3.7,5,5.6,1.7,0.1,4.2,3.3,27.8,NA,97,110,"jordancrawford"
"96",100,"Dante Cunningham\cunnida01","PF",24,"MEM",64,5,1124,6.8,13.1,0.516,0,0.1,0,6.8,13,0.52,2.1,3.2,0.652,4.3,7.3,11.6,1.7,2,1.6,1.4,4.6,15.7,NA,115,101,"dantecunningham"
"97",101,"Eddy Curry\curryed01","C",29,"MIA",14,1,83,7.6,16.5,0.462,0,0,NA,7.6,16.5,0.462,3.8,5.1,0.75,2.5,5.1,7.6,0.6,0,1.3,6.3,10.8,19,NA,82,105,"eddycurry"
"98",102,"Stephen Curry\curryst01","PG",23,"GSW",26,23,732,10.3,21,0.49,3.9,8.6,0.455,6.4,12.4,0.514,2.7,3.3,0.809,1.1,5.2,6.2,9.8,2.8,0.6,4.6,4.4,27.2,NA,112,108,"stephencurry"
"99",103,"Samuel Dalembert\dalemsa01","C",30,"HOU",65,45,1446,7.2,14.3,0.506,0,0,0,7.2,14.3,0.508,3.3,4.1,0.796,5.7,10.8,16.5,1.2,1.3,4,3,5.9,17.7,NA,108,100,"samueldalembert"
"100",104,"Erick Dampier\dampier01","C",36,"ATL",15,0,83,0.6,5.1,0.125,0,0,NA,0.6,5.1,0.125,0,0,NA,6.4,9.6,16,2.6,0.6,2.6,1.9,5.8,1.3,NA,80,100,"erickdampier"
"101",105,"Marquis Daniels\daniema01","SG",31,"BOS",38,0,484,5.7,15.7,0.364,0,1.1,0,5.7,14.6,0.391,1.9,2.5,0.739,1.8,5.5,7.2,5.2,2.3,1,3.1,4,13.3,NA,82,98,"marquisdaniels"
"102",106,"Baron Davis\davisba01","PG",32,"NYK",29,14,595,5.9,15.9,0.37,2.3,7.4,0.306,3.6,8.6,0.424,1.4,2.1,0.667,1.1,3.7,4.8,11.7,2.9,0.3,6.6,5.3,15.4,NA,88,102,"barondavis"
"103",107,"Ed Davis\davised01","PF",22,"TOR",66,9,1534,6,11.7,0.513,0,0,0,6,11.7,0.515,2.5,3.7,0.67,4.7,10.7,15.4,2.1,1.4,2.2,2.3,5.5,14.5,NA,108,101,"eddavis"
"104",108,"Glen Davis\davisgl01","PF",26,"ORL",61,13,1427,8.5,20.2,0.421,0.1,0.5,0.143,8.4,19.6,0.429,4.3,6.3,0.683,4,8.5,12.5,1.8,1.6,0.7,2.8,4,21.4,NA,96,103,"glendavis"
"105",109,"Josh Davis\davisjo02","PF",31,"MEM",15,0,130,4.1,11,0.37,1.6,5.3,0.308,2.4,5.7,0.429,1.6,3.3,0.5,6.5,4.5,11,2.4,2.8,0.4,1.2,7.7,11.4,NA,112,102,"joshdavis"
