"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","X","ORtg","DRtg","fix"
"106",110,"Eric Dawson\dawsoer01","C",27,"SAS",4,0,39,9.3,15.9,0.583,0,0,NA,9.3,15.9,0.583,1.3,2.6,0.5,6.6,6.6,13.2,0,1.3,2.6,4,7.9,19.9,NA,104,102,"ericdawson"
"107",111,"Austin Daye\dayeau01","SF",23,"DET",41,4,603,6.5,20.2,0.322,1.2,5.5,0.21,5.4,14.7,0.364,3.1,3.8,0.814,1.2,6.9,8.1,2.9,2,1.9,3.6,5.5,17.3,NA,80,104,"austindaye"
"108",112,"Carlos Delfino\delfica01","SF",29,"MIL",54,53,1537,6.1,15.1,0.402,2.9,8,0.36,3.2,7.1,0.449,1.3,1.6,0.792,0.7,6.3,6.9,4.1,2.6,0.3,2.2,3.3,16.3,NA,102,104,"carlosdelfino"
"109",113,"Luol Deng\denglu01","SF",26,"CHI",54,54,2129,7.9,19.1,0.412,2,5.4,0.367,5.9,13.7,0.43,3.2,4.2,0.77,1.9,6.9,8.9,4,1.4,0.9,2.4,2,20.9,NA,105,100,"luoldeng"
"110",115,"DeMar DeRozan\derozde01","SG",22,"TOR",63,63,2206,9.3,22,0.422,0.6,2.2,0.261,8.7,19.8,0.44,6.5,8.1,0.81,1,4.2,5.1,3.1,1.2,0.4,3,3.9,25.7,NA,100,108,"demarderozan"
"111",117,"Ike Diogu\dioguik01","PF",28,"SAS",2,0,14,0,7.4,0,0,0,NA,0,7.4,0,7.4,7.4,1,0,3.7,3.7,0,0,0,3.7,3.7,7.4,NA,58,110,"ikediogu"
"112",118,"DeSagana Diop\diopde01","C",30,"CHA",27,9,325,2.4,6.8,0.357,0,0,NA,2.4,6.8,0.357,0.2,1,0.167,5.4,8.4,13.8,3.7,1,2.1,3.1,5.8,5,NA,81,109,"desaganadiop"
"113",119,"Keyon Dooling\doolike01","SG",31,"BOS",46,2,662,5.3,13.1,0.405,2.2,6.5,0.333,3.1,6.6,0.476,1.8,2.5,0.742,0.2,2.9,3.1,4.1,1,0.2,2.7,4.6,14.6,NA,93,104,"keyondooling"
"114",120,"Toney Douglas\douglto01","PG",25,"NYK",38,9,656,7.4,22.8,0.324,2.1,9.2,0.231,5.3,13.6,0.387,1.7,2,0.846,1.3,4.4,5.7,6,2.3,0.1,4.4,4.3,18.6,NA,82,103,"toneydouglas"
"115",121,"Goran Dragic\dragigo01","PG",25,"HOU",66,28,1752,8.3,17.9,0.462,2,6,0.337,6.2,11.9,0.525,4.6,5.7,0.805,1.6,3.4,5,10.5,2.5,0.3,4.7,5,23.2,NA,111,106,"gorandragic"
"116",122,"Jared Dudley\dudleja01","SG",26,"PHO",65,60,2020,8,16.5,0.485,2.1,5.4,0.383,6,11.1,0.535,3.1,4.2,0.726,2.4,5.3,7.7,2.9,1.3,0.5,1.8,2.7,21.1,NA,115,109,"jareddudley"
"117",123,"Chris Duhon\duhonch01","PG",29,"ORL",63,9,1226,3.7,8.9,0.419,2.2,5.2,0.42,1.5,3.7,0.417,0.7,0.9,0.81,0.6,3.9,4.5,6.6,1.5,0.4,3.6,3.1,10.4,NA,100,107,"chrisduhon"
"118",124,"Tim Duncan\duncati01","C",35,"SAS",58,58,1634,11.4,23.2,0.492,0,0.1,0,11.4,23.1,0.495,5.5,7.9,0.695,3.5,13,16.4,4.2,1.2,2.8,3.1,3.1,28.3,NA,108,99,"timduncan"
"119",125,"Mike Dunleavy\dunlemi02","SF",31,"MIL",55,3,1445,8.5,17.9,0.474,2.9,7.4,0.399,5.5,10.5,0.527,4.1,5.1,0.811,1,6.2,7.2,4.1,1,0.3,2.1,3.1,24,NA,118,108,"mikedunleavy"
"120",126,"Kevin Durant\duranke01","SF",23,"OKC",66,66,2546,13,26.3,0.496,2.7,7,0.387,10.3,19.3,0.535,8.7,10.2,0.86,0.8,9.9,10.7,4.7,1.8,1.6,5,2.7,37.5,NA,114,101,"kevindurant"
"121",127,"Jerome Dyson\dysonje01","PG",24,"NOH",9,1,180,5.7,14.5,0.396,0.3,2.4,0.125,5.4,12.1,0.45,8.5,10.9,0.778,0.6,5.1,5.7,5.4,3.3,0.6,6,5.7,20.2,NA,91,103,"jeromedyson"
"122",128,"Devin Ebanks\ebankde01","SG",22,"LAL",24,12,396,5,11.9,0.416,0,1.2,0,5,10.7,0.463,3.1,4.7,0.657,3.5,3.7,7.2,1.6,1.5,0.8,2.4,3.5,13,NA,96,107,"devinebanks"
"123",129,"Wayne Ellington\ellinwa01","SG",24,"MIN",51,4,973,6.5,16,0.404,1.9,5.7,0.324,4.6,10.3,0.448,1.7,2.1,0.8,0.7,4.5,5.2,1.7,1.4,0.5,1.4,3,16.4,NA,100,109,"wayneellington"
"124",131,"Francisco Elson\elsonfr01","C",35,"PHI",5,0,16,3.3,10,0.333,0,0,NA,3.3,10,0.333,0,0,NA,0,3.3,3.3,3.3,3.3,3.3,3.3,0,6.7,NA,61,96,"franciscoelson"
"125",132,"Andre Emmett\emmetan01","SF",29,"NJN",6,0,45,4.7,8.3,0.571,0,1.2,0,4.7,7.1,0.667,5.9,9.5,0.625,2.4,4.7,7.1,1.2,2.4,1.2,2.4,2.4,15.4,NA,113,109,"andreemmett"
"126",133,"Semih Erden\erdense01","C",25,"CLE",28,9,333,6.2,11.7,0.527,0,0,NA,6.2,11.7,0.527,3.3,6.5,0.512,3.2,8.2,11.4,1.4,1.6,0.8,2.5,9.5,15.6,NA,102,108,"semiherden"
"127",134,"Jeremy Evans\evansje01","SF",24,"UTA",29,0,217,6.5,10.2,0.643,0,0.2,0,6.5,9.9,0.659,1.9,3.9,0.5,4.6,7.5,12.1,3.1,1.5,5.8,1.2,5.6,15,NA,131,101,"jeremyevans"
"128",135,"Maurice Evans\evansma01","SF",33,"WAS",24,0,343,6.8,16.9,0.402,2.6,6.8,0.378,4.2,10.1,0.418,1.5,2,0.769,1.2,2.4,3.6,1.4,2.1,0,1.5,5.4,17.7,NA,101,110,"mauriceevans"
"129",136,"Reggie Evans\evansre01","PF",31,"LAC",56,0,771,2.4,5,0.472,0,0,NA,2.4,5,0.472,2.5,5,0.507,7,11.9,18.9,1.2,2.2,0.4,3.1,8.2,7.3,NA,101,102,"reggieevans"
"130",137,"Tyreke Evans\evansty01","SG",22,"SAC",63,61,2162,9.6,21.1,0.453,0.5,2.3,0.202,9.1,18.8,0.484,4.7,6,0.779,1.5,5.3,6.8,6.6,2,0.7,4,3.2,24.3,NA,103,111,"tyrekeevans"
"131",139,"Kenneth Faried\farieke01","PF",22,"DEN",46,39,1037,8.9,15.2,0.586,0,0,NA,8.9,15.2,0.586,5.4,8.1,0.665,7,10.3,17.3,1.8,1.7,2.3,2.7,5.7,23.1,NA,123,103,"kennethfaried"
"132",140,"Jordan Farmar\farmajo01","PG",25,"NJN",39,5,831,9.4,20.2,0.467,3.5,8,0.44,5.9,12.2,0.484,3.7,4,0.905,0.4,3.5,3.9,8.3,1.5,0.1,4.4,3.1,26,NA,111,113,"jordanfarmar"
"133",141,"Derrick Favors\favorde01","PF",20,"UTA",65,9,1376,8.5,17,0.499,0,0,NA,8.5,17,0.499,4.8,7.4,0.649,6,10.2,16.2,1.6,1.4,2.5,3.9,5.5,21.7,NA,104,103,"derrickfavors"
"134",142,"Raymond Felton\feltora01","PG",27,"POR",60,56,1906,7.2,17.7,0.407,1.7,5.6,0.305,5.5,12.1,0.453,2.8,3.4,0.806,0.7,3.4,4.1,10.8,2.2,0.3,4.7,3.4,18.9,NA,99,109,"raymondfelton"
"135",143,"Rudy Fernandez\fernaru01","SG",26,"DEN",31,1,710,7.1,16.2,0.44,2.9,8.8,0.328,4.2,7.4,0.573,2.2,3.1,0.698,0.6,4,4.7,5.4,2.2,0.2,2.9,2.7,19.2,NA,106,108,"rudyfernandez"
"136",144,"Kyrylo Fesenko\fesenky01","C",25,"IND",3,0,17,6.2,15.6,0.4,0,0,NA,6.2,15.6,0.4,12.4,18.7,0.667,6.2,21.8,28,3.1,6.2,0,0,6.2,24.9,NA,129,84,"kyrylofesenko"
"137",145,"Landry Fields\fieldla01","SG",23,"NYK",66,62,1894,6.4,14,0.46,0.8,3.3,0.256,5.6,10.7,0.523,2.1,3.7,0.562,1.6,6,7.6,4.6,2.1,0.5,2.8,2.7,15.8,NA,100,102,"landryfields"
"138",148,"Jeff Foote\footeje01","C",24,"NOH",4,0,39,2.8,8.4,0.333,0,0,NA,2.8,8.4,0.333,0,0,NA,1.4,7,8.4,0,0,1.4,2.8,7,5.6,NA,58,108,"jefffoote"
"139",149,"Gary Forbes\forbega01","SG",26,"TOR",48,2,713,8.4,20.4,0.413,2.2,6.3,0.349,6.3,14.2,0.441,5,6.9,0.725,2,5.7,7.7,4.1,1.8,0.3,4.1,4.2,24.1,NA,97,106,"garyforbes"
"140",150,"T.J. Ford\fordtj01","PG",28,"SAS",14,0,191,5.1,11.6,0.442,0.5,2.2,0.25,4.6,9.5,0.486,3,3.8,0.786,0.8,4.1,4.9,12.2,2.4,0.5,6.2,6.2,13.8,NA,96,104,"tjford"
"141",152,"Jeff Foster\fosteje01","C",35,"IND",11,0,141,3.4,6.8,0.5,0.4,0.4,1,3,6.4,0.471,2.3,3.4,0.667,6.8,9,15.8,1.5,3,0.4,2.6,9.8,9.4,NA,112,99,"jefffoster"
"142",153,"Randy Foye\foyera01","SG",28,"LAC",65,48,1682,8.2,20.6,0.398,4.1,10.5,0.386,4.1,10.1,0.41,2.3,2.7,0.859,0.8,3.6,4.4,4.7,1.5,0.8,2.3,4.2,22.8,NA,108,109,"randyfoye"
"143",154,"Jimmer Fredette\fredeji01","PG",22,"SAC",61,7,1135,7.7,19.9,0.386,3.5,9.6,0.361,4.2,10.3,0.409,1.8,2.1,0.833,0.8,2.5,3.3,4.8,1.3,0.1,3,3.3,20.6,NA,100,114,"jimmerfredette"
"144",155,"Channing Frye\fryech01","PF",28,"PHO",64,59,1669,7.9,19,0.416,2.8,8.2,0.346,5.1,10.9,0.469,2.3,2.5,0.89,2.2,9.6,11.8,2.7,1.3,2.2,2,5.5,20.9,NA,106,104,"channingfrye"
"145",156,"Dan Gadzuric\gadzuda01","C",33,"NYK",2,0,13,0,7.9,0,0,0,NA,0,7.9,0,0,7.9,0,4,15.9,19.8,0,4,4,4,15.9,0,NA,17,87,"dangadzuric"
"146",157,"Sundiata Gaines\gainesu01","SG",25,"NJN",57,12,793,6.8,18.2,0.376,1.9,5.5,0.341,5,12.7,0.392,4,6.4,0.615,1.8,5.4,7.3,8.5,3.7,0.1,3.5,3.9,19.5,NA,100,107,"sundiatagaines"
"147",158,"Danilo Gallinari\gallida01","SF",23,"DEN",43,40,1351,7.3,17.6,0.414,2.3,6.9,0.328,5,10.7,0.47,6.9,7.9,0.871,1.1,6.6,7.6,4.4,1.6,0.9,2.6,3.2,23.7,NA,114,107,"danilogallinari"
"148",159,"Francisco Garcia\garcifr01","SF",30,"SAC",49,3,798,5.5,14.5,0.376,2.4,8.3,0.29,3,6.2,0.49,1.5,1.9,0.8,0.7,5.6,6.3,2,2.3,2.4,1.4,4.6,14.9,NA,101,108,"franciscogarcia"
"149",160,"Kevin Garnett\garneke01","C",35,"BOS",60,60,1864,11.1,22.1,0.503,0.1,0.3,0.333,11.1,21.9,0.505,4.6,5.4,0.857,1.9,12.2,14.1,5,1.6,1.7,3,4,27,NA,106,94,"kevingarnett"
"150",161,"Marc Gasol\gasolma01","C",27,"MEM",65,65,2370,8,16.5,0.482,0,0.3,0.083,7.9,16.2,0.489,5.3,7.1,0.748,2.7,10.2,12.9,4.6,1.4,2.7,2.7,4.5,21.2,NA,111,99,"marcgasol"
"151",162,"Pau Gasol\gasolpa01","PF",31,"LAL",65,65,2430,10,20,0.501,0.2,0.6,0.259,9.9,19.4,0.508,4.5,5.7,0.782,4,10.8,14.8,5.2,0.8,1.9,3.1,2.8,24.6,NA,112,103,"paugasol"
"152",163,"Rudy Gay\gayru01","SF",25,"MEM",65,65,2422,10.6,23.3,0.455,1.2,3.8,0.312,9.4,19.5,0.482,4.5,5.7,0.791,2.8,6.3,9.1,3.2,2.1,1.2,3.5,3,26.9,NA,104,102,"rudygay"
"153",164,"Alonzo Gee\geeal01","SG",24,"CLE",63,31,1827,6.5,15.9,0.412,1.3,3.9,0.321,5.3,11.9,0.442,4.8,6.1,0.788,2.9,6.4,9.3,3.3,2.4,0.5,3.3,4.3,19.1,NA,102,108,"alonzogee"
"154",165,"Paul George\georgpa01","SG",21,"IND",66,66,1958,7.6,17.3,0.44,2.4,6.3,0.385,5.2,10.9,0.472,3.9,4.9,0.802,1.5,8.5,10,4.3,2.9,1,3.2,5.2,21.6,NA,108,100,"paulgeorge"
"155",166,"Daniel Gibson\gibsoda01","SG",25,"CLE",35,7,916,5,14.2,0.351,3.2,8,0.396,1.8,6.3,0.294,2,2.5,0.791,0.6,5.2,5.8,4.4,1.5,0.9,2.6,4,15.1,NA,98,110,"danielgibson"
"156",167,"Taj Gibson\gibsota01","PF",26,"CHI",63,0,1284,8.4,16.9,0.495,0,0,NA,8.4,16.9,0.495,3.5,5.7,0.622,5.7,8.3,13.9,2,1.1,3.4,2.5,5.5,20.3,NA,109,96,"tajgibson"
"157",168,"Manu Ginobili\ginobma01","SG",34,"SAS",34,7,792,9.8,18.6,0.526,3.4,8.2,0.413,6.4,10.4,0.616,5.7,6.6,0.871,1.2,6.4,7.6,9.9,1.6,0.8,4.2,3.7,28.7,NA,125,104,"manuginobili"
"158",170,"Ryan Gomes\gomesry01","SF",29,"LAC",32,2,425,3.9,12,0.326,0.5,3.7,0.138,3.4,8.4,0.409,1,1.4,0.727,1.8,6,7.7,1.5,2,0,1.9,4.3,9.4,NA,81,107,"ryangomes"
"159",171,"Drew Gooden\goodedr01","C",30,"MIL",56,46,1469,10,22.9,0.437,0.6,1.9,0.291,9.4,21,0.45,6.1,7.2,0.846,4.5,8.1,12.7,5,1.6,1.2,3.8,3.9,26.7,NA,105,104,"drewgooden"
"160",172,"Ben Gordon\gordobe01","SG",28,"DET",52,21,1398,9,20.4,0.442,2.4,5.7,0.429,6.6,14.7,0.446,4.5,5.2,0.86,0.5,4.1,4.7,4.9,1.3,0.4,4.4,4.4,24.9,NA,101,109,"bengordon"
"161",173,"Eric Gordon\gordoer01","PG",23,"NOH",9,9,310,11,24.5,0.45,1.8,7,0.25,9.3,17.5,0.53,8.6,11.4,0.754,0.4,4,4.4,5.4,2.3,0.7,4.2,3.5,32.4,NA,105,106,"ericgordon"
"162",174,"Marcin Gortat\gortama01","C",27,"PHO",66,66,2114,10.5,18.9,0.555,0,0,0,10.5,18.8,0.557,4,6.2,0.649,4.5,11.6,16.2,1.4,1.2,2.4,2.2,3.5,24.9,NA,115,103,"marcingortat"
"163",175,"Andrew Goudelock\goudean01","SG",23,"LAL",40,0,419,8.6,22,0.391,3.5,9.5,0.373,5.1,12.5,0.404,1.4,1.5,0.917,0.6,3.3,3.9,2.5,0.5,0,2.7,4,22.1,NA,95,110,"andrewgoudelock"
"164",176,"Danny Granger\grangda01","SF",28,"IND",62,62,2062,10,24.1,0.416,3.2,8.3,0.381,6.9,15.9,0.434,6.5,7.5,0.873,2,5.8,7.9,2.8,1.6,1,2.8,3.7,29.7,NA,111,104,"dannygranger"
"165",177,"Aaron Gray\grayaa01","C",27,"TOR",49,40,813,5.5,10.6,0.516,0,0,NA,5.5,10.6,0.516,1.7,3.1,0.532,5.5,13.1,18.6,1.8,1.5,1.1,3.4,8.4,12.6,NA,98,100,"aarongray"
"166",178,"Danny Green\greenda02","SG",24,"SAS",66,38,1522,7.2,16.2,0.442,3.5,7.9,0.436,3.7,8.2,0.449,2.7,3.4,0.79,1.8,5.9,7.7,2.9,2,1.6,2.3,3.6,20.5,NA,112,103,"dannygreen"
"167",179,"Gerald Green\greenge01","SF",26,"NJN",31,2,781,10.5,21.8,0.481,2.9,7.5,0.391,7.6,14.3,0.529,3.3,4.4,0.754,1,6.3,7.4,2.3,1.9,1.2,3.8,5.5,27.3,NA,103,109,"geraldgreen"
"168",180,"Willie Green\greenwi01","SG",30,"ATL",53,2,922,8.8,18.8,0.471,2.9,6.5,0.442,5.9,12.2,0.486,2.8,3.2,0.857,0.9,3.8,4.6,2.3,1.3,0.3,1.9,4.3,23.3,NA,110,105,"williegreen"
"169",181,"Donte Greene\greendo01","PF",23,"SAC",53,7,777,7,17.4,0.406,1.6,6.9,0.238,5.4,10.5,0.516,2.9,3.6,0.8,1.2,7.4,8.7,2.2,1.2,1.9,2.1,4.4,18.6,NA,100,110,"dontegreene"
"170",182,"Blake Griffin\griffbl01","PF",22,"LAC",66,66,2392,12.6,23,0.549,0,0.4,0.125,12.6,22.6,0.556,5.5,10.5,0.521,4.9,11.2,16.1,4.7,1.2,1.1,3.4,4.9,30.8,NA,113,104,"blakegriffin"
"171",183,"Hamed Haddadi\haddaha01","C",26,"MEM",35,0,206,6.7,12.3,0.542,0,0.3,0,6.7,12.1,0.553,4.6,6.7,0.692,7.2,11,18.2,2.1,0.3,6.7,5.4,11,18,NA,102,97,"hamedhaddadi"
"172",184,"Jordan Hamilton\hamiljo02","SF",21,"DEN",26,2,258,9.5,21.9,0.432,3.4,9.3,0.362,6.1,12.6,0.484,0.4,1,0.4,2.2,10.1,12.2,4,0.8,0.6,3.2,3,22.7,NA,99,107,"jordanhamilton"
"173",185,"Richard Hamilton\hamilri01","SG",33,"CHI",28,28,697,10.8,23.9,0.452,1.3,3.6,0.37,9.5,20.4,0.466,2.2,2.9,0.784,1.5,3.6,5.1,6.5,0.9,0.1,3.8,4.3,25.2,NA,101,104,"richardhamilton"
"174",186,"Tyler Hansbrough\hansbty01","PF",26,"IND",66,0,1442,7.1,17.6,0.405,0,0,0,7.1,17.5,0.406,8.3,10.2,0.813,4.1,6.5,10.6,1.1,2,0.3,2.4,5.8,22.5,NA,108,104,"tylerhansbrough"
"175",187,"Luke Harangody\haranlu01","PF",24,"CLE",21,1,231,5.2,14.8,0.354,1.1,4.8,0.238,4.1,10,0.409,2,2.7,0.75,4.6,7.5,12.1,1.4,1.4,0.7,0.9,3.9,13.7,NA,101,109,"lukeharangody"
"176",188,"James Harden\hardeja01","SG",22,"OKC",62,2,1946,8.2,16.7,0.491,3,7.7,0.39,5.2,8.9,0.579,8.3,9.8,0.846,0.8,5.9,6.7,6.1,1.6,0.4,3.6,4,27.7,NA,125,105,"jamesharden"
"177",189,"Justin Harper\harpeju01","PF",22,"ORL",14,0,84,5.8,19.9,0.29,1.3,8.3,0.154,4.5,11.6,0.389,0,0.6,0,1.9,5.8,7.7,1.3,1.3,1.9,3.9,3.2,12.8,NA,63,104,"justinharper"
"178",190,"Josh Harrellson\harrejo01","PF",22,"NYK",37,4,540,6,14.2,0.423,1.9,5.6,0.339,4.1,8.6,0.478,1.5,2.5,0.615,4.5,9.3,13.7,1,2.2,1.9,1.9,4.6,15.5,NA,105,98,"joshharrellson"
"179",191,"Al Harrington\harrial01","PF",31,"DEN",64,1,1761,10,22.4,0.446,2.9,8.8,0.333,7.1,13.6,0.519,3.4,5.1,0.676,2.1,9.2,11.3,2.5,1.7,0.3,3.2,5.2,26.3,NA,103,105,"alharrington"
"180",192,"Devin Harris\harride01","PG",28,"UTA",63,63,1741,7.3,16.3,0.445,2.3,6.4,0.362,4.9,9.9,0.498,4.7,6.3,0.746,0.4,3,3.4,9.5,1.9,0.4,3.7,4.1,21.6,NA,112,109,"devinharris"
"181",193,"Manny Harris\harrima01","SG",22,"CLE",26,5,456,6.9,17.3,0.4,1.4,4.1,0.333,5.5,13.1,0.421,4.7,6.8,0.695,1.3,6.8,8.1,3.6,1.5,0.7,3.1,3.2,19.9,NA,97,109,"mannyharris"
"182",194,"Terrel Harris\harrite01","SG",24,"MIA",22,1,318,4.8,13.7,0.349,1.3,6.5,0.205,3.5,7.3,0.477,2.3,3.5,0.667,3,5.5,8.4,4.3,1.5,0.3,4.1,5.6,13.2,NA,87,103,"terrelharris"
"183",195,"Tobias Harris\harrito02","SF",19,"MIL",42,9,479,8.4,18.1,0.467,0.6,2.5,0.261,7.8,15.6,0.5,4.7,5.8,0.815,3.2,7.6,10.8,2.4,1.4,0.7,3.3,4.8,22.2,NA,104,106,"tobiasharris"
"184",196,"Udonis Haslem\hasleud01","PF",31,"MIA",64,10,1589,5,11.8,0.423,0,0,NA,5,11.8,0.423,2.7,3.4,0.814,3.9,11.7,15.6,1.4,1.2,0.8,2,4.7,12.8,NA,102,99,"udonishaslem"
"185",197,"Spencer Hawes\hawessp01","C",23,"PHI",37,29,920,9.1,18.6,0.489,0.2,0.7,0.25,8.9,17.9,0.498,2.3,3.2,0.727,4.5,11.2,15.7,5.7,0.9,2.8,3.2,5.8,20.7,NA,105,97,"spencerhawes"
"186",198,"Chuck Hayes\hayesch01","C",28,"SAC",54,9,1039,3.6,8.3,0.429,0,0.1,0,3.6,8.2,0.435,1.3,1.9,0.667,3.5,7.9,11.4,3.8,1.8,0.8,2.4,5.4,8.4,NA,98,109,"chuckhayes"
"187",199,"Gordon Hayward\haywago01","SF",21,"UTA",66,58,2015,7,15.3,0.456,1.4,4.1,0.346,5.5,11.1,0.496,5,6,0.832,1.5,4.5,6,5.4,1.4,1.1,2.8,2.8,20.4,NA,113,109,"gordonhayward"
"188",200,"Lazar Hayward\haywala01","SF",25,"OKC",26,0,141,4.8,13.9,0.342,1.5,5.1,0.286,3.3,8.8,0.375,2.6,4.4,0.583,0.7,5.1,5.9,1.5,1.1,0.4,3.3,6.6,13.5,NA,80,107,"lazarhayward"
"189",201,"Brendan Haywood\haywobr01","C",32,"DAL",54,54,1146,5.4,10.4,0.518,0,0,NA,5.4,10.4,0.518,2.1,4.4,0.469,6.4,8.5,14.8,0.9,1.1,2.5,2.1,5.5,12.9,NA,107,101,"brendanhaywood"
"190",202,"Gerald Henderson\hendege02","SG",24,"CHA",55,55,1831,9.6,20.8,0.459,0.3,1.4,0.234,9.2,19.5,0.475,4.5,5.9,0.76,1.8,4.6,6.5,3.6,1.4,0.6,2.9,3.7,23.9,NA,99,112,"geraldhenderson"
"191",203,"Xavier Henry\henryxa01","SG",20,"NOH",45,0,759,6.4,16.3,0.395,0.5,1.2,0.412,5.9,15.1,0.393,3.7,6.1,0.612,1.7,5.9,7.6,2.5,1.9,0.6,2.5,4.2,17.1,NA,91,106,"xavierhenry"
"192",204,"Roy Hibbert\hibbero01","C",25,"IND",65,65,1937,9.1,18.2,0.497,0,0,0,9.1,18.2,0.498,4.6,6.5,0.711,5.8,9.8,15.6,2.9,0.9,3.5,3.5,5.3,22.8,NA,109,101,"royhibbert"
"193",206,"Cory Higgins\higgico01","PG",22,"CHA",38,0,423,6.5,19.9,0.325,0.5,2.5,0.2,6,17.4,0.343,5.2,7.5,0.7,0.9,3.5,4.4,4.5,0.6,0.7,4.9,5,18.7,NA,77,114,"coryhiggins"
"194",208,"George Hill\hillge01","PG",25,"IND",50,9,1274,7,15.8,0.442,2.2,6.1,0.367,4.7,9.7,0.489,3.8,4.9,0.778,1.3,5,6.3,6,1.7,0.7,2.2,4.1,20,NA,117,105,"georgehill"
"195",209,"Grant Hill\hillgr01","SF",39,"PHO",49,46,1378,7.6,17,0.446,0.5,2,0.264,7,15,0.47,3.1,4.1,0.761,1.1,5.3,6.4,4,1.5,1.1,2.4,3.3,18.8,NA,100,107,"granthill"
"196",211,"Kirk Hinrich\hinriki01","SG",31,"ATL",48,31,1237,5.2,12.7,0.414,2,5.8,0.346,3.2,6.8,0.472,1.1,1.4,0.781,0.5,3.9,4.3,5.7,1.6,0.5,2.5,4.3,13.6,NA,100,104,"kirkhinrich"
"197",212,"Darington Hobson\hobsoda01","SG",24,"MIL",5,0,39,2.6,17.1,0.154,0,7.9,0,2.6,9.2,0.286,0,0,NA,0,3.9,3.9,7.9,0,0,2.6,1.3,5.3,NA,50,112,"daringtonhobson"
"198",213,"Jrue Holiday\holidjr01","PG",21,"PHI",65,65,2196,8.8,20.3,0.432,1.6,4.2,0.38,7.2,16.2,0.445,2.3,2.9,0.783,1.4,3.8,5.2,7.1,2.5,0.4,3.3,3.3,21.4,NA,99,101,"jrueholiday"
"199",215,"Tyler Honeycutt\honeyty01","SF",21,"SAC",15,0,88,4.6,13.8,0.333,0.6,1.7,0.333,4,12.1,0.333,1.7,2.9,0.6,1.7,6.3,8.1,4,2.3,1.7,1.2,1.7,11.5,NA,92,108,"tylerhoneycutt"
"200",216,"Al Horford\horfoal01","C",25,"ATL",11,11,348,8.7,15.7,0.553,0,0.2,0,8.7,15.6,0.559,3.4,4.6,0.733,4,7.8,11.8,3.7,1.5,2.1,2.4,3.2,20.8,NA,116,100,"alhorford"
"201",217,"Dennis Horner\hornede01","PF",23,"NJN",8,0,22,2.4,9.7,0.25,0,2.4,0,2.4,7.3,0.333,7.3,9.7,0.75,4.8,7.3,12.1,0,0,0,2.4,2.4,12.1,NA,94,114,"dennishorner"
"202",218,"Dwight Howard\howardw01","C",26,"ORL",54,54,2070,10.8,18.9,0.573,0,0.2,0,10.8,18.7,0.579,7.3,14.9,0.491,5.2,15.2,20.4,2.7,2.1,3,4.6,4.1,29,NA,106,96,"dwighthoward"
"203",219,"Josh Howard\howarjo01","SF",31,"UTA",43,18,991,7.6,19.1,0.399,0.5,2,0.243,7.2,17.2,0.417,4,5.1,0.773,2.1,6.3,8.4,2.6,1.7,0.5,2.8,4.8,19.7,NA,95,107,"joshhoward"
"204",220,"Juwan Howard\howarju01","PF",38,"MIA",28,0,190,4.7,15.2,0.309,0,0,NA,4.7,15.2,0.309,2.2,2.8,0.8,5,8,13,2.8,1.1,0.3,5.5,5,11.6,NA,73,102,"juwanhoward"
"205",222,"Larry Hughes\hughela01","PG",33,"ORL",9,0,114,2.4,10.4,0.227,0.5,3.3,0.143,1.9,7.1,0.267,0.5,0.9,0.5,0.5,1.9,2.4,3.3,0.9,0,5.7,4.7,5.7,NA,48,110,"larryhughes"
"206",223,"Kris Humphries\humphkr01","PF",26,"NJN",62,62,2162,8,16.5,0.481,0,0,NA,8,16.5,0.481,5.1,6.8,0.752,5.7,11,16.8,2.2,1.2,1.8,2.9,4.3,21.1,NA,110,106,"krishumphries"
"207",224,"Serge Ibaka\ibakase01","PF",22,"OKC",66,66,1792,7.5,14.1,0.535,0,0.1,0.333,7.5,14,0.536,2.2,3.4,0.661,5.6,8.8,14.3,0.8,1,6.9,2.3,5.2,17.4,NA,113,98,"sergeibaka"
"208",225,"Andre Iguodala\iguodan01","SF",28,"PHI",62,62,2209,7,15.3,0.454,1.8,4.7,0.394,5.1,10.6,0.481,2.9,4.7,0.617,1.4,7.9,9.2,8.2,2.6,0.7,2.8,2.2,18.7,NA,108,98,"andreiguodala"
"209",226,"Ersan Ilyasova\ilyaser01","PF",24,"MIL",60,41,1655,9.1,18.5,0.492,1.6,3.5,0.455,7.5,15,0.501,4.4,5.7,0.781,6.1,10.3,16.4,2.2,1.3,1.4,2.4,4.1,24.2,NA,118,103,"ersanilyasova"
"210",227,"Kyrie Irving\irvinky01","PG",19,"CLE",51,51,1558,11.8,25.2,0.469,2.5,6.2,0.399,9.3,19,0.491,5.8,6.6,0.872,1.5,5,6.4,9.3,1.8,0.7,5.4,3.7,31.8,NA,109,110,"kyrieirving"
"211",228,"Royal Ivey\iveyro01","SG",30,"OKC",34,0,354,3.8,10.6,0.356,2.6,7.7,0.34,1.2,2.9,0.4,0.1,1.2,0.125,0.1,3.4,3.5,1.5,2,0,1.3,5.2,10.3,NA,92,107,"royalivey"
