"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","fix"
"225",245,"Carldell Johnson\johnsca01","PG",29,"NOH",15,0,119,3.3,10.6,0.314,1.2,4.5,0.267,2.1,6.1,0.35,0.3,0.9,0.333,0.3,2.4,2.7,6.7,2.4,0,2.1,3.3,8.2,"carldelljohnson"
"226",247,"Ivan Johnson\johnsiv01","PF",27,"ATL",56,0,934,5.4,10.6,0.513,0.1,0.2,0.333,5.4,10.4,0.517,2.8,3.9,0.72,2.5,6.2,8.7,1.2,1.7,0.7,2.7,4.5,13.7,"ivanjohnson"
"227",248,"JaJuan Johnson\johnsja02","PF",22,"BOS",36,0,298,6.5,14.6,0.446,0,0,NA,6.5,14.6,0.446,0.7,1.1,0.667,2.4,4.6,7,0.7,0.6,1.7,1.7,3,13.8,"jajuanjohnson"
"228",249,"James Johnson\johnsja01","SF",24,"TOR",62,40,1561,5.4,11.9,0.45,0.4,1.4,0.317,4.9,10.6,0.467,1.9,2.7,0.704,1.7,5,6.7,2.8,1.6,1.9,2.3,4.1,13.1,"jamesjohnson"
"229",250,"Joe Johnson\johnsjo02","SG",30,"ATL",60,60,2127,7.2,15.8,0.454,2.1,5.4,0.388,5,10.3,0.489,2.7,3.1,0.849,0.9,2.8,3.7,3.9,0.8,0.2,2,1.3,19.1,"joejohnson"
"230",251,"Trey Johnson\johnstr01","SG",27,"NOH",11,0,61,4.7,8.3,0.571,0,0,NA,4.7,8.3,0.571,3,3,1,1.8,5.3,7.1,2.4,0.6,0,3,5.9,12.4,"treyjohnson"
"231",252,"Wesley Johnson\johnswe01","SF",24,"MIN",65,64,1469,3.9,9.7,0.398,1.3,4.1,0.314,2.6,5.6,0.461,0.6,0.8,0.706,0.6,3.7,4.3,1.4,0.9,1.2,1.5,2.8,9.6,"wesleyjohnson"
"232",253,"Dahntay Jones\jonesda02","SF",31,"IND",65,3,1052,3.9,9.6,0.409,1.1,2.6,0.429,2.8,7,0.402,2.8,3.4,0.838,0.8,3.2,4,2.2,0.8,0.4,1.6,4.1,11.8,"dahntayjones"
"233",254,"Dominique Jones\jonesdo02","SG",23,"DAL",33,1,268,3.9,9.8,0.397,0.1,1.1,0.125,3.8,8.7,0.431,3.9,5,0.784,1.2,4.7,5.9,5.6,1.3,0.7,3.8,3.8,11.8,"dominiquejones"
"234",255,"James Jones\jonesja02","SG",31,"MIA",51,10,666,3.1,8.1,0.38,2.5,6.2,0.404,0.6,1.9,0.306,1.4,1.6,0.833,0.3,2.3,2.6,1,0.9,0.5,0.5,2.4,10,"jamesjones"
"235",257,"DeAndre Jordan\jordade01","C",23,"LAC",66,66,1798,4.1,6.5,0.632,0,0,0,4.1,6.5,0.634,1.5,2.8,0.525,4,6.9,10.9,0.3,0.6,2.7,1.5,3.8,9.7,"deandrejordan"
"236",258,"Jerome Jordan\jordaje01","C",25,"NYK",21,0,108,5.7,11,0.515,0,0,NA,5.7,11,0.515,2.7,3.3,0.8,4.7,4.3,9,1.3,0.3,2,0.7,5,14,"jeromejordan"
"237",259,"Cory Joseph\josepco01","PG",20,"SAS",29,1,266,3,9.5,0.314,0.4,2,0.2,2.6,7.4,0.345,1.5,2.3,0.647,0.7,2.7,3.4,4.6,0.9,0.4,1.6,2.2,7.8,"coryjoseph"
"238",260,"Chris Kaman\kamanch01","C",29,"NOH",47,33,1372,7,15.7,0.446,0,0,NA,7,15.7,0.446,2.2,2.8,0.785,2.3,7.2,9.6,2.7,0.7,2,3.4,2.8,16.2,"chriskaman"
"239",261,"Enes Kanter\kanteen01","C",19,"UTA",66,0,874,4.8,9.7,0.496,0,0,0,4.8,9.7,0.498,2.9,4.3,0.667,4.4,7,11.5,0.3,0.7,0.9,2.2,3.6,12.5,"eneskanter"
"240",262,"Jason Kapono\kaponja01","SG",30,"LAL",27,0,269,2.8,7.4,0.382,1.1,3.6,0.296,1.7,3.7,0.464,0.5,0.5,1,0.3,1.6,1.9,1.5,0.4,0,0.8,2.8,7.2,"jasonkapono"
"241",263,"D.J. Kennedy\kennedj01","SF",22,"CLE",2,0,59,3.1,7.3,0.417,1.2,2.4,0.5,1.8,4.9,0.375,0,1.2,0,0.6,3.7,4.3,1.8,1.2,0,1.8,4.3,7.3,"djkennedy"
"242",264,"Jason Kidd\kiddja01","PG",38,"DAL",48,48,1379,2.6,7.1,0.363,2.1,5.8,0.354,0.5,1.3,0.4,0.6,0.7,0.786,0.4,4.8,5.2,6.9,2.1,0.3,2.4,2.2,7.8,"jasonkidd"
"243",265,"Linas Kleiza\kleizli01","SF",27,"TOR",49,3,1057,5.6,14,0.402,2.1,6.1,0.346,3.5,7.9,0.446,2.8,3.4,0.81,1.4,5.3,6.8,1.6,0.8,0.1,2.2,4.1,16.1,"linaskleiza"
"244",266,"Brandon Knight\knighbr03","PG",20,"DET",66,60,2129,5.4,13,0.415,1.8,4.7,0.38,3.6,8.3,0.434,1.8,2.3,0.759,0.6,3,3.6,4.2,0.8,0.2,2.9,2.6,14.3,"brandonknight"
"245",267,"Kyle Korver\korveky01","SG",30,"CHI",65,7,1469,4.4,10.1,0.432,2.9,6.6,0.435,1.5,3.5,0.426,1.3,1.6,0.833,0.6,3.3,3.9,2.7,0.9,0.4,1.3,2.7,13,"kylekorver"
"246",268,"Kosta Koufos\koufoko01","C",22,"DEN",48,24,792,5.2,8.7,0.599,0,0,NA,5.2,8.7,0.599,1.5,2.5,0.6,4.3,7.4,11.7,0.7,1.1,1.9,1.5,4.4,12,"kostakoufos"
"247",269,"Carl Landry\landrca01","PF",28,"NOH",41,8,999,6.6,13,0.503,0,0.1,0,6.6,12.9,0.507,5.3,6.6,0.799,2.8,4.9,7.7,1.4,0.5,0.4,2.3,3.2,18.4,"carllandry"
"248",270,"Ty Lawson\lawsoty01","PG",24,"DEN",61,61,2124,6.3,13,0.488,1.2,3.4,0.365,5.1,9.6,0.531,3,3.7,0.824,0.9,2.9,3.8,6.8,1.4,0.1,2.5,1.6,16.9,"tylawson"
"249",271,"Courtney Lee\leeco01","SG",26,"HOU",58,26,1757,5.1,11.9,0.433,1.8,4.4,0.401,3.4,7.4,0.452,1.5,1.8,0.826,0.5,2.7,3.3,1.8,1.4,0.5,1.3,2.2,13.5,"courtneylee"
"250",272,"David Lee\leeda02","PF",28,"GSW",57,57,2121,7.9,15.6,0.503,0,0.1,0,7.9,15.6,0.506,3.7,4.8,0.782,2.9,6.3,9.3,2.7,0.9,0.4,2.5,3,19.5,"davidlee"
"251",273,"Malcolm Lee\leema01","SG",21,"MIN",19,0,243,3.4,8.7,0.39,0.3,1.5,0.2,3.1,7.3,0.429,2.1,2.5,0.824,1.3,2.5,3.9,4.6,1.2,0.6,2.5,3.3,9.2,"malcolmlee"
"252",274,"Kawhi Leonard\leonaka01","SF",20,"SAS",64,39,1534,4.7,9.5,0.493,1,2.6,0.376,3.7,6.9,0.536,1.6,2.1,0.773,2.4,5.2,7.7,1.6,2,0.6,1,2.1,11.9,"kawhileonard"
"253",275,"Travis Leslie\leslitr01","SG",21,"LAC",10,0,45,4,11.2,0.357,0,0,NA,4,11.2,0.357,3.2,7.2,0.444,4.8,2.4,7.2,4,1.6,1.6,1.6,3.2,11.2,"travisleslie"
"254",276,"Jon Leuer\leuerjo01","PF",22,"MIL",46,12,555,6.3,12.4,0.508,0.2,0.6,0.333,6.1,11.8,0.516,1.4,1.8,0.75,2.9,4.9,7.8,1.6,0.9,1.1,1.2,4.3,14.1,"jonleuer"
"255",277,"Rashard Lewis\lewisra02","SF",32,"WAS",28,15,729,4.2,10.9,0.385,0.8,3.3,0.239,3.4,7.6,0.448,1.5,1.8,0.838,1.7,3.7,5.4,1.3,1.1,0.5,1.6,2.4,10.7,"rashardlewis"
"256",278,"DeAndre Liggins\liggide01","SF",23,"ORL",17,0,115,3.8,7.8,0.48,0,1.3,0,3.8,6.6,0.571,2.8,5.9,0.474,1.9,2.8,4.7,1.6,1.9,0,3.1,1.9,10.3,"deandreliggins"
"257",279,"Jeremy Lin\linje01","PG",23,"NYK",35,25,940,6.5,14.7,0.446,0.9,2.9,0.32,5.6,11.8,0.477,5.6,7,0.798,0.7,3.4,4.1,8.3,2.1,0.3,4.8,3,19.6,"jeremylin"
"258",280,"Shaun Livingston\livinsh01","SG",26,"MIL",58,27,1092,4.2,8.9,0.469,0.1,0.1,0.667,4.1,8.8,0.466,2,2.6,0.785,1.3,2.8,4.1,4,0.9,0.7,2.2,2.6,10.5,"shaunlivingston"
"259",281,"Brook Lopez\lopezbr01","C",23,"NJN",5,5,136,10.1,20.4,0.494,0,0,NA,10.1,20.4,0.494,5.3,8.5,0.625,2.1,2.6,4.8,1.6,0.3,1.1,1.6,2.1,25.4,"brooklopez"
"260",282,"Robin Lopez\lopezro01","C",23,"PHO",64,0,895,5,10.8,0.461,0,0,NA,5,10.8,0.461,4,5.6,0.714,3.6,4.8,8.4,0.8,0.7,2.4,1.7,5.1,14,"robinlopez"
"261",283,"Kevin Love\loveke01","PF",23,"MIN",55,55,2145,8,17.8,0.448,1.8,4.7,0.372,6.2,13,0.475,6.4,7.7,0.824,3.8,8.5,12.3,1.9,0.8,0.5,2.1,2.6,24,"kevinlove"
"262",284,"Kyle Lowry\lowryky01","PG",25,"HOU",47,38,1510,5,12.2,0.409,1.9,5,0.374,3.1,7.2,0.434,4.1,4.7,0.864,0.9,4.2,5.1,7.4,1.7,0.3,3.1,3.2,16,"kylelowry"
"263",285,"John Lucas III\lucasjo02","PG",29,"CHI",49,2,726,7.1,17.8,0.399,2.7,6.9,0.393,4.4,10.8,0.404,1.4,1.6,0.875,1.1,2.7,3.8,5.4,0.9,0,2.1,2.1,18.3,"johnlucasiii"
"264",286,"Shelvin Mack\macksh01","PG",21,"WAS",64,0,779,4.1,10.2,0.4,0.6,1.9,0.286,3.5,8.2,0.427,1.9,2.7,0.712,0.6,3.7,4.3,6.1,1.3,0.1,2.2,2.3,10.6,"shelvinmack"
"265",287,"Vernon Macklin\macklve01","C",25,"DET",23,0,135,5.1,9.3,0.543,0,0,NA,5.1,9.3,0.543,2.1,3.7,0.571,3.7,5.3,9.1,1.3,1.1,1.1,0.8,2.4,12.3,"vernonmacklin"
"266",288,"Corey Maggette\maggeco01","SF",32,"CHA",32,28,881,5.7,15.2,0.373,1,2.7,0.364,4.7,12.5,0.375,7.3,8.5,0.856,0.9,4.2,5.1,1.6,0.9,0,2.4,3.4,19.6,"coreymaggette"
"267",289,"Jamaal Magloire\magloja01","C",33,"TOR",34,1,374,1.6,4.3,0.378,0,0,NA,1.6,4.3,0.378,0.7,2.6,0.259,2.4,8.5,10.9,0.6,0.4,1,2.1,6.4,3.9,"jamaalmagloire"
"268",290,"Ian Mahinmi\mahinia01","C",25,"DAL",61,12,1139,4.1,7.5,0.546,0,0,0,4.1,7.5,0.549,3,4.6,0.639,3.4,5.7,9.1,0.4,1.2,1,1.6,5.6,11.2,"ianmahinmi"
"269",291,"Shawn Marion\mariosh01","SF",33,"DAL",63,63,1919,5.4,12.1,0.446,0.4,1.3,0.294,5,10.8,0.464,1.4,1.7,0.796,2.7,6,8.7,2.5,1.3,0.7,1.8,1.6,12.6,"shawnmarion"
"270",292,"Cartier Martin\martica01","SF",27,"WAS",17,2,391,5.4,12.3,0.44,2.7,6.9,0.387,2.8,5.4,0.508,1,1.7,0.579,1.1,4.2,5.3,0.9,1,0.2,1.2,3.2,14.5,"cartiermartin"
"271",293,"Kenyon Martin\martike01","PF",34,"LAC",42,0,940,3.7,8.4,0.441,0.1,0.5,0.231,3.6,7.9,0.454,0.8,2.1,0.37,1.9,5.1,6.9,0.7,1.7,1.6,1.2,3.9,8.3,"kenyonmartin"
"272",294,"Kevin Martin\martike02","SG",28,"HOU",40,40,1264,6.3,15.3,0.413,2.2,6.4,0.347,4.1,8.9,0.462,4.6,5.1,0.894,0.4,2.6,3,3.1,0.8,0.1,2,2,19.4,"kevinmartin"
"273",295,"Roger Mason\masonro01","SG",31,"WAS",52,0,697,5.3,13.3,0.399,3,8,0.383,2.3,5.4,0.423,1.1,1.4,0.778,0.4,3.2,3.6,2.4,0.7,0.3,1.7,1.7,14.8,"rogermason"
"274",296,"Wesley Matthews\matthwe02","SG",25,"POR",66,53,2228,5.1,12.3,0.412,2.1,5.4,0.383,3,6.9,0.434,2.4,2.8,0.86,0.9,2.7,3.6,1.8,1.6,0.2,1.2,2.4,14.6,"wesleymatthews"
"275",297,"Jason Maxiell\maxieja01","PF",28,"DET",65,42,1466,4.5,9.4,0.478,0,0,0,4.5,9.4,0.48,1.4,2.6,0.547,3.1,5.1,8.2,1,0.8,1.2,1.7,3.7,10.4,"jasonmaxiell"
"276",298,"Eric Maynor\maynoer01","PG",24,"OKC",9,0,137,3.7,10.2,0.359,1.6,4.5,0.353,2.1,5.8,0.364,1.1,1.1,1,0.8,2.6,3.4,5.8,1.3,0,2.9,3.4,10,"ericmaynor"
"277",299,"O.J. Mayo\mayooj01","SG",24,"MEM",66,0,1771,6.1,15,0.408,2,5.6,0.364,4.1,9.4,0.434,2.7,3.5,0.773,0.6,3.7,4.3,3.4,1.4,0.5,2.5,2.8,16.9,"ojmayo"
"278",300,"Luc Mbah a Moute\mbahalu01","PF",25,"MIL",43,22,1009,4.7,9.3,0.51,0,0.1,0.25,4.7,9.2,0.514,2.4,3.7,0.641,2.7,5.4,8.1,1,1.4,0.8,1.4,3.3,11.9,"lucmbahamoute"
"279",302,"Tracy McGrady*\mcgratr01","SF",32,"ATL",52,0,837,4.3,9.9,0.437,0.6,1.4,0.455,3.7,8.5,0.434,2.4,3.6,0.675,1,5.6,6.6,4.7,0.7,0.6,2.3,1.5,11.7,"tracymcgrady"
"280",303,"Dominic McGuire\mcguido01","PF",26,"GSW",64,6,1127,3,6.7,0.448,0,0.1,0,3,6.6,0.456,1.2,1.7,0.736,2.3,5.5,7.9,3.5,1.4,1.1,1.8,3.3,7.3,"dominicmcguire"
"281",304,"Josh McRoberts\mcrobjo01","PF",24,"LAL",50,6,718,2.8,5.9,0.475,0.2,0.4,0.429,2.7,5.6,0.477,1.2,1.8,0.639,3.1,5.5,8.6,2.6,0.8,0.9,1.6,3.7,6.9,"joshmcroberts"
"282",305,"Jodie Meeks\meeksjo01","SG",24,"PHI",66,50,1644,4.2,10.2,0.409,2.1,5.8,0.365,2.1,4.4,0.468,1.7,1.9,0.906,0.4,3.2,3.5,1.2,0.9,0.1,0.6,1.8,12.2,"jodiemeeks"
"283",306,"C.J. Miles\milescj01","SG",24,"UTA",56,14,1145,5.6,14.6,0.381,1.4,4.7,0.307,4.1,9.9,0.416,3.4,4.3,0.794,0.8,2.8,3.6,2.2,1.4,0.6,1.7,3.8,16,"cjmiles"
"284",307,"Darko Milicic\milicda01","C",26,"MIN",29,23,472,4.5,9.9,0.454,0,0,NA,4.5,9.9,0.454,1.2,2.8,0.432,2.7,4.7,7.4,1.3,0.7,1.9,2.4,4.5,10.2,"darkomilicic"
"285",308,"Andre Miller\millean02","SG",35,"DEN",66,7,1809,4.8,11,0.438,0.4,1.7,0.217,4.5,9.3,0.478,2.7,3.4,0.811,1.1,3.3,4.4,8.8,1.3,0.2,3.5,2.6,12.7,"andremiller"
"286",309,"Brad Miller\millebr01","C",35,"MIN",15,1,146,2.2,6.7,0.333,1.7,3.7,0.467,0.5,3,0.167,2.5,3,0.833,1,3.7,4.7,5.9,1,0.5,3,2.5,8.6,"bradmiller"
"287",310,"Mike Miller\millemi01","SG",31,"MIA",39,2,752,4.4,10,0.435,2.5,5.6,0.453,1.8,4.4,0.413,0.1,0.2,0.4,1.1,5.1,6.1,2,0.7,0.3,1.4,2.8,11.3,"mikemiller"
"288",311,"Patty Mills\millspa02","PG",23,"SAS",16,3,261,8.7,17.9,0.485,3.3,7.7,0.429,5.4,10.2,0.527,2.1,2.1,1,0.6,3.3,3.9,5.4,1.4,0.1,3.6,1.9,22.8,"pattymills"
"289",312,"Paul Millsap\millspa01","PF",26,"UTA",64,62,2100,7.3,14.8,0.495,0.1,0.5,0.226,7.2,14.2,0.505,3.5,4.4,0.792,3.1,6.6,9.7,2.6,2,0.9,1.9,3.8,18.2,"paulmillsap"
"290",313,"Nazr Mohammed\mohamna01","C",34,"OKC",63,1,692,4.1,8.8,0.467,0,0.1,0,4.1,8.7,0.47,0.7,1.2,0.565,3.1,5.8,8.8,0.7,1,1.9,1.4,5.3,8.9,"nazrmohammed"
"291",314,"Greg Monroe\monrogr01","C",21,"DET",66,66,2082,7,13.5,0.521,0,0,0,7,13.5,0.522,3.5,4.7,0.739,4.1,6.9,11,2.6,1.4,0.8,2.8,3.1,17.6,"gregmonroe"
"292",315,"Jamario Moon\moonja01","SF",31,"CHA",8,0,123,2,7,0.292,0.6,2.9,0.2,1.5,4.1,0.357,0.6,0.6,1,0.6,5.9,6.4,1.5,0.3,1.5,2.3,1.5,5.3,"jamariomoon"
"293",316,"E'Twaun Moore\mooreet01","PG",22,"BOS",38,0,331,4.7,12.3,0.381,1.8,4.9,0.378,2.8,7.4,0.382,0.8,0.8,1,0.4,3.2,3.6,3.7,1.2,0.3,2.3,3.6,12,"etwaunmoore"
"294",317,"Mikki Moore\mooremi01","C",36,"GSW",7,0,118,2.7,6.1,0.45,0,0,NA,2.7,6.1,0.45,1.8,2.1,0.857,2.1,4.6,6.7,1.5,0.9,0.9,2.1,7.3,7.3,"mikkimoore"
"295",318,"Darius Morris\morrida01","PG",21,"LAL",19,0,169,3.8,8.9,0.429,0.9,1.9,0.444,3,7,0.424,1.3,1.9,0.667,0.4,3,3.4,4.5,0.4,0,4,3.4,9.8,"dariusmorris"
"296",319,"Marcus Morris\morrima03","PF",22,"HOU",17,0,126,4.6,15.4,0.296,0.6,4.9,0.118,4,10.6,0.378,1.7,2.3,0.75,1.4,3.1,4.6,0.9,0.6,0.6,1.1,3.4,11.4,"marcusmorris"
"297",320,"Markieff Morris\morrima02","PF",22,"PHO",63,7,1227,5.1,12.8,0.399,1.3,3.6,0.347,3.8,9.2,0.42,2.2,3.1,0.717,2,6.2,8.2,1.9,1.2,1.2,2.1,5.3,13.7,"markieffmorris"
"298",321,"Anthony Morrow\morroan01","SG",26,"NJN",62,18,1636,6,14.5,0.413,2.3,6.3,0.371,3.7,8.2,0.446,2.1,2.3,0.933,0.7,2.1,2.8,1.3,1,0.2,1.5,1.9,16.4,"anthonymorrow"
"299",322,"Timofey Mozgov\mozgoti01","C",25,"DEN",44,35,687,5.2,10,0.526,0,0,NA,5.2,10,0.526,2,3,0.684,2.8,6.6,9.4,1.2,0.8,2.2,2.8,4.5,12.5,"timofeymozgov"
"300",323,"Byron Mullens\mulleby01","C",22,"CHA",65,25,1465,6.2,14.5,0.425,0.3,1.3,0.235,5.9,13.3,0.443,2.3,2.8,0.821,2.4,5.7,8,1.4,0.5,1.3,1.8,3.4,14.9,"byronmullens"
"301",324,"Troy Murphy\murphtr01","PF",31,"LAL",59,0,956,2.9,6.4,0.45,1.1,2.5,0.418,1.8,3.9,0.471,0.2,0.3,0.667,1.5,5.7,7.2,1.9,0.6,0.6,1,3.7,7.1,"troymurphy"
"302",325,"Hamady N'Diaye\ndiayha01","C",25,"WAS",3,0,3,0,12,0,0,0,NA,0,12,0,0,0,NA,0,0,0,0,0,0,0,0,0,"hamadyndiaye"
"303",326,"Eduardo Najera\najered01","PF",35,"CHA",22,0,270,3.2,8.5,0.375,1.1,3.9,0.276,2.1,4.7,0.457,0.3,0.5,0.5,1.5,5.2,6.7,1.6,2.5,0.5,0.9,5.3,7.7,"eduardonajera"
"304",327,"Steve Nash\nashst01","PG",37,"PHO",62,62,1961,5.4,10.2,0.532,1,2.6,0.39,4.4,7.6,0.58,2.3,2.6,0.894,0.5,2.9,3.4,12.2,0.7,0.1,4.2,1,14.2,"stevenash"
"305",328,"Gary Neal\nealga01","SG",27,"SAS",56,7,1206,6.3,14.5,0.436,2.5,5.9,0.419,3.9,8.6,0.448,1.5,1.9,0.781,0.4,3.2,3.5,3.5,0.8,0.1,1.8,2.2,16.6,"garyneal"
"306",329,"Jameer Nelson\nelsoja01","PG",29,"ORL",57,57,1706,5.5,12.8,0.427,1.8,4.9,0.377,3.6,7.9,0.459,1.5,1.9,0.807,0.6,3.2,3.8,6.9,0.8,0.1,2.8,2.7,14.3,"jameernelson"
"307",330,"Joakim Noah\noahjo01","C",26,"CHI",64,64,1945,4.6,9.1,0.508,0,0,0,4.6,9.1,0.509,2.9,3.8,0.748,4.5,7.2,11.6,3,0.8,1.7,1.7,3,12.1,"joakimnoah"
"308",331,"Andres Nocioni\nocioan01","SF",32,"PHI",11,1,56,3.2,12.9,0.25,0.6,3.9,0.167,2.6,9,0.286,3.9,7.1,0.545,0.6,8.4,9,0.6,0.6,0.6,3.2,2.6,10.9,"andresnocioni"
"309",332,"Steve Novak\novakst01","PF",28,"NYK",54,0,1020,5.7,11.9,0.478,4.7,10,0.472,1,1.9,0.509,0.8,0.9,0.846,0.3,3.4,3.7,0.4,0.6,0.3,0.7,2.1,16.8,"stevenovak"
"310",333,"Dirk Nowitzki\nowitdi01","PF",33,"DAL",62,62,2079,8.2,17.9,0.457,1.4,3.7,0.368,6.8,14.2,0.481,5.5,6.1,0.896,0.8,6.4,7.2,2.4,0.7,0.5,2,2.2,23.2,"dirknowitzki"
"311",334,"Jermaine O'Neal\onealje01","C",33,"BOS",25,24,570,3.3,7.6,0.433,0,0,NA,3.3,7.6,0.433,1.3,2,0.677,2.3,6.2,8.5,0.6,0.5,2.7,1.3,5.1,7.9,"jermaineoneal"
"312",335,"Lamar Odom\odomla01","SF",32,"DAL",50,4,1027,4.3,12.2,0.352,1,3.9,0.252,3.3,8.3,0.399,2,3.4,0.592,1.3,6,7.3,2.9,0.7,0.6,1.8,3.4,11.6,"lamarodom"
"313",336,"Emeka Okafor\okafoem01","C",29,"NOH",27,27,781,5.3,9.9,0.533,0,0,NA,5.3,9.9,0.533,1.8,3.4,0.514,3.2,6.6,9.8,1.1,0.7,1.2,1.7,3.4,12.3,"emekaokafor"
"314",337,"Mehmet Okur\okurme01","C",32,"NJN",17,14,454,4.1,11,0.374,1.8,5.7,0.319,2.3,5.3,0.433,0.2,0.4,0.6,1.7,4.7,6.4,2.4,0.7,0.4,2,3.6,10.3,"mehmetokur"
"315",338,"Daniel Orton\ortonda01","PF",21,"ORL",16,2,187,3.3,5.8,0.567,0,0.2,0,3.3,5.6,0.586,2.1,4.8,0.44,3.7,3.9,7.5,1,1.5,1.7,1.3,5.8,8.7,"danielorton"
"316",339,"Travis Outlaw\outlatr01","SF",27,"SAC",39,5,500,4.3,12.6,0.343,1.2,4.3,0.267,3.2,8.3,0.383,2.2,3.3,0.674,1.4,3,4.4,1.2,1.4,1.5,1.4,2.4,12,"travisoutlaw"
"317",340,"Larry Owens\owensla01","SF",29,"NJN",7,0,75,1.9,5.3,0.364,1,2.4,0.4,1,2.9,0.333,1.4,1.9,0.75,1,5.3,6.2,1.9,0,0.5,1,4.8,6.2,"larryowens"
"318",341,"Zaza Pachulia\pachuza01","C",27,"ATL",58,44,1640,3.7,7.4,0.499,0,0,NA,3.7,7.4,0.499,2.6,3.5,0.741,3.4,6.7,10,1.7,1.2,0.6,1.8,3.8,10,"zazapachulia"
"319",342,"Jannero Pargo\pargoja01","PG",32,"ATL",50,0,671,5.6,13.6,0.415,2.8,7.4,0.384,2.8,6.2,0.452,1,1.1,0.95,0.5,3.4,3.9,5.2,1.1,0.1,2.6,3.4,15.1,"janneropargo"
"320",343,"Jeremy Pargo\pargoje01","PG",25,"MEM",44,5,424,4.2,12.7,0.333,0.8,3.2,0.263,3.4,9.5,0.357,1.4,2.3,0.593,1,2.1,3.1,4.7,1.3,0,3.9,3.9,10.7,"jeremypargo"
"321",344,"Anthony Parker\parkean01","SF",36,"CLE",51,51,1280,4,9.2,0.433,1.4,3.9,0.362,2.6,5.3,0.484,1,1.6,0.625,0.3,3.6,3.9,3.4,1.1,0.2,1.4,1.8,10.3,"anthonyparker"
"322",345,"Tony Parker\parketo01","PG",29,"SAS",60,60,1923,8,16.7,0.48,0.3,1.1,0.23,7.7,15.5,0.498,4.2,5.3,0.799,0.4,2.8,3.2,8.7,1.1,0.1,2.9,1.4,20.5,"tonyparker"
"323",346,"Chandler Parsons\parsoch01","SF",23,"HOU",63,57,1804,4.9,11,0.452,1.2,3.6,0.337,3.8,7.4,0.507,0.9,1.6,0.551,1.8,4.2,6,2.7,1.5,0.6,1.6,2.8,12,"chandlerparsons"
"324",347,"Patrick Patterson\pattepa01","PF",22,"HOU",64,1,1483,5.5,12.4,0.44,0,0.1,0,5.5,12.3,0.443,1,1.4,0.702,2.7,4.2,6.9,1.3,0.7,0.9,1.2,2.7,11.9,"patrickpatterson"
"325",348,"Chris Paul\paulch01","PG",26,"LAC",60,60,2181,7,14.7,0.478,1.3,3.5,0.371,5.7,11.2,0.511,4.3,5,0.861,0.7,2.8,3.5,9,2.5,0.1,2,2.3,19.6,"chrispaul"
"326",349,"Sasha Pavlovic\pavloal01","SF",28,"BOS",45,7,527,3.4,8.7,0.391,1.2,4,0.293,2.3,4.8,0.471,0.2,0.5,0.375,0.3,4.6,4.9,1.2,1.4,1,1.4,3.7,8.2,"sashapavlovic"
"327",350,"Nikola Pekovic\pekovni01","C",26,"MIN",47,35,1264,7.3,12.9,0.564,0,0,NA,7.3,12.9,0.564,4,5.3,0.743,5.2,4.7,9.9,0.9,0.8,0.9,2.5,2.8,18.5,"nikolapekovic"
"328",351,"Kendrick Perkins\perkike01","C",27,"OKC",65,65,1744,2.6,5.4,0.489,0,0,NA,2.6,5.4,0.489,1.5,2.3,0.652,2.5,6.3,8.8,1.6,0.5,1.5,2.4,3.9,6.8,"kendrickperkins"
"329",352,"Johan Petro\petrojo01","C",26,"NJN",59,10,920,4.3,10.2,0.419,0,0,1,4.2,10.1,0.417,1.2,1.4,0.838,2.7,6.1,8.8,1.8,0.8,0.9,1.5,4.8,9.8,"johanpetro"
"330",353,"Paul Pierce\piercpa01","SF",34,"BOS",61,61,2075,6.8,15.4,0.443,1.7,4.7,0.366,5.1,10.7,0.476,5.1,6,0.852,0.6,4.9,5.5,4.8,1.2,0.5,3,2.6,20.5,"paulpierce"
"331",354,"Mickael Pietrus\pietrmi01","SG",29,"BOS",42,6,921,4.1,10.6,0.385,2.4,7.1,0.335,1.7,3.4,0.489,0.8,1.2,0.645,0.7,4.4,5.1,1,0.8,0.4,1.3,3.2,11.3,"mickaelpietrus"
"332",355,"Dexter Pittman\pittmde01","C",23,"MIA",35,6,301,5.3,11.2,0.468,0,0,NA,5.3,11.2,0.468,2.2,3.3,0.643,3.2,5.3,8.5,1.1,1,1,2,8.7,12.7,"dexterpittman"
"333",356,"Quincy Pondexter\pondequ01","SF",23,"MEM",64,8,1002,3.9,8.6,0.452,0.8,2.6,0.301,3.1,6,0.518,1.2,1.9,0.623,2,2.6,4.5,1,1,0.2,1.1,3.2,9.7,"quincypondexter"
"334",357,"A.J. Price\priceaj01","PG",25,"IND",44,1,568,3.7,11,0.339,1.6,5.6,0.295,2.1,5.5,0.384,1.8,2.2,0.8,0.8,3,3.9,5.5,1.3,0.1,2,1.9,10.9,"ajprice"
"335",358,"Ronnie Price\pricero01","PG",28,"PHO",36,8,517,3.4,9.1,0.377,0.9,3.1,0.295,2.5,6,0.419,1.4,1.7,0.8,1.3,2.6,3.9,4.7,2.4,0.2,3.2,5,9.1,"ronnieprice"
