"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","fix"
"248",270,"Ty Lawson\lawsoty01","PG",24,"DEN",61,61,2124,374,767,0.488,73,200,0.365,301,567,0.531,0.535,178,216,0.824,54,173,227,401,82,6,149,94,999,"tylawson"
"249",271,"Courtney Lee\leeco01","SG",26,"HOU",58,26,1757,251,580,0.433,87,217,0.401,164,363,0.452,0.508,71,86,0.826,26,133,159,88,68,22,64,106,660,"courtneylee"
"250",272,"David Lee\leeda02","PF",28,"GSW",57,57,2121,464,922,0.503,0,5,0,464,917,0.506,0.503,219,280,0.782,171,374,545,162,54,22,149,179,1147,"davidlee"
"251",273,"Malcolm Lee\leema01","SG",21,"MIN",19,0,243,23,59,0.39,2,10,0.2,21,49,0.429,0.407,14,17,0.824,9,17,26,31,8,4,17,22,62,"malcolmlee"
"252",274,"Kawhi Leonard\leonaka01","SF",20,"SAS",64,39,1534,199,404,0.493,41,109,0.376,158,295,0.536,0.543,68,88,0.773,104,223,327,70,85,24,44,88,507,"kawhileonard"
"253",275,"Travis Leslie\leslitr01","SG",21,"LAC",10,0,45,5,14,0.357,0,0,NA,5,14,0.357,0.357,4,9,0.444,6,3,9,5,2,2,2,4,14,"travisleslie"
"254",276,"Jon Leuer\leuerjo01","PF",22,"MIL",46,12,555,97,191,0.508,3,9,0.333,94,182,0.516,0.516,21,28,0.75,45,75,120,25,14,17,18,67,218,"jonleuer"
"255",277,"Rashard Lewis\lewisra02","SF",32,"WAS",28,15,729,85,221,0.385,16,67,0.239,69,154,0.448,0.421,31,37,0.838,34,75,109,27,23,10,32,49,217,"rashardlewis"
"256",278,"DeAndre Liggins\liggide01","SF",23,"ORL",17,0,115,12,25,0.48,0,4,0,12,21,0.571,0.48,9,19,0.474,6,9,15,5,6,0,10,6,33,"deandreliggins"
"257",279,"Jeremy Lin\linje01","PG",23,"NYK",35,25,940,171,383,0.446,24,75,0.32,147,308,0.477,0.478,146,183,0.798,18,89,107,216,55,9,126,78,512,"jeremylin"
"258",280,"Shaun Livingston\livinsh01","SG",26,"MIL",58,27,1092,127,271,0.469,2,3,0.667,125,268,0.466,0.472,62,79,0.785,39,84,123,122,27,20,66,79,318,"shaunlivingston"
"259",281,"Brook Lopez\lopezbr01","C",23,"NJN",5,5,136,38,77,0.494,0,0,NA,38,77,0.494,0.494,20,32,0.625,8,10,18,6,1,4,6,8,96,"brooklopez"
"260",282,"Robin Lopez\lopezro01","C",23,"PHO",64,0,895,124,269,0.461,0,0,NA,124,269,0.461,0.461,100,140,0.714,90,119,209,20,18,60,43,128,348,"robinlopez"
"261",283,"Kevin Love\loveke01","PF",23,"MIN",55,55,2145,474,1059,0.448,105,282,0.372,369,777,0.475,0.497,379,460,0.824,226,508,734,111,47,28,128,152,1432,"kevinlove"
"262",284,"Kyle Lowry\lowryky01","PG",25,"HOU",47,38,1510,210,513,0.409,79,211,0.374,131,302,0.434,0.486,171,198,0.864,37,176,213,310,73,14,130,133,670,"kylelowry"
"263",285,"John Lucas III\lucasjo02","PG",29,"CHI",49,2,726,143,358,0.399,55,140,0.393,88,218,0.404,0.476,28,32,0.875,22,54,76,108,19,1,42,42,369,"johnlucasiii"
"264",286,"Shelvin Mack\macksh01","PG",21,"WAS",64,0,779,88,220,0.4,12,42,0.286,76,178,0.427,0.427,42,59,0.712,12,80,92,131,28,2,48,50,230,"shelvinmack"
"265",287,"Vernon Macklin\macklve01","C",25,"DET",23,0,135,19,35,0.543,0,0,NA,19,35,0.543,0.543,8,14,0.571,14,20,34,5,4,4,3,9,46,"vernonmacklin"
"266",288,"Corey Maggette\maggeco01","SF",32,"CHA",32,28,881,139,373,0.373,24,66,0.364,115,307,0.375,0.405,178,208,0.856,21,104,125,39,23,1,59,83,480,"coreymaggette"
"267",289,"Jamaal Magloire\magloja01","C",33,"TOR",34,1,374,17,45,0.378,0,0,NA,17,45,0.378,0.378,7,27,0.259,25,88,113,6,4,10,22,66,41,"jamaalmagloire"
"268",290,"Ian Mahinmi\mahinia01","C",25,"DAL",61,12,1139,130,238,0.546,0,1,0,130,237,0.549,0.546,94,147,0.639,108,181,289,12,38,31,50,176,354,"ianmahinmi"
"269",291,"Shawn Marion\mariosh01","SF",33,"DAL",63,63,1919,288,646,0.446,20,68,0.294,268,578,0.464,0.461,74,93,0.796,145,320,465,132,67,36,98,87,670,"shawnmarion"
"270",292,"Cartier Martin\martica01","SF",27,"WAS",17,2,391,59,134,0.44,29,75,0.387,30,59,0.508,0.549,11,19,0.579,12,46,58,10,11,2,13,35,158,"cartiermartin"
"271",293,"Kenyon Martin\martike01","PF",34,"LAC",42,0,940,97,220,0.441,3,13,0.231,94,207,0.454,0.448,20,54,0.37,49,132,181,18,44,43,32,103,217,"kenyonmartin"
"272",294,"Kevin Martin\martike02","SG",28,"HOU",40,40,1264,222,537,0.413,78,225,0.347,144,312,0.462,0.486,160,179,0.894,13,93,106,110,28,3,70,70,682,"kevinmartin"
"273",295,"Roger Mason\masonro01","SG",31,"WAS",52,0,697,103,258,0.399,59,154,0.383,44,104,0.423,0.514,21,27,0.778,7,62,69,47,13,5,32,33,286,"rogermason"
"274",296,"Wesley Matthews\matthwe02","SG",25,"POR",66,53,2228,314,763,0.412,129,337,0.383,185,426,0.434,0.496,147,171,0.86,56,168,224,113,96,15,73,148,904,"wesleymatthews"
"275",297,"Jason Maxiell\maxieja01","PF",28,"DET",65,42,1466,183,383,0.478,0,2,0,183,381,0.48,0.478,58,106,0.547,126,207,333,41,32,50,71,151,424,"jasonmaxiell"
"276",298,"Eric Maynor\maynoer01","PG",24,"OKC",9,0,137,14,39,0.359,6,17,0.353,8,22,0.364,0.436,4,4,1,3,10,13,22,5,0,11,13,38,"ericmaynor"
"277",299,"O.J. Mayo\mayooj01","SG",24,"MEM",66,0,1771,300,736,0.408,100,275,0.364,200,461,0.434,0.476,133,172,0.773,30,180,210,169,71,23,124,137,833,"ojmayo"
"278",300,"Luc Mbah a Moute\mbahalu01","PF",25,"MIL",43,22,1009,133,261,0.51,1,4,0.25,132,257,0.514,0.511,66,103,0.641,77,150,227,29,40,22,39,93,333,"lucmbahamoute"
"279",302,"Tracy McGrady*\mcgratr01","SF",32,"ATL",52,0,837,101,231,0.437,15,33,0.455,86,198,0.434,0.47,56,83,0.675,23,131,154,110,16,15,53,35,273,"tracymcgrady"
"280",303,"Dominic McGuire\mcguido01","PF",26,"GSW",64,6,1127,94,210,0.448,0,4,0,94,206,0.456,0.448,39,53,0.736,73,173,246,110,44,36,56,104,227,"dominicmcguire"
"281",304,"Josh McRoberts\mcrobjo01","PF",24,"LAL",50,6,718,56,118,0.475,3,7,0.429,53,111,0.477,0.487,23,36,0.639,61,110,171,51,15,18,31,74,138,"joshmcroberts"
"282",305,"Jodie Meeks\meeksjo01","SG",24,"PHI",66,50,1644,191,467,0.409,97,266,0.365,94,201,0.468,0.513,77,85,0.906,17,144,161,54,40,3,29,82,556,"jodiemeeks"
"283",306,"C.J. Miles\milescj01","SG",24,"UTA",56,14,1145,177,465,0.381,46,150,0.307,131,315,0.416,0.43,108,136,0.794,27,89,116,69,46,18,53,122,508,"cjmiles"
"284",307,"Darko Milicic\milicda01","C",26,"MIN",29,23,472,59,130,0.454,0,0,NA,59,130,0.454,0.454,16,37,0.432,35,62,97,17,9,25,32,59,134,"darkomilicic"
"285",308,"Andre Miller\millean02","SG",35,"DEN",66,7,1809,242,552,0.438,18,83,0.217,224,469,0.478,0.455,137,169,0.811,53,168,221,441,63,9,177,133,639,"andremiller"
"286",309,"Brad Miller\millebr01","C",35,"MIN",15,1,146,9,27,0.333,7,15,0.467,2,12,0.167,0.463,10,12,0.833,4,15,19,24,4,2,12,10,35,"bradmiller"
"287",310,"Mike Miller\millemi01","SG",31,"MIA",39,2,752,91,209,0.435,53,117,0.453,38,92,0.413,0.562,2,5,0.4,22,106,128,42,14,6,30,58,237,"mikemiller"
"288",311,"Patty Mills\millspa02","PG",23,"SAS",16,3,261,63,130,0.485,24,56,0.429,39,74,0.527,0.577,15,15,1,4,24,28,39,10,1,26,14,165,"pattymills"
"289",312,"Paul Millsap\millspa01","PF",26,"UTA",64,62,2100,426,861,0.495,7,31,0.226,419,830,0.505,0.499,202,255,0.792,180,383,563,150,118,52,112,222,1061,"paulmillsap"
"290",313,"Nazr Mohammed\mohamna01","C",34,"OKC",63,1,692,79,169,0.467,0,1,0,79,168,0.47,0.467,13,23,0.565,59,111,170,14,20,37,26,101,171,"nazrmohammed"
"291",314,"Greg Monroe\monrogr01","C",21,"DET",66,66,2082,407,781,0.521,0,1,0,407,780,0.522,0.521,201,272,0.739,239,398,637,152,83,46,161,180,1015,"gregmonroe"
"292",315,"Jamario Moon\moonja01","SF",31,"CHA",8,0,123,7,24,0.292,2,10,0.2,5,14,0.357,0.333,2,2,1,2,20,22,5,1,5,8,5,18,"jamariomoon"
"293",316,"E'Twaun Moore\mooreet01","PG",22,"BOS",38,0,331,43,113,0.381,17,45,0.378,26,68,0.382,0.456,7,7,1,4,29,33,34,11,3,21,33,110,"etwaunmoore"
"294",317,"Mikki Moore\mooremi01","C",36,"GSW",7,0,118,9,20,0.45,0,0,NA,9,20,0.45,0.45,6,7,0.857,7,15,22,5,3,3,7,24,24,"mikkimoore"
"295",318,"Darius Morris\morrida01","PG",21,"LAL",19,0,169,18,42,0.429,4,9,0.444,14,33,0.424,0.476,6,9,0.667,2,14,16,21,2,0,19,16,46,"dariusmorris"
"296",319,"Marcus Morris\morrima03","PF",22,"HOU",17,0,126,16,54,0.296,2,17,0.118,14,37,0.378,0.315,6,8,0.75,5,11,16,3,2,2,4,12,40,"marcusmorris"
"297",320,"Markieff Morris\morrima02","PF",22,"PHO",63,7,1227,174,436,0.399,43,124,0.347,131,312,0.42,0.448,76,106,0.717,69,210,279,65,41,42,70,179,467,"markieffmorris"
"298",321,"Anthony Morrow\morroan01","SG",26,"NJN",62,18,1636,272,658,0.413,106,286,0.371,166,372,0.446,0.494,97,104,0.933,31,96,127,61,46,9,70,86,747,"anthonymorrow"
"299",322,"Timofey Mozgov\mozgoti01","C",25,"DEN",44,35,687,100,190,0.526,0,0,NA,100,190,0.526,0.526,39,57,0.684,53,126,179,22,15,42,53,86,239,"timofeymozgov"
"300",323,"Byron Mullens\mulleby01","C",22,"CHA",65,25,1465,251,591,0.425,12,51,0.235,239,540,0.443,0.435,92,112,0.821,96,231,327,57,21,52,74,137,606,"byronmullens"
"301",324,"Troy Murphy\murphtr01","PF",31,"LAL",59,0,956,77,171,0.45,28,67,0.418,49,104,0.471,0.532,6,9,0.667,40,151,191,51,15,16,26,98,188,"troymurphy"
"302",325,"Hamady N'Diaye\ndiayha01","C",25,"WAS",3,0,3,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,"hamadyndiaye"
"303",326,"Eduardo Najera\najered01","PF",35,"CHA",22,0,270,24,64,0.375,8,29,0.276,16,35,0.457,0.438,2,4,0.5,11,39,50,12,19,4,7,40,58,"eduardonajera"
"304",327,"Steve Nash\nashst01","PG",37,"PHO",62,62,1961,295,555,0.532,55,141,0.39,240,414,0.58,0.581,127,142,0.894,26,160,186,664,38,8,229,53,772,"stevenash"
"305",328,"Gary Neal\nealga01","SG",27,"SAS",56,7,1206,212,486,0.436,83,198,0.419,129,288,0.448,0.522,50,64,0.781,12,106,118,117,27,2,60,75,557,"garyneal"
"306",329,"Jameer Nelson\nelsoja01","PG",29,"ORL",57,57,1706,259,606,0.427,87,231,0.377,172,375,0.459,0.499,71,88,0.807,29,152,181,325,38,5,135,130,676,"jameernelson"
"307",330,"Joakim Noah\noahjo01","C",26,"CHI",64,64,1945,249,490,0.508,0,1,0,249,489,0.509,0.508,154,206,0.748,242,387,629,160,41,92,92,162,652,"joakimnoah"
"308",331,"Andres Nocioni\nocioan01","SF",32,"PHI",11,1,56,5,20,0.25,1,6,0.167,4,14,0.286,0.275,6,11,0.545,1,13,14,1,1,1,5,4,17,"andresnocioni"
"309",332,"Steve Novak\novakst01","PF",28,"NYK",54,0,1020,161,337,0.478,133,282,0.472,28,55,0.509,0.675,22,26,0.846,9,95,104,12,16,9,21,59,477,"stevenovak"
"310",333,"Dirk Nowitzki\nowitdi01","PF",33,"DAL",62,62,2079,473,1034,0.457,78,212,0.368,395,822,0.481,0.495,318,355,0.896,46,372,418,136,42,30,117,129,1342,"dirknowitzki"
"311",334,"Jermaine O'Neal\onealje01","C",33,"BOS",25,24,570,52,120,0.433,0,0,NA,52,120,0.433,0.433,21,31,0.677,37,98,135,10,8,43,21,80,125,"jermaineoneal"
"312",335,"Lamar Odom\odomla01","SF",32,"DAL",50,4,1027,123,349,0.352,28,111,0.252,95,238,0.399,0.393,58,98,0.592,36,172,208,83,20,18,52,97,332,"lamarodom"
"313",336,"Emeka Okafor\okafoem01","C",29,"NOH",27,27,781,114,214,0.533,0,0,NA,114,214,0.533,0.533,38,74,0.514,70,143,213,24,16,26,37,73,266,"emekaokafor"
"314",337,"Mehmet Okur\okurme01","C",32,"NJN",17,14,454,52,139,0.374,23,72,0.319,29,67,0.433,0.457,3,5,0.6,22,59,81,30,9,5,25,45,130,"mehmetokur"
"315",338,"Daniel Orton\ortonda01","PF",21,"ORL",16,2,187,17,30,0.567,0,1,0,17,29,0.586,0.567,11,25,0.44,19,20,39,5,8,9,7,30,45,"danielorton"
"316",339,"Travis Outlaw\outlatr01","SF",27,"SAC",39,5,500,60,175,0.343,16,60,0.267,44,115,0.383,0.389,31,46,0.674,19,42,61,16,19,21,20,34,167,"travisoutlaw"
"317",340,"Larry Owens\owensla01","SF",29,"NJN",7,0,75,4,11,0.364,2,5,0.4,2,6,0.333,0.455,3,4,0.75,2,11,13,4,0,1,2,10,13,"larryowens"
"318",341,"Zaza Pachulia\pachuza01","C",27,"ATL",58,44,1640,169,339,0.499,0,0,NA,169,339,0.499,0.499,117,158,0.741,154,303,457,79,55,29,81,172,455,"zazapachulia"
"319",342,"Jannero Pargo\pargoja01","PG",32,"ATL",50,0,671,105,253,0.415,53,138,0.384,52,115,0.452,0.52,19,20,0.95,9,64,73,96,20,2,49,64,282,"janneropargo"
"320",343,"Jeremy Pargo\pargoje01","PG",25,"MEM",44,5,424,50,150,0.333,10,38,0.263,40,112,0.357,0.367,16,27,0.593,12,25,37,55,15,0,46,46,126,"jeremypargo"
"321",344,"Anthony Parker\parkean01","SF",36,"CLE",51,51,1280,141,326,0.433,50,138,0.362,91,188,0.484,0.509,35,56,0.625,10,128,138,120,38,7,50,65,367,"anthonyparker"
"322",345,"Tony Parker\parketo01","PG",29,"SAS",60,60,1923,427,890,0.48,14,61,0.23,413,829,0.498,0.488,227,284,0.799,22,149,171,463,57,5,153,75,1095,"tonyparker"
"323",346,"Chandler Parsons\parsoch01","SF",23,"HOU",63,57,1804,248,549,0.452,60,178,0.337,188,371,0.507,0.506,43,78,0.551,90,210,300,134,73,29,81,142,599,"chandlerparsons"
"324",347,"Patrick Patterson\pattepa01","PF",22,"HOU",64,1,1483,225,511,0.44,0,3,0,225,508,0.443,0.44,40,57,0.702,112,174,286,53,27,36,49,113,490,"patrickpatterson"
"325",348,"Chris Paul\paulch01","PG",26,"LAC",60,60,2181,425,890,0.478,79,213,0.371,346,677,0.511,0.522,260,302,0.861,42,171,213,543,152,4,124,138,1189,"chrispaul"
"326",349,"Sasha Pavlovic\pavloal01","SF",28,"BOS",45,7,527,50,128,0.391,17,58,0.293,33,70,0.471,0.457,3,8,0.375,4,68,72,18,20,15,20,54,120,"sashapavlovic"
"327",350,"Nikola Pekovic\pekovni01","C",26,"MIN",47,35,1264,256,454,0.564,0,0,NA,256,454,0.564,0.564,139,187,0.743,181,165,346,31,29,31,87,98,651,"nikolapekovic"
"328",351,"Kendrick Perkins\perkike01","C",27,"OKC",65,65,1744,128,262,0.489,0,0,NA,128,262,0.489,0.489,73,112,0.652,120,306,426,78,25,73,118,189,329,"kendrickperkins"
"329",352,"Johan Petro\petrojo01","C",26,"NJN",59,10,920,109,260,0.419,1,1,1,108,259,0.417,0.421,31,37,0.838,68,156,224,45,21,23,38,122,250,"johanpetro"
"330",353,"Paul Pierce\piercpa01","SF",34,"BOS",61,61,2075,394,890,0.443,100,273,0.366,294,617,0.476,0.499,293,344,0.852,37,280,317,274,70,26,173,147,1181,"paulpierce"
"331",354,"Mickael Pietrus\pietrmi01","SG",29,"BOS",42,6,921,104,270,0.385,61,182,0.335,43,88,0.489,0.498,20,31,0.645,18,112,130,25,21,10,33,81,289,"mickaelpietrus"
"332",355,"Dexter Pittman\pittmde01","C",23,"MIA",35,6,301,44,94,0.468,0,0,NA,44,94,0.468,0.468,18,28,0.643,27,44,71,9,8,8,17,73,106,"dexterpittman"
"333",356,"Quincy Pondexter\pondequ01","SF",23,"MEM",64,8,1002,108,239,0.452,22,73,0.301,86,166,0.518,0.498,33,53,0.623,55,71,126,27,27,5,30,90,271,"quincypondexter"
"334",357,"A.J. Price\priceaj01","PG",25,"IND",44,1,568,59,174,0.339,26,88,0.295,33,86,0.384,0.414,28,35,0.8,13,48,61,86,20,2,32,30,172,"ajprice"
"335",358,"Ronnie Price\pricero01","PG",28,"PHO",36,8,517,49,130,0.377,13,44,0.295,36,86,0.419,0.427,20,25,0.8,18,38,56,67,34,3,46,72,131,"ronnieprice"
"336",359,"Tayshaun Prince\princta01","SF",31,"DET",63,63,2087,336,798,0.421,37,104,0.356,299,694,0.431,0.444,89,115,0.774,72,209,281,153,27,32,74,77,798,"tayshaunprince"
"337",360,"Joel Przybilla\przybjo01","C",32,"POR",27,19,449,22,48,0.458,0,0,NA,22,48,0.458,0.458,11,18,0.611,29,109,138,6,4,16,22,66,55,"joelprzybilla"
"338",361,"Vladimir Radmanovic\radmavl01","SF",31,"ATL",49,3,755,74,197,0.376,50,135,0.37,24,62,0.387,0.503,22,29,0.759,34,109,143,54,21,15,35,62,220,"vladimirradmanovic"
"339",362,"Anthony Randolph\randoan01","PF",22,"MIN",34,5,517,94,200,0.47,0,1,0,94,199,0.472,0.47,64,84,0.762,42,81,123,19,13,35,40,56,252,"anthonyrandolph"
"340",363,"Zach Randolph\randoza01","PF",30,"MEM",28,8,735,132,285,0.463,2,8,0.25,130,277,0.469,0.467,58,88,0.659,78,147,225,48,21,4,40,57,324,"zachrandolph"
"341",364,"Michael Redd\reddmi01","SG",32,"PHO",51,2,770,144,360,0.4,42,132,0.318,102,228,0.447,0.458,88,111,0.793,14,63,77,33,13,0,37,29,418,"michaelredd"
"342",365,"J.J. Redick\redicjj01","SG",27,"ORL",65,22,1765,248,584,0.425,112,268,0.418,136,316,0.43,0.521,143,157,0.911,18,132,150,164,27,6,68,92,751,"jjredick"
"343",366,"Ryan Reid\reidry01","PF",25,"OKC",5,0,17,4,5,0.8,0,0,NA,4,5,0.8,0.8,0,0,NA,1,1,2,0,0,0,1,1,8,"ryanreid"
"344",367,"Jason Richardson\richaja01","SG",31,"ORL",54,54,1591,243,596,0.408,102,277,0.368,141,319,0.442,0.493,41,69,0.594,36,158,194,107,53,22,60,91,629,"jasonrichardson"
"345",368,"Quentin Richardson\richaqu01","SF",31,"ORL",48,3,866,74,197,0.376,42,121,0.347,32,76,0.421,0.482,25,30,0.833,15,108,123,38,28,6,29,74,215,"quentinrichardson"
"346",369,"Luke Ridnour\ridnolu01","SG",30,"MIN",53,53,1750,242,550,0.44,49,152,0.322,193,398,0.485,0.485,106,119,0.891,19,122,141,252,56,16,96,136,639,"lukeridnour"
"347",370,"Nate Robinson\robinna01","PG",27,"GSW",51,9,1192,205,484,0.424,66,181,0.365,139,303,0.459,0.492,94,113,0.832,15,85,100,231,59,2,75,118,570,"naterobinson"
"348",371,"Rajon Rondo\rondora01","PG",25,"BOS",53,53,1957,256,572,0.448,10,42,0.238,246,530,0.464,0.456,108,181,0.597,62,195,257,620,95,3,193,99,630,"rajonrondo"
"349",372,"Derrick Rose\rosede01","PG",23,"CHI",39,39,1375,302,695,0.435,54,173,0.312,248,522,0.475,0.473,194,239,0.812,26,105,131,307,35,28,119,52,852,"derrickrose"
"350",373,"Ricky Rubio\rubiori01","PG",21,"MIN",41,31,1404,139,389,0.357,32,94,0.34,107,295,0.363,0.398,126,157,0.803,21,150,171,336,91,8,131,97,436,"rickyrubio"
"351",374,"Brandon Rush\rushbr01","SF",26,"GSW",65,1,1717,235,469,0.501,99,219,0.452,136,250,0.544,0.607,65,82,0.793,33,218,251,88,35,58,68,64,634,"brandonrush"
"352",375,"Walker Russell\russewa02","PG",29,"DET",28,0,357,33,95,0.347,4,13,0.308,29,82,0.354,0.368,14,22,0.636,7,19,26,58,18,1,33,29,84,"walkerrussell"
"353",376,"John Salmons\salmojo01","SF",32,"SAC",46,32,1250,141,345,0.409,33,112,0.295,108,233,0.464,0.457,29,45,0.644,20,114,134,93,37,7,45,77,344,"johnsalmons"
"354",377,"Samardo Samuels\samuesa01","C",23,"CLE",54,0,825,105,231,0.455,0,0,NA,105,231,0.455,0.455,82,117,0.701,63,117,180,20,20,20,56,113,292,"samardosamuels"
"355",378,"Larry Sanders\sandela01","PF",23,"MIL",52,0,643,84,184,0.457,0,2,0,84,182,0.462,0.457,18,38,0.474,62,98,160,33,32,76,43,133,186,"larrysanders"
"356",379,"Brian Scalabrine\scalabr01","PF",33,"CHI",28,0,122,14,30,0.467,1,7,0.143,13,23,0.565,0.483,3,6,0.5,8,13,21,15,5,6,9,9,32,"brianscalabrine"
"357",380,"Luis Scola\scolalu01","PF",31,"HOU",66,66,2067,436,888,0.491,0,3,0,436,885,0.493,0.491,153,198,0.773,122,306,428,140,35,24,153,214,1025,"luisscola"
"358",381,"Thabo Sefolosha\sefolth01","SG",27,"OKC",42,42,914,67,155,0.432,31,71,0.437,36,84,0.429,0.532,38,43,0.884,21,107,128,47,37,17,40,78,203,"thabosefolosha"
"359",382,"Josh Selby\selbyjo01","PG",20,"MEM",28,0,237,25,72,0.347,2,15,0.133,23,57,0.404,0.361,11,14,0.786,2,13,15,30,7,0,29,17,63,"joshselby"
"360",383,"Kevin Seraphin\serapke01","C",22,"WAS",57,21,1176,203,382,0.531,0,1,0,203,381,0.533,0.531,47,70,0.671,103,177,280,33,19,76,66,133,453,"kevinseraphin"
"361",385,"Iman Shumpert\shumpim01","PG",21,"NYK",59,35,1705,214,534,0.401,48,157,0.306,166,377,0.44,0.446,87,109,0.798,42,144,186,164,101,8,111,173,563,"imanshumpert"
"362",386,"Xavier Silas\silasxa01","SG",24,"PHI",2,0,39,4,15,0.267,1,6,0.167,3,9,0.333,0.3,2,3,0.667,2,2,4,3,0,0,3,5,11,"xaviersilas"
"363",387,"Bobby Simmons\simmobo01","SF",31,"LAC",28,0,418,28,90,0.311,20,60,0.333,8,30,0.267,0.422,4,7,0.571,17,38,55,11,15,3,10,41,80,"bobbysimmons"
"364",388,"Chris Singleton\singlch01","SF",22,"WAS",66,51,1431,116,312,0.372,44,127,0.346,72,185,0.389,0.442,30,44,0.682,43,190,233,49,70,30,38,176,306,"chrissingleton"
"365",389,"James Singleton\singlja01","PF",30,"WAS",12,0,262,41,75,0.547,2,9,0.222,39,66,0.591,0.56,14,15,0.933,25,56,81,15,9,8,10,27,98,"jamessingleton"
"366",390,"Brian Skinner\skinnbr01","C",35,"MEM",1,0,4,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,"brianskinner"
"367",392,"Craig Smith\smithcr01","PF",28,"POR",47,0,464,59,117,0.504,0,1,0,59,116,0.509,0.504,38,53,0.717,33,77,110,19,16,5,24,55,156,"craigsmith"
"368",393,"Greg Smith\smithgr02","C",21,"HOU",8,0,69,7,11,0.636,0,0,NA,7,11,0.636,0.636,0,0,NA,5,15,20,1,2,5,1,17,14,"gregsmith"
"369",395,"J.R. Smith\smithjr01","SG",26,"NYK",35,1,967,165,405,0.407,67,193,0.347,98,212,0.462,0.49,39,55,0.709,29,107,136,84,54,6,46,87,436,"jrsmith"
"370",396,"Jason Smith\smithja02","PF",25,"NOH",40,29,947,181,348,0.52,1,9,0.111,180,339,0.531,0.522,33,47,0.702,72,124,196,34,21,41,40,102,396,"jasonsmith"
"371",397,"Jerry Smith\smithje01","PG",24,"NJN",5,0,46,3,14,0.214,1,6,0.167,2,8,0.25,0.25,0,0,NA,2,5,7,4,5,0,0,5,7,"jerrysmith"
"372",398,"Josh Smith\smithjo03","PF",26,"ATL",66,66,2329,504,1101,0.458,28,109,0.257,476,992,0.48,0.47,203,322,0.63,136,496,632,257,93,115,164,172,1239,"joshsmith"
"373",399,"Nolan Smith\smithno01","PG",23,"POR",44,4,541,67,180,0.372,13,45,0.289,54,135,0.4,0.408,20,28,0.714,17,39,56,62,18,3,42,55,167,"nolansmith"
"374",400,"Marreese Speights\speigma01","PF",24,"MEM",60,54,1345,221,488,0.453,0,3,0,221,485,0.456,0.453,84,109,0.771,133,241,374,48,21,29,74,147,526,"marreesespeights"
"375",401,"Tiago Splitter\splitti01","C",27,"SAS",59,2,1121,212,343,0.618,0,0,NA,212,343,0.618,0.618,125,181,0.691,93,213,306,65,21,47,87,134,549,"tiagosplitter"
"376",402,"Jerry Stackhouse\stackje01","SF",37,"ATL",30,0,273,37,100,0.37,13,38,0.342,24,62,0.387,0.435,21,23,0.913,6,17,23,14,10,3,13,12,108,"jerrystackhouse"
"377",403,"Lance Stephenson\stephla01","SG",21,"IND",42,1,442,47,125,0.376,4,30,0.133,43,95,0.453,0.392,8,17,0.471,12,41,53,46,21,5,36,30,106,"lancestephenson"
"378",404,"DeShawn Stevenson\stevede01","SF",30,"NJN",51,30,960,49,172,0.285,41,145,0.283,8,27,0.296,0.404,9,16,0.563,7,94,101,41,19,4,19,59,148,"deshawnstevenson"
"379",405,"Greg Stiemsma\stiemgr01","C",26,"BOS",55,3,766,66,121,0.545,0,0,NA,66,121,0.545,0.545,29,41,0.707,48,129,177,28,37,85,33,144,161,"gregstiemsma"
"380",406,"Julyan Stone\stoneju01","SG",23,"DEN",22,2,179,13,31,0.419,2,11,0.182,11,20,0.55,0.452,8,11,0.727,5,20,25,37,8,6,11,18,36,"julyanstone"
"381",407,"Amar'e Stoudemire\stoudam01","PF",29,"NYK",47,47,1543,316,654,0.483,5,21,0.238,311,633,0.491,0.487,186,243,0.765,106,261,367,52,38,45,112,138,823,"amarestoudemire"
"382",408,"Rodney Stuckey\stuckro01","SG",25,"DET",55,48,1644,256,597,0.429,33,104,0.317,223,493,0.452,0.456,267,320,0.834,38,104,142,210,44,10,106,124,812,"rodneystuckey"
"383",409,"DaJuan Summers\summeda01","SF",24,"NOH",15,6,209,28,65,0.431,5,16,0.313,23,49,0.469,0.469,7,9,0.778,8,15,23,10,7,0,8,31,68,"dajuansummers"
"384",410,"Jeff Teague\teaguje01","PG",23,"ATL",66,66,2183,320,672,0.476,51,149,0.342,269,523,0.514,0.514,140,185,0.757,21,138,159,321,106,37,134,145,831,"jeffteague"
"385",411,"Sebastian Telfair\telfase01","PG",26,"PHO",60,1,895,141,342,0.412,33,105,0.314,108,237,0.456,0.461,53,67,0.791,20,71,91,138,41,12,68,120,368,"sebastiantelfair"
"386",412,"Jason Terry\terryja01","SG",34,"DAL",63,1,2000,357,830,0.43,138,365,0.378,219,465,0.471,0.513,98,111,0.883,16,133,149,226,73,11,127,69,950,"jasonterry"
"387",414,"Isaiah Thomas\thomais02","PG",22,"SAC",65,37,1656,256,571,0.448,83,219,0.379,173,352,0.491,0.521,154,185,0.832,48,120,168,266,53,8,105,121,749,"isaiahthomas"
