"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","fix"
"112",118,"Spencer Dinwiddie\dinwisp01","PG",22,"DET",12,0,159,4.3,12.2,0.352,0.2,2.3,0.1,4.1,10,0.409,4.3,7.5,0.576,0.9,2.9,3.8,5,0.7,0,1.6,4.5,13.1,"spencerdinwiddie"
"113",119,"Toney Douglas\douglto01","PG",29,"NOP",61,18,1262,5.2,12.7,0.411,2.3,5.8,0.399,2.9,6.9,0.421,2.4,2.8,0.848,0.7,3.4,4.1,4.5,2,0.1,1.8,3.7,15.1,"toneydouglas"
"114",120,"Goran Dragic\dragigo01","PG",29,"MIA",72,72,2363,6.4,13.3,0.477,1,3.1,0.312,5.4,10.2,0.527,1.8,2.5,0.727,0.8,3.4,4.2,6.4,1.1,0.3,2.8,2.9,15.5,"gorandragic"
"115",121,"Andre Drummond\drumman01","C",22,"DET",81,81,2666,7.5,14.3,0.521,0,0.1,0.333,7.4,14.2,0.522,2.8,7.9,0.355,5.3,10.8,16.2,0.9,1.6,1.5,2.1,3.3,17.7,"andredrummond"
"116",122,"Jared Dudley\dudleja01","PF",30,"WAS",81,41,2098,4,8.4,0.478,1.7,4.1,0.42,2.3,4.3,0.534,1.2,1.7,0.735,0.9,4,4.9,2.9,1.3,0.3,1.4,3.3,10.9,"jareddudley"
"117",123,"Duje Dukan\dukandu01","SF",24,"SAC",1,0,24,3,15,0.2,3,7.5,0.4,0,7.5,0,0,0,NA,3,3,6,1.5,1.5,0,0,3,9,"dujedukan"
"118",124,"Tim Duncan\duncati01","C",39,"SAS",61,60,1536,5,10.3,0.488,0,0,0,5,10.3,0.49,2.2,3.1,0.702,2.7,7.8,10.5,3.8,1.1,1.8,2.1,2.9,12.2,"timduncan"
"119",125,"Mike Dunleavy\dunlemi02","SF",35,"CHI",31,30,703,3.9,9.6,0.41,2,5.1,0.394,1.9,4.6,0.427,1.5,1.9,0.784,0.4,3.8,4.3,2,0.7,0.5,1.3,3.4,11.4,"mikedunleavy"
"120",126,"Kevin Durant\duranke01","SF",27,"OKC",72,72,2578,9.7,19.3,0.505,2.6,6.7,0.387,7.1,12.6,0.569,6.2,7,0.898,0.6,7.6,8.2,5,1,1.2,3.5,1.9,28.3,"kevindurant"
"121",127,"Cleanthony Early\earlycl01","SF",24,"NYK",17,2,154,2.8,9.4,0.3,0.9,3.5,0.267,1.9,5.8,0.32,0.7,0.9,0.75,0.9,5.1,6.1,1.4,0.5,0.7,2.1,3.7,7.2,"cleanthonyearly"
"122",128,"Jarell Eddie\eddieja01","SF",24,"WAS",26,0,147,4.9,15.9,0.308,3.7,11.5,0.319,1.2,4.4,0.278,2,2,1,0.5,5.1,5.6,1.2,1.2,0.2,0.2,1.2,15.4,"jarelleddie"
"123",129,"Wayne Ellington\ellinwa01","SG",28,"BRK",76,41,1615,4.9,12.5,0.389,2.1,6,0.358,2.7,6.5,0.416,1.2,1.4,0.857,0.4,3.4,3.9,1.9,1.1,0.1,1,1.8,13.1,"wayneellington"
"124",130,"Monta Ellis\ellismo01","SG",30,"IND",81,81,2734,5.7,13.4,0.427,1.1,3.7,0.309,4.6,9.7,0.472,2.1,2.7,0.786,0.6,3,3.6,5,2,0.5,2.7,2.3,14.8,"montaellis"
"125",132,"Tyler Ennis\ennisty01","PG",21,"MIL",46,7,654,4.6,10.3,0.449,0.7,2.1,0.333,3.9,8.1,0.48,1.4,1.9,0.735,0.7,3.4,4.1,5.2,1.4,0.1,2.5,3.5,11.3,"tylerennis"
"126",133,"Jeremy Evans\evansje01","SF",28,"DAL",30,2,251,3.7,6.9,0.542,0.6,2.3,0.25,3.2,4.6,0.688,2.2,3,0.714,1.6,6.2,7.7,0.3,0.9,1.3,1,2.7,10.2,"jeremyevans"
"127",134,"Tyreke Evans\evansty01","SG",26,"NOP",25,25,765,6.4,14.8,0.433,1.6,4,0.388,4.8,10.8,0.45,3.5,4.4,0.796,0.9,5.1,6.1,7.7,1.5,0.4,3.4,3.1,17.8,"tyrekeevans"
"128",135,"Festus Ezeli\ezelife01","C",26,"GSW",46,13,770,5.8,10.7,0.548,0,0,NA,5.8,10.7,0.548,3.3,6.2,0.53,4.3,7.8,12,1.5,0.8,2.3,1.8,4.4,15,"festusezeli"
"129",136,"Kenneth Faried\farieke01","PF",26,"DEN",67,64,1694,7.4,13.3,0.558,0,0,0.5,7.4,13.3,0.558,2.9,4.7,0.613,5,7.4,12.3,1.7,0.7,1.3,1.9,3.6,17.7,"kennethfaried"
"130",137,"Jordan Farmar\farmajo01","PG",29,"MEM",12,10,291,5.2,12.4,0.42,2,5.6,0.356,3.2,6.8,0.473,1.2,1.2,1,0.5,2.6,3.1,4.6,1.9,0.2,2.2,2.7,13.6,"jordanfarmar"
"131",138,"Derrick Favors\favorde01","PF",24,"UTA",62,59,1983,7.6,14.7,0.515,0,0.1,0,7.6,14.7,0.518,3.3,4.6,0.709,3.1,6.1,9.1,1.7,1.3,1.7,1.9,2.7,18.4,"derrickfavors"
"132",139,"Cristiano Felicio\feliccr01","C",23,"CHI",31,4,321,4.5,8.1,0.556,0,0.4,0,4.5,7.6,0.588,2.8,3.9,0.714,3.4,8.1,11.4,2.9,0.7,1.5,1.5,3.5,11.8,"cristianofelicio"
"133",140,"Raymond Felton\feltora01","PG",31,"DAL",80,31,2192,4.5,11.2,0.406,1,3.5,0.282,3.6,7.7,0.463,2.4,2.9,0.847,0.6,3.6,4.2,4.7,1.1,0.2,2,2.3,12.5,"raymondfelton"
"134",141,"Evan Fournier\fournev01","SF",23,"ORL",79,71,2566,6,13,0.462,2.2,5.5,0.4,3.8,7.6,0.506,2.8,3.3,0.836,0.5,2.7,3.2,3,1.3,0,1.9,3,17,"evanfournier"
"135",146,"Danilo Gallinari\gallida01","SF",27,"DEN",53,53,1839,5.6,13.7,0.41,1.7,4.7,0.364,3.9,9,0.434,7.3,8.5,0.868,1,4.5,5.5,2.6,0.8,0.4,1.5,1.7,20.3,"danilogallinari"
"136",147,"Langston Galloway\gallola01","PG",24,"NYK",82,7,2033,4.1,10.4,0.393,1.4,4,0.344,2.7,6.4,0.423,1.5,2,0.754,0.8,4.3,5.1,3.7,1.4,0.4,1.1,3.1,11.1,"langstongalloway"
"137",148,"Kevin Garnett\garneke01","PF",39,"MIN",38,38,556,3.5,7.4,0.47,0,0.1,0,3.5,7.4,0.474,0.9,1.4,0.667,1,8.7,9.7,4,1.8,0.6,1,4.5,7.9,"kevingarnett"
"138",149,"Marc Gasol\gasolma01","C",31,"MEM",52,52,1791,6.6,14.2,0.464,0,0.1,0.667,6.6,14.2,0.463,4.1,4.9,0.829,1.2,6.1,7.3,3.9,1,1.4,2.4,2.8,17.3,"marcgasol"
"139",150,"Pau Gasol\gasolpa01","C",35,"CHI",72,72,2291,7.3,15.6,0.469,0.4,1.1,0.348,7,14.6,0.478,3.6,4.5,0.792,2.4,10,12.5,4.6,0.7,2.3,2.6,2.3,18.7,"paugasol"
"140",151,"Rudy Gay\gayru01","SF",29,"SAC",70,70,2379,7.1,15.2,0.463,1.1,3.3,0.344,5.9,12,0.495,3,3.8,0.78,1.6,5.3,6.9,1.8,1.5,0.8,2.1,2.8,18.2,"rudygay"
"141",152,"Alonzo Gee\geeal01","SF",28,"NOP",73,38,1632,2.9,5.6,0.518,0.4,1.3,0.283,2.5,4.3,0.59,1,1.5,0.667,1.3,4.1,5.4,1.6,1.4,0.3,1.2,3.7,7.2,"alonzogee"
"142",153,"Paul George\georgpa01","SF",25,"IND",81,81,2819,7.7,18.5,0.418,2.7,7.2,0.371,5,11.3,0.447,5.8,6.7,0.86,1,6.2,7.2,4.2,1.9,0.4,3.4,2.9,23.9,"paulgeorge"
"143",154,"Taj Gibson\gibsota01","PF",30,"CHI",73,55,1936,4.9,9.3,0.526,0,0.1,0,4.9,9.2,0.529,1.9,2.7,0.692,3.8,5.5,9.4,2,0.9,1.4,1.5,3.3,11.7,"tajgibson"
"144",155,"Manu Ginobili\ginobma01","SG",38,"SAS",58,0,1134,6.3,13.8,0.453,2.2,5.7,0.391,4,8.1,0.496,2.9,3.6,0.813,0.8,3.8,4.6,5.6,2.1,0.3,3.1,3.1,17.6,"manuginobili"
"145",156,"Rudy Gobert\goberru01","C",23,"UTA",61,60,1932,3.7,6.6,0.559,0,0,NA,3.7,6.6,0.559,3,5.3,0.569,3.9,8.6,12.4,1.7,0.8,2.5,2.1,3,10.4,"rudygobert"
"146",157,"Drew Gooden\goodedr01","PF",34,"WAS",30,0,305,3.9,12.2,0.32,0.8,4.8,0.171,3.1,7.3,0.419,1.1,1.7,0.643,3.3,6.7,10,1.5,0.9,1.3,1.5,4.7,9.7,"drewgooden"
"147",158,"Archie Goodwin\goodwar01","PG",21,"PHO",57,13,1114,5.7,13.6,0.417,0.7,3.2,0.232,4.9,10.4,0.474,4.2,6.2,0.674,0.9,3.7,4.6,3.8,0.9,0.4,3.2,2.7,16.3,"archiegoodwin"
"148",159,"Aaron Gordon\gordoaa01","PF",20,"ORL",78,37,1863,5.3,11.2,0.473,0.8,2.7,0.296,4.5,8.4,0.531,2.5,3.7,0.668,3,6.8,9.8,2.5,1.1,1.1,1.3,3,13.9,"aarongordon"
"149",160,"Eric Gordon\gordoer01","SG",27,"NOP",45,44,1481,5.6,13.4,0.418,2.7,7.1,0.384,2.9,6.3,0.457,2.7,3,0.888,0.2,2.2,2.4,2.9,1,0.3,1.8,2.4,16.7,"ericgordon"
"150",161,"Marcin Gortat\gortama01","C",31,"WAS",75,74,2256,6.9,12.2,0.567,0,0,0,6.9,12.2,0.567,2.3,3.3,0.705,3.5,8.3,11.8,1.7,0.7,1.5,1.9,3.1,16.1,"marcingortat"
"151",162,"Andrew Goudelock\goudean01","PG",27,"HOU",8,0,50,6.5,14.4,0.45,0.7,6.5,0.111,5.8,7.9,0.727,2.2,2.9,0.75,0.7,0.7,1.4,2.9,4.3,1.4,5,2.9,15.8,"andrewgoudelock"
"152",163,"Jerami Grant\grantje01","SF",21,"PHI",77,52,2066,4.4,10.4,0.419,0.6,2.5,0.24,3.8,7.9,0.477,3.7,5.6,0.658,1.7,4.6,6.3,2.4,0.9,2.2,1.9,3.7,13.1,"jeramigrant"
"153",164,"Jerian Grant\grantje02","PG",23,"NYK",76,6,1265,4.4,11.1,0.394,0.6,2.8,0.22,3.8,8.3,0.454,2.7,3.5,0.78,0.7,3.4,4.1,5,1.4,0.3,2.5,2.8,12.1,"jeriangrant"
"154",165,"Danny Green\greenda02","SG",28,"SAS",79,79,2062,3.7,9.8,0.376,2,6.1,0.332,1.7,3.7,0.448,0.6,0.8,0.739,0.8,4.5,5.3,2.5,1.4,1.1,1.3,2.5,10,"dannygreen"
"155",166,"Draymond Green\greendr01","PF",25,"GSW",81,81,2808,5.1,10.5,0.49,1.3,3.3,0.388,3.9,7.2,0.537,2.9,4.2,0.696,1.7,8.1,9.9,7.7,1.5,1.4,3.3,3.1,14.5,"draymondgreen"
"156",168,"Gerald Green\greenge01","SG",30,"MIA",69,14,1557,5.3,13.6,0.392,1.9,6,0.323,3.4,7.6,0.446,1.7,2.1,0.783,0.6,3.2,3.8,1.3,0.9,0.4,1.1,2.8,14.2,"geraldgreen"
"157",169,"JaMychal Green\greenja01","PF",25,"MEM",78,15,1446,5.7,12.3,0.465,0.4,1.1,0.333,5.4,11.2,0.478,2.6,3.4,0.752,3.5,5.8,9.3,1.7,1.1,0.8,2.1,4.7,14.4,"jamychalgreen"
"158",171,"Blake Griffin\griffbl01","PF",26,"LAC",35,35,1170,9.3,18.6,0.499,0.2,0.6,0.333,9.1,18,0.504,4.3,6,0.727,1.6,7.5,9,5.2,0.9,0.5,2.6,2.9,23,"blakegriffin"
"159",172,"Jorge Gutierrez\gutiejo01","PG",27,"CHO",12,0,63,3.4,6.3,0.545,0,1.1,0,3.4,5.1,0.667,5.7,6.3,0.909,0,4,4,9.7,1.7,0,3.4,1.7,12.6,"jorgegutierrez"
"160",174,"Jordan Hamilton\hamiljo02","SF",25,"NOP",11,4,304,5.8,13.7,0.422,1.5,5.3,0.289,4.3,8.4,0.507,1.7,2.5,0.667,1.4,5.9,7.3,3,0.9,0.4,2,2.8,14.8,"jordanhamilton"
"161",175,"Tyler Hansbrough\hansbty01","PF",30,"CHO",44,0,343,3.4,7.5,0.451,0.2,0.3,0.667,3.1,7.1,0.441,4,6.8,0.585,4.2,5.1,9.3,0.8,1.3,0.7,1.3,5.8,10.9,"tylerhansbrough"
"162",176,"Tim Hardaway\hardati02","SG",23,"ATL",51,1,864,4.7,11,0.43,2,5.9,0.338,2.7,5.1,0.537,2.1,2.3,0.893,0.3,3.3,3.6,2.1,0.9,0.3,1,2,13.6,"timhardaway"
"163",177,"James Harden\hardeja01","SG",26,"HOU",82,82,3125,8.2,18.6,0.439,2.7,7.6,0.359,5.5,11.1,0.494,8.3,9.6,0.86,0.7,5,5.8,7.1,1.6,0.6,4.3,2.6,27.4,"jamesharden"
"164",178,"Maurice Harkless\harklma01","SF",22,"POR",78,14,1457,4.8,10.2,0.474,1,3.5,0.279,3.9,6.7,0.576,1.7,2.7,0.622,2.5,4.4,6.9,1.7,1.2,0.9,1.5,3.1,12.3,"mauriceharkless"
"165",179,"Justin Harper\harpeju01","PF",26,"DET",5,0,35,4.1,10.3,0.4,4.1,9.3,0.444,0,1,0,1,2.1,0.5,0,1,1,0,1,0,2.1,3.1,13.4,"justinharper"
"166",180,"Montrezl Harrell\harremo01","PF",22,"HOU",39,1,379,5.5,8.5,0.644,0,0.1,0,5.5,8.5,0.652,2.3,4.4,0.522,2.4,3.8,6.2,1.6,1,1,1.6,4.6,13.3,"montrezlharrell"
"167",181,"Devin Harris\harride01","PG",32,"DAL",64,0,1280,4.7,10.5,0.447,1.5,4.4,0.329,3.2,6.1,0.532,2.8,3.9,0.721,0.5,3.4,3.9,3.3,1.7,0.4,1.9,3.5,13.7,"devinharris"
"168",182,"Gary Harris\harriga01","SG",21,"DEN",76,76,2439,5.3,11.3,0.469,1.5,4.4,0.354,3.7,6.9,0.543,1.6,2,0.82,0.8,2.5,3.2,2.2,1.4,0.3,1.4,2.1,13.8,"garyharris"
"169",183,"Joe Harris\harrijo01","SG",24,"CLE",5,0,15,2.4,9.6,0.25,2.4,9.6,0.25,0,0,NA,0,0,NA,0,7.2,7.2,4.8,0,0,2.4,2.4,7.2,"joeharris"
"170",185,"Aaron Harrison\harriaa01","SG",21,"CHO",21,0,93,1.9,7.4,0.263,1.2,3.9,0.3,0.8,3.5,0.222,1.9,4.6,0.417,1.5,4.3,5.8,0.8,2.3,0,1.5,3.9,7,"aaronharrison"
"171",186,"Udonis Haslem\hasleud01","PF",35,"MIA",37,0,260,3.2,8.4,0.377,0.1,1.2,0.111,3,7.2,0.423,1.7,2.2,0.75,1.4,9,10.4,1.9,0.7,0.3,0.7,3.5,8.2,"udonishaslem"
"172",187,"Spencer Hawes\hawessp01","PF",27,"CHO",57,6,1035,4.3,10.6,0.405,1.3,3.5,0.373,3,7.1,0.422,1.9,2.3,0.831,1.8,6.7,8.5,3.8,0.8,0.9,2,3.9,11.8,"spencerhawes"
"173",188,"Chuck Hayes\hayesch01","C",32,"HOU",2,0,24,1.5,3,0.5,0,0,NA,1.5,3,0.5,3,3,1,0,12,12,3,0,0,4.5,9,6,"chuckhayes"
"174",189,"Gordon Hayward\haywago01","SF",25,"UTA",80,80,2893,6.5,15,0.433,1.8,5.1,0.349,4.7,9.9,0.477,4.9,5.9,0.824,0.8,4.2,4.9,3.7,1.2,0.3,2.5,2.3,19.6,"gordonhayward"
"175",190,"Gerald Henderson\hendege02","SG",28,"POR",72,0,1431,5.8,13.3,0.439,1.2,3.4,0.353,4.6,9.9,0.468,2.8,3.7,0.767,0.8,4.6,5.3,1.9,1,0.5,1.7,2.2,15.7,"geraldhenderson"
"176",191,"John Henson\hensojo01","C",25,"MIL",57,1,960,6.1,10.9,0.564,0,0,0,6.1,10.9,0.566,2.6,4.4,0.59,3.3,5,8.3,2,0.7,4.1,2.4,4.9,14.9,"johnhenson"
"177",192,"Mario Hezonja\hezonma01","SF",20,"ORL",79,9,1413,4.6,10.6,0.433,1.7,4.9,0.349,2.9,5.8,0.504,1.2,1.4,0.907,0.7,3.8,4.5,2.8,1,0.4,2.5,3.2,12.2,"mariohezonja"
"178",193,"Roy Hibbert\hibbero01","C",29,"LAL",81,81,1878,3.5,7.9,0.443,0,0,0,3.5,7.8,0.445,2.2,2.8,0.807,2.5,5.1,7.6,1.8,0.6,2.1,1.5,4.8,9.2,"royhibbert"
"179",195,"Nene Hilario\hilarne01","PF",33,"WAS",57,11,1094,6.9,12.6,0.544,0,0.1,0,6.9,12.5,0.549,3.5,6.1,0.578,1.7,6.8,8.5,3.2,1.8,0.9,2.5,5.1,17.3,"nenehilario"
"180",196,"George Hill\hillge01","PG",29,"IND",74,73,2524,4.6,10.5,0.441,1.8,4.5,0.408,2.8,6.1,0.466,1.6,2.1,0.76,0.8,3.4,4.3,3.7,1.2,0.2,1.4,2.1,12.8,"georgehill"
"181",197,"Jordan Hill\hilljo01","C",28,"IND",73,11,1513,6.6,13.1,0.506,0,0,0,6.6,13,0.507,2.1,3,0.712,3.7,7,10.7,2.1,0.9,0.9,2.2,3.7,15.3,"jordanhill"
"182",198,"Solomon Hill\hillso01","SF",24,"IND",59,3,866,3.9,8.6,0.447,1,3.1,0.324,2.9,5.6,0.515,1.5,1.7,0.857,1.6,5.3,6.9,2.4,1.5,0.5,1.4,2.8,10.2,"solomonhill"
"183",199,"Darrun Hilliard\hillida01","SG",22,"DET",38,2,383,4.9,12.3,0.397,1.8,4.7,0.38,3.1,7.6,0.407,2.7,3.8,0.725,0.5,3.8,4.2,2.5,0.8,0.1,1.8,2.6,14.3,"darrunhilliard"
"184",201,"Jrue Holiday\holidjr01","PG",25,"NOP",65,23,1831,8.1,18.4,0.439,1.7,5.1,0.336,6.4,13.3,0.478,3.6,4.2,0.843,0.5,3.3,3.8,7.7,1.7,0.4,3.3,2.9,21.4,"jrueholiday"
"185",204,"Rondae Hollis-Jefferson\holliro01","SF",21,"BRK",29,17,615,3.7,8.1,0.457,0.2,0.8,0.286,3.5,7.3,0.476,2.2,3,0.712,2.3,6.7,9,2.5,2.3,0.9,1.5,3.6,9.8,"rondaehollisjefferson"
"186",205,"Richaun Holmes\holmeri01","PF",22,"PHI",51,1,702,5.8,11.4,0.514,0.4,2.3,0.182,5.4,9.1,0.596,2.6,3.8,0.689,3.2,3.7,6.9,1.7,1,2.1,1.6,4.7,14.7,"richaunholmes"
"187",206,"Rodney Hood\hoodro01","SG",23,"UTA",79,79,2541,5.8,13.8,0.42,2.3,6.4,0.359,3.5,7.4,0.472,2.4,2.8,0.86,0.5,3.2,3.8,3,1,0.2,1.8,2.9,16.3,"rodneyhood"
"188",207,"Al Horford\horfoal01","C",29,"ATL",82,82,2631,7.2,14.3,0.505,1.2,3.5,0.344,6,10.8,0.557,1.4,1.8,0.798,2,6.1,8.2,3.6,0.9,1.7,1.5,2.2,17.1,"alhorford"
"189",208,"Dwight Howard\howardw01","C",30,"HOU",71,71,2280,5.9,9.5,0.62,0,0.1,0,5.9,9.4,0.626,3.7,7.5,0.489,3.8,9.4,13.2,1.5,1.1,1.8,2.6,3.5,15.4,"dwighthoward"
"190",209,"Marcelo Huertas\huertma01","PG",32,"LAL",53,0,869,4,9.5,0.422,0.7,2.5,0.262,3.4,7,0.479,1.1,1.2,0.931,0.7,3,3.7,7.5,1.1,0.3,3.3,3.1,9.8,"marcelohuertas"
"191",210,"Josh Huestis\huestjo01","PF",24,"OKC",5,0,55,3.3,7.9,0.417,2.6,3.9,0.667,0.7,3.9,0.167,0,2.6,0,1.3,5.2,6.5,0,0.7,1.3,2,2,9.2,"joshhuestis"
"192",212,"R.J. Hunter\hunterj01","SG",22,"BOS",36,0,315,4.1,11.2,0.367,2.2,7.2,0.302,1.9,4,0.486,0.7,0.8,0.857,0.2,4,4.2,1.5,1.6,0.5,1.3,3.3,11.1,"rjhunter"
"193",213,"Serge Ibaka\ibakase01","PF",26,"OKC",78,78,2500,6,12.5,0.479,0.9,2.6,0.326,5.1,9.9,0.52,1.3,1.7,0.752,2,5.6,7.7,1,0.5,2.1,1.6,3,14.2,"sergeibaka"
"194",214,"Andre Iguodala\iguodan01","SF",32,"GSW",65,1,1732,3.7,7.6,0.478,1.1,3.2,0.351,2.5,4.4,0.57,1.1,1.7,0.614,1.1,4.4,5.5,4.6,1.5,0.4,1.6,2.1,9.5,"andreiguodala"
"195",216,"Joe Ingles\inglejo01","SF",28,"UTA",81,2,1241,3.6,8.4,0.426,2.3,6.1,0.386,1.2,2.3,0.531,0.4,0.5,0.722,0.6,3.8,4.4,2.8,1.6,0.1,1.9,2.8,9.9,"joeingles"
"196",217,"Damien Inglis\inglida01","SF",20,"MIL",20,1,156,3,8.5,0.351,0.7,3,0.231,2.3,5.5,0.417,1.6,1.8,0.875,0.5,6.7,7.2,2.3,1.4,0.7,2.5,2.5,8.3,"damieninglis"
"197",218,"Kyrie Irving\irvinky01","PG",23,"CLE",53,53,1667,8.5,19,0.448,1.8,5.7,0.321,6.7,13.3,0.502,3.6,4.1,0.885,1,2.4,3.4,5.4,1.2,0.4,2.7,2.3,22.5,"kyrieirving"
"198",219,"Jarrett Jack\jackja01","PG",32,"BRK",32,32,1027,4.9,12.5,0.391,1.1,3.6,0.304,3.8,9,0.426,3.5,3.9,0.893,0.3,4.5,4.8,8.3,1.2,0.2,3.3,2.7,14.4,"jarrettjack"
"199",220,"Reggie Jackson\jacksre01","PG",25,"DET",79,79,2424,8,18.5,0.434,1.8,5,0.353,6.3,13.5,0.464,4.3,5,0.864,0.9,2.9,3.8,7.3,0.9,0.2,3.3,2.8,22.1,"reggiejackson"
"200",221,"LeBron James\jamesle01","SF",31,"CLE",76,76,2709,9.8,18.8,0.52,1.2,3.7,0.309,8.6,15.1,0.573,4.8,6.5,0.731,1.5,6,7.5,6.8,1.4,0.7,3.3,1.9,25.5,"lebronjames"
"201",222,"Al Jefferson\jeffeal01","C",31,"CHO",47,18,1096,8,16.6,0.485,0,0,NA,8,16.6,0.485,2.4,3.6,0.649,1.9,8,9.9,2.3,1,1.3,1.1,3.8,18.5,"aljefferson"
"202",223,"Cory Jefferson\jeffeco01","PF",25,"PHO",8,0,50,6.5,15.8,0.409,0,0.7,0,6.5,15.1,0.429,2.9,4.3,0.667,4.3,7.2,11.5,0,0,0.7,0,5.8,15.8,"coryjefferson"
"203",224,"Richard Jefferson\jefferi01","SF",35,"CLE",74,5,1326,3.9,8.5,0.458,1.8,4.7,0.382,2.1,3.8,0.554,1.6,2.4,0.667,0.4,3.1,3.5,1.6,0.9,0.4,1.2,3.5,11.1,"richardjefferson"
"204",227,"Jonas Jerebko\jerebjo01","PF",28,"BOS",78,0,1176,3.6,8.8,0.413,1.3,3.3,0.398,2.3,5.4,0.421,1.9,2.4,0.782,2.4,6.5,8.8,1.9,0.6,0.7,1.6,4.2,10.4,"jonasjerebko"
"205",228,"Amir Johnson\johnsam01","PF",28,"BOS",79,76,1800,5,8.5,0.585,0.2,0.9,0.233,4.8,7.7,0.624,1.4,2.4,0.57,3.6,6.5,10.1,2.8,1,1.7,1.9,4.3,11.5,"amirjohnson"
"206",229,"Chris Johnson\johnsch04","SF",25,"UTA",70,2,857,3,8.1,0.371,1.1,4.2,0.273,1.9,4,0.474,1.4,1.8,0.81,1.1,4.4,5.5,1.9,1.3,0.8,1.7,4.2,8.6,"chrisjohnson"
"207",230,"James Johnson\johnsja01","PF",28,"TOR",57,32,926,4.4,9.3,0.475,0.8,2.6,0.303,3.7,6.8,0.54,1.5,2.6,0.574,1.1,3.8,4.9,2.6,1.1,1.3,2.1,3.3,11.2,"jamesjohnson"
"208",233,"Stanley Johnson\johnsst04","SF",19,"DET",73,6,1687,4.8,12.8,0.375,1.3,4.4,0.307,3.5,8.4,0.41,1.7,2.2,0.784,1.2,5.3,6.5,2.5,1.2,0.3,2.4,3.8,12.7,"stanleyjohnson"
"209",234,"Tyler Johnson\johnsty01","SG",23,"MIA",36,5,863,4.9,10.1,0.486,1.1,3,0.38,3.8,7.2,0.529,2.1,2.7,0.797,1.2,3.4,4.5,3.3,1,0.6,2,2.8,13.1,"tylerjohnson"
"210",235,"Wesley Johnson\johnswe01","SF",28,"LAC",80,9,1666,4.5,11.1,0.404,2.2,6.7,0.333,2.3,4.5,0.51,0.6,1,0.652,0.8,4.6,5.4,1.1,1.9,1.2,1.2,3.7,11.9,"wesleyjohnson"
"211",236,"Nikola Jokic\jokicni01","C",20,"DEN",80,55,1733,6.4,12.5,0.512,0.6,1.7,0.333,5.8,10.7,0.541,3.2,3.9,0.811,3.8,7.9,11.6,3.9,1.6,1,2.2,4.3,16.5,"nikolajokic"
"212",237,"Dahntay Jones\jonesda02","SF",35,"CLE",1,0,42,5.1,12,0.429,0.9,1.7,0.5,4.3,10.3,0.417,0,0,NA,0.9,3.4,4.3,1.7,0.9,1.7,0,5.1,11.1,"dahntayjones"
"213",238,"James Jones\jonesja02","SF",35,"CLE",48,0,463,4.5,11,0.408,3.2,8.1,0.394,1.3,3,0.447,1.6,2,0.808,0.6,3.3,3.9,1.1,0.9,0.8,1,3.9,13.8,"jamesjones"
"214",239,"Terrence Jones\joneste01","PF",24,"HOU",50,11,1044,5.7,12.7,0.452,0.9,2.7,0.316,4.9,9.9,0.49,2.7,4,0.664,2.1,5.1,7.3,1.4,0.8,1.3,1.7,3,15,"terrencejones"
"215",240,"Tyus Jones\jonesty01","PG",19,"MIN",37,0,573,3.5,9.8,0.359,1,3.3,0.302,2.5,6.5,0.388,1.8,2.5,0.718,0.4,2.5,3,6.8,1.9,0.2,2.1,2.1,9.8,"tyusjones"
"216",241,"DeAndre Jordan\jordade01","C",27,"LAC",77,77,2598,4.9,7,0.703,0,0,0,4.9,7,0.704,3.7,8.6,0.43,3.7,11,14.7,1.2,0.7,2.5,1.5,2.9,13.6,"deandrejordan"
"217",242,"Cory Joseph\josepco01","SG",24,"TOR",80,4,2046,4.5,10.3,0.439,0.5,1.9,0.273,4,8.4,0.478,2.3,3.1,0.764,0.7,3,3.7,4.4,1.1,0.4,1.8,2.3,11.9,"coryjoseph"
"218",243,"Chris Kaman\kamanch01","C",33,"POR",16,2,112,6.4,13.8,0.465,0.3,1.3,0.25,6.1,12.5,0.487,1,1,1,2.3,5.5,7.7,3.5,0.3,0.3,2.6,4.8,14.1,"chriskaman"
"219",244,"Frank Kaminsky\kaminfr01","C",22,"CHO",81,3,1708,4.5,11.1,0.41,1.4,4.3,0.337,3.1,6.8,0.455,2.3,3.1,0.73,1.5,5.6,7.1,2.1,0.8,0.9,1.2,2.7,12.8,"frankkaminsky"
"220",245,"Enes Kanter\kanteen01","C",23,"OKC",82,1,1721,8.7,15,0.576,0.2,0.4,0.476,8.5,14.6,0.579,4.2,5.3,0.797,5.2,8.7,13.9,0.7,0.5,0.7,2.4,3.5,21.7,"eneskanter"
"221",246,"Sergey Karasev\karasse01","SF",22,"BRK",40,5,399,2.7,6.7,0.405,1,3.3,0.297,1.7,3.3,0.514,2.3,2.5,0.929,0.7,4.5,5.2,3.2,0.5,0.2,2,2.4,8.8,"sergeykarasev"
"222",247,"Sasha Kaun\kaunsa01","C",30,"CLE",25,0,95,3.4,6.4,0.529,0,0,NA,3.4,6.4,0.529,1.9,4.2,0.455,4.5,5.3,9.9,1.1,1.5,1.9,2.7,4.2,8.7,"sashakaun"
