"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP","fix"
"108",114,"Luol Deng\denglu01","PF",30,"MIA",74,2394,15,0.549,0.344,0.258,5.3,15.4,10.5,9,1.6,0.9,8.9,17.4,NA,3.5,2.8,6.4,0.128,NA,1.3,0.6,1.9,2.3,"luoldeng"
"109",115,"DeMar DeRozan\derozde01","SG",26,"TOR",78,2804,21.5,0.55,0.101,0.474,2.7,11.5,7.1,20.8,1.5,0.6,9.5,29.8,NA,7.5,2.4,9.9,0.169,NA,2.7,-1.2,1.4,2.4,"demarderozan"
"110",116,"Boris Diaw\diawbo01","PF",33,"SAS",76,1386,14,0.582,0.18,0.198,4.9,13.9,9.6,18.4,1,1.2,18.9,17,NA,1.6,2.2,3.8,0.132,NA,-0.1,1.4,1.2,1.1,"borisdiaw"
"111",117,"Gorgui Dieng\dienggo01","C",26,"MIN",82,2220,17.1,0.601,0.035,0.428,8.3,22.1,15.3,10.1,2.1,3.5,16.9,16.7,NA,3.4,2.5,5.9,0.127,NA,0,2.4,2.4,2.5,"gorguidieng"
"112",118,"Spencer Dinwiddie\dinwisp01","PG",22,"DET",12,159,8.9,0.423,0.185,0.611,2.6,9.3,5.8,20.9,1,0,9.3,20.7,NA,0,0.1,0.1,0.028,NA,-3.1,-2,-5.1,-0.1,"spencerdinwiddie"
"113",119,"Toney Douglas\douglto01","PG",29,"NOP",61,1262,14.7,0.543,0.456,0.222,2.1,10.7,6.3,19.1,2.8,0.3,11.6,19.4,NA,1.6,0.9,2.5,0.094,NA,1.4,-0.9,0.5,0.8,"toneydouglas"
"114",120,"Goran Dragic\dragigo01","PG",29,"MIA",72,2363,15.5,0.537,0.234,0.189,2.7,10.4,6.6,28.7,1.5,0.6,16.3,21.9,NA,2.4,2.3,4.7,0.096,NA,1.3,-0.6,0.7,1.6,"gorandragic"
"115",121,"Andre Drummond\drumman01","C",22,"DET",81,2666,21.2,0.499,0.006,0.553,15.6,34.2,24.5,4.4,2.3,3.2,10.5,24.1,NA,2,5.5,7.4,0.133,NA,-2.1,1.6,-0.5,1,"andredrummond"
"116",122,"Jared Dudley\dudleja01","PF",30,"WAS",81,2098,11.7,0.602,0.489,0.201,2.8,12.6,7.6,11.4,1.7,0.7,13.1,12.7,NA,2.6,2,4.6,0.105,NA,0.3,0.6,1,1.6,"jareddudley"
"117",123,"Duje Dukan\dukandu01","SF",24,"SAC",1,24,4.2,0.3,0.5,0,9.1,9,9,5.6,2,0,0,17.7,NA,0,0,0,-0.057,NA,-3.9,-2.8,-6.7,0,"dujedukan"
"118",124,"Tim Duncan\duncati01","C",39,"SAS",61,1536,16.9,0.523,0.005,0.297,8.8,23.8,16.6,15.3,1.6,3.9,15.3,17.6,NA,1.6,3.6,5.2,0.163,NA,-0.8,5,4.1,2.4,"timduncan"
"119",125,"Mike Dunleavy\dunlemi02","SF",35,"CHI",31,703,9.1,0.543,0.527,0.197,1.2,11,6.2,8.1,1,1,11.3,14.4,NA,0.4,0.5,0.9,0.063,NA,-1.2,-0.9,-2.1,0,"mikedunleavy"
"120",126,"Kevin Durant\duranke01","SF",27,"OKC",72,2578,28.2,0.634,0.348,0.361,2,21.8,12.4,24.2,1.3,2.5,13.5,30.6,NA,11,3.5,14.5,0.27,NA,7,0.9,7.9,6.4,"kevindurant"
"121",127,"Cleanthony Early\earlycl01","SF",24,"NYK",17,154,2.2,0.371,0.375,0.1,2.9,15.4,9.2,5.7,0.7,1.5,17.7,14.9,NA,-0.3,0.1,-0.2,-0.075,NA,-7.1,-1.1,-8.2,-0.2,"cleanthonyearly"
"122",128,"Jarell Eddie\eddieja01","SF",24,"WAS",26,147,11,0.46,0.723,0.123,1.5,16.3,8.8,5,1.7,0.6,1.4,20.7,NA,0,0.1,0.1,0.046,NA,-1.5,-3.2,-4.7,-0.1,"jarelleddie"
"123",129,"Wayne Ellington\ellinwa01","SG",28,"BRK",76,1615,10.1,0.498,0.478,0.112,1.4,10.9,6.1,7.8,1.5,0.3,7.1,17.5,NA,0.5,0.3,0.8,0.025,NA,-0.9,-2.3,-3.2,-0.5,"wayneellington"
"124",130,"Monta Ellis\ellismo01","SG",30,"IND",81,2734,13.7,0.504,0.276,0.202,1.7,9.1,5.4,22.2,2.7,1.1,15.4,21.2,NA,0.4,3.9,4.3,0.075,NA,-0.6,0.9,0.3,1.6,"montaellis"
"125",132,"Tyler Ennis\ennisty01","PG",21,"MIL",46,654,10.7,0.51,0.209,0.182,2.3,10.7,6.6,21.9,1.9,0.1,18.6,17.1,NA,0.1,0.3,0.4,0.03,NA,-2.4,-2.3,-4.8,-0.5,"tylerennis"
"126",133,"Jeremy Evans\evansje01","SF",28,"DAL",30,251,12.6,0.62,0.333,0.438,4.8,18.8,11.8,1.2,1.2,3,10.9,11.7,NA,0.3,0.3,0.6,0.119,NA,-2.8,0.2,-2.6,0,"jeremyevans"
"127",134,"Tyreke Evans\evansty01","SG",26,"NOP",25,765,17.9,0.534,0.271,0.296,2.8,16.4,9.3,34.6,2.1,0.9,17.1,24.7,NA,0.8,0.6,1.4,0.087,NA,1.7,0,1.7,0.7,"tyrekeevans"
"128",135,"Festus Ezeli\ezelife01","C",26,"GSW",46,770,17.7,0.559,0,0.579,13.5,21.9,18,5.8,1.1,4.8,11.7,18.2,NA,1.4,1.3,2.7,0.171,NA,-1.5,1.4,-0.1,0.4,"festusezeli"
"129",136,"Kenneth Faried\farieke01","PF",26,"DEN",67,1694,21,0.577,0.003,0.355,15.1,23,19,8.1,0.9,2.9,11.2,21,NA,4,1.5,5.5,0.156,NA,1,-0.1,0.9,1.2,"kennethfaried"
"130",137,"Jordan Farmar\farmajo01","PG",29,"MEM",12,291,13.2,0.527,0.45,0.1,1.5,8.6,4.9,20.6,2.7,0.6,14.7,18.9,NA,0.2,0.2,0.4,0.064,NA,0.2,-1.4,-1.2,0.1,"jordanfarmar"
"131",138,"Derrick Favors\favorde01","PF",24,"UTA",62,1983,21.6,0.551,0.005,0.313,10,19.6,14.8,8.9,2,3.9,10.1,23.9,NA,3.8,3.4,7.1,0.173,NA,0.4,2.3,2.7,2.3,"derrickfavors"
"132",139,"Cristiano Felicio\feliccr01","C",23,"CHI",31,321,17.6,0.601,0.056,0.486,10,23.1,16.7,12.1,0.9,3,12.9,13.7,NA,0.7,0.4,1.2,0.175,NA,-0.5,1.4,0.9,0.2,"cristianofelicio"
"133",140,"Raymond Felton\feltora01","PG",31,"DAL",80,2192,11.9,0.502,0.312,0.258,1.8,11.1,6.5,20.3,1.6,0.6,13.7,18.4,NA,1,1.7,2.7,0.059,NA,-1.1,0.2,-0.9,0.6,"raymondfelton"
"134",141,"Evan Fournier\fournev01","SF",23,"ORL",79,2566,14.6,0.587,0.42,0.256,1.4,8.4,4.9,12.8,1.9,0.1,11.4,20.1,NA,4,1.7,5.7,0.106,NA,2.1,-1.5,0.7,1.7,"evanfournier"
"135",146,"Danilo Gallinari\gallida01","SF",27,"DEN",53,1839,19,0.582,0.341,0.617,3.1,14,8.5,11.8,1.1,0.8,8,23,NA,5.5,0.9,6.3,0.165,NA,2.9,-1.8,1.2,1.5,"danilogallinari"
"136",147,"Langston Galloway\gallola01","PG",24,"NYK",82,2033,11.7,0.49,0.381,0.194,2.3,13,7.7,15.7,1.9,0.8,8.7,15.6,NA,1.4,1.8,3.3,0.077,NA,-0.4,0.1,-0.4,0.8,"langstongalloway"
"137",148,"Kevin Garnett\garneke01","PF",39,"MIN",38,556,12.3,0.491,0.009,0.183,3.2,27.9,15.7,16.4,2.5,1.5,11.4,11.3,NA,0.4,0.7,1.1,0.092,NA,-2.5,2.5,0,0.3,"kevingarnett"
"138",149,"Marc Gasol\gasolma01","C",31,"MEM",52,1791,17.7,0.528,0.004,0.347,3.5,20.2,11.5,18.9,1.4,3.6,12.7,23.4,NA,1.8,1.9,3.7,0.098,NA,-0.7,1.7,1,1.3,"marcgasol"
"139",150,"Pau Gasol\gasolpa01","C",35,"CHI",72,2291,21.7,0.529,0.069,0.29,7.3,28.7,18.2,21.7,0.9,4.7,12.8,24.6,NA,3.2,3.9,7.1,0.149,NA,0.5,3.5,4,3.5,"paugasol"
"140",151,"Rudy Gay\gayru01","SF",29,"SAC",70,2379,15.5,0.538,0.214,0.252,4.7,15.9,10.4,8,2,1.7,11.1,22.4,NA,1.8,2.1,3.8,0.078,NA,-0.4,0.1,-0.4,1,"rudygay"
"141",152,"Alonzo Gee\geeal01","SF",28,"NOP",73,1632,8.4,0.572,0.235,0.259,3.9,13,8.3,6.2,1.9,0.7,16.2,9.2,NA,1,0.9,1.9,0.056,NA,-1.8,1,-0.8,0.5,"alonzogee"
"142",153,"Paul George\georgpa01","SF",25,"IND",81,2819,20.9,0.557,0.391,0.364,3.1,18.7,10.9,20.3,2.7,0.8,13.6,30.4,NA,4.4,4.8,9.2,0.157,NA,3.5,1,4.5,4.6,"paulgeorge"
"143",154,"Taj Gibson\gibsota01","PF",30,"CHI",73,1936,15.7,0.556,0.006,0.292,11.4,15.9,13.7,8.3,1.2,2.9,12.1,14.6,NA,3.2,2.2,5.4,0.133,NA,-0.1,1.7,1.6,1.7,"tajgibson"
"144",155,"Manu Ginobili\ginobma01","SG",38,"SAS",58,1134,17.8,0.573,0.411,0.257,2.7,11.7,7.3,23.6,3,0.8,17,23.6,NA,1.5,2.3,3.8,0.16,NA,2.3,1.3,3.6,1.6,"manuginobili"
"145",156,"Rudy Gobert\goberru01","C",23,"UTA",61,1932,17.5,0.582,0,0.799,12.6,27.7,20.2,7.4,1.2,5.9,19.2,14.2,NA,2.6,3.8,6.4,0.16,NA,-1.1,4.8,3.7,2.8,"rudygobert"
"146",157,"Drew Gooden\goodedr01","PF",34,"WAS",30,305,7.5,0.376,0.398,0.136,10.1,21.3,15.6,6,1.3,2.9,10.6,17.5,NA,-0.4,0.4,0,-0.005,NA,-5.1,0.1,-5,-0.2,"drewgooden"
"147",158,"Archie Goodwin\goodwar01","PG",21,"PHO",57,1114,11.1,0.498,0.235,0.457,2.6,11.5,6.9,17.2,1.2,1,16.5,23.2,NA,-0.4,0.5,0.1,0.004,NA,-2.9,-1.7,-4.6,-0.7,"archiegoodwin"
"148",159,"Aaron Gordon\gordoaa01","PF",20,"ORL",78,1863,17,0.541,0.245,0.333,9,21.3,15.1,10.3,1.6,2.4,9,17.3,NA,3.2,2.2,5.4,0.139,NA,0.6,1.2,1.8,1.8,"aarongordon"
"149",160,"Eric Gordon\gordoer01","SG",27,"NOP",45,1481,13.5,0.565,0.533,0.226,0.7,6.9,3.7,12.7,1.4,0.8,10.7,20.3,NA,1.7,0.4,2.1,0.069,NA,1.6,-2.2,-0.6,0.5,"ericgordon"
"150",161,"Marcin Gortat\gortama01","C",31,"WAS",75,2256,19,0.592,0.001,0.271,10.8,26.3,18.4,7.5,1,3.4,12.4,18.9,NA,4.2,3.1,7.3,0.156,NA,-0.5,1.7,1.2,1.8,"marcingortat"
"151",162,"Andrew Goudelock\goudean01","PG",27,"HOU",8,50,12.4,0.506,0.45,0.2,2.2,2.2,2.2,13.3,5.9,3.3,24.3,24.8,NA,-0.1,0.1,0,-0.033,NA,-4.1,0.6,-3.6,0,"andrewgoudelock"
"152",163,"Jerami Grant\grantje01","SF",21,"PHI",77,2066,12.6,0.506,0.244,0.538,5,14.3,9.5,10.4,1.3,4.7,12.9,18,NA,0.5,1.6,2.1,0.05,NA,-2.6,1.3,-1.3,0.4,"jeramigrant"
"153",164,"Jerian Grant\grantje02","PG",23,"NYK",76,1265,11.2,0.479,0.256,0.315,2,10.2,6.2,21.8,2,0.6,16.3,19,NA,-0.2,1,0.8,0.03,NA,-2.3,-1.1,-3.4,-0.5,"jeriangrant"
"154",165,"Danny Green\greenda02","SG",28,"SAS",79,2062,10.5,0.492,0.622,0.082,2.7,13.6,8.4,9.3,2,2.4,11.4,14.6,NA,0.2,4.1,4.2,0.099,NA,-0.2,3,2.7,2.5,"dannygreen"
"155",166,"Draymond Green\greendr01","PF",25,"GSW",81,2808,19.3,0.587,0.315,0.402,5.5,23,14.7,29,2,3,21.2,18.8,NA,6,5.1,11.1,0.19,NA,2,3.9,5.8,5.5,"draymondgreen"
"156",168,"Gerald Green\greenge01","SG",30,"MIA",69,1557,10.1,0.491,0.443,0.157,1.9,9.7,5.9,5.6,1.3,0.9,6.8,19.8,NA,0.3,1.4,1.7,0.052,NA,-1.2,-1.8,-3,-0.4,"geraldgreen"
"157",169,"JaMychal Green\greenja01","PF",25,"MEM",78,1446,14.6,0.52,0.091,0.277,10.5,19.3,14.7,7.7,1.6,2.1,13,19.8,NA,1.2,1.4,2.6,0.086,NA,-1.6,-0.3,-1.9,0,"jamychalgreen"
"158",171,"Blake Griffin\griffbl01","PF",26,"LAC",35,1170,22.1,0.544,0.03,0.322,4.8,22.3,13.7,27.2,1.2,1.1,10.8,29.8,NA,2.2,1.6,3.8,0.156,NA,1.7,1.6,3.3,1.6,"blakegriffin"
"159",172,"Jorge Gutierrez\gutiejo01","PG",27,"CHO",12,63,19.1,0.694,0.182,1,0,12.3,6.1,40.3,2.4,0,27.5,15.6,NA,0.2,0.1,0.3,0.201,NA,-0.8,-2.4,-3.2,0,"jorgegutierrez"
"160",174,"Jordan Hamilton\hamiljo02","SF",25,"NOP",11,304,12.4,0.499,0.388,0.181,4.2,18.9,11.3,12.9,1.3,0.8,12,20.7,NA,0,0.2,0.2,0.03,NA,-1.2,-1,-2.2,0,"jordanhamilton"
"161",175,"Tyler Hansbrough\hansbty01","PF",30,"CHO",44,343,12.5,0.522,0.042,0.915,12.6,15.8,14.2,3.5,1.8,1.7,10.8,14.7,NA,0.5,0.5,1,0.134,NA,-2.6,-0.1,-2.7,-0.1,"tylerhansbrough"
"162",176,"Tim Hardaway\hardati02","SG",23,"ATL",51,864,11.7,0.563,0.536,0.211,0.9,9.8,5.4,8.9,1.2,0.6,7.4,16.2,NA,0.9,1,1.9,0.105,NA,-0.9,-1.2,-2.1,0,"timhardaway"
"163",177,"James Harden\hardeja01","SG",26,"HOU",82,3125,25.3,0.598,0.406,0.518,2.2,15.6,8.8,35.4,2.2,1.4,15.9,32.5,NA,10.7,2.6,13.3,0.204,NA,7.1,-0.4,6.7,6.9,"jamesharden"
"164",178,"Maurice Harkless\harklma01","SF",22,"POR",78,1457,13.3,0.541,0.341,0.27,7.5,13.3,10.4,6.9,1.7,1.9,11.9,15.6,NA,1.6,1.3,2.9,0.096,NA,-0.4,0.2,-0.2,0.7,"mauriceharkless"
"165",179,"Justin Harper\harpeju01","PF",26,"DET",5,35,6.9,0.597,0.9,0.2,0,3.2,1.6,0,1.4,0,15.5,16,NA,0,0,0,0.039,NA,-1.3,-3.3,-4.6,0,"justinharper"
"166",180,"Montrezl Harrell\harremo01","PF",22,"HOU",39,379,14.6,0.635,0.011,0.511,7.2,11.7,9.5,7.2,1.4,2.4,13.4,14.5,NA,0.7,0.2,0.9,0.118,NA,-1.2,-0.7,-1.9,0,"montrezlharrell"
"167",181,"Devin Harris\harride01","PG",32,"DAL",64,1280,13.1,0.559,0.422,0.374,1.5,10.3,5.9,14.5,2.4,0.8,13.2,17.9,NA,1.2,1.3,2.5,0.095,NA,-0.1,0.4,0.3,0.7,"devinharris"
"168",182,"Gary Harris\harriga01","SG",21,"DEN",76,2439,12.7,0.566,0.388,0.174,2.4,7.7,5,9.5,2,0.6,10.6,16.5,NA,2.8,1.2,4,0.079,NA,0.9,-0.7,0.2,1.3,"garyharris"
"169",183,"Joe Harris\harrijo01","SG",24,"CLE",5,15,3.4,0.375,1,0,0,22.5,11.3,18.2,0,0,20,15.1,NA,0,0,0,-0.032,NA,-5,-1.6,-6.6,0,"joeharris"
"170",185,"Aaron Harrison\harriaa01","SG",21,"CHO",21,93,4.3,0.371,0.526,0.632,4.7,13.1,8.8,3,3.2,0,14.1,13.7,NA,-0.2,0.1,0,-0.014,NA,-5.6,0.1,-5.5,-0.1,"aaronharrison"
"171",186,"Udonis Haslem\hasleud01","PF",35,"MIA",37,260,9.1,0.434,0.148,0.262,4.5,27.4,16.3,7.6,1,0.6,6.8,12.8,NA,0,0.4,0.4,0.072,NA,-4.6,0.1,-4.5,-0.2,"udonishaslem"
"172",187,"Spencer Hawes\hawessp01","PF",27,"CHO",57,1035,12.4,0.508,0.333,0.212,5.3,20.6,12.9,16.3,1.1,2.1,14.8,17.1,NA,0.6,1.4,1.9,0.09,NA,-1.9,1.3,-0.6,0.4,"spencerhawes"
"173",188,"Chuck Hayes\hayesch01","C",32,"HOU",2,24,1.6,0.694,0,1,0,37,18.4,11.3,0,0,51,10.5,NA,0,0,0,-0.016,NA,-8.9,-0.6,-9.4,0,"chuckhayes"
"174",189,"Gordon Hayward\haywago01","SF",25,"UTA",80,2893,18.3,0.559,0.341,0.397,2.5,13.5,8,18.2,1.7,0.8,12.5,25.7,NA,5.5,3.4,8.9,0.147,NA,2.6,-0.1,2.5,3.3,"gordonhayward"
"175",190,"Gerald Henderson\hendege02","SG",28,"POR",72,1431,12.9,0.526,0.257,0.276,2.3,13.7,8,8.2,1.4,1,10.3,20.2,NA,1,1,2,0.068,NA,-1.9,-1.4,-3.3,-0.5,"geraldhenderson"
"176",191,"John Henson\hensojo01","C",25,"MIL",57,960,18.6,0.58,0.003,0.402,10.4,15.8,13.2,9,1,9.7,15.7,19.1,NA,1.2,1.1,2.3,0.117,NA,-1.5,3.1,1.6,0.9,"johnhenson"
"177",192,"Mario Hezonja\hezonma01","SF",20,"ORL",79,1413,9.4,0.541,0.459,0.129,2.2,11.8,6.9,11.2,1.4,1,18,16.9,NA,-0.1,1,0.9,0.029,NA,-1.9,-0.9,-2.8,-0.3,"mariohezonja"
"178",193,"Roy Hibbert\hibbero01","C",29,"LAL",81,1878,11.2,0.507,0.005,0.353,7.3,15.8,11.4,8,0.9,4.6,13.8,12.9,NA,1.1,1,2.2,0.056,NA,-3.1,1.9,-1.3,0.3,"royhibbert"
"179",195,"Nene Hilario\hilarne01","PF",33,"WAS",57,1094,16.8,0.564,0.008,0.482,5.2,21.6,13.2,14.1,2.4,1.9,14,21.6,NA,1.1,1.6,2.7,0.12,NA,-1.6,1.8,0.2,0.6,"nenehilario"
"180",196,"George Hill\hillge01","PG",29,"IND",74,2524,13.2,0.555,0.425,0.203,2.5,10.3,6.5,15.5,1.6,0.5,11.1,15.8,NA,3.4,2.8,6.2,0.118,NA,1.1,0.5,1.5,2.2,"georgehill"
"181",197,"Jordan Hill\hilljo01","C",28,"IND",73,1513,16.4,0.534,0.002,0.228,11.3,21.2,16.3,9.5,1.2,2,13.2,20.3,NA,1.6,2.3,3.9,0.124,NA,-1.7,0.9,-0.7,0.5,"jordanhill"
"182",198,"Solomon Hill\hillso01","SF",24,"IND",59,866,12.2,0.543,0.356,0.202,4.9,15.9,10.5,9.6,2.1,1,12.7,13.2,NA,0.8,1.3,2.1,0.117,NA,-1.3,1.3,0,0.4,"solomonhill"
"183",199,"Darrun Hilliard\hillida01","SG",22,"DET",38,383,10.7,0.511,0.382,0.305,1.4,11.9,6.4,10.9,1.2,0.2,11.3,19.1,NA,0.2,0.3,0.5,0.066,NA,-2,-1.6,-3.6,-0.2,"darrunhilliard"
"184",201,"Jrue Holiday\holidjr01","PG",25,"NOP",65,1831,19.7,0.529,0.277,0.231,1.6,10.5,5.9,37.3,2.4,1,14,28.9,NA,2.2,1.2,3.4,0.089,NA,3.1,-1.3,1.7,1.7,"jrueholiday"
"185",204,"Rondae Hollis-Jefferson\holliro01","SF",21,"BRK",29,615,14.2,0.519,0.101,0.377,7,21.4,14.1,10.1,3.2,2.1,13.9,13.5,NA,0.5,0.7,1.2,0.094,NA,-1.4,2.6,1.2,0.5,"rondaehollisjefferson"
"186",205,"Richaun Holmes\holmeri01","PF",22,"PHI",51,702,15.9,0.564,0.198,0.333,9.3,11.7,10.5,8,1.3,4.3,11.2,17.9,NA,1,0.5,1.5,0.103,NA,-1,0,-0.9,0.2,"richaunholmes"
"187",206,"Rodney Hood\hoodro01","SG",23,"UTA",79,2541,14.1,0.542,0.462,0.206,1.8,10.5,6.1,14.4,1.5,0.5,10.5,21.5,NA,3.4,2.5,6,0.112,NA,1.6,-0.9,0.7,1.7,"rodneyhood"
"188",207,"Al Horford\horfoal01","C",29,"ATL",82,2631,19.4,0.565,0.244,0.123,6.3,18.2,12.4,16.7,1.3,3.6,8.8,20.6,NA,4.9,4.5,9.4,0.172,NA,1.5,2.6,4.1,4.1,"alhorford"
"189",208,"Dwight Howard\howardw01","C",30,"HOU",71,2280,18.9,0.604,0.01,0.79,11.4,29.1,20.2,7,1.5,4.1,17,18.4,NA,3.5,3.1,6.6,0.138,NA,-1.1,1.8,0.6,1.5,"dwighthoward"
"190",209,"Marcelo Huertas\huertma01","PG",32,"LAL",53,869,10.4,0.488,0.265,0.126,2.2,9.2,5.6,33.9,1.5,0.6,24.8,16.3,NA,-0.2,0.1,-0.1,-0.006,NA,-3.1,-2.9,-6,-0.9,"marcelohuertas"
"191",210,"Josh Huestis\huestjo01","PF",24,"OKC",5,55,6.7,0.509,0.5,0.333,4.2,15,9.9,0,0.9,2.8,17.9,13,NA,0,0.1,0,0.01,NA,-4.9,-2.5,-7.4,-0.1,"joshhuestis"
"192",212,"R.J. Hunter\hunterj01","SG",22,"BOS",36,315,7.7,0.48,0.643,0.071,0.7,12,6.2,5.9,2.2,1,9.8,15.1,NA,-0.1,0.4,0.3,0.045,NA,-3.1,-0.4,-3.5,-0.1,"rjhunter"
"193",213,"Serge Ibaka\ibakase01","PF",26,"OKC",78,2500,13.9,0.533,0.212,0.139,6.5,16.2,11.6,3.9,0.8,4.5,10.5,17.6,NA,2.5,3,5.5,0.105,NA,-1.1,1,-0.1,1.2,"sergeibaka"
"194",214,"Andre Iguodala\iguodan01","SF",32,"GSW",65,1732,12.2,0.565,0.418,0.226,3.4,12.4,8.2,16.3,2,0.8,16.3,12.1,NA,2.3,2.1,4.4,0.122,NA,0.3,1.3,1.6,1.6,"andreiguodala"
"195",216,"Joe Ingles\inglejo01","SF",28,"UTA",81,1241,10.3,0.572,0.722,0.062,1.8,12.4,7.1,12.1,2.3,0.3,17.9,13.5,NA,0.7,1.6,2.3,0.089,NA,-0.3,0.4,0.1,0.7,"joeingles"
"196",217,"Damien Inglis\inglida01","SF",20,"MIL",20,156,6.7,0.444,0.351,0.216,1.5,21.1,11.4,9,2,1.6,21.4,14.9,NA,-0.2,0.2,-0.1,-0.024,NA,-6.1,-0.3,-6.4,-0.2,"damieninglis"
"197",218,"Kyrie Irving\irvinky01","PG",23,"CLE",53,1667,19.9,0.54,0.298,0.217,3,7.6,5.3,26.6,1.7,0.9,11.4,29.5,NA,3.2,1.7,5,0.143,NA,3,-1.4,1.6,1.5,"kyrieirving"
"198",219,"Jarrett Jack\jackja01","PG",32,"BRK",32,1027,14.5,0.505,0.285,0.313,1,14.1,7.4,35,1.7,0.6,18.8,21.7,NA,0.5,0.4,0.9,0.043,NA,0,-1.4,-1.4,0.2,"jarrettjack"
"199",220,"Reggie Jackson\jacksre01","PG",25,"DET",79,2424,19.6,0.535,0.268,0.271,2.5,9.1,5.7,36.3,1.2,0.3,13.8,29.1,NA,4.9,1.9,6.9,0.136,NA,3.9,-1.6,2.3,2.6,"reggiejackson"
"200",221,"LeBron James\jamesle01","SF",31,"CLE",76,2709,27.5,0.588,0.199,0.347,4.7,18.8,11.8,36,2,1.5,13.2,31.4,NA,9.6,4,13.6,0.242,NA,6.9,2.3,9.1,7.6,"lebronjames"
"201",222,"Al Jefferson\jeffeal01","C",31,"CHO",47,1096,18.2,0.507,0,0.22,5.6,24.6,15,11.8,1.4,3,5.8,24.2,NA,1,1.8,2.8,0.123,NA,-2.3,1.2,-1.1,0.2,"aljefferson"
"202",223,"Cory Jefferson\jeffeco01","PF",25,"PHO",8,50,12.7,0.446,0.045,0.273,12.7,22.2,17.4,0,0,1.6,0,21,NA,0,0,0.1,0.07,NA,-6.1,-7.7,-13.8,-0.1,"coryjefferson"
"203",224,"Richard Jefferson\jefferi01","SF",35,"CLE",74,1326,9.7,0.585,0.554,0.279,1.3,9.6,5.5,6.4,1.3,0.9,10.9,13.4,NA,1.4,1.3,2.7,0.099,NA,-0.5,-0.3,-0.8,0.4,"richardjefferson"
"204",227,"Jonas Jerebko\jerebjo01","PF",28,"BOS",78,1176,10.3,0.531,0.378,0.273,6.8,19.4,13,7.4,0.8,1.6,14,13.5,NA,0.9,1.5,2.4,0.097,NA,-2.5,0.4,-2,0,"jonasjerebko"
"205",228,"Amir Johnson\johnsam01","PF",28,"BOS",79,1800,16,0.602,0.101,0.284,10.3,19.6,14.9,11.4,1.4,3.6,16.4,13.6,NA,3,2.9,5.9,0.158,NA,-0.2,3.2,3,2.3,"amirjohnson"
"206",229,"Chris Johnson\johnsch04","SF",25,"UTA",70,857,8.2,0.482,0.51,0.216,3.7,14.3,9,8,2,2,15.8,13.6,NA,-0.1,1.2,1.1,0.059,NA,-2.7,1.3,-1.4,0.1,"chrisjohnson"
"207",230,"James Johnson\johnsja01","PF",28,"TOR",57,926,11.4,0.532,0.275,0.283,3.5,11.9,7.8,11.4,1.6,2.9,16.7,15.9,NA,0.3,1,1.3,0.068,NA,-1.7,1,-0.6,0.3,"jamesjohnson"
"208",233,"Stanley Johnson\johnsst04","SF",19,"DET",73,1687,8.7,0.46,0.342,0.17,3.6,16.7,9.9,10.8,1.6,0.5,15,19.6,NA,-1.3,1.9,0.6,0.018,NA,-3.1,0.5,-2.6,-0.2,"stanleyjohnson"
"209",234,"Tyler Johnson\johnsty01","SG",23,"MIA",36,863,13.8,0.579,0.292,0.263,3.8,10.3,7.2,13.9,1.4,1.2,14.8,16.8,NA,1.2,0.9,2,0.113,NA,0.4,0,0.4,0.5,"tylerjohnson"
"210",235,"Wesley Johnson\johnswe01","SF",28,"LAC",80,1666,11,0.513,0.6,0.089,2.5,13.6,8.1,4.4,2.7,2.6,9.2,16,NA,0,2.7,2.6,0.076,NA,-1.3,1.8,0.5,1,"wesleyjohnson"
"211",236,"Nikola Jokic\jokicni01","C",20,"DEN",80,1733,21.5,0.582,0.14,0.317,11.4,24.7,17.9,18.1,2.3,2.3,13.2,19.9,NA,4.5,2.2,6.7,0.185,NA,2.6,2.2,4.8,3,"nikolajokic"
"212",237,"Dahntay Jones\jonesda02","SF",35,"CLE",1,42,10.3,0.464,0.143,0,2.7,10.7,6.7,7.3,1.2,3.9,0,15.1,NA,0,0.1,0.1,0.096,NA,-3.1,0.9,-2.2,0,"dahntayjones"
"213",238,"James Jones\jonesja02","SF",35,"CLE",48,463,11.6,0.58,0.732,0.183,2,10.2,6.1,4.5,1.2,1.8,7.8,16.2,NA,0.7,0.5,1.2,0.12,NA,0.3,-1.3,-1,0.1,"jamesjones"
"214",239,"Terrence Jones\joneste01","PF",24,"HOU",50,1044,13.5,0.519,0.215,0.316,6.5,15.9,11.1,6.3,1.1,3.1,10.5,19.3,NA,0.8,0.7,1.5,0.068,NA,-2.4,-1,-3.4,-0.4,"terrencejones"
"215",240,"Tyus Jones\jonesty01","PG",19,"MIN",37,573,11.2,0.45,0.34,0.25,1.4,8,4.8,27.7,2.7,0.4,16,16.1,NA,0,0.3,0.3,0.027,NA,-1.7,-2,-3.7,-0.3,"tyusjones"
"216",241,"DeAndre Jordan\jordade01","C",27,"LAC",77,2598,20.6,0.628,0.002,1.219,11.4,32.7,22.2,5.3,1,5.4,12.1,15.4,NA,6,5.5,11.5,0.213,NA,-0.4,3.8,3.4,3.5,"deandrejordan"
