"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","X","ORtg","DRtg","fix"
"303",339,"Kelly Olynyk\olynyke01","C",24,"BOS",69,8,1395,8.8,19.4,0.455,3,7.3,0.405,5.9,12.1,0.486,3.4,4.5,0.75,2.5,7.3,9.8,3.7,1.8,1.2,2.6,5.7,24,NA,110,103,"kellyolynyk"
"304",340,"Kelly Oubre\oubreke01","SF",20,"WAS",63,9,671,6.5,15.3,0.427,1.8,5.7,0.316,4.7,9.6,0.492,2.3,3.6,0.633,1.8,7.8,9.7,0.9,1.6,0.5,2.5,7.3,17.1,NA,93,106,"kellyoubre"
"305",341,"Zaza Pachulia\pachuza01","C",31,"DAL",76,69,2004,5.6,11.9,0.466,0,0.1,0,5.6,11.9,0.469,5.4,7,0.768,6.3,11.9,18.2,3.3,1.6,0.6,3,4.6,16.5,NA,113,104,"zazapachulia"
"306",342,"Kostas Papanikolaou\papanko01","SF",25,"DEN",26,6,294,4.1,11.3,0.364,1.7,5.5,0.313,2.4,5.8,0.412,1.5,2.4,0.643,1.4,5.5,6.8,2.7,2.2,0.9,3.6,4.1,11.4,NA,83,109,"kostaspapanikolaou"
"307",343,"Jabari Parker\parkeja01","PF",20,"MIL",76,72,2408,9.4,19,0.493,0.2,0.7,0.257,9.2,18.3,0.502,3.7,4.8,0.768,2.6,5.8,8.4,2.7,1.5,0.6,2.5,3.3,22.6,NA,106,111,"jabariparker"
"308",344,"Tony Parker\parketo01","PG",33,"SAS",72,72,1980,9,18.4,0.493,0.7,1.7,0.415,8.4,16.7,0.501,3.4,4.4,0.76,0.4,4.1,4.6,9.8,1.4,0.3,3.4,2.9,22.2,NA,109,103,"tonyparker"
"309",345,"Chandler Parsons\parsoch01","SF",27,"DAL",61,51,1799,9.1,18.4,0.492,2.9,7.1,0.414,6.1,11.3,0.54,2.6,3.8,0.684,0.8,7.2,8.1,4.8,1.3,0.6,2.7,3.2,23.7,NA,110,108,"chandlerparsons"
"310",346,"Lamar Patterson\pattela01","SG",24,"ATL",35,0,395,3.5,10,0.35,1.5,6.1,0.245,2,3.9,0.516,2,2.8,0.727,0.5,5.8,6.3,4.9,1.1,0.3,2.9,5.6,10.5,NA,89,105,"lamarpatterson"
"311",347,"Patrick Patterson\pattepa01","PF",26,"TOR",79,0,2020,5.2,12.6,0.414,2.7,7.5,0.362,2.5,5.1,0.49,0.7,0.9,0.853,2,6.8,8.7,2.4,1.4,0.8,1.7,3.3,13.9,NA,108,107,"patrickpatterson"
"312",348,"Chris Paul\paulch01","PG",30,"LAC",74,74,2420,10.7,23.1,0.462,2.5,6.8,0.371,8.1,16.3,0.501,6.1,6.8,0.896,0.8,5.6,6.4,15.3,3.1,0.3,4,3.8,29.9,NA,119,103,"chrispaul"
"313",349,"Adreian Payne\paynead01","PF",24,"MIN",52,2,486,5.5,15,0.366,0.9,3.3,0.281,4.6,11.7,0.389,1.8,2.7,0.654,2.1,9.4,11.5,3,1.7,1.1,3.7,8,13.7,NA,81,108,"adreianpayne"
"314",350,"Cameron Payne\payneca01","PG",21,"OKC",57,1,698,8.1,19.8,0.41,2.6,7.9,0.324,5.5,11.9,0.467,1.4,1.7,0.792,0.6,5.4,6,7.7,2.6,0.4,3.1,5.7,20.1,NA,104,105,"cameronpayne"
"315",351,"Elfrid Payton\paytoel01","PG",21,"ORL",73,69,2145,7.4,17,0.436,0.7,2.1,0.326,6.7,14.9,0.451,2.6,4.4,0.589,1.8,4.3,6.1,10.9,2.1,0.5,4.1,3.7,18.1,NA,100,108,"elfridpayton"
"316",352,"Nikola Pekovic\pekovni01","C",30,"MIN",12,3,156,6.1,16.2,0.38,0,0,NA,6.1,16.2,0.38,5.2,6.5,0.8,2.3,4.5,6.8,3.6,0.3,0,2.9,7.1,17.4,NA,94,115,"nikolapekovic"
"317",353,"Kendrick Perkins\perkike01","C",31,"NOP",37,5,542,3.7,6.9,0.533,0,0,NA,3.7,6.9,0.533,1,2.3,0.44,2.3,9.4,11.7,2.8,1,1,3.8,5.9,8.3,NA,86,109,"kendrickperkins"
"318",354,"Paul Pierce\piercpa01","SF",38,"LAC",68,38,1231,5.9,16.2,0.363,3.1,9.9,0.31,2.8,6.3,0.445,2.2,2.7,0.818,0.5,7.1,7.6,2.9,1.3,0.7,2.4,5.3,17,NA,93,105,"paulpierce"
"319",355,"Tibor Pleiss\pleisti01","C",26,"UTA",12,0,82,7.1,16.1,0.44,0,1.3,0,7.1,14.8,0.478,1.3,1.3,1,3.9,5.8,9.6,1.3,0.6,1.3,5.1,12.2,15.4,NA,82,106,"tiborpleiss"
"320",356,"Mason Plumlee\plumlma01","C",25,"POR",82,82,2084,6.4,12.4,0.516,0,0.1,0,6.4,12.3,0.52,5.2,8,0.642,4.8,10.2,15.1,5.4,1.6,2,3.7,6.1,18,NA,112,104,"masonplumlee"
"321",357,"Miles Plumlee\plumlmi01","C",27,"MIL",61,14,870,8.2,13.6,0.601,0,0,NA,8.2,13.6,0.601,2,3.5,0.576,5.5,8.1,13.6,0.9,1.2,2.9,2.3,4.3,18.4,NA,115,107,"milesplumlee"
"322",358,"Otto Porter\porteot01","SF",22,"WAS",75,73,2276,7.3,15.4,0.473,2.1,5.7,0.367,5.2,9.6,0.536,2,2.7,0.754,2.1,6.3,8.4,2.6,2.2,0.7,1.5,3.5,18.7,NA,112,105,"ottoporter"
"323",359,"Bobby Portis\portibo01","PF",20,"CHI",62,4,1102,8.5,19.8,0.427,0.7,2.4,0.308,7.7,17.5,0.443,2.2,3,0.727,5.6,9.7,15.3,2.4,1.1,1,2.5,4.5,19.8,NA,100,106,"bobbyportis"
"324",360,"Kristaps Porzingis\porzikr01","PF",20,"NYK",72,72,2047,9.4,22.2,0.421,2,6.1,0.333,7.3,16.1,0.454,5,6,0.838,3.3,9.9,13.2,2.4,1.3,3.4,3,5.1,25.8,NA,103,103,"kristapsporzingis"
"325",361,"Dwight Powell\poweldw01","PF",24,"DAL",69,2,992,7.5,15.2,0.493,0.1,0.8,0.125,7.4,14.4,0.514,5.4,7.3,0.739,4.3,9.7,14,2.3,1.8,1.2,2.1,6.1,20.5,NA,114,104,"dwightpowell"
"326",362,"Norman Powell\powelno01","SG",22,"TOR",49,24,725,6.9,16.3,0.424,2.6,6.3,0.404,4.3,10,0.436,3.1,3.8,0.811,1.1,6.8,7.9,3.4,2.1,0.7,2.3,4.2,19.5,NA,107,105,"normanpowell"
"327",364,"Ronnie Price\pricero01","PG",32,"PHO",62,18,1211,4.7,12.1,0.384,2.7,7.9,0.347,1.9,4.3,0.453,1.2,1.6,0.756,1,3,4,5.9,3,0.5,2.8,6.5,13.3,NA,102,108,"ronnieprice"
"328",365,"Pablo Prigioni\prigipa01","PG",38,"LAC",59,3,823,3.3,9,0.374,1.7,5.8,0.295,1.6,3.2,0.519,0.4,0.5,0.875,2.3,4.6,6.9,7.9,3.2,0.1,3,5,8.8,NA,103,104,"pabloprigioni"
"329",366,"Tayshaun Prince\princta01","SF",35,"MIN",77,44,1462,3.5,7.9,0.445,0.1,0.8,0.174,3.4,7.1,0.476,0.4,0.7,0.684,1.1,4,5.1,2.5,1.2,0.4,0.9,2.1,7.6,NA,100,113,"tayshaunprince"
"330",367,"Julius Randle\randlju01","PF",21,"LAL",81,60,2286,7.9,18.3,0.429,0.2,0.8,0.278,7.6,17.6,0.436,4.2,5.9,0.715,3.8,14.4,18.2,3.2,1.2,0.6,3.3,5.3,20.2,NA,97,108,"juliusrandle"
"331",368,"Zach Randolph\randoza01","PF",34,"MEM",68,53,2016,11,23.2,0.475,0.2,0.7,0.231,10.8,22.5,0.482,4.4,5.5,0.796,4.6,8.9,13.5,3.6,1.1,0.3,2.7,3.7,26.5,NA,107,109,"zachrandolph"
"332",369,"J.J. Redick\redicjj01","SG",31,"LAC",75,75,2097,10.1,21,0.48,4.8,10.1,0.475,5.3,11,0.484,4.3,4.9,0.888,0.2,3.1,3.3,2.5,1,0.1,1.9,3.2,29.3,NA,118,109,"jjredick"
"333",370,"Willie Reed\reedwi02","C",25,"BRK",39,2,426,9,15.7,0.571,0,0,NA,9,15.7,0.571,3.5,6.5,0.545,5.8,8.6,14.4,1.2,0.7,3.5,1.9,5.6,21.5,NA,116,108,"williereed"
"334",371,"Josh Richardson\richajo01","SG",22,"MIA",52,2,1107,5.7,12.6,0.452,2.5,5.3,0.461,3.2,7.3,0.446,1.9,2.9,0.667,1,4,5,3.4,1.7,1.2,1.6,5,15.8,NA,112,106,"joshrichardson"
"335",372,"Austin Rivers\riverau01","SG",23,"LAC",67,7,1464,7.7,17.7,0.438,2.1,6.3,0.335,5.6,11.3,0.495,2.7,4,0.681,0.8,3.7,4.4,3.4,1.6,0.3,2.1,4.7,20.3,NA,101,107,"austinrivers"
"336",373,"Andre Roberson\roberan03","SG",24,"OKC",70,70,1553,4.3,8.8,0.496,1,3.3,0.311,3.3,5.5,0.608,1.1,1.7,0.611,2.5,5.5,8,1.5,1.7,1.3,1.1,4.3,10.8,NA,119,106,"andreroberson"
"337",375,"Glenn Robinson\robingl02","SF",22,"IND",45,4,508,6.4,14.8,0.43,1.4,3.6,0.378,5,11.1,0.447,2.6,3.8,0.692,1.2,5.5,6.6,2.5,1.7,0.9,1.8,2.1,16.7,NA,102,105,"glennrobinson"
"338",376,"Nate Robinson\robinna01","PG",31,"NOP",2,1,23,0,2.2,0,0,2.2,0,0,0,NA,0,0,NA,0,0,0,8.6,2.2,0,0,10.8,0,NA,121,113,"naterobinson"
"339",377,"Thomas Robinson\robinth01","PF",24,"BRK",71,7,917,7.1,16,0.447,0,0.1,0,7.1,15.9,0.448,2.6,6,0.431,7.5,12.3,19.7,2.5,2.1,2,3.8,6.1,16.9,NA,94,105,"thomasrobinson"
"340",378,"Rajon Rondo\rondora01","PG",29,"SAC",72,72,2537,6.7,14.8,0.454,1.2,3.2,0.365,5.5,11.6,0.479,1.6,2.8,0.58,1.5,6.8,8.2,15.9,2.7,0.2,5.3,3.3,16.3,NA,105,107,"rajonrondo"
"341",379,"Derrick Rose\rosede01","PG",27,"CHI",66,66,2097,10.7,25.1,0.427,1.1,3.6,0.293,9.6,21.5,0.449,3.4,4.3,0.793,1.1,4.3,5.4,7.4,1.1,0.3,4.2,2,25.8,NA,96,110,"derrickrose"
"342",380,"Terrence Ross\rosste01","SF",24,"TOR",73,7,1747,8,18.5,0.431,3.9,10,0.386,4.1,8.5,0.484,1.4,1.8,0.79,0.6,4.9,5.5,1.7,1.6,0.7,1.4,3.5,21.3,NA,110,107,"terrenceross"
"343",381,"Terry Rozier\roziete01","PG",21,"BOS",39,0,311,4.5,16.6,0.274,0.9,4.2,0.222,3.6,12.4,0.291,1.3,1.6,0.8,3.8,6.1,9.9,5.8,0.9,0.2,3,3.6,11.3,NA,81,107,"terryrozier"
"344",382,"Ricky Rubio\rubiori01","PG",25,"MIN",76,76,2323,4.8,12.7,0.374,1.3,4.1,0.326,3.4,8.6,0.396,5.8,6.8,0.847,0.9,6.2,7.1,14.3,3.5,0.2,4.2,4.4,16.6,NA,110,107,"rickyrubio"
"345",383,"Damjan Rudez\rudezda01","SF",29,"MIN",33,0,277,4.5,11.3,0.403,3.1,9.1,0.34,1.5,2.2,0.667,1.5,1.5,1,0.9,2.7,3.6,2,0.5,0.2,2.4,6,13.6,NA,102,116,"damjanrudez"
"346",384,"Brandon Rush\rushbr01","SG",30,"GSW",72,25,1055,5.1,11.9,0.427,3,7.2,0.414,2.1,4.7,0.447,0.8,1.3,0.643,1,7.3,8.3,2.6,0.9,1.1,1.5,2.6,14,NA,108,106,"brandonrush"
"347",385,"D'Angelo Russell\russeda01","PG",19,"LAL",80,48,2259,8.7,21.3,0.41,2.9,8.2,0.351,5.8,13,0.447,3.1,4.2,0.737,1,5,6.1,5.9,2.1,0.3,4.4,3.2,23.4,NA,96,112,"dangelorussell"
"348",386,"Robert Sacre\sacrero01","C",26,"LAL",25,1,320,4.9,11.8,0.413,0,0,NA,4.9,11.8,0.413,3.9,6,0.658,5,6.3,11.3,2.2,0.6,1.6,1.9,6.7,13.7,NA,104,113,"robertsacre"
"349",388,"Dennis Schroder\schrode01","PG",22,"ATL",80,6,1621,10,23.8,0.421,2.3,7.3,0.322,7.7,16.5,0.465,4.4,5.5,0.791,0.8,5.5,6.2,10.6,2.1,0.3,5.6,4.2,26.8,NA,97,103,"dennisschroder"
"350",389,"Luis Scola\scolalu01","PF",35,"TOR",76,76,1636,8.5,18.9,0.45,2.1,5.1,0.404,6.4,13.8,0.467,1.9,2.7,0.726,2.7,8.7,11.4,2.1,1.5,0.9,2.1,5.6,21,NA,105,105,"luisscola"
"351",390,"Mike Scott\scottmi01","PF",27,"ATL",75,0,1146,7.6,16.2,0.468,2.7,6.8,0.392,4.9,9.4,0.523,2.2,2.7,0.794,2.3,6.6,8.9,3.4,1.1,0.7,1.8,4.4,20,NA,112,104,"mikescott"
"352",391,"Thabo Sefolosha\sefolth01","SF",31,"ATL",75,11,1758,5.3,10.5,0.505,1.2,3.5,0.339,4.1,7,0.589,1.7,2.8,0.626,1.5,7.9,9.4,3,2.4,1,1.9,3.1,13.5,NA,108,100,"thabosefolosha"
"353",392,"Kevin Seraphin\serapke01","C",26,"NYK",48,0,526,8.2,20,0.41,0,0.2,0,8.2,19.8,0.414,1.9,2.2,0.826,3,9.3,12.3,4.6,0.8,3.5,4.2,6.5,18.3,NA,86,105,"kevinseraphin"
"354",393,"Ramon Sessions\sessira01","PG",29,"WAS",82,5,1667,8.2,17.3,0.473,1.1,3.2,0.324,7.1,14.1,0.507,6.3,8.3,0.756,0.7,5.2,5.9,7,1.3,0.1,3.4,3,23.7,NA,109,109,"ramonsessions"
"355",394,"Iman Shumpert\shumpim01","SG",25,"CLE",54,5,1316,4.5,11.9,0.374,1.7,5.7,0.295,2.8,6.2,0.447,1.6,2,0.784,1.3,6.7,7.9,3.6,2.1,0.7,2.2,4.7,12.2,NA,97,103,"imanshumpert"
"356",395,"Jonathon Simmons\simmojo02","SG",26,"SAS",55,2,813,7.7,15.2,0.504,1.1,3,0.383,6.5,12.3,0.533,4.3,5.8,0.75,1,5,6,3.7,1.5,0.3,3.3,6.5,20.8,NA,106,102,"jonathonsimmons"
"357",396,"Henry Sims\simshe01","C",25,"BRK",14,4,263,6.3,14.8,0.429,0,0,NA,6.3,14.8,0.429,4.8,5.7,0.833,4,9.8,13.8,1.7,1.7,2.7,2.3,7.1,17.4,NA,104,107,"henrysims"
"358",397,"Kyle Singler\singlky01","SF",27,"OKC",68,2,977,4.4,11.2,0.389,1.5,4.9,0.309,2.8,6.3,0.452,1.5,2.2,0.659,2.5,4.6,7.2,1.2,1.5,0.5,1.6,6.1,11.7,NA,102,108,"kylesingler"
"359",398,"Donald Sloan\sloando01","PG",28,"BRK",61,33,1318,5.9,13.4,0.44,1.5,3.8,0.384,4.4,9.6,0.462,3,4,0.75,0.7,6,6.6,10.2,1.2,0.2,3.1,2.8,16.2,NA,110,113,"donaldsloan"
"360",399,"Marcus Smart\smartma01","PG",21,"BOS",61,10,1667,5.4,15.5,0.348,1.8,7,0.253,3.6,8.4,0.427,3.8,4.9,0.777,2.2,5.2,7.5,5.4,2.7,0.5,2.3,5.4,16.3,NA,101,103,"marcussmart"
"361",400,"Greg Smith\smithgr02","PF",25,"MIN",18,0,192,4.7,8.4,0.563,0,0,NA,4.7,8.4,0.563,1.8,4.5,0.412,3.2,7.9,11,1.6,1.1,0.3,1.8,7.4,11.3,NA,105,111,"gregsmith"
"362",402,"J.R. Smith\smithjr01","SG",30,"CLE",77,77,2362,7.7,18.5,0.415,4.4,11.1,0.4,3.2,7.4,0.438,1,1.5,0.634,0.9,3.8,4.7,2.8,1.8,0.5,1.3,4.4,20.8,NA,110,106,"jrsmith"
"363",403,"Jason Smith\smithja02","C",29,"ORL",76,2,1181,10.3,21.3,0.485,0.2,0.7,0.25,10.2,20.6,0.493,2.3,2.8,0.806,2.2,7,9.3,2.6,1.4,2.8,2.4,6.9,23.1,NA,100,105,"jasonsmith"
"364",405,"Russ Smith\smithru01","PG",24,"MEM",15,0,66,5.5,17.2,0.318,0.8,3.9,0.2,4.7,13.3,0.353,6.2,10.1,0.615,0.8,6.2,7,8.6,3.9,0.8,5.5,3.9,17.9,NA,83,104,"russsmith"
"365",406,"Tony Snell\snellto01","SF",24,"CHI",64,33,1301,4.9,13.1,0.372,2.2,6,0.361,2.7,7.1,0.38,1.2,1.3,0.909,0.7,6.9,7.7,2.4,0.6,0.7,2,3.9,13,NA,93,109,"tonysnell"
"366",407,"Marreese Speights\speigma01","C",28,"GSW",72,0,832,11.4,26.5,0.432,1.4,3.6,0.387,10,22.9,0.439,5.5,6.6,0.825,4.5,9.4,13.9,3.5,1.1,2,3.8,6.8,29.7,NA,102,103,"marreesespeights"
"367",408,"Tiago Splitter\splitti01","C",31,"ATL",36,2,579,6.9,13.2,0.523,0,0.2,0,6.9,13.1,0.529,3.3,4.1,0.813,3.8,6.4,10.2,2.6,1.7,1,2,6.1,17.2,NA,113,102,"tiagosplitter"
"368",409,"Nik Stauskas\stausni01","SG",22,"PHI",73,35,1809,5.7,14.8,0.385,2.9,8.8,0.326,2.8,6,0.473,2.5,3.2,0.771,0.6,4.3,5,3.7,1.2,0.5,2.5,3.1,16.7,NA,98,113,"nikstauskas"
"369",413,"Amar'e Stoudemire\stoudam01","C",33,"MIA",52,36,762,8.4,14.9,0.566,0,0,NA,8.4,14.9,0.566,3.4,4.5,0.746,4.4,10.6,14.9,1.8,1.2,2.8,3.2,6.2,20.2,NA,111,101,"amarestoudemire"
"370",414,"Rodney Stuckey\stuckro01","PG",29,"IND",58,1,1275,7.1,17.3,0.413,0.8,3.2,0.241,6.3,14,0.453,5.1,6.2,0.829,0.7,5.3,6.1,5.5,1.7,0.3,3,3,20.1,NA,101,105,"rodneystuckey"
"371",415,"Jared Sullinger\sullija01","PF",23,"BOS",81,73,1915,8.9,20.5,0.435,0.7,2.6,0.282,8.2,17.9,0.458,2.6,4.1,0.64,4.9,12.2,17.1,4.8,1.9,1.2,2.6,5.3,21.2,NA,103,100,"jaredsullinger"
"372",416,"Edy Tavares\tavarwa01","C",23,"ATL",11,0,73,7.4,12.9,0.579,0,0,NA,7.4,12.9,0.579,2,5.4,0.375,4.7,9.5,14.2,2,0.7,4.1,3.4,5.4,16.9,NA,101,99,"edytavares"
"373",417,"Jeff Teague\teaguje01","PG",27,"ATL",79,78,2255,9.5,21.7,0.439,2.4,6,0.4,7.1,15.6,0.454,5.7,6.8,0.837,0.7,4,4.7,10.3,2.1,0.5,4.8,3.7,27.2,NA,105,104,"jeffteague"
"374",418,"Mirza Teletovic\teletmi01","PF",30,"PHO",79,1,1686,9.6,22.5,0.427,5.2,13.3,0.393,4.4,9.2,0.476,3.5,4.5,0.774,1.6,7.1,8.7,2.6,0.9,0.6,2.4,4.6,27.9,NA,111,110,"mirzateletovic"
"375",419,"Garrett Temple\templga01","SF",29,"WAS",80,43,1951,5,12.6,0.398,2.2,6.4,0.345,2.8,6.2,0.453,2.3,3.1,0.728,0.9,4.4,5.3,3.5,1.7,0.4,1.6,4.9,14.5,NA,104,108,"garretttemple"
"376",420,"Jason Terry\terryja01","SG",38,"HOU",72,7,1258,5.9,14.7,0.402,3.6,10.2,0.356,2.3,4.5,0.504,1.1,1.3,0.818,0.5,2.5,3.1,4,1.8,0.4,1.9,3.6,16.5,NA,108,112,"jasonterry"
"377",421,"Isaiah Thomas\thomais02","PG",26,"BOS",82,79,2644,10.9,25.5,0.428,3.1,8.6,0.359,7.8,16.9,0.462,8.7,10,0.871,0.8,3.6,4.5,9.4,1.7,0.2,4.1,3.1,33.6,NA,113,107,"isaiahthomas"
"378",422,"Lance Thomas\thomala01","PF",27,"NYK",59,5,1313,6.6,15,0.442,1.7,4.3,0.404,4.9,10.7,0.458,4,4.7,0.857,1.3,3.8,5.1,2.1,0.9,0.3,2.2,4.3,18.9,NA,107,112,"lancethomas"
"379",423,"Hollis Thompson\thompho01","SG",24,"PHI",77,17,2154,6.1,15.5,0.397,3.4,8.9,0.38,2.8,6.6,0.42,1.6,2.2,0.719,1.2,5,6.2,2.3,0.8,0.5,1.7,4.3,17.2,NA,101,113,"hollisthompson"
"380",425,"Klay Thompson\thompkl01","SG",25,"GSW",80,80,2666,11.8,25.1,0.47,5,11.8,0.425,6.8,13.3,0.51,3.5,4,0.873,0.6,4.9,5.5,3,1.1,0.9,2.5,2.8,32.1,NA,112,107,"klaythompson"
"381",426,"Tristan Thompson\thomptr01","PF",24,"CLE",82,34,2269,5.6,9.5,0.588,0,0,NA,5.6,9.5,0.588,3.4,5.5,0.616,6.1,10.7,16.7,1.4,0.9,1.2,1.4,4.6,14.6,NA,130,104,"tristanthompson"
"382",428,"Anthony Tolliver\tollian01","PF",30,"DET",72,5,1341,4.8,12.5,0.386,3.7,10.2,0.36,1.1,2.3,0.5,1.1,1.8,0.617,1.5,7.2,8.6,2,1,0.6,1.1,3.2,14.4,NA,113,107,"anthonytolliver"
"383",429,"Axel Toupane\toupaax01","SF",23,"DEN",21,0,305,4.1,11.5,0.357,2.1,6.6,0.325,2,4.9,0.4,2.1,2.8,0.765,1.3,3.8,5.1,2.5,1.2,1,1,6.6,12.5,NA,106,111,"axeltoupane"
"384",430,"Karl-Anthony Towns\townska01","C",20,"MIN",82,82,2627,12,22.1,0.542,0.6,1.7,0.341,11.4,20.4,0.559,4.3,5.3,0.811,4.4,12.1,16.5,3.1,1.1,2.6,3.5,4.7,28.8,NA,112,106,"karlanthonytowns"
"385",431,"P.J. Tucker\tuckepj01","SF",30,"PHO",82,80,2540,4.6,11.2,0.411,1.3,4,0.33,3.3,7.2,0.455,2,2.7,0.746,3.2,6.7,9.8,3.4,2,0.4,2.1,3.9,12.5,NA,105,109,"pjtucker"
"386",432,"Evan Turner\turneev01","SG",27,"BOS",81,12,2271,7.4,16.2,0.456,0.4,1.8,0.241,6.9,14.4,0.482,3.2,3.8,0.827,1.1,7.4,8.5,7.7,1.7,0.6,3.6,3,18.3,NA,102,104,"evanturner"
"387",433,"Myles Turner\turnemy01","C",19,"IND",60,30,1367,9.6,19.3,0.498,0.1,0.5,0.214,9.5,18.7,0.506,3.2,4.4,0.727,2.5,9.6,12.1,1.5,0.9,3.1,2.4,5.7,22.5,NA,103,101,"mylesturner"
"388",435,"Jonas Valanciunas\valanjo01","C",23,"TOR",60,59,1557,10.1,17.8,0.565,0,0,NA,10.1,17.8,0.565,5.4,7.1,0.761,6.1,12,18.2,1.4,0.8,2.7,2.8,5.2,25.5,NA,120,102,"jonasvalanciunas"
"389",437,"Greivis Vasquez\vasqugr01","PG",29,"MIL",23,0,460,5,15.3,0.326,2,8.1,0.247,3,7.2,0.415,2.4,2.9,0.846,0.6,4.7,5.2,10.1,1.1,0,4.4,4.7,14.4,NA,90,113,"greivisvasquez"
"390",438,"Rashad Vaughn\vaughra01","SG",19,"MIL",70,6,1001,4.1,13.5,0.305,2.2,7.5,0.293,1.9,6.1,0.319,0.6,0.8,0.8,0.6,3.9,4.5,2,1.5,0.8,1.4,3.7,11,NA,83,112,"rashadvaughn"
"391",439,"Charlie Villanueva\villach01","PF",31,"DAL",62,4,665,9.6,25,0.382,3.6,13.2,0.273,6,11.9,0.503,1.7,1.8,0.917,1.8,9.8,11.6,1.8,1.4,1.1,2.4,5.4,24.4,NA,92,105,"charlievillanueva"
"392",440,"Noah Vonleh\vonleno01","PF",20,"POR",78,56,1174,5,11.8,0.421,0.5,2,0.239,4.5,9.9,0.457,1.6,2.2,0.745,3.9,9.1,13,1.3,1.2,1.1,2.1,6.5,12.1,NA,98,107,"noahvonleh"
"393",441,"Nikola Vucevic\vucevni01","C",25,"ORL",65,60,2037,13.1,25.7,0.51,0,0.2,0.222,13,25.5,0.512,2.8,3.7,0.753,4.3,9.9,14.1,4.4,1.3,1.7,3,4.2,29,NA,106,105,"nikolavucevic"
"394",442,"Sasha Vujacic\vujacsa01","SG",31,"NYK",61,25,908,6,15.7,0.383,2.9,8.1,0.364,3.1,7.6,0.403,1.8,2.2,0.821,1.5,7,8.4,4.8,1.9,0.3,2.5,4.7,16.8,NA,101,107,"sashavujacic"
"395",443,"Dwyane Wade\wadedw01","SG",34,"MIA",74,73,2258,12.3,26.9,0.456,0.2,1,0.159,12.1,25.9,0.468,7.3,9.2,0.793,1.9,5,6.9,7.8,1.8,1,4.6,2.6,32,NA,103,106,"dwyanewade"
"396",444,"Dion Waiters\waitedi01","SG",24,"OKC",78,15,2152,6.5,16.3,0.399,2,5.5,0.358,4.5,10.7,0.421,2.6,3.6,0.713,0.8,3.8,4.7,3.6,1.9,0.3,2.8,3.3,17.6,NA,99,108,"dionwaiters"
"397",445,"Kemba Walker\walkeke02","PG",25,"CHO",81,81,2885,9.9,23.1,0.427,3.2,8.5,0.371,6.7,14.6,0.459,6.5,7.6,0.847,1,5.2,6.2,7.3,2.2,0.7,3,1.9,29.4,NA,112,105,"kembawalker"
"398",446,"John Wall\walljo01","PG",25,"WAS",77,77,2784,10,23.6,0.424,2,5.7,0.351,8,17.9,0.448,4.8,6,0.791,0.7,5.9,6.6,13.8,2.5,1,5.6,2.8,26.8,NA,102,104,"johnwall"
"399",447,"T.J. Warren\warretj01","SF",22,"PHO",47,4,1070,10.1,20.1,0.501,1.3,3.2,0.4,8.8,16.9,0.52,2,2.9,0.703,2.6,4.1,6.7,2,1.7,0.7,1.5,4.3,23.4,NA,112,110,"tjwarren"
"400",448,"C.J. Watson\watsocj01","PG",31,"ORL",33,2,656,3.6,10.4,0.343,1.1,3.7,0.292,2.5,6.8,0.371,2.6,3,0.872,0.8,4.3,5,6.7,1.4,0.4,1.9,3.7,10.8,NA,102,110,"cjwatson"
"401",451,"David West\westda01","PF",35,"SAS",78,19,1404,8.9,16.3,0.545,0.1,0.3,0.429,8.8,16.1,0.546,2.3,2.9,0.788,2.6,8.6,11.3,5.2,1.6,2,2.5,5.2,20.2,NA,114,98,"davidwest"
"402",452,"Russell Westbrook\westbru01","PG",27,"OKC",80,80,2750,11.8,26.1,0.454,1.8,6.2,0.296,10,19.9,0.503,8.4,10.3,0.812,2.6,8.7,11.3,15.1,2.9,0.4,6.2,3.6,33.9,NA,115,103,"russellwestbrook"
"403",453,"Hassan Whiteside\whiteha01","C",26,"MIA",73,43,2125,10,16.5,0.606,0,0,NA,10,16.5,0.606,5.2,7.9,0.65,5.7,15.1,20.9,0.7,1.1,6.5,3.3,4.9,25.1,NA,117,95,"hassanwhiteside"
"404",454,"Shayne Whittington\whittsh01","PF",24,"IND",7,0,41,6.1,13.3,0.455,0,2.4,0,6.1,10.9,0.556,1.2,2.4,0.5,6.1,8.5,14.5,3.6,1.2,1.2,6.1,8.5,13.3,NA,84,103,"shaynewhittington"
"405",455,"Andrew Wiggins\wiggian01","SF",20,"MIN",81,81,2845,10.5,22.9,0.459,1,3.4,0.3,9.5,19.6,0.486,7.6,10,0.761,1.9,3.3,5.2,2.9,1.4,0.8,3.2,2.9,29.7,NA,106,113,"andrewwiggins"
"406",456,"C.J. Wilcox\wilcocj01","SG",25,"LAC",23,0,167,7.8,19.8,0.394,2.7,6.9,0.391,5.1,12.9,0.395,2.7,3.6,0.75,0.3,3.3,3.6,3,3,0.6,0.6,4.5,21,NA,103,104,"cjwilcox"
"407",457,"Alan Williams\willial03","PF",23,"PHO",10,0,68,7.2,17.2,0.417,0,0,NA,7.2,17.2,0.417,6.4,10,0.643,10,17.2,27.2,3.6,2.9,3.6,4.3,10.7,20.8,NA,103,97,"alanwilliams"
