"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","X","ORtg","DRtg","fix"
"199",220,"Reggie Jackson\jacksre01","PG",25,"DET",79,79,2424,11.2,25.9,0.434,2.5,7,0.353,8.8,18.9,0.464,6.1,7,0.864,1.2,4.1,5.3,10.2,1.2,0.2,4.6,3.9,31,NA,109,108,"reggiejackson"
"200",221,"LeBron James\jamesle01","SF",31,"CLE",76,76,2709,14,26.9,0.52,1.7,5.4,0.309,12.3,21.5,0.573,6.8,9.3,0.731,2.1,8.6,10.7,9.8,2,0.9,4.7,2.7,36.5,NA,116,103,"lebronjames"
"201",222,"Al Jefferson\jeffeal01","C",31,"CHO",47,18,1096,11.2,23.1,0.485,0,0,NA,11.2,23.1,0.485,3.3,5.1,0.649,2.6,11.2,13.8,3.2,1.4,1.9,1.6,5.4,25.7,NA,105,102,"aljefferson"
"202",223,"Cory Jefferson\jeffeco01","PF",25,"PHO",8,0,50,8.8,21.4,0.409,0,1,0,8.8,20.5,0.429,3.9,5.8,0.667,5.8,9.7,15.6,0,0,1,0,7.8,21.4,NA,105,110,"coryjefferson"
"203",224,"Richard Jefferson\jefferi01","SF",35,"CLE",74,5,1326,5.6,12.1,0.458,2.6,6.7,0.382,3,5.4,0.554,2.3,3.4,0.667,0.6,4.4,5,2.3,1.3,0.5,1.7,5,15.9,NA,112,107,"richardjefferson"
"204",227,"Jonas Jerebko\jerebjo01","PF",28,"BOS",78,0,1176,4.9,11.9,0.413,1.8,4.5,0.398,3.1,7.4,0.421,2.5,3.2,0.782,3.2,8.7,11.9,2.6,0.8,1,2.2,5.7,14.1,NA,107,104,"jonasjerebko"
"205",228,"Amir Johnson\johnsam01","PF",28,"BOS",79,76,1800,6.7,11.5,0.585,0.3,1.2,0.233,6.5,10.4,0.624,1.9,3.3,0.57,4.8,8.9,13.7,3.7,1.4,2.2,2.5,5.8,15.6,NA,117,102,"amirjohnson"
"206",229,"Chris Johnson\johnsch04","SF",25,"UTA",70,2,857,4.4,11.9,0.371,1.7,6.1,0.273,2.8,5.8,0.474,2.1,2.6,0.81,1.7,6.5,8.1,2.8,2,1.2,2.5,6.2,12.6,NA,96,104,"chrisjohnson"
"207",230,"James Johnson\johnsja01","PF",28,"TOR",57,32,926,6.4,13.4,0.475,1.1,3.7,0.303,5.2,9.7,0.54,2.2,3.8,0.574,1.6,5.5,7,3.7,1.6,1.8,3,4.7,16,NA,101,106,"jamesjohnson"
"208",233,"Stanley Johnson\johnsst04","SF",19,"DET",73,6,1687,6.7,18,0.375,1.9,6.1,0.307,4.8,11.8,0.41,2.4,3.1,0.784,1.7,7.4,9.2,3.5,1.6,0.4,3.4,5.3,17.7,NA,91,106,"stanleyjohnson"
"209",234,"Tyler Johnson\johnsty01","SG",23,"MIA",36,5,863,7,14.4,0.486,1.6,4.2,0.38,5.4,10.2,0.529,3,3.8,0.797,1.7,4.8,6.5,4.7,1.4,0.8,2.8,3.9,18.7,NA,111,107,"tylerjohnson"
"210",235,"Wesley Johnson\johnswe01","SF",28,"LAC",80,9,1666,6.3,15.5,0.404,3.1,9.3,0.333,3.2,6.2,0.51,0.9,1.4,0.652,1.1,6.3,7.5,1.5,2.7,1.7,1.6,5.2,16.5,NA,98,102,"wesleyjohnson"
"211",236,"Nikola Jokic\jokicni01","C",20,"DEN",80,55,1733,8.9,17.4,0.512,0.8,2.4,0.333,8.1,14.9,0.541,4.5,5.5,0.811,5.2,11,16.2,5.5,2.3,1.4,3,6,23,NA,118,104,"nikolajokic"
"212",237,"Dahntay Jones\jonesda02","SF",35,"CLE",1,0,42,7.4,17.2,0.429,1.2,2.5,0.5,6.1,14.7,0.417,0,0,NA,1.2,4.9,6.1,2.5,1.2,2.5,0,7.4,15.9,NA,106,104,"dahntayjones"
"213",238,"James Jones\jonesja02","SF",35,"CLE",48,0,463,6.4,15.8,0.408,4.6,11.6,0.394,1.9,4.2,0.447,2.3,2.9,0.808,0.9,4.7,5.6,1.6,1.2,1.1,1.4,5.6,19.8,NA,114,106,"jamesjones"
"214",239,"Terrence Jones\joneste01","PF",24,"HOU",50,11,1044,7.8,17.3,0.452,1.2,3.7,0.316,6.6,13.6,0.49,3.6,5.5,0.664,2.9,7,9.9,1.9,1.1,1.8,2.3,4.1,20.4,NA,104,109,"terrencejones"
"215",240,"Tyus Jones\jonesty01","PG",19,"MIN",37,0,573,4.9,13.7,0.359,1.4,4.7,0.302,3.5,9.1,0.388,2.5,3.4,0.718,0.6,3.5,4.1,9.5,2.7,0.3,2.9,2.9,13.7,NA,98,111,"tyusjones"
"216",241,"DeAndre Jordan\jordade01","C",27,"LAC",77,77,2598,6.9,9.8,0.703,0,0,0,6.9,9.8,0.704,5.1,11.9,0.43,5.1,15.3,20.4,1.7,1,3.4,2.1,4,18.9,NA,122,98,"deandrejordan"
"217",242,"Cory Joseph\josepco01","SG",24,"TOR",80,4,2046,6.5,14.8,0.439,0.8,2.8,0.273,5.7,12,0.478,3.4,4.4,0.764,1,4.3,5.3,6.3,1.6,0.5,2.6,3.3,17.1,NA,106,108,"coryjoseph"
"218",243,"Chris Kaman\kamanch01","C",33,"POR",16,2,112,8.9,19.2,0.465,0.4,1.8,0.25,8.5,17.4,0.487,1.3,1.3,1,3.1,7.6,10.7,4.9,0.4,0.4,3.6,6.7,19.6,NA,100,110,"chriskaman"
"219",244,"Frank Kaminsky\kaminfr01","C",22,"CHO",81,3,1708,6.3,15.4,0.41,2,5.9,0.337,4.3,9.5,0.455,3.2,4.3,0.73,2,7.8,9.8,2.9,1.1,1.3,1.7,3.7,17.8,NA,105,105,"frankkaminsky"
"220",245,"Enes Kanter\kanteen01","C",23,"OKC",82,1,1721,11.9,20.7,0.576,0.3,0.6,0.476,11.7,20.1,0.579,5.8,7.2,0.797,7.2,12,19.2,1,0.7,1,3.3,4.8,29.9,NA,123,105,"eneskanter"
"221",246,"Sergey Karasev\karasse01","SF",22,"BRK",40,5,399,3.8,9.3,0.405,1.4,4.7,0.297,2.4,4.7,0.514,3.3,3.5,0.929,1,6.3,7.3,4.4,0.8,0.3,2.8,3.4,12.3,NA,105,114,"sergeykarasev"
"222",247,"Sasha Kaun\kaunsa01","C",30,"CLE",25,0,95,4.9,9.2,0.529,0,0,NA,4.9,9.2,0.529,2.7,6,0.455,6.5,7.6,14.1,1.6,2.2,2.7,3.8,6,12.5,NA,100,100,"sashakaun"
"223",248,"Ryan Kelly\kellyry01","PF",24,"LAL",36,0,470,5.9,15.9,0.369,0.5,4,0.135,5.3,12,0.446,4,5.8,0.685,2.2,10.7,12.9,2.1,1.4,1.1,1.9,4.2,16.2,NA,93,109,"ryankelly"
"224",249,"Michael Kidd-Gilchrist\kiddgmi01","SF",22,"CHO",7,7,205,8.1,14.9,0.541,0.7,1.7,0.429,7.3,13.2,0.556,4.9,7.1,0.69,2.9,8.1,11,2.2,0.7,0.7,2,2.2,21.8,NA,118,106,"michaelkiddgilchrist"
"225",251,"Brandon Knight\knighbr03","SG",24,"PHO",52,50,1870,9.7,23.3,0.415,3.1,9.1,0.342,6.5,14.2,0.461,4.1,4.8,0.852,0.9,4.3,5.3,6.9,1.6,0.5,4.6,3.2,26.5,NA,100,111,"brandonknight"
"226",252,"Kyle Korver\korveky01","SG",34,"ATL",80,80,2401,5.5,12.7,0.435,3.3,8.2,0.398,2.3,4.5,0.502,0.9,1.1,0.833,0.3,5.1,5.4,3.4,1.2,0.7,2,3.3,15.2,NA,104,105,"kylekorver"
"227",253,"Kosta Koufos\koufoko01","C",26,"SAC",78,14,1482,7.6,14.4,0.532,0,0,NA,7.6,14.4,0.532,1.8,3.4,0.548,5.5,8.2,13.7,1.1,1.3,2.3,1.6,6,17.1,NA,113,107,"kostakoufos"
"228",254,"Jeremy Lamb\lambje01","SG",23,"CHO",66,0,1227,9.4,20.9,0.451,2.3,7.4,0.309,7.1,13.5,0.529,2.6,3.6,0.727,1.8,8.5,10.3,3.1,1.7,1.2,2,4.3,23.7,NA,104,103,"jeremylamb"
"229",255,"Carl Landry\landrca01","PF",32,"PHI",36,12,569,12,21.5,0.556,0.5,1.1,0.462,11.5,20.4,0.561,5.8,7.8,0.736,4.2,8.4,12.6,2.8,1,0.8,1.9,5.9,30.2,NA,120,110,"carllandry"
"230",256,"Shane Larkin\larkish01","PG",23,"BRK",78,17,1751,6.4,14.4,0.442,1.1,3.1,0.361,5.3,11.3,0.464,2.4,3.1,0.776,0.8,4.4,5.2,9.8,2.7,0.3,4.2,3.5,16.3,NA,100,110,"shanelarkin"
"231",257,"Joffrey Lauvergne\lauvejo01","C",24,"DEN",59,15,1041,9.4,18.3,0.513,0.6,2.6,0.245,8.8,15.8,0.557,3,3.3,0.899,3.7,10.3,14,2.7,0.6,0.7,2.6,5.5,22.4,NA,111,109,"joffreylauvergne"
"232",258,"Zach LaVine\lavinza01","SG",20,"MIN",82,33,2294,9.5,21.1,0.452,2.7,6.9,0.389,6.8,14.1,0.482,3.5,4.5,0.793,0.6,4.4,5,5.5,1.5,0.4,3.4,4.2,25.3,NA,104,112,"zachlavine"
"233",262,"Alex Len\lenal01","C",22,"PHO",78,46,1821,7.1,16.7,0.423,0,0.2,0.143,7,16.5,0.426,4.7,6.4,0.728,4.8,11.1,15.9,2.6,1,1.7,3.9,6.2,18.8,NA,96,107,"alexlen"
"234",263,"Kawhi Leonard\leonaka01","SF",24,"SAS",72,72,2380,11.9,23.4,0.506,2.8,6.3,0.443,9.1,17.2,0.528,6.3,7.2,0.874,2,8.6,10.6,4,2.8,1.5,2.3,2.9,32.8,NA,121,96,"kawhileonard"
"235",264,"Meyers Leonard\leoname01","PF",23,"POR",61,10,1333,7.3,16.3,0.448,3.2,8.6,0.377,4.1,7.8,0.527,1.3,1.7,0.761,1.9,9.9,11.8,3.5,0.3,0.7,2.9,6.9,19.2,NA,107,109,"meyersleonard"
"236",265,"Jon Leuer\leuerjo01","PF",26,"PHO",67,27,1255,8.7,18.1,0.481,1.6,4.3,0.382,7.1,13.8,0.511,3,3.9,0.762,3,11.5,14.5,2.8,1.5,1.2,2.9,4.9,22,NA,107,106,"jonleuer"
"237",266,"Damian Lillard\lillada01","PG",25,"POR",75,75,2676,11.5,27.5,0.419,4.3,11.4,0.375,7.3,16.1,0.45,7.7,8.7,0.892,0.8,4.8,5.6,9.6,1.2,0.5,4.5,3.1,35.1,NA,113,110,"damianlillard"
"238",267,"Jeremy Lin\linje01","SG",27,"CHO",78,13,2048,7.4,17.8,0.412,1.9,5.5,0.336,5.5,12.3,0.446,5.8,7.2,0.815,1,5.2,6.2,5.8,1.4,1,3.7,4,22.4,NA,102,106,"jeremylin"
"239",268,"Shaun Livingston\livinsh01","PG",30,"GSW",78,3,1520,6.5,12,0.536,0.1,0.4,0.167,6.4,11.7,0.548,2.5,3,0.86,1.3,4,5.4,7.5,1.8,0.9,2.5,4.5,15.5,NA,119,106,"shaunlivingston"
"240",269,"Kevon Looney\looneke01","PF",19,"GSW",5,0,21,9.2,16.1,0.571,2.3,4.6,0.5,6.9,11.5,0.6,0,0,NA,9.2,13.8,23,0,0,0,2.3,4.6,20.7,NA,125,105,"kevonlooney"
"241",270,"Brook Lopez\lopezbr01","C",27,"BRK",73,73,2457,12.1,23.7,0.511,0,0.3,0.143,12.1,23.4,0.515,6.5,8.3,0.787,4.2,7.6,11.8,3,1.2,2.5,3.6,4.4,30.8,NA,109,109,"brooklopez"
"242",271,"Robin Lopez\lopezro01","C",27,"NYK",82,82,2219,8.3,15.3,0.539,0,0,0,8.3,15.3,0.54,3,3.7,0.795,6.2,7.7,13.9,2.6,0.4,3,3.1,4.2,19.5,NA,113,107,"robinlopez"
"243",272,"Kevin Love\loveke01","PF",27,"CLE",77,77,2424,8.7,20.7,0.419,3.4,9.3,0.36,5.3,11.4,0.467,5.5,6.7,0.822,3.2,13,16.2,3.9,1.2,0.9,3,3.4,26.2,NA,112,102,"kevinlove"
"244",273,"Kyle Lowry\lowryky01","PG",29,"TOR",77,77,2851,9.3,21.7,0.427,3.8,9.9,0.388,5.4,11.8,0.461,7.2,8.9,0.811,1,5.6,6.6,9,2.9,0.6,4.1,3.8,29.6,NA,115,104,"kylelowry"
"245",274,"Trey Lyles\lylestr01","PF",20,"UTA",80,33,1382,7.3,16.6,0.438,1.9,4.9,0.383,5.4,11.8,0.461,2.2,3.1,0.695,2.3,9.2,11.4,2.3,1,0.7,2.5,4.4,18.6,NA,102,105,"treylyles"
"246",276,"Ian Mahinmi\mahinia01","C",29,"IND",71,71,1816,7.2,12.3,0.589,0,0,NA,7.2,12.3,0.589,3.6,6.2,0.587,3.8,10.1,13.9,2.8,1.8,2.1,2.7,6,18.1,NA,114,100,"ianmahinmi"
"247",277,"Devyn Marble\marblde01","SG",23,"ORL",28,0,249,4.2,14.3,0.296,1.6,6.4,0.25,2.6,7.8,0.333,2,4.8,0.417,1.2,6.4,7.6,2.4,2.6,0.2,1.4,5,12,NA,81,106,"devynmarble"
"248",278,"Boban Marjanovic\marjabo01","C",27,"SAS",54,4,508,10.6,17.5,0.603,0,0,NA,10.6,17.5,0.603,8.8,11.5,0.763,7.4,12.2,19.6,2.1,1.2,2.3,2.9,5.4,29.9,NA,130,96,"bobanmarjanovic"
"249",279,"Kendall Marshall\marshke01","PG",24,"PHI",30,6,400,5.3,14.5,0.364,2,6,0.327,3.3,8.5,0.391,1.1,1.6,0.692,0.2,3.2,3.4,8.9,2,0.2,5.3,3.7,13.6,NA,84,112,"kendallmarshall"
"250",280,"Jarell Martin\martija01","PF",21,"MEM",27,0,380,7.3,15.7,0.466,0,0.3,0,7.3,15.4,0.474,6.1,8.4,0.726,5.3,6.4,11.6,2,1.1,0.9,2.6,7.9,20.7,NA,110,110,"jarellmartin"
"251",282,"Wesley Matthews\matthwe02","SF",29,"DAL",78,78,2644,6.4,16.4,0.388,3.6,10.1,0.36,2.7,6.3,0.432,2.4,2.8,0.863,0.5,4.1,4.6,2.9,1.5,0.3,1.5,3.4,18.8,NA,105,109,"wesleymatthews"
"252",283,"O.J. Mayo\mayooj01","SG",28,"MIL",41,24,1090,5.6,15,0.371,2.4,7.6,0.321,3.1,7.4,0.421,1.4,1.9,0.775,0.6,4.3,4.9,5.5,2.2,0.4,3.4,5.9,15,NA,91,110,"ojmayo"
"253",284,"Luc Mbah a Moute\mbahalu01","PF",29,"LAC",75,61,1274,3.7,8.1,0.454,0.5,1.6,0.325,3.2,6.6,0.485,1.2,2.2,0.526,2.4,4.4,6.7,1.2,1.7,0.7,1.3,3.9,9.1,NA,101,106,"lucmbahamoute"
"254",285,"James Michael McAdoo\mcadoja01","PF",23,"GSW",41,1,262,8.3,15.5,0.536,0.2,0.4,0.5,8.1,15.1,0.537,4.8,9,0.531,5.5,5.2,10.7,3.1,1.8,1.5,3,7.2,21.6,NA,112,104,"jamesmichaelmcadoo"
"255",287,"C.J. McCollum\mccolcj01","SG",24,"POR",80,80,2780,11.5,25.7,0.448,3.5,8.5,0.417,8,17.3,0.463,3.4,4.1,0.827,0.8,3.8,4.7,6.1,1.7,0.4,3.5,3.4,30,NA,108,110,"cjmccollum"
"256",288,"T.J. McConnell\mccontj01","PG",23,"PHI",81,17,1606,6.7,14.2,0.47,0.9,2.7,0.348,5.7,11.4,0.499,0.8,1.3,0.634,1.3,6.3,7.6,11.2,2.9,0.3,4.3,3.5,15,NA,101,108,"tjmcconnell"
"257",289,"Chris McCullough\mcculch01","PF",20,"BRK",24,4,362,6.1,15.2,0.404,1.8,4.7,0.382,4.3,10.4,0.413,1.5,3.2,0.478,3.5,6,9.5,1.3,3.9,1.7,2.1,5.4,15.6,NA,95,105,"chrismccullough"
"258",290,"K.J. McDaniels\mcdankj01","SF",22,"HOU",37,1,235,6.1,15.1,0.403,1.5,5.2,0.28,4.6,9.8,0.468,5,6.3,0.8,3.3,5.4,8.8,2.1,1.5,1.3,3.6,6.3,18.6,NA,101,110,"kjmcdaniels"
"259",291,"Doug McDermott\mcderdo01","SF",24,"CHI",81,4,1861,7.8,17.3,0.452,3,7,0.425,4.9,10.4,0.47,1.9,2.3,0.857,1,4.3,5.3,1.6,0.4,0.2,1.4,3.4,20.6,NA,110,112,"dougmcdermott"
"260",292,"Mitch McGary\mcgarmi01","PF",23,"OKC",20,0,72,7.6,15.9,0.478,0,2.8,0,7.6,13.1,0.579,2.8,6.9,0.4,2.8,9.7,12.4,2.1,0.7,1.4,4.8,6.9,17.9,NA,86,106,"mitchmcgary"
"261",293,"JaVale McGee\mcgeeja01","C",28,"DAL",34,2,370,10.6,18.4,0.575,0,0.1,0,10.6,18.3,0.579,2.5,5,0.5,7.3,11,18.3,0.4,0.7,3.6,2.9,6.7,23.7,NA,110,103,"javalemcgee"
"262",294,"Ben McLemore\mclembe01","SG",22,"SAC",68,53,1443,6.5,15.1,0.429,2.2,6.2,0.362,4.3,9,0.474,2.5,3.4,0.718,1.1,3.8,4.9,2.6,1.7,0.3,3.3,4.7,17.7,NA,95,111,"benmclemore"
"263",296,"Josh McRoberts\mcrobjo01","PF",28,"MIA",42,1,595,4.7,12.8,0.372,1,4.2,0.245,3.7,8.5,0.434,2.4,3.4,0.7,1.9,7.2,9.1,7,1.6,0.6,2.6,5.9,12.9,NA,99,105,"joshmcroberts"
"264",297,"Jodie Meeks\meeksjo01","SG",28,"DET",3,0,43,8.2,23.5,0.35,4.7,10.6,0.444,3.5,12.9,0.273,4.7,4.7,1,1.2,4.7,5.9,3.5,0,0,1.2,2.3,25.8,NA,111,111,"jodiemeeks"
"265",298,"Salah Mejri\mejrisa01","C",29,"DAL",34,6,397,6.3,10,0.628,0,0.1,0,6.3,9.9,0.636,3.5,5.9,0.587,5.3,10.5,15.8,1.3,1,4.6,2.9,6.9,16,NA,115,101,"salahmejri"
"266",299,"Jordan Mickey\mickejo01","PF",21,"BOS",16,0,57,6.8,18.8,0.364,0,0,NA,6.8,18.8,0.364,4.3,8.6,0.5,5.1,6,11.1,0.9,0,9.4,0.9,4.3,18,NA,94,99,"jordanmickey"
"267",300,"Khris Middleton\middlkh01","SG",24,"MIL",79,79,2852,9.1,20.4,0.444,2.6,6.4,0.396,6.5,13.9,0.466,4.9,5.6,0.888,0.8,4.6,5.4,5.9,2.3,0.3,3.2,3.6,25.6,NA,109,110,"khrismiddleton"
"268",301,"C.J. Miles\milescj01","SF",28,"IND",64,24,1464,8.8,21.5,0.409,4.8,13.1,0.367,4,8.4,0.474,3.2,4.2,0.75,0.8,5.1,5.9,2.1,1.8,1,2.4,4.8,25.5,NA,104,104,"cjmiles"
"269",303,"Mike Miller\millemi01","SF",35,"DEN",47,2,373,3,8.3,0.355,2.6,7,0.365,0.4,1.3,0.3,0,0,NA,0.8,6.3,7.1,5.4,1.7,0.5,2.3,7.1,8.5,NA,100,109,"mikemiller"
"270",304,"Patty Mills\millspa02","PG",27,"SAS",81,3,1662,8,18.9,0.425,3.8,9.9,0.384,4.2,9,0.469,1.4,1.8,0.81,0.8,4,4.9,7,1.8,0.2,2.3,3.1,21.3,NA,109,102,"pattymills"
"271",305,"Elijah Millsap\millsel01","SG",28,"UTA",20,0,173,3.4,11.9,0.282,0.3,3.7,0.083,3,8.2,0.37,4,5.5,0.722,1.8,8.8,10.7,5.8,2.1,0.9,2.7,10.1,11,NA,89,102,"elijahmillsap"
"272",306,"Paul Millsap\millspa01","PF",30,"ATL",81,81,2647,9.4,19.9,0.47,1.4,4.3,0.319,8,15.6,0.512,5.8,7.6,0.757,3.7,10,13.7,4.9,2.7,2.6,3.6,4.4,25.9,NA,108,96,"paulmillsap"
"273",307,"Nikola Mirotic\mirotni01","PF",24,"CHI",66,38,1646,7.6,18.6,0.407,4.1,10.5,0.39,3.4,8,0.43,4.4,5.5,0.807,1.8,9.3,11,3,1.8,1.4,3.1,4.6,23.7,NA,107,104,"nikolamirotic"
"274",308,"Nazr Mohammed\mohamna01","C",38,"OKC",5,0,19,7.8,13.1,0.6,0,0,NA,7.8,13.1,0.6,5.2,5.2,1,2.6,7.8,10.5,0,0,0,7.8,10.5,20.9,NA,91,110,"nazrmohammed"
"275",309,"Greg Monroe\monrogr01","C",25,"MIL",79,67,2314,10.8,20.7,0.522,0,0,0,10.8,20.7,0.522,5,6.8,0.74,4.8,10.5,15.3,3.9,1.6,1.5,2.8,3.6,26.6,NA,113,106,"gregmonroe"
"276",310,"Luis Montero\montelu01","SG",22,"POR",12,0,42,6,22.6,0.263,1.2,10.7,0.111,4.8,11.9,0.4,3.6,4.8,0.75,0,4.8,4.8,1.2,0,0,4.8,1.2,16.7,NA,63,114,"luismontero"
"277",311,"E'Twaun Moore\mooreet01","SG",26,"CHI",59,22,1263,7.4,15.4,0.481,1.9,4.1,0.452,5.6,11.3,0.491,0.9,1.4,0.629,0.8,4.5,5.3,3.9,1.5,0.7,2.1,4.1,17.6,NA,105,109,"etwaunmoore"
"278",312,"Eric Moreland\moreler01","PF",24,"SAC",8,0,48,3,6,0.5,0,0,NA,3,6,0.5,2,4,0.5,3,8,11,1,0,4,3,4,8,NA,89,108,"ericmoreland"
"279",313,"Marcus Morris\morrima03","SF",26,"DET",80,80,2856,7.2,16.7,0.434,1.9,5.3,0.362,5.3,11.4,0.467,3.6,4.8,0.749,1.6,5.5,7.1,3.6,1.2,0.4,2.5,3,20,NA,107,108,"marcusmorris"
"280",315,"Anthony Morrow\morroan01","SG",30,"OKC",68,6,926,7.3,17.9,0.408,4.2,10.9,0.387,3.1,6.9,0.442,1.6,2.1,0.744,0.5,2.8,3.3,1.3,1.2,0.3,0.9,3.4,20.4,NA,114,110,"anthonymorrow"
"281",316,"Donatas Motiejunas\motiedo01","PF",25,"HOU",37,22,547,8.1,18.4,0.439,1.4,5.1,0.281,6.7,13.3,0.5,3.1,4.8,0.642,3.3,6.5,9.8,3.7,1.5,0.4,4,6.2,20.7,NA,98,110,"donatasmotiejunas"
"282",317,"Timofey Mozgov\mozgoti01","C",29,"CLE",76,48,1326,7.9,13.9,0.565,0,0.3,0.143,7.8,13.7,0.574,2.6,3.7,0.716,4.3,8.8,13.1,1.3,0.9,2.2,2.8,6.2,18.4,NA,112,103,"timofeymozgov"
"283",318,"Emmanuel Mudiay\mudiaem01","PG",19,"DEN",68,66,2068,8,21.9,0.364,1.8,5.6,0.319,6.2,16.3,0.379,3.4,5.1,0.67,0.8,4.8,5.6,9,1.6,0.8,5.3,3.4,21.1,NA,88,110,"emmanuelmudiay"
"284",319,"Shabazz Muhammad\muhamsh01","SF",23,"MIN",82,0,1682,9.5,20.4,0.465,1.3,4.6,0.289,8.2,15.9,0.516,5.5,7.3,0.764,3,5,8,1.6,0.7,0.2,2.1,2.8,25.9,NA,110,114,"shabazzmuhammad"
"285",320,"Xavier Munford\munfoxa02","SG",23,"MEM",14,0,244,6.7,16.2,0.416,1.9,4.9,0.391,4.9,11.4,0.426,1.5,3,0.5,0.6,5.9,6.5,4.6,2.7,0.6,3.2,5.3,16.9,NA,92,107,"xaviermunford"
"286",321,"Mike Muscala\muscami01","C",24,"ATL",60,0,565,6.6,13.3,0.5,1,3.4,0.308,5.6,9.9,0.566,2.7,3.4,0.795,3.3,6.9,10.2,3,1.1,2.4,2.4,6.3,17.1,NA,111,102,"mikemuscala"
"287",322,"Larry Nance Jr.\nancela02","PF",23,"LAL",63,22,1266,6.3,11.9,0.527,0,0.4,0.1,6.2,11.5,0.541,1.3,1.9,0.681,4,8.4,12.4,1.7,2.1,0.9,1.6,4.9,13.8,NA,111,109,"larrynancejr"
"288",323,"Shabazz Napier\napiesh01","PG",24,"ORL",55,0,600,5.7,16.8,0.338,2.8,8.7,0.327,2.8,8.1,0.351,2.8,3.8,0.733,0.8,3.8,4.6,8.1,1.9,0.1,3.8,3.2,16.9,NA,93,109,"shabazznapier"
"289",324,"Gary Neal\nealga01","SG",31,"WAS",40,2,807,9.1,19.6,0.465,2.5,6,0.41,6.6,13.6,0.489,2.8,3.3,0.855,0.7,4.3,5,2.8,1.2,0.1,1.8,3.3,23.6,NA,107,109,"garyneal"
"290",325,"Jameer Nelson\nelsoja01","PG",33,"DEN",39,15,1036,5.5,14.9,0.368,2.1,7,0.299,3.4,7.9,0.429,1.5,1.7,0.857,0.9,4.6,5.6,9.2,1.2,0.2,3.2,4.8,14.5,NA,99,112,"jameernelson"
"291",326,"Raul Neto\netora01","PG",23,"UTA",81,53,1499,6.3,14.7,0.431,2.3,5.7,0.395,4.1,9,0.453,1.8,2.5,0.743,0.6,3.6,4.2,6.1,2.2,0.1,3.8,4.3,16.8,NA,99,106,"raulneto"
"292",327,"Andrew Nicholson\nichoan01","PF",26,"ORL",56,0,823,8.9,18.8,0.471,2.5,6.9,0.36,6.4,11.9,0.536,3.1,3.9,0.785,2.1,10.1,12.2,1.5,0.6,1.3,2.5,4.2,23.3,NA,106,107,"andrewnicholson"
"293",328,"Joakim Noah\noahjo01","C",30,"CHI",29,2,635,4,10.5,0.383,0,0.1,0,4,10.4,0.386,1.7,3.6,0.489,6.9,13.3,20.1,8.7,1.4,2.3,4.1,6.1,9.8,NA,98,101,"joakimnoah"
"294",329,"Nerlens Noel\noelne01","C",21,"PHI",67,62,1965,7.6,14.6,0.521,0,0,0.5,7.6,14.6,0.521,3.3,5.7,0.59,3.8,9.7,13.5,3,2.9,2.5,3.9,4.8,18.6,NA,99,103,"nerlensnoel"
"295",330,"Lucas Nogueira\noguelu01","C",23,"TOR",29,1,225,6.4,10.1,0.636,0.2,0.7,0.333,6.2,9.4,0.659,1.8,3.4,0.533,4.1,6.4,10.6,1.6,2.8,2.8,2.5,6.7,14.9,NA,117,101,"lucasnogueira"
"296",332,"Dirk Nowitzki\nowitdi01","PF",37,"DAL",75,75,2364,10.7,23.9,0.448,2.7,7.4,0.368,8,16.6,0.483,5.4,6,0.893,1.1,9.4,10.5,2.8,1.1,1.1,1.8,3.5,29.5,NA,110,106,"dirknowitzki"
"297",333,"Jusuf Nurkic\nurkiju01","C",21,"DEN",32,3,547,9.3,22.2,0.417,0,0.3,0,9.3,21.9,0.423,5.6,9.1,0.616,6,10.1,16,3.7,2.2,4,5,8.3,24.1,NA,92,102,"jusufnurkic"
"298",334,"J.J. O'Brien\obriejj01","SF",23,"UTA",2,0,6,0,8.8,0,0,0,NA,0,8.8,0,0,0,NA,0,8.8,8.8,0,8.8,0,0,8.8,0,NA,0,89,"jjobrien"
"299",335,"Johnny O'Bryant\obryajo01","PF",22,"MIL",66,4,857,5.1,12.4,0.411,0.1,0.1,1,5.1,12.4,0.409,1.6,2.4,0.675,3.9,6.6,10.5,1.9,1.1,0.5,1.8,5.9,11.9,NA,96,111,"johnnyobryant"
"300",336,"Kyle O'Quinn\oquinky01","PF",25,"NYK",65,1,764,8.7,18.2,0.476,0.3,1.5,0.227,8.3,16.8,0.498,3.1,4,0.767,5.1,11.7,16.8,4.8,1.3,3.3,4.1,7.2,20.8,NA,102,102,"kyleoquinn"
"301",337,"Jahlil Okafor\okafoja01","C",20,"PHI",53,48,1591,12.2,24.1,0.508,0,0.2,0.167,12.2,23.9,0.511,4.1,6,0.686,3.8,7.7,11.5,2,0.7,1.9,3.8,4.3,28.6,NA,99,110,"jahlilokafor"
"302",338,"Victor Oladipo\oladivi01","SG",23,"ORL",72,52,2379,8.9,20.4,0.438,2.1,5.9,0.348,6.9,14.5,0.475,4.3,5.2,0.83,1,6.2,7.3,5.9,2.4,1.1,3.2,3.7,24.2,NA,105,106,"victoroladipo"
