Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
22,Hilton Armstrong\armsthi01,C,29,GSW,15,1,97,4.6,9.8,.474,0.0,0.0,,4.6,9.8,.474,3.6,8.2,.438,9.8,14.4,24.2,2.6,2.1,2.1,3.1,5.7,12.9,,108,96
23,Darrell Arthur\arthuda01,SF,25,DEN,68,1,1161,6.8,17.3,.395,1.0,2.7,.375,5.8,14.6,.399,2.2,2.6,.855,2.2,6.7,8.9,2.6,1.6,2.0,2.4,7.8,16.9,,94,107
24,Omer Asik\asikom01,C,27,HOU,48,19,968,5.2,9.8,.532,0.0,0.0,,5.2,9.8,.532,4.0,6.5,.619,5.2,14.3,19.5,1.3,0.7,1.9,3.0,4.7,14.4,,109,103
25,D.J. Augustin\augusdj01,PG,26,TOT,71,9,1939,8.2,19.7,.415,3.6,9.1,.401,4.5,10.6,.427,5.5,6.2,.885,0.4,3.2,3.6,8.6,1.5,0.1,3.4,4.0,25.5,,113,105
25,D.J. Augustin\augusdj01,PG,26,TOR,10,0,82,4.5,15.3,.292,0.6,7.0,.091,3.8,8.3,.462,3.8,3.8,1.000,0.0,2.5,2.5,6.4,0.6,0.0,5.7,4.5,13.4,,75,111
25,D.J. Augustin\augusdj01,PG,26,CHI,61,9,1857,8.3,19.9,.419,3.8,9.2,.411,4.6,10.7,.426,5.6,6.3,.882,0.4,3.2,3.6,8.7,1.5,0.1,3.3,4.0,26.0,,114,105
26,Gustavo Ayon\ayongu01,C,28,ATL,26,14,429,6.1,12.1,.510,0.0,0.0,,6.1,12.1,.510,0.9,2.4,.400,5.0,9.8,14.8,3.3,3.0,1.2,3.4,5.6,13.2,,98,101
27,Jeff Ayres\pendeje02,PF,26,SAS,73,10,952,5.4,9.2,.580,0.0,0.0,,5.4,9.2,.580,2.0,2.9,.691,4.7,9.0,13.7,3.2,0.7,1.3,3.3,7.8,12.7,,110,103
28,Chris Babb\babbch01,SG,23,BOS,14,0,132,3.1,11.7,.267,2.3,10.5,.222,0.8,1.2,.667,0.0,0.0,,1.6,5.1,6.6,1.2,2.3,0.0,1.2,5.1,8.6,,82,108
29,Luke Babbitt\babbilu01,PF,24,NOP,27,2,473,6.6,17.0,.390,4.0,10.5,.379,2.6,6.5,.407,1.5,2.0,.778,2.0,7.7,9.7,3.2,0.8,1.2,1.7,5.7,18.7,,109,112
30,Leandro Barbosa\barbole01,PG,31,PHO,20,0,368,7.6,17.8,.427,1.0,3.4,.280,6.7,14.4,.462,4.2,5.3,.795,0.7,4.4,5.0,4.4,1.0,0.5,2.6,4.1,20.4,,103,110
31,J.J. Barea\bareajo01,PG,29,MIN,79,1,1471,8.5,22.0,.387,2.4,7.7,.316,6.1,14.2,.426,2.6,3.4,.790,0.5,4.6,5.2,10.2,0.9,0.0,4.2,4.3,22.1,,98,110
32,Andrea Bargnani\bargnan01,C,28,NYK,42,39,1257,9.4,21.2,.442,1.3,4.6,.278,8.1,16.7,.487,3.6,4.3,.824,2.9,6.5,9.4,1.9,0.6,2.2,2.5,4.2,23.6,,103,110
33,Harrison Barnes\barneha02,SF,21,GSW,78,24,2204,6.1,15.4,.399,1.5,4.3,.347,4.6,11.1,.419,2.9,4.1,.718,1.5,5.5,7.0,2.6,1.5,0.5,1.9,3.6,16.7,,100,105
34,Matt Barnes\barnema02,SF,33,LAC,63,40,1735,6.7,15.2,.438,2.8,8.2,.343,3.9,7.0,.549,1.9,2.6,.733,1.7,6.7,8.4,3.6,1.6,0.8,2.5,5.3,18.0,,107,106
35,Will Barton\bartowi01,SG,23,POR,41,0,387,8.5,20.4,.417,1.3,4.3,.303,7.2,16.1,.447,3.4,4.2,.813,2.1,7.6,9.7,4.3,1.2,0.9,2.4,4.1,21.7,,103,107
36,Brandon Bass\bassbr01,PF,28,BOS,82,73,2266,8.0,16.5,.486,0.0,0.1,.333,7.9,16.3,.487,4.7,5.4,.858,3.7,7.0,10.7,2.0,0.8,1.6,2.3,4.3,20.7,,111,108
37,Shane Battier\battish01,SF,35,MIA,73,56,1468,3.8,9.9,.382,2.6,7.5,.348,1.1,2.3,.492,0.5,0.8,.652,1.2,3.7,4.9,2.3,1.8,1.4,0.8,4.4,10.7,,110,108
38,Nicolas Batum\batumni01,SF,25,POR,82,82,2956,6.5,14.0,.465,2.5,6.9,.361,4.0,7.1,.566,2.8,3.5,.803,2.0,8.5,10.5,7.2,1.3,1.0,3.6,2.7,18.3,,113,106
39,Jerryd Bayless\bayleje01,PG,25,TOT,72,19,1686,7.7,19.1,.402,2.4,6.6,.358,5.3,12.5,.425,2.9,3.7,.797,0.7,3.8,4.5,6.0,1.9,0.3,2.5,5.0,20.6,,103,109
39,Jerryd Bayless\bayleje01,PG,25,MEM,31,5,650,7.4,19.6,.377,2.1,6.8,.301,5.3,12.8,.417,3.7,4.7,.789,0.7,4.2,4.8,5.4,1.6,0.4,1.8,5.9,20.5,,103,107
39,Jerryd Bayless\bayleje01,PG,25,BOS,41,14,1036,7.8,18.8,.418,2.5,6.4,.395,5.3,12.4,.430,2.4,3.0,.803,0.7,3.6,4.3,6.4,2.0,0.2,3.0,4.4,20.7,,103,109
40,Aron Baynes\baynear01,C,27,SAS,53,4,491,7.3,16.8,.436,0.0,0.0,,7.3,16.8,.436,2.0,2.2,.905,5.9,9.1,14.9,3.5,0.2,0.5,3.7,7.9,16.6,,97,105
41,Kent Bazemore\bazemke01,SG,24,TOT,67,15,911,7.9,18.4,.429,2.3,6.9,.336,5.6,11.6,.484,3.6,5.9,.606,0.5,5.8,6.3,4.9,2.3,0.7,4.2,5.5,21.7,,93,108
41,Kent Bazemore\bazemke01,SG,24,GSW,44,0,268,6.7,18.1,.371,1.9,7.3,.256,4.8,10.8,.448,3.5,6.7,.528,0.9,6.5,7.4,3.7,2.2,1.1,5.2,7.8,18.8,,81,101
41,Kent Bazemore\bazemke01,SG,24,LAL,23,15,643,8.4,18.6,.451,2.5,6.7,.371,5.9,11.9,.497,3.6,5.5,.644,0.4,5.4,5.8,5.4,2.3,0.5,3.9,4.5,22.8,,98,110
42,Bradley Beal\bealbr01,SG,20,WAS,73,73,2530,9.8,23.4,.419,2.8,7.0,.402,7.0,16.4,.426,3.0,3.8,.788,1.1,4.5,5.6,4.9,1.4,0.4,2.6,3.1,25.4,,103,107
43,Michael Beasley\beaslmi01,SF,25,MIA,55,2,831,11.2,22.5,.499,1.3,3.4,.389,9.9,19.1,.518,3.9,5.0,.772,2.0,8.9,10.9,2.7,1.5,1.3,3.6,5.9,27.6,,103,105
44,Marco Belinelli\belinma01,SF,27,SAS,80,25,2016,8.4,17.4,.485,3.2,7.3,.430,5.3,10.1,.525,2.8,3.3,.847,0.5,5.2,5.7,4.5,1.3,0.2,2.4,3.3,22.8,,114,105
45,Anthony Bennett\bennean01,PF,20,CLE,52,0,663,6.2,17.5,.356,1.0,4.1,.245,5.2,13.4,.390,3.4,5.4,.638,3.8,8.2,12.1,1.3,1.6,0.6,3.7,7.2,16.9,,85,107
46,Patrick Beverley\beverpa01,PG,25,HOU,56,55,1751,5.7,13.7,.414,2.6,7.3,.361,3.0,6.4,.473,2.4,2.9,.814,2.0,3.5,5.6,4.3,2.2,0.7,1.9,5.0,16.3,,115,108
47,Andris Biedrins\biedran01,C,27,UTA,6,0,45,1.2,1.2,1.000,0.0,0.0,,1.2,1.2,1.000,1.2,7.0,.167,2.3,17.5,19.8,0.0,0.0,0.0,2.3,7.0,3.5,,62,109
48,Chauncey Billups\billuch01,SG,37,DET,19,7,309,3.9,12.9,.304,2.3,7.9,.292,1.6,5.1,.323,1.6,2.0,.833,0.7,3.9,4.6,6.9,1.3,0.2,4.1,4.1,11.8,,87,113
49,Bismack Biyombo\biyombi01,C,21,CHA,77,9,1072,4.3,7.0,.611,0.0,0.0,,4.3,7.0,.611,2.2,4.3,.517,5.1,12.6,17.7,0.4,0.3,4.2,1.9,6.0,10.8,,115,99
50,DeJuan Blair\blairde01,PF,24,DAL,78,13,1214,8.9,16.6,.534,0.0,0.1,.000,8.9,16.5,.537,3.3,5.1,.636,5.9,9.7,15.6,3.0,2.5,0.9,3.3,8.1,21.0,,110,105
51,Steve Blake\blakest01,PG,33,TOT,55,28,1498,4.4,11.6,.377,2.6,6.9,.376,1.8,4.7,.378,1.1,1.4,.767,0.4,4.8,5.2,10.1,1.8,0.3,3.3,2.8,12.4,,103,109
51,Steve Blake\blakest01,PG,33,LAL,27,27,891,4.8,12.7,.378,2.8,7.2,.397,2.0,5.6,.353,1.5,1.9,.800,0.4,5.2,5.6,11.2,1.9,0.1,3.9,2.7,14.0,,103,112
51,Steve Blake\blakest01,PG,33,GSW,28,1,607,3.7,9.9,.375,2.2,6.5,.342,1.5,3.4,.439,0.4,0.7,.625,0.4,4.2,4.6,8.4,1.6,0.5,2.5,3.0,10.0,,105,105
52,Andray Blatche\blatcan01,PF,27,BRK,73,7,1618,10.4,21.9,.476,0.5,1.8,.278,9.9,20.1,.494,5.3,7.2,.742,3.9,8.8,12.7,3.6,2.4,1.2,3.6,5.4,26.6,,104,105
53,Eric Bledsoe\bledser01,PG,24,PHO,43,40,1416,9.4,19.7,.477,1.8,5.0,.357,7.6,14.7,.517,6.5,8.4,.772,1.0,6.2,7.2,8.3,2.4,0.5,5.1,3.5,27.0,,110,106
54,Vander Blue\blueva01,SG,21,BOS,3,0,15,6.9,13.7,.500,0.0,3.4,.000,6.9,10.3,.667,3.4,17.1,.200,0.0,10.3,10.3,3.4,0.0,0.0,6.9,3.4,17.1,,64,110
55,Keith Bogans\boganke01,SG,33,BOS,6,0,55,2.8,5.6,.500,2.8,5.6,.500,0.0,0.0,,2.8,2.8,1.000,0.0,2.8,2.8,2.8,0.9,0.0,0.9,1.9,11.2,,153,113
56,Andrew Bogut\bogutan01,C,29,GSW,67,67,1769,6.6,10.6,.627,0.0,0.0,,6.6,10.6,.627,0.6,1.8,.344,5.1,13.8,18.9,3.2,1.3,3.4,2.7,5.9,13.9,,115,96
57,Matt Bonner\bonnema01,PF,33,SAS,61,0,690,5.3,12.0,.445,3.1,7.2,.429,2.3,4.8,.470,0.7,0.9,.750,1.2,8.3,9.5,2.3,1.1,0.8,1.2,3.6,14.4,,114,103
58,Trevor Booker\booketr01,PF,26,WAS,72,45,1553,7.4,13.4,.551,0.0,0.1,.000,7.4,13.3,.554,1.6,2.5,.618,4.9,7.6,12.6,2.1,1.4,1.5,1.9,4.3,16.3,,114,104
59,Carlos Boozer\boozeca01,PF,32,CHI,76,76,2141,11.1,24.4,.456,0.0,0.0,.000,11.1,24.3,.457,3.7,4.8,.767,3.4,12.3,15.7,2.9,1.3,0.5,3.8,5.4,25.9,,95,98
60,Chris Bosh\boshch01,C,29,MIA,79,79,2531,10.2,19.8,.516,1.5,4.5,.339,8.7,15.3,.569,4.6,5.7,.820,2.0,8.8,10.9,1.8,1.7,1.6,2.6,4.0,26.6,,112,104
61,Avery Bradley\bradlav01,SG,23,BOS,60,58,1855,10.0,22.9,.438,2.2,5.5,.395,7.8,17.3,.451,2.5,3.1,.804,1.3,4.9,6.3,2.4,1.7,0.3,2.7,4.0,24.7,,100,109
62,Elton Brand\brandel01,C,34,ATL,73,15,1414,6.4,11.9,.539,0.0,0.1,.000,6.4,11.8,.542,2.2,3.4,.649,3.5,9.5,12.9,2.7,1.4,3.2,2.2,6.9,15.0,,110,103
63,Corey Brewer\breweco01,SF,27,MIN,81,81,2609,7.3,15.3,.481,1.1,4.0,.280,6.2,11.3,.552,3.1,4.3,.718,1.2,2.7,3.9,2.6,2.9,0.6,2.0,4.0,18.9,,108,107
64,Ronnie Brewer\brewero02,SF,28,TOT,24,3,160,0.9,4.7,.200,0.3,2.5,.125,0.6,2.2,.286,0.0,0.6,.000,0.6,3.7,4.4,3.1,1.9,0.3,0.6,1.2,2.2,,77,109
64,Ronnie Brewer\brewero02,SF,28,HOU,23,3,158,0.9,4.7,.200,0.3,2.5,.125,0.6,2.2,.286,0.0,0.6,.000,0.6,3.8,4.4,3.2,1.9,0.3,0.6,1.3,2.2,,77,109
64,Ronnie Brewer\brewero02,SF,28,CHI,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,110
65,Aaron Brooks\brookaa01,PG,29,TOT,72,12,1557,7.4,18.4,.401,3.0,7.9,.387,4.3,10.6,.411,2.6,3.0,.874,1.4,3.1,4.4,7.4,1.6,0.4,3.7,4.6,20.4,,105,110
65,Aaron Brooks\brookaa01,PG,29,HOU,43,0,716,7.2,18.3,.395,3.8,9.2,.409,3.5,9.1,.382,2.6,3.1,.841,1.6,2.7,4.3,5.8,1.7,0.4,3.6,5.3,20.8,,106,110
65,Aaron Brooks\brookaa01,PG,29,DEN,29,12,841,7.5,18.5,.406,2.4,6.8,.362,5.1,11.8,.431,2.7,3.0,.902,1.2,3.4,4.5,8.7,1.6,0.4,3.8,4.1,20.1,,104,111
66,MarShon Brooks\brookma01,SG,25,TOT,35,0,316,8.9,19.5,.456,2.0,3.9,.520,6.9,15.6,.440,5.0,6.9,.727,1.6,6.9,8.4,3.9,2.2,0.6,3.7,3.3,24.8,,102,109
66,MarShon Brooks\brookma01,SG,25,BOS,10,0,73,6.3,16.9,.375,1.4,2.8,.500,4.9,14.1,.350,7.8,9.9,.786,0.7,12.7,13.4,2.8,0.7,0.7,4.9,3.5,21.8,,93,106
66,MarShon Brooks\brookma01,SG,25,GSW,7,0,15,16.6,43.2,.385,0.0,6.7,.000,16.6,36.6,.455,10.0,13.3,.750,3.3,13.3,16.6,0.0,3.3,0.0,0.0,0.0,43.2,,96,97
66,MarShon Brooks\brookma01,SG,25,LAL,18,0,228,9.2,18.8,.489,2.3,4.1,.579,6.8,14.7,.464,3.8,5.5,.692,1.7,4.7,6.4,4.5,2.6,0.6,3.6,3.4,24.5,,105,110
67,Lorenzo Brown\brownlo01,PG,23,PHI,26,0,224,5.6,18.6,.302,0.6,6.5,.100,5.0,12.1,.411,1.9,2.8,.692,1.7,4.3,6.1,8.9,2.8,0.6,3.5,4.1,13.8,,82,109
68,Shannon Brown\brownsh01,SG,28,TOT,29,1,251,5.0,13.7,.364,0.0,0.4,.000,5.0,13.3,.375,3.1,4.4,.714,1.5,4.4,5.8,1.9,2.7,0.0,3.7,5.0,13.1,,78,107
68,Shannon Brown\brownsh01,SG,28,SAS,10,1,103,3.9,13.7,.286,0.0,1.0,.000,3.9,12.8,.308,3.4,4.4,.778,0.5,5.9,6.4,2.5,0.5,0.0,3.9,5.9,11.3,,68,107
68,Shannon Brown\brownsh01,SG,28,NYK,19,0,148,5.7,13.7,.421,0.0,0.0,,5.7,13.7,.421,2.9,4.3,.667,2.2,3.2,5.4,1.4,4.3,0.0,3.6,4.3,14.4,,85,107
69,Kobe Bryant\bryanko01,SG,35,LAL,6,6,177,8.5,20.1,.425,0.8,4.4,.188,7.7,15.7,.491,4.9,5.8,.857,0.5,6.6,7.1,10.4,1.9,0.3,9.3,2.5,22.8,,84,111
70,Chase Budinger\budinch01,SF,25,MIN,41,8,751,6.6,16.7,.394,2.8,7.9,.350,3.8,8.8,.433,2.1,2.6,.821,1.2,5.5,6.8,2.0,1.2,0.1,1.6,3.8,18.0,,103,109
71,Reggie Bullock\bullore01,SF,22,LAC,43,0,395,5.4,15.3,.355,2.8,9.2,.301,2.7,6.1,.438,0.9,1.1,.778,1.4,5.4,6.8,1.5,1.1,0.1,1.6,3.3,14.6,,93,108
72,Trey Burke\burketr01,PG,21,UTA,70,68,2262,7.9,20.8,.380,2.6,7.8,.330,5.3,13.0,.410,2.4,2.6,.903,0.9,4.0,4.8,9.2,1.0,0.1,3.0,3.4,20.8,,101,115
73,Alec Burks\burksal01,SG,22,UTA,78,12,2193,9.1,19.9,.457,1.2,3.4,.350,7.9,16.5,.480,6.7,8.9,.748,1.4,4.7,6.2,5.1,1.7,0.3,3.6,4.6,26.1,,106,113
74,Caron Butler\butleca01,SF,33,TOT,56,13,1419,7.7,19.6,.394,3.6,9.0,.394,4.2,10.5,.395,2.3,2.7,.840,0.8,7.5,8.3,3.0,1.7,0.6,2.2,4.3,21.3,,102,108
74,Caron Butler\butleca01,SF,33,MIL,34,13,821,8.7,22.6,.387,3.4,9.4,.361,5.4,13.2,.406,3.0,3.6,.839,1.0,9.0,10.1,3.6,1.5,0.7,3.3,4.1,23.8,,96,110
74,Caron Butler\butleca01,SF,33,OKC,22,0,598,6.4,15.6,.409,3.8,8.6,.441,2.6,7.1,.369,1.3,1.6,.842,0.4,5.6,6.0,2.2,2.0,0.5,0.7,4.7,17.9,,115,105
75,Jimmy Butler\butleji01,SG,24,CHI,67,67,2591,5.6,14.2,.397,1.4,4.9,.283,4.3,9.3,.457,5.3,6.9,.769,1.8,5.0,6.8,3.6,2.6,0.7,2.1,2.2,18.0,,108,100
76,Rasual Butler\butlera01,SG,34,IND,50,2,378,7.0,15.1,.464,3.6,8.5,.419,3.4,6.6,.521,1.1,1.9,.571,0.8,4.8,5.6,2.3,1.0,1.2,1.5,4.1,18.7,,113,102
77,Dwight Buycks\buyckdw01,PG,24,TOR,14,0,146,5.4,17.2,.313,1.8,6.1,.294,3.6,11.1,.323,2.9,3.2,.889,1.4,6.8,8.2,3.6,2.9,0.0,3.6,3.9,15.4,,84,103
78,Andrew Bynum\bynuman01,C,26,TOT,26,19,516,9.4,22.5,.418,0.0,0.0,,9.4,22.5,.418,3.7,4.9,.755,5.3,9.2,14.5,2.9,0.6,2.9,3.4,3.1,22.5,,95,105
78,Andrew Bynum\bynuman01,C,26,CLE,24,19,480,9.1,21.8,.419,0.0,0.0,,9.1,21.8,.419,3.4,4.5,.762,5.0,8.5,13.5,2.9,0.6,3.0,3.2,3.0,21.7,,96,106
78,Andrew Bynum\bynuman01,C,26,IND,2,0,36,13.0,31.7,.409,0.0,0.0,,13.0,31.7,.409,7.2,10.1,.714,8.7,18.7,27.4,2.9,0.0,1.4,5.8,4.3,33.2,,93,95
79,Will Bynum\bynumwi01,PG,31,DET,56,3,1054,8.8,20.6,.428,1.0,3.0,.323,7.9,17.7,.446,4.7,5.8,.802,1.2,3.6,4.7,10.4,1.9,0.3,4.9,5.8,23.3,,102,112
80,Nick Calathes\calatni01,SG,24,MEM,71,7,1173,6.5,14.2,.457,0.9,2.8,.311,5.6,11.4,.492,2.0,3.3,.611,1.0,5.2,6.2,9.4,3.0,0.4,4.6,5.3,15.8,,97,104
81,Jose Calderon\caldejo01,PG,32,DAL,81,81,2468,7.1,15.6,.456,4.0,8.8,.449,3.1,6.7,.464,1.1,1.3,.825,0.6,3.4,4.0,7.8,1.4,0.2,2.1,2.8,19.2,,120,112
82,Kentavious Caldwell-Pope\caldwke01,SG,20,DET,80,41,1583,5.8,14.7,.396,1.9,5.9,.319,3.9,8.8,.447,1.5,1.9,.770,1.2,3.8,5.0,1.8,2.4,0.4,0.9,4.6,15.0,,106,111
83,Isaiah Canaan\canaais01,PG,22,HOU,22,0,252,6.1,17.2,.356,3.6,10.9,.327,2.6,6.3,.406,4.2,5.7,.724,1.4,3.4,4.7,4.4,1.6,0.8,4.2,4.9,20.0,,97,109
84,DeMarre Carroll\carrode01,SF,27,ATL,73,73,2341,6.5,13.9,.470,2.1,5.8,.362,4.4,8.1,.548,2.4,3.1,.773,2.3,6.4,8.7,2.9,2.3,0.5,1.7,4.1,17.6,,113,106
85,Vince Carter\cartevi01,SG,37,DAL,81,0,1973,8.6,21.1,.407,3.8,9.6,.394,4.8,11.4,.418,4.2,5.1,.821,1.7,5.6,7.4,5.5,1.6,0.9,2.8,5.4,25.1,,109,110
86,Michael Carter-Williams\cartemi01,PG,22,PHI,70,70,2414,8.6,21.1,.405,1.1,4.2,.264,7.5,17.0,.440,5.2,7.4,.703,2.0,6.7,8.8,8.8,2.6,0.9,5.0,4.3,23.4,,96,108
87,Omri Casspi\casspom01,PF,25,HOU,71,2,1283,6.7,15.9,.422,2.4,6.8,.347,4.4,9.1,.479,3.2,4.7,.680,2.1,8.0,10.1,3.4,1.7,0.5,2.8,3.9,19.0,,105,106
