Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
11,Al-Farouq Aminu\aminual01,SF,21,NOH,66,21,1477,3.7,8.9,.411,0.3,1.1,.277,3.3,7.8,.431,2.1,2.8,.754,2.3,5.2,7.5,1.6,1.4,0.8,2.2,3.3,9.7
12,Lou Amundson\amundlo01,PF,29,IND,60,0,753,4.3,9.9,.430,0.0,0.0,,4.3,9.9,.430,1.7,3.9,.427,4.5,6.1,10.6,0.7,1.3,2.1,2.2,6.0,10.2
13,Chris Andersen\anderch01,C,33,DEN,32,1,486,4.4,8.0,.546,0.0,0.0,,4.4,8.0,.546,3.7,6.1,.610,3.6,7.4,11.0,0.4,1.4,3.4,1.3,3.9,12.4
14,Alan Anderson\anderal01,SF,29,TOR,17,12,461,4.3,11.1,.387,1.9,4.8,.393,2.4,6.3,.383,2.3,2.7,.853,0.6,2.0,2.7,2.0,0.4,0.2,2.0,2.7,12.7
15,James Anderson\anderja01,SG,22,SAS,51,2,603,3.9,10.4,.379,1.1,4.1,.279,2.8,6.3,.443,2.3,3.1,.750,1.0,3.8,4.7,2.4,0.5,0.1,1.8,2.1,11.3
16,Ryan Anderson\anderry01,PF,23,ORL,61,61,1964,6.1,13.9,.439,3.0,7.7,.393,3.0,6.1,.496,2.7,3.1,.877,4.1,4.5,8.6,1.0,0.9,0.5,1.0,2.7,18.0
17,Carmelo Anthony\anthoca01,SF,27,NYK,55,55,1876,8.5,19.7,.430,1.3,3.9,.335,7.2,15.8,.454,5.7,7.0,.804,1.7,4.9,6.6,3.8,1.2,0.5,2.8,3.0,23.9
18,Joel Anthony\anthojo01,C,29,MIA,64,51,1349,2.3,4.1,.559,0.0,0.0,,2.3,4.1,.559,1.3,1.9,.690,2.7,4.0,6.7,0.2,1.0,2.2,1.2,3.4,5.8
19,Gilbert Arenas\arenagi01,PG,30,MEM,17,0,211,4.4,10.9,.406,2.2,6.7,.333,2.2,4.3,.520,1.2,1.7,.700,0.3,2.7,3.1,3.1,1.9,0.2,2.0,6.0,12.3
20,Trevor Ariza\arizatr01,SF,26,NOH,41,41,1350,4.5,10.7,.417,0.8,2.3,.333,3.7,8.4,.440,2.1,2.7,.775,1.1,4.6,5.7,3.6,1.8,0.7,2.0,1.9,11.8
21,Omer Asik\asikom01,C,25,CHI,66,2,971,2.9,5.8,.506,0.0,0.0,,2.9,5.8,.506,1.7,3.8,.456,4.7,8.3,13.0,1.2,1.1,2.5,2.5,4.5,7.6
22,D.J. Augustin\augusdj01,PG,24,CHA,48,46,1408,4.7,12.5,.376,1.6,4.6,.341,3.1,7.9,.396,2.7,3.1,.875,0.6,2.2,2.8,7.8,0.9,0.0,2.8,1.7,13.6
23,Gustavo Ayon\ayongu01,PF,26,NOH,54,24,1088,4.6,8.6,.536,0.0,0.0,.000,4.6,8.6,.538,1.3,2.1,.619,2.8,5.9,8.8,2.4,1.8,1.5,1.5,3.9,10.6
24,Jeff Ayres\pendeje02,C,24,IND,20,1,106,5.1,12.2,.417,0.0,0.0,,5.1,12.2,.417,1.4,2.4,.571,4.1,7.1,11.2,1.4,1.0,0.7,0.7,5.4,11.5
25,Kelenna Azubuike\azubuke01,SG,28,DAL,3,0,18,6.0,16.0,.375,2.0,6.0,.333,4.0,10.0,.400,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,14.0
26,Luke Babbitt\babbilu01,SF,22,POR,40,4,537,4.8,11.6,.410,2.9,6.7,.430,1.9,4.9,.384,1.1,1.3,.850,1.1,5.3,6.4,1.1,0.7,0.3,1.8,3.1,13.5
27,Renaldo Balkman\balkmre01,SF,27,NYK,14,0,115,5.0,10.0,.500,0.6,2.8,.222,4.4,7.2,.609,2.5,3.4,.727,1.9,6.3,8.1,1.6,1.3,0.9,1.9,4.4,13.1
28,Leandro Barbosa\barbole01,SG,29,TOT,64,0,1382,7.1,16.6,.425,1.7,4.4,.382,5.4,12.2,.441,2.6,3.2,.815,0.9,2.5,3.3,2.5,1.5,0.2,2.4,3.5,18.4
28,Leandro Barbosa\barbole01,SG,29,TOR,42,0,946,7.5,17.3,.436,1.5,4.2,.360,6.0,13.1,.461,2.9,3.5,.835,0.8,2.2,3.0,2.4,1.4,0.3,2.6,3.8,19.5
28,Leandro Barbosa\barbole01,SG,29,IND,22,0,436,6.0,15.1,.399,2.1,4.9,.424,4.0,10.2,.387,2.1,2.7,.758,1.0,3.1,4.0,2.7,1.7,0.0,2.1,2.8,16.2
29,J.J. Barea\bareajo01,PG,27,MIN,41,11,1032,5.8,14.6,.400,1.8,5.0,.371,4.0,9.6,.415,2.7,3.4,.776,0.5,3.5,4.0,8.1,0.7,0.0,3.6,2.1,16.2
30,Andrea Bargnani\bargnan01,C,26,TOR,31,31,1032,7.3,16.9,.432,1.2,4.0,.296,6.1,12.9,.474,5.3,6.0,.873,0.8,5.2,6.0,2.1,0.6,0.5,2.4,1.8,21.0
31,Matt Barnes\barnema02,SF,31,LAL,63,16,1440,4.4,9.7,.452,1.1,3.4,.333,3.2,6.2,.518,2.4,3.2,.742,2.4,6.2,8.6,3.2,0.9,1.2,1.8,3.8,12.3
32,Earl Barron\barroea01,C,30,GSW,2,0,9,8.0,16.0,.500,0.0,0.0,,8.0,16.0,.500,0.0,0.0,,4.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,16.0
33,Brandon Bass\bassbr01,PF,26,BOS,59,39,1868,5.8,12.2,.479,0.0,0.0,,5.8,12.2,.479,2.5,3.1,.810,1.8,5.2,7.0,1.1,0.7,1.0,1.3,2.6,14.2
34,Tony Battie\battito01,C,35,PHI,27,11,295,2.3,6.2,.373,0.0,0.1,.000,2.3,6.1,.380,0.5,0.5,1.000,1.0,7.2,8.2,2.0,0.5,0.7,0.5,3.2,5.1
35,Shane Battier\battish01,SF,33,MIA,65,10,1499,2.7,7.0,.387,1.5,4.4,.339,1.2,2.6,.468,0.6,0.9,.622,1.3,2.4,3.7,2.0,1.5,0.8,0.9,2.5,7.5
36,Nicolas Batum\batumni01,SF,23,POR,59,34,1791,5.8,12.9,.451,2.2,5.5,.391,3.7,7.4,.496,2.7,3.2,.836,1.6,3.8,5.4,1.7,1.1,1.2,1.8,2.1,16.4
37,Jerryd Bayless\bayleje01,PG,23,TOR,31,11,705,6.0,14.1,.424,2.2,5.3,.423,3.7,8.8,.424,3.8,4.5,.852,0.4,3.0,3.4,6.0,1.2,0.2,2.7,3.6,18.0
38,Michael Beasley\beaslmi01,SF,23,MIN,47,7,1087,7.3,16.5,.445,1.3,3.3,.376,6.1,13.1,.462,2.0,3.1,.642,1.3,5.6,6.9,1.5,0.6,0.6,2.6,2.7,17.9
39,Rodrigue Beaubois\beaubro01,PG,23,DAL,53,12,1151,5.9,13.9,.422,1.2,4.1,.288,4.7,9.8,.479,1.8,2.2,.841,0.6,4.1,4.7,4.8,1.8,0.9,2.2,3.1,14.8
40,Marco Belinelli\belinma01,SG,25,NOH,66,55,1966,5.2,12.6,.417,2.0,5.2,.377,3.3,7.4,.445,1.8,2.4,.783,0.3,2.8,3.1,1.8,0.9,0.1,1.3,2.1,14.3
41,Raja Bell\bellra01,SG,35,UTA,34,33,796,3.7,7.9,.466,1.5,3.9,.391,2.1,3.9,.540,0.9,1.1,.840,0.3,1.9,2.2,1.7,0.6,0.1,0.9,3.5,9.8
42,Keith Benson\bensoke02,C,23,GSW,3,0,9,0.0,4.0,.000,0.0,0.0,,0.0,4.0,.000,0.0,0.0,,8.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Mike Bibby\bibbymi01,PG,33,NYK,39,4,557,2.3,8.0,.282,1.7,5.5,.318,0.5,2.5,.205,0.4,0.5,.750,0.3,3.5,3.8,5.2,1.4,0.2,1.3,2.9,6.7
44,Andris Biedrins\biedran01,C,25,GSW,47,35,739,1.9,3.1,.609,0.0,0.0,,1.9,3.1,.609,0.0,0.4,.111,2.2,6.4,8.6,0.8,1.1,2.2,0.7,6.1,3.8
45,Chauncey Billups\billuch01,SG,35,LAC,20,20,607,4.9,13.5,.364,2.8,7.4,.384,2.1,6.1,.340,5.0,5.6,.895,0.2,2.7,3.0,4.7,0.5,0.2,2.3,2.4,17.7
46,Bismack Biyombo\biyombi01,C,19,CHA,63,41,1455,3.2,6.9,.464,0.0,0.0,,3.2,6.9,.464,1.7,3.5,.483,2.8,6.3,9.1,0.7,0.5,2.8,1.8,3.6,8.1
47,DeJuan Blair\blairde01,PF,22,SAS,64,62,1363,7.1,13.3,.534,0.0,0.0,.000,7.1,13.3,.535,1.9,3.1,.613,4.1,5.2,9.3,2.1,1.6,0.3,2.4,4.4,16.1
48,Steve Blake\blakest01,PG,31,LAL,53,5,1237,2.9,7.8,.377,1.5,4.6,.335,1.4,3.2,.436,0.6,0.8,.778,0.3,2.2,2.5,5.1,1.1,0.1,2.1,2.2,8.0
49,Andray Blatche\blatcan01,PF,25,WAS,26,13,626,5.3,14.1,.380,0.1,0.4,.286,5.2,13.7,.382,1.9,2.8,.673,2.4,6.2,8.6,1.6,1.2,1.0,2.1,3.1,12.7
50,Eric Bledsoe\bledser01,PG,22,LAC,40,1,464,3.8,9.8,.389,0.5,2.3,.200,3.3,7.4,.448,2.2,3.4,.636,1.7,3.3,5.0,5.1,2.4,1.1,3.6,4.5,10.2
51,Keith Bogans\boganke01,SF,31,NJN,5,1,94,3.1,8.0,.381,1.1,4.6,.250,1.9,3.4,.556,0.8,1.9,.400,1.9,2.3,4.2,1.1,0.8,0.0,1.1,5.7,8.0
52,Andrew Bogut\bogutan01,C,27,MIL,12,12,364,6.0,13.5,.449,0.0,0.1,.000,6.0,13.4,.452,1.4,2.3,.609,2.2,7.7,9.9,3.1,1.2,2.4,2.4,3.6,13.5
53,Matt Bonner\bonnema01,PF,31,SAS,65,2,1326,4.2,9.5,.440,2.9,6.8,.420,1.3,2.7,.490,0.4,0.6,.762,0.8,5.0,5.8,1.7,0.4,0.6,0.4,1.8,11.6
54,Trevor Booker\booketr01,PF,24,WAS,50,32,1261,5.2,9.7,.531,0.0,0.1,.500,5.1,9.7,.531,1.6,2.7,.602,3.4,5.9,9.3,1.1,1.4,1.2,1.7,3.9,12.0
55,Carlos Boozer\boozeca01,PF,30,CHI,66,66,1948,8.3,15.6,.532,0.0,0.0,.000,8.3,15.5,.533,1.8,2.5,.693,2.1,8.3,10.4,2.3,1.2,0.4,2.1,3.1,18.3
56,Chris Bosh\boshch01,PF,27,MIA,57,57,2007,7.0,14.5,.487,0.2,0.6,.286,6.9,13.8,.496,4.1,5.0,.821,1.7,6.4,8.1,1.8,0.9,0.8,2.1,2.3,18.4
57,Earl Boykins\boykiea01,PG,35,HOU,8,0,111,3.9,11.7,.333,0.6,2.9,.222,3.2,8.8,.370,4.2,4.9,.867,0.0,3.6,3.6,5.5,0.3,0.0,2.3,1.6,12.6
58,Craig Brackins\brackcr01,PF,24,PHI,14,1,88,3.7,13.5,.273,1.2,3.7,.333,2.5,9.8,.250,0.4,0.8,.500,2.0,4.1,6.1,3.3,0.0,0.4,1.6,2.5,9.0
59,Avery Bradley\bradlav01,PG,21,BOS,64,28,1368,5.3,10.6,.498,0.6,1.4,.407,4.7,9.2,.511,1.6,2.1,.795,0.9,2.1,3.0,2.3,1.1,0.3,2.0,2.9,12.7
60,Elton Brand\brandel01,C,32,PHI,60,60,1732,6.0,12.1,.494,0.0,0.0,.000,6.0,12.1,.495,1.8,2.4,.733,3.0,5.9,8.9,2.0,1.2,2.0,1.4,3.7,13.7
61,Corey Brewer\breweco01,SF,25,DEN,59,17,1287,5.6,13.0,.434,0.9,3.6,.260,4.7,9.4,.500,2.5,3.6,.692,1.2,3.0,4.2,2.5,2.0,0.5,1.6,3.2,14.7
62,Ronnie Brewer\brewero02,SG,26,CHI,66,43,1635,4.2,9.8,.427,0.4,1.5,.275,3.8,8.3,.455,1.2,2.2,.560,1.6,3.5,5.1,3.0,1.6,0.5,1.3,1.4,10.0
63,Jon Brockman\brockjo01,PF,24,MIL,35,0,239,2.3,6.8,.333,0.0,0.2,.000,2.3,6.6,.341,1.1,2.3,.467,5.0,6.3,11.3,1.4,0.6,0.2,1.5,5.0,5.6
64,MarShon Brooks\brookma01,SG,23,NJN,56,47,1648,6.0,14.0,.428,1.0,3.3,.313,5.0,10.7,.463,2.5,3.2,.764,1.5,2.8,4.4,2.9,1.1,0.3,2.6,2.5,15.5
65,Derrick Brown\brownde04,SF,24,CHA,65,17,1443,5.3,10.2,.518,0.1,0.6,.250,5.1,9.6,.535,2.3,3.5,.667,2.4,3.5,5.9,1.7,1.2,0.3,1.4,2.4,13.1
66,Kwame Brown\brownkw01,C,29,GSW,9,3,187,4.0,7.7,.525,0.0,0.0,,4.0,7.7,.525,2.9,6.5,.441,3.1,7.9,11.0,0.8,1.5,0.0,2.7,4.0,11.0
67,Shannon Brown\brownsh01,SG,26,PHO,59,19,1400,6.5,15.4,.420,1.7,4.8,.362,4.7,10.5,.446,2.1,2.5,.808,1.0,3.1,4.0,1.8,1.1,0.4,1.6,1.7,16.7
68,Kobe Bryant\bryanko01,SG,33,LAL,58,58,2232,9.3,21.5,.430,1.4,4.6,.303,7.9,16.9,.464,6.1,7.3,.845,1.1,4.0,5.0,4.3,1.1,0.3,3.3,1.7,26.1
69,Chase Budinger\budinch01,SF,23,HOU,58,9,1298,5.8,13.1,.442,2.4,6.1,.402,3.3,7.0,.476,1.5,1.9,.771,1.1,5.0,6.0,2.1,0.8,0.2,1.5,1.8,15.5
70,Alec Burks\burksal01,SG,20,UTA,59,0,939,5.9,13.7,.429,0.6,1.7,.333,5.3,12.0,.442,4.0,5.5,.727,2.2,2.9,5.1,2.1,1.0,0.2,2.0,3.2,16.3
71,Caron Butler\butleca01,SF,31,LAC,63,63,1871,5.5,13.6,.407,1.8,4.9,.358,3.8,8.6,.435,1.7,2.1,.813,0.8,3.6,4.4,1.5,1.0,0.2,1.5,2.4,14.5
72,Jimmy Butler\butleji01,SG,22,CHI,42,0,359,3.2,7.9,.405,0.2,1.1,.182,3.0,6.8,.441,4.3,5.6,.768,2.3,3.3,5.6,1.4,1.1,0.5,1.4,2.0,10.9
73,Rasual Butler\butlera01,SF,32,TOR,34,14,453,3.3,10.6,.308,1.7,6.1,.273,1.6,4.5,.357,0.6,1.0,.583,0.5,4.8,5.2,1.5,0.6,0.4,1.2,3.1,8.7
74,Derrick Byars\byarsde01,PF,27,SAS,2,0,37,2.9,10.7,.273,0.0,5.8,.000,2.9,4.9,.600,3.9,3.9,1.000,5.8,4.9,10.7,1.0,1.9,0.0,0.0,1.9,9.7
75,Andrew Bynum\bynuman01,C,24,LAL,60,60,2112,7.6,13.6,.558,0.0,0.1,.200,7.6,13.5,.560,4.0,5.8,.692,3.3,8.8,12.1,1.4,0.5,2.0,2.6,1.8,19.1
76,Will Bynum\bynumwi01,PG,29,DET,36,0,514,5.2,13.6,.381,0.5,2.0,.241,4.7,11.6,.406,3.4,4.5,.766,0.7,3.2,3.9,4.6,1.6,0.2,3.8,4.3,14.3
77,Jose Calderon\caldejo01,PG,30,TOR,53,53,1799,4.4,9.5,.457,1.2,3.2,.371,3.2,6.4,.500,1.2,1.4,.882,0.4,2.8,3.2,9.4,0.9,0.1,2.1,1.9,11.1
78,Marcus Camby\cambyma01,C,37,TOT,59,53,1352,3.4,7.6,.446,0.1,0.1,.400,3.4,7.5,.447,0.8,1.7,.453,4.2,9.9,14.1,2.8,1.3,2.3,1.5,3.4,7.6
78,Marcus Camby\cambyma01,C,37,POR,40,40,894,2.7,6.5,.416,0.0,0.0,,2.7,6.5,.416,0.7,1.5,.474,4.2,10.0,14.3,3.0,1.3,2.3,1.9,3.5,6.1
78,Marcus Camby\cambyma01,C,37,HOU,19,13,458,4.8,9.9,.484,0.2,0.4,.400,4.6,9.5,.488,0.9,2.0,.423,4.1,9.7,13.8,2.5,1.3,2.3,0.8,3.0,10.6
79,Brian Cardinal\cardibr01,SF,34,DAL,44,0,277,1.8,7.1,.255,1.3,6.4,.204,0.5,0.8,.667,0.6,0.8,.833,0.5,3.9,4.4,2.1,1.0,0.3,1.0,4.9,5.6
80,DeMarre Carroll\carrode01,SF-PF,25,TOT,24,9,348,4.4,10.9,.410,0.7,2.0,.368,3.7,8.9,.419,1.4,1.7,.875,2.9,2.6,5.5,1.9,1.2,0.1,1.1,3.8,11.1
80,DeMarre Carroll\carrode01,PF,25,DEN,4,0,21,10.3,10.3,1.000,0.0,0.0,,10.3,10.3,1.000,0.0,0.0,,0.0,5.1,5.1,5.1,0.0,0.0,3.4,1.7,20.6
80,DeMarre Carroll\carrode01,SF,25,UTA,20,9,327,4.1,10.9,.374,0.8,2.1,.368,3.3,8.8,.375,1.5,1.8,.875,3.1,2.4,5.5,1.7,1.3,0.1,1.0,4.0,10.5
81,Matt Carroll\carroma01,SG,31,CHA,53,2,596,3.1,9.5,.331,0.5,2.6,.186,2.7,6.9,.386,1.8,2.3,.789,0.5,3.0,3.5,2.3,1.0,0.4,1.4,3.1,8.6
82,Anthony Carter\cartean01,PG,36,TOR,24,0,209,2.9,9.1,.321,0.9,2.9,.294,2.1,6.2,.333,1.4,1.7,.800,0.9,4.8,5.7,5.9,1.4,0.7,2.9,3.4,8.1
83,Vince Carter\cartevi01,SG,35,DAL,61,40,1542,5.2,12.7,.411,1.7,4.8,.361,3.5,7.9,.442,2.2,2.7,.826,0.7,4.0,4.8,3.2,1.3,0.6,2.0,3.1,14.4
84,Omri Casspi\casspom01,SF,23,CLE,65,35,1341,4.5,11.1,.403,1.4,4.5,.315,3.0,6.6,.463,2.0,2.9,.685,1.7,4.4,6.1,1.8,1.0,0.6,1.7,3.1,12.3
85,Mario Chalmers\chalmma01,PG,25,MIA,64,64,1825,4.4,9.8,.448,2.0,5.1,.388,2.4,4.7,.513,1.6,2.0,.792,0.3,3.1,3.4,4.4,1.9,0.2,2.8,3.3,12.4
86,Tyson Chandler\chandty01,C,29,NYK,62,62,2061,4.2,6.2,.679,0.0,0.0,.000,4.2,6.2,.683,3.8,5.5,.689,3.7,7.0,10.7,1.0,1.0,1.6,1.8,3.2,12.2
87,Wilson Chandler\chandwi01,SF,24,DEN,8,6,215,5.2,13.2,.392,0.5,2.0,.250,4.7,11.2,.418,1.7,2.0,.833,1.0,5.9,6.9,2.8,1.0,1.0,3.0,3.0,12.6
88,Josh Childress\childjo01,SF,28,PHO,34,0,491,3.5,7.3,.485,0.3,1.8,.167,3.2,5.5,.587,0.0,0.1,.000,2.3,4.7,7.0,2.5,1.0,0.4,0.7,2.8,7.3
89,Earl Clark\clarkea01,PF,24,ORL,45,1,559,3.3,9.0,.367,0.0,0.0,,3.3,9.0,.367,1.4,1.9,.724,2.3,5.7,8.0,1.2,0.8,2.1,1.6,4.6,7.9
90,Norris Cole\coleno01,PG,23,MIA,65,2,1260,5.1,12.9,.393,0.6,2.2,.276,4.5,10.7,.417,1.9,2.4,.776,0.6,2.0,2.6,3.8,1.3,0.1,3.0,3.5,12.6
91,Jason Collins\collija04,C,33,ATL,30,10,308,1.9,4.7,.400,0.0,0.0,,1.9,4.7,.400,0.8,1.8,.467,1.4,4.2,5.6,1.2,0.5,0.4,1.2,4.0,4.6
92,Darren Collison\collida01,PG,24,IND,60,56,1878,4.4,10.0,.440,0.7,1.8,.362,3.8,8.2,.457,2.4,2.9,.830,0.6,3.0,3.6,5.5,0.9,0.3,2.2,1.9,11.9
93,Nick Collison\collini01,PF,31,OKC,63,0,1307,3.3,5.5,.597,0.0,0.0,.000,3.3,5.5,.600,1.2,1.7,.710,3.3,4.3,7.5,2.3,0.9,0.8,1.7,4.2,7.8
94,Mike Conley\conlemi01,PG,24,MEM,62,61,2174,4.9,11.3,.433,1.0,2.6,.377,3.9,8.7,.450,2.3,2.6,.861,0.4,2.2,2.6,6.7,2.3,0.2,2.1,2.2,13.0
95,Brian Cook\cookbr01,PF,31,TOT,32,0,276,4.0,12.8,.316,1.3,6.5,.200,2.7,6.3,.438,1.2,1.3,.900,1.3,6.9,8.2,1.3,0.8,0.7,1.4,6.3,10.6
95,Brian Cook\cookbr01,PF,31,LAC,16,0,121,3.3,14.6,.224,1.5,8.0,.185,1.8,6.5,.273,1.2,1.2,1.000,1.2,5.7,6.8,0.6,0.6,1.2,1.2,7.7,9.2
95,Brian Cook\cookbr01,PF,31,WAS,16,0,155,4.6,11.4,.408,1.2,5.3,.217,3.5,6.0,.577,1.2,1.4,.833,1.4,7.9,9.3,1.9,0.9,0.2,1.6,5.1,11.6
96,Daequan Cook\cookda02,SG,24,OKC,57,22,989,4.0,10.8,.368,2.9,8.3,.346,1.1,2.5,.441,0.5,0.8,.636,0.4,4.0,4.4,0.5,0.8,0.4,0.6,2.5,11.3
97,DeMarcus Cousins\couside01,C,21,SAC,64,62,1950,8.3,18.4,.448,0.0,0.3,.143,8.2,18.2,.453,4.8,6.9,.702,4.9,8.1,13.0,1.9,1.7,1.4,3.1,4.7,21.4
98,Jamal Crawford\crawfja01,PG,31,POR,60,6,1613,6.3,16.4,.384,1.8,5.8,.308,4.5,10.6,.426,4.3,4.6,.927,0.4,2.3,2.6,4.3,1.2,0.3,2.5,1.7,18.7
99,Jordan Crawford\crawfjo02,SG,23,WAS,64,32,1753,7.2,17.9,.400,1.6,5.6,.289,5.5,12.3,.451,3.3,4.2,.793,0.9,2.5,3.5,3.9,1.2,0.1,2.9,2.3,19.3
100,Dante Cunningham\cunnida01,PF,24,MEM,64,5,1124,4.6,8.9,.516,0.0,0.1,.000,4.6,8.9,.520,1.4,2.2,.652,2.9,5.0,7.9,1.2,1.3,1.1,0.9,3.1,10.7
101,Eddy Curry\curryed01,C,29,MIA,14,1,83,5.2,11.3,.462,0.0,0.0,,5.2,11.3,.462,2.6,3.5,.750,1.7,3.5,5.2,0.4,0.0,0.9,4.3,7.4,13.0
102,Stephen Curry\curryst01,PG,23,GSW,26,23,732,7.1,14.6,.490,2.7,6.0,.455,4.4,8.6,.514,1.9,2.3,.809,0.7,3.6,4.3,6.8,1.9,0.4,3.2,3.0,18.8
103,Samuel Dalembert\dalemsa01,C,30,HOU,65,45,1446,5.0,9.8,.506,0.0,0.0,.000,5.0,9.8,.508,2.2,2.8,.796,3.9,7.4,11.4,0.8,0.9,2.8,2.0,4.0,12.2
104,Erick Dampier\dampier01,C,36,ATL,15,0,83,0.4,3.5,.125,0.0,0.0,,0.4,3.5,.125,0.0,0.0,,4.3,6.5,10.8,1.7,0.4,1.7,1.3,3.9,0.9
105,Marquis Daniels\daniema01,SG,31,BOS,38,0,484,3.9,10.6,.364,0.0,0.7,.000,3.9,9.9,.391,1.3,1.7,.739,1.2,3.7,4.9,3.5,1.6,0.7,2.1,2.7,9.0
106,Baron Davis\davisba01,PG,32,NYK,29,14,595,4.1,11.1,.370,1.6,5.1,.306,2.5,6.0,.424,1.0,1.5,.667,0.8,2.6,3.4,8.2,2.1,0.2,4.6,3.7,10.8
107,Ed Davis\davised01,PF,22,TOR,66,9,1534,4.0,7.9,.513,0.0,0.0,.000,4.0,7.8,.515,1.7,2.5,.670,3.1,7.1,10.3,1.4,0.9,1.5,1.6,3.7,9.7
108,Glen Davis\davisgl01,PF,26,ORL,61,13,1427,5.7,13.5,.421,0.1,0.4,.143,5.6,13.1,.429,2.9,4.2,.683,2.7,5.7,8.4,1.2,1.1,0.5,1.9,2.7,14.3
109,Josh Davis\davisjo02,PF,31,MEM,15,0,130,2.8,7.5,.370,1.1,3.6,.308,1.7,3.9,.429,1.1,2.2,.500,4.4,3.0,7.5,1.7,1.9,0.3,0.8,5.3,7.8
110,Eric Dawson\dawsoer01,C,27,SAS,4,0,39,6.5,11.1,.583,0.0,0.0,,6.5,11.1,.583,0.9,1.8,.500,4.6,4.6,9.2,0.0,0.9,1.8,2.8,5.5,13.8
111,Austin Daye\dayeau01,SF,23,DET,41,4,603,4.4,13.6,.322,0.8,3.7,.210,3.6,9.9,.364,2.1,2.6,.814,0.8,4.6,5.4,2.0,1.3,1.3,2.4,3.7,11.6
112,Carlos Delfino\delfica01,SF,29,MIL,54,53,1537,4.3,10.6,.402,2.0,5.6,.360,2.2,5.0,.449,0.9,1.1,.792,0.5,4.4,4.9,2.9,1.9,0.2,1.5,2.3,11.4
113,Luol Deng\denglu01,SF,26,CHI,54,54,2129,5.3,12.8,.412,1.3,3.6,.367,3.9,9.1,.430,2.1,2.8,.770,1.3,4.6,5.9,2.7,0.9,0.6,1.6,1.4,14.0
114,Justin Dentmon\dentmju01,PG,26,TOT,6,0,91,4.0,11.1,.357,0.8,5.5,.143,3.2,5.5,.571,1.6,2.4,.667,0.0,3.2,3.2,4.0,0.8,0.0,2.8,4.0,10.3
114,Justin Dentmon\dentmju01,PG,26,SAS,2,0,19,3.8,11.4,.333,0.0,7.6,.000,3.8,3.8,1.000,0.0,0.0,,0.0,1.9,1.9,1.9,1.9,0.0,1.9,3.8,7.6
114,Justin Dentmon\dentmju01,PG,26,TOR,4,0,72,4.0,11.0,.364,1.0,5.0,.200,3.0,6.0,.500,2.0,3.0,.667,0.0,3.5,3.5,4.5,0.5,0.0,3.0,4.0,11.0
