"","Player","Pos","Age","Tm","DRB","TOV","PS.G","VORP","fix"
"1","Jordan Adams\adamsjo01","SG",20,"MEM",-1.23652375640058,-0.851585684785994,-0.913259634239418,-0.401315137641299,"jordanadams"
"2","Tony Allen\allento01","SG",33,"MEM",0.705911482423484,0.323491103070778,0.0868134385831568,1.24997438928419,"tonyallen"
"3","Alan Anderson\anderal01","SG",32,"BRK",0.264448928145288,-0.45989342216707,-0.13138432275995,-0.00815096456380178,"alananderson"
"4","Giannis Antetokounmpo\antetgi01","SG",20,"MIL",3.08980927552574,1.23743971584827,0.83232245650544,0.778177381591193,"giannisantetokounmpo"
"5","Leandro Barbosa\barbole01","SG",32,"GSW",-0.883353712978021,-0.590457509706712,-0.185933763095727,-0.2440494684103,"leandrobarbosa"
"6","J.J. Barea\bareajo01","PG",30,"DAL",-0.530183669555464,-0.329329334627429,-0.113201175981358,-0.3226823030258,"jjbarea"
"7","Jerryd Bayless\bayleje01","PG",26,"MIL",0.441033949856567,0.715183365689702,-0.0586517356455813,-0.715846476103297,"jerrydbayless"
"8","Kent Bazemore\bazemke01","SG",25,"ATL",0.617618971567845,-0.198765247087788,-0.53141355188898,-0.401315137641299,"kentbazemore"
"9","Bradley Beal\bealbr01","SG",21,"WAS",0.794203993279123,1.10687562830863,1.30508427274884,0.542278877744695,"bradleybeal"
"10","Marco Belinelli\belinma01","SG",28,"SAS",0.0878639064340101,-0.198765247087788,0.19591231925471,-0.0867837991793013,"marcobelinelli"
"11","Patrick Beverley\beverpa01","PG",26,"HOU",0.882496504134763,0.454055190610419,0.359560640262041,0.463646043129195,"patrickbeverley"
"12","Steve Blake\blakest01","PG",34,"POR",-0.441891158699825,0.192927015531137,-0.69506187289631,-0.479947972256799,"steveblake"
"13","Eric Bledsoe\bledser01","PG",25,"PHO",2.03029914525807,2.93477285386361,1.61419776798491,2.11493557005468,"ericbledsoe"
"14","Vander Blue\blueva01","SG",22,"LAL",1.32395905841296,2.41251650370504,0.523208961269371,-0.558580806872298,"vanderblue"
"15","Avery Bradley\bradlav01","SG",24,"BOS",0.441033949856567,0.323491103070778,1.05052021784855,-0.3226823030258,"averybradley"
"16","Aaron Brooks\brookaa01","PG",30,"CHI",-0.353598647844186,0.976311540768985,0.632307841940925,-0.2440494684103,"aaronbrooks"
"17","Jabari Brown\brownja01","SG",22,"LAL",-0.265306136988547,0.715183365689702,0.686857282276702,-0.715846476103297,"jabaribrown"
"18","Lorenzo Brown\brownlo01","PG",24,"MIN",-0.0887211152772684,-0.198765247087788,-0.713245019674903,-0.558580806872298,"lorenzobrown"
"19","Markel Brown\brownma02","SG",23,"BRK",-0.0887211152772684,-0.721021597246353,-0.640512432560534,-0.558580806872298,"markelbrown"
"20","Shannon Brown\brownsh01","SG",29,"MIA",-1.58969379982313,-0.45989342216707,-0.749611313232087,-0.558580806872298,"shannonbrown"
"21","Kobe Bryant\bryanko01","SG",36,"LAL",2.56005421039191,3.32646511648253,2.5779045472503,0.0704818700516977,"kobebryant"
"22","Trey Burke\burketr01","PG",22,"UTA",0.264448928145288,0.584619278150061,0.850505603284032,-0.401315137641299,"treyburke"
"23","Alec Burks\burksal01","SG",23,"UTA",1.32395905841296,0.976311540768985,1.05052021784855,-0.401315137641299,"alecburks"
"24","Jimmy Butler\butleji01","SG",25,"CHI",1.85371412354679,0.323491103070778,2.15969217134267,2.82263108159418,"jimmybutler"
"25","Dwight Buycks\buyckdw01","PG",25,"LAL",-0.265306136988547,1.10687562830863,0.104996585361749,-0.558580806872298,"dwightbuycks"
"26","Will Bynum\bynumwi01","SG",32,"WAS",-1.23652375640058,-0.068201159548146,-0.913259634239418,-0.558580806872298,"willbynum"
"27","Nick Calathes\calatni01","SG",25,"MEM",-0.441891158699825,-0.068201159548146,-0.713245019674903,-0.165416633794801,"nickcalathes"
"28","Jose Calderon\caldejo01","PG",33,"NYK",0.441033949856567,0.845747453229344,0.177729172476118,-0.794479310718797,"josecalderon"
"29","Kentavious Caldwell-Pope\caldwke01","SG",21,"DET",0.441033949856567,-0.068201159548146,0.83232245650544,-0.00815096456380178,"kentaviouscaldwellpope"
"30","Vince Carter\cartevi01","SG",38,"MEM",-0.353598647844186,-0.590457509706712,-0.422314671217427,-0.3226823030258,"vincecarter"
"31","Mario Chalmers\chalmma01","PG",28,"MIA",0.264448928145288,1.36800380338791,0.377743787040633,-0.00815096456380178,"mariochalmers"
"32","Will Cherry\cherrwi01","PG",23,"CLE",-1.32481626725622,-0.851585684785994,-1.13145739558252,-0.479947972256799,"willcherry"
"33","Patrick Christopher\chrispa01","SG",26,"UTA",-0.883353712978021,-1.11271385986528,-1.20418998269689,-0.558580806872298,"patrickchristopher"
"34","Jordan Clarkson\clarkjo01","PG",22,"LAL",0.264448928145288,0.584619278150061,0.686857282276702,-0.00815096456380178,"jordanclarkson"
"35","Darren Collison\collida01","PG",27,"SAC",0.705911482423484,1.75969606600683,1.45054944697758,0.620911712360194,"darrencollison"
"36","Mike Conley\conlemi01","PG",27,"MEM",0.529326460712206,1.36800380338791,1.3960000066418,1.56450572774619,"mikeconley"
"37","Bryce Cotton\cottobr01","PG",22,"UTA",-0.883353712978021,-0.45989342216707,-0.513230405110388,-0.558580806872298,"brycecotton"
"38","Allen Crabbe\crabbal01","SG",22,"POR",-0.618476180411103,-1.11271385986528,-0.876893340682233,-0.2440494684103,"allencrabbe"
"39","Jamal Crawford\crawfja01","SG",34,"LAC",-0.265306136988547,0.323491103070778,1.3960000066418,-0.165416633794801,"jamalcrawford"
"40","Jared Cunningham\cunnija01","SG",23,"LAC",-1.41310877811186,-0.982149772325636,-1.14964054236112,-0.558580806872298,"jaredcunningham"
"41","Seth Curry\curryse01","PG",24,"PHO",-0.883353712978021,-1.5044061224842,-1.47693718437578,-0.479947972256799,"sethcurry"
"42","Stephen Curry\curryst01","PG",26,"GSW",1.4122515692686,2.54308059124468,2.85065174892918,5.73204596236766,"stephencurry"
"43","Andre Dawkins\dawkian01","SG",23,"MIA",-1.32481626725622,-1.11271385986528,-1.33147201014704,-0.558580806872298,"andredawkins"
"44","Matthew Dellavedova\dellama01","SG",24,"CLE",-0.618476180411103,-0.329329334627429,-0.604146139003349,-0.637213641487798,"matthewdellavedova"
"45","DeMar DeRozan\derozde01","SG",25,"TOR",1.67712910183552,1.49856789092755,2.17787531812127,-0.3226823030258,"demarderozan"
