"","Player","Pos","Age","Tm","DRB","TOV","PS.G","VORP","fix"
"1","Josh Akognon\akognjo01","PG",26,"DAL",-1.41728726353094,-1.53003436470913,-1.13855663799284,-0.478691726950762,"joshakognon"
"2","Ray Allen\allenra02","SG",37,"MIA",0.417104441506045,0.166078275587518,0.535257393220622,0.344498479495565,"rayallen"
"3","Tony Allen\allento01","SG",31,"MEM",1.28602682810251,0.035608072487776,0.171384777739434,0.868346792688682,"tonyallen"
"4","D.J. Augustin\augusdj01","PG",25,"IND",-0.838005672466632,-0.35580253681145,-0.592747714771061,-0.478691726950762,"djaugustin"
"5","Leandro Barbosa\barbole01","PG",30,"BOS",-0.838005672466632,-0.877683349210419,-0.501779560900764,-0.553527200264064,"leandrobarbosa"
"6","J.J. Barea\bareajo01","PG",28,"MIN",0.513651373350097,1.07936969728571,0.60803191631686,-0.179349833697552,"jjbarea"
"7","Will Barton\bartowi01","SG",22,"POR",-0.258724081402319,-0.486272739911193,-0.720103130189477,-1.07737551345718,"willbarton"
"8","Jerryd Bayless\bayleje01","PG",24,"MEM",0.127463645973889,0.427018681787003,0.134997516191315,0.119992059555658,"jerrydbayless"
"9","Kent Bazemore\bazemke01","SG",23,"GSW",-1.41728726353094,-1.1386237554099,-1.08397574567067,-0.628362673577366,"kentbazemore"
"10","Bradley Beal\bealbr01","SG",19,"WAS",1.18947989625846,0.557488884886745,1.0810663164424,0.19482753286896,"bradleybeal"
"11","Rodrigue Beaubois\beaubro01","PG",24,"DAL",-0.644911808778528,-0.616742943010935,-0.720103130189477,-0.628362673577366,"rodriguebeaubois"
"12","Marco Belinelli\belinma01","SG",26,"CHI",-0.0656302177142153,-0.094862130611966,0.29874019315785,-0.703198146890669,"marcobelinelli"
"13","Patrick Beverley\beverpa01","PG",24,"HOU",-0.162177149558267,-0.094862130611966,-0.429005037804527,0.269663006182262,"patrickbeverley"
"14","Chauncey Billups\billuch01","SG",36,"LAC",-0.355271013246372,0.035608072487776,0.0804166238691369,-0.329020780324157,"chaunceybillups"
"15","Steve Blake\blakest01","PG",32,"LAL",0.706745237038201,0.29654847868726,-0.119713314645517,-0.0296788870709472,"steveblake"
"16","Eric Bledsoe\bledser01","PG",23,"LAC",0.127463645973889,0.818429291086229,0.0986102546431963,0.943182266001984,"ericbledsoe"
"17","Keith Bogans\boganke01","SG",32,"BRK",-0.355271013246372,-0.616742943010935,-0.683715868641358,-0.254185307010854,"keithbogans"
"18","Avery Bradley\bradlav01","PG",22,"BOS",-0.162177149558267,0.29654847868726,0.225965670061612,-0.628362673577366,"averybradley"
"19","MarShon Brooks\brookma01","SG",24,"BRK",-0.74145874062258,-0.35580253681145,-0.465392299352645,-0.478691726950762,"marshonbrooks"
"20","Shannon Brown\brownsh01","SG",27,"PHO",0.0309167141298369,0.166078275587518,0.462482870124384,-0.478691726950762,"shannonbrown"
"21","Kobe Bryant\bryanko01","SG",34,"LAL",2.83077773760735,3.29736314998133,3.51901284016637,3.33791741202766,"kobebryant"
"22","Alec Burks\burksal01","SG",21,"UTA",-0.0656302177142153,0.035608072487776,-0.174294206967695,-0.628362673577366,"alecburks"
"23","Will Bynum\bynumwi01","PG",30,"DET",-0.644911808778528,0.948899494185971,0.335127454705969,-0.553527200264064,"willbynum"
"24","Matt Carroll\carroma01","SG",32,"CHA",-1.7069280590631,-1.53003436470913,-1.44784836115185,-0.478691726950762,"mattcarroll"
"25","Mario Chalmers\chalmma01","PG",26,"MIA",0.224010577817941,0.427018681787003,0.116803885417256,0.718675846062077,"mariochalmers"
"26","Norris Cole\coleno01","PG",24,"MIA",-0.355271013246372,0.166078275587518,-0.429005037804527,-1.22704646008379,"norriscole"
"27","Darren Collison\collida01","PG",25,"DAL",0.513651373350097,1.20983990038546,0.735387331735276,0.49416942612217,"darrencollison"
"28","Mike Conley\conlemi01","PG",25,"MEM",0.513651373350097,1.60125050968468,1.20842173186082,2.73923362552124,"mikeconley"
"29","Will Conroy\conrowi01","PG",30,"MIN",-1.7069280590631,-1.53003436470913,-1.39326746882968,-0.553527200264064,"willconroy"
"30","Jamal Crawford\crawfja01","SG",32,"LAC",-0.355271013246372,0.948899494185971,1.55410071656795,0.119992059555658,"jamalcrawford"
"31","Jared Cunningham\cunnija01","SG",21,"DAL",-1.41728726353094,-1.1386237554099,-1.08397574567067,-0.478691726950762,"jaredcunningham"
"32","Stephen Curry\curryst01","PG",24,"GSW",1.47912069179062,2.51454193138288,2.71849308610775,3.71209477859417,"stephencurry"
"33","Nando De Colo\decolna01","SG",25,"SAS",-0.162177149558267,-0.094862130611966,-0.756490391737596,-0.329020780324157,"nandodecolo"
"34","Justin Dentmon\dentmju01","PG",27,"DAL",-1.7069280590631,-1.53003436470913,-1.44784836115185,-0.478691726950762,"justindentmon"
"35","DeMar DeRozan\derozde01","SG",23,"TOR",1.47912069179062,0.818429291086229,1.8451988089529,-0.403856253637459,"demarderozan"
"36","Keyon Dooling\doolike01","PG",32,"MEM",-1.61038112721905,-0.616742943010935,-0.647328607093239,-0.553527200264064,"keyondooling"
"37","Chris Douglas-Roberts\douglch01","SG",26,"DAL",-0.934552604310684,-1.26909395850965,-0.93842669947819,-0.478691726950762,"chrisdouglasroberts"
"38","Goran Dragic\dragigo01","PG",26,"PHO",0.513651373350097,2.12313132208365,1.22661536263488,1.16768868594189,"gorandragic"
"39","Chris Duhon\duhonch01","PG",30,"LAL",-0.548364876934476,-0.35580253681145,-0.920233068704131,-0.703198146890669,"chrisduhon"
"40","Monta Ellis\ellismo01","SG",27,"MIL",1.47912069179062,2.51454193138288,2.04532874746755,1.16768868594189,"montaellis"
"41","Kim English\engliki01","SG",24,"DET",-1.03109953615474,-0.877683349210419,-0.920233068704131,-0.628362673577366,"kimenglish"
"42","Tyreke Evans\evansty01","SG",23,"SAC",1.76876148732277,1.07936969728571,1.31758351650518,0.793511319375379,"tyrekeevans"
"43","Raymond Felton\feltora01","PG",28,"NYK",0.320557509661993,1.47078030658494,1.0810663164424,0.49416942612217,"raymondfelton"
"44","Evan Fournier\fournev01","SG",20,"DEN",-0.934552604310684,-0.486272739911193,-0.483585930126705,-0.403856253637459,"evanfournier"
"45","Randy Foye\foyera01","SG",29,"UTA",-0.451817945090424,-0.094862130611966,0.517063762446563,0.19482753286896,"randyfoye"
"46","Jimmer Fredette\fredeji01","SG",23,"SAC",-0.934552604310684,-0.225332333711708,-0.137906945419576,-0.778033620203971,"jimmerfredette"
"47","Diante Garrett\garredi02","PG",24,"PHO",-1.22419339984284,-0.486272739911193,-1.06578211489661,-0.628362673577366,"diantegarrett"
"48","Daniel Gibson\gibsoda01","PG",26,"CLE",-0.548364876934476,-0.616742943010935,-0.465392299352645,-0.703198146890669,"danielgibson"
"49","Manu Ginobili\ginobma01","SG",35,"SAS",1.09293296441441,1.3403101034852,0.699000070187157,1.01801773931529,"manuginobili"
"50","Ben Gordon\gordobe01","SG",29,"CHA",-0.258724081402319,0.818429291086229,0.5898382855428,-1.37671740671039,"bengordon"
"51","Eric Gordon\gordoer01","SG",24,"NOH",-0.162177149558267,2.12313132208365,1.64506887043825,-0.628362673577366,"ericgordon"
"52","Andrew Goudelock\goudean01","SG",24,"LAL",-1.7069280590631,-1.53003436470913,-1.44784836115185,-0.478691726950762,"andrewgoudelock"
"53","Danny Green\greenda02","SG",25,"SAS",0.803292168882254,0.035608072487776,0.462482870124384,1.69153699913501,"dannygreen"
"54","Willie Green\greenwi01","SG",31,"LAC",-0.644911808778528,-1.00815355231016,-0.301649622386111,-0.329020780324157,"williegreen"
"55","Richard Hamilton\hamilri01","SG",34,"CHI",-0.451817945090424,0.687959087986487,0.335127454705969,-1.22704646008379,"richardhamilton"
"56","Ben Hansbrough\hansbbe01","PG",25,"IND",-1.12764646799879,-0.747213146110677,-1.08397574567067,-0.553527200264064,"benhansbrough"
"57","James Harden\hardeja01","SG",23,"HOU",2.25149614654303,3.42783335308107,3.26430200932953,3.78693025190748,"jamesharden"
"58","Devin Harris\harride01","SG",29,"ATL",0.127463645973889,0.427018681787003,0.353321085480028,0.0451565862423551,"devinharris"
"59","Gerald Henderson\hendege02","SG",25,"CHA",1.09293296441441,0.557488884886745,1.37216440882736,-0.329020780324157,"geraldhenderson"
"60","Cory Higgins\higgico01","SG",23,"CHA",-1.41728726353094,-1.53003436470913,-1.02939485334849,-0.478691726950762,"coryhiggins"
"61","George Hill\hillge01","PG",26,"IND",1.28602682810251,0.427018681787003,1.13564720876458,2.06571436570152,"georgehill"
"62","Kirk Hinrich\hinriki01","PG",32,"CHI",0.610198305194149,0.687959087986487,-0.046938791549279,-0.254185307010854,"kirkhinrich"
"63","Jrue Holiday\holidjr01","PG",22,"PHI",1.28602682810251,3.29736314998133,1.77242428585666,0.943182266001984,"jrueholiday"
"64","Justin Holiday\holidju01","SG",23,"PHI",-0.162177149558267,-0.225332333711708,-0.592747714771061,-0.628362673577366,"justinholiday"
"65","Andre Iguodala\iguodan01","SG",29,"DEN",2.44459001023114,1.86219091588417,0.91732363947587,2.29022078564143,"andreiguodala"
"66","Kyrie Irving\irvinky01","PG",20,"CLE",1.28602682810251,2.64501213448262,2.64571856301151,1.61670152582171,"kyrieirving"
"67","Royal Ivey\iveyro01","SG",31,"PHI",-0.934552604310684,-1.00815355231016,-0.865652176381952,-0.553527200264064,"royalivey"
"68","Jarrett Jack\jackja01","SG",29,"GSW",0.996386032570358,1.07936969728571,0.89913000870181,0.269663006182262,"jarrettjack"
"69","Reggie Jackson\jacksre01","PG",22,"OKC",0.320557509661993,-0.486272739911193,-0.483585930126705,-0.254185307010854,"reggiejackson"
"70","Mike James\jamesmi01","PG",37,"DAL",-0.355271013246372,0.035608072487776,-0.33803688393423,-0.703198146890669,"mikejames"
"71","John Jenkins\jenkijo01","SG",21,"ATL",-0.451817945090424,-0.616742943010935,-0.33803688393423,-0.628362673577366,"johnjenkins"
"72","Brandon Jennings\jennibr01","PG",23,"MIL",0.513651373350097,1.73172071278442,1.73603702430854,1.09285321262859,"brandonjennings"
"73","Joe Johnson\johnsjo02","SG",31,"BRK",0.513651373350097,0.687959087986487,1.51771345501983,0.643840372748774,"joejohnson"
"74","Orlando Johnson\johnsor01","SG",23,"IND",0.0309167141298369,-0.747213146110677,-0.720103130189477,-0.403856253637459,"orlandojohnson"
"75","Darius Johnson-Odom\johnsda03","SG",23,"LAL",-0.934552604310684,-1.53003436470913,-1.44784836115185,-0.478691726950762,"dariusjohnsonodom"
"76","Dominique Jones\jonesdo02","PG",24,"DAL",-0.838005672466632,0.166078275587518,-0.720103130189477,-0.628362673577366,"dominiquejones"
"77","Cory Joseph\josepco01","PG",21,"SAS",-0.355271013246372,-0.486272739911193,-0.62913497631918,-0.403856253637459,"coryjoseph"
"78","Jason Kidd\kiddja01","SG",39,"NYK",1.76876148732277,-0.225332333711708,-0.356230514708289,1.99087889238822,"jasonkidd"
"79","Brandon Knight\knighbr03","PG",21,"DET",0.803292168882254,1.99266111898391,0.971904531798048,-0.553527200264064,"brandonknight"
"80","Ty Lawson\lawsoty01","PG",25,"DEN",0.417104441506045,1.73172071278442,1.59048797811607,1.16768868594189,"tylawson"
"81","Courtney Lee\leeco01","SG",27,"BOS",0.224010577817941,-0.094862130611966,-0.0287451607752196,0.119992059555658,"courtneylee"
