"","Player","Pos","Age","Tm","DRB","TOV","PS.G","VORP","fix"
"1","Arron Afflalo\afflaar01","SG",26,"DEN",0.695427231095258,0.265835169900429,1.32755205511657,0.959997097625305,"arronafflalo"
"2","Blake Ahearn\ahearbl01","PG",27,"UTA",-1.54479485701522,0.134700793004242,-0.991195069348457,-0.579218374625918,"blakeahearn"
"3","Ray Allen\allenra02","SG",36,"BOS",1.03146054431183,0.396969546796616,1.14497354137917,1.24859999867241,"rayallen"
"4","Tony Allen\allento01","SG",30,"MEM",0.47140502228421,0.528103923692804,0.34162808093459,1.15239903165671,"tonyallen"
"5","Morris Almond\almonmo01","SG",26,"WAS",-0.0886504997434093,-1.17664297595763,-0.808616555611053,-0.483017407610216,"morrisalmond"
"6","James Anderson\anderja01","SG",22,"SAS",-0.760717126176553,-0.783239845269067,-0.772100852863573,-0.675419341641619,"jamesanderson"
"7","Gilbert Arenas\arenagi01","PG",30,"MEM",-1.09675043939312,-0.65210546837288,-0.680811595994871,-0.386816440594515,"gilbertarenas"
"8","D.J. Augustin\augusdj01","PG",24,"CHA",-0.0886504997434093,1.44604456196611,0.578980148793214,-1.06022320970442,"djaugustin"
"9","Kelenna Azubuike\azubuke01","SG",28,"DAL",-2.10485037904284,0.134700793004242,-1.02771077209594,-0.579218374625918,"kelennaazubuike"
"10","J.J. Barea\bareajo01","PG",27,"MIN",0.583416126689734,1.70831331575849,0.615495851540695,-0.290615473578813,"jjbarea"
"11","Jerryd Bayless\bayleje01","PG",23,"TOR",0.0233606046621145,0.65923830058899,0.633753702914435,0.0941883944839922,"jerrydbayless"
"12","Rodrigue Beaubois\beaubro01","PG",23,"DAL",0.695427231095258,0.134700793004242,0.177307418570926,0.382791295531096,"rodriguebeaubois"
"13","Marco Belinelli\belinma01","SG",25,"NOH",0.47140502228421,-0.258702337684319,0.706785108409397,-0.194414506563112,"marcobelinelli"
"14","Raja Bell\bellra01","SG",35,"UTA",-0.648706021771029,-0.783239845269067,-0.279138865772583,-0.290615473578813,"rajabell"
