Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
44,Mike Bibby\bibbymi01,PG,32,TOT,80,68,2285,3.9,9.1,.431,2.4,5.5,.440,1.5,3.6,.417,0.6,1.0,.629,0.3,2.8,3.1,4.2,0.8,0.1,1.6,2.8,10.8
44,Mike Bibby\bibbymi01,PG,32,ATL,56,56,1674,4.1,9.5,.435,2.4,5.5,.441,1.7,4.0,.427,0.6,1.0,.630,0.3,2.8,3.1,4.3,0.8,0.1,1.5,2.7,11.3
44,Mike Bibby\bibbymi01,PG,32,WAS,2,0,29,1.2,11.2,.111,0.0,5.0,.000,1.2,6.2,.200,0.0,0.0,,0.0,3.7,3.7,9.9,1.2,0.0,1.2,3.7,2.5
44,Mike Bibby\bibbymi01,PG,32,MIA,22,12,582,3.4,7.8,.437,2.5,5.4,.455,0.9,2.4,.395,0.6,1.0,.625,0.1,2.9,3.0,3.4,0.7,0.2,2.0,2.9,9.9
45,Andris Biedrins\biedran01,C,24,GSW,59,55,1397,3.7,6.9,.534,0.0,0.0,,3.7,6.9,.534,0.3,0.8,.323,3.7,7.2,11.0,1.5,1.3,1.3,1.5,5.1,7.6
46,Chauncey Billups\billuch01,PG,34,TOT,72,72,2310,5.3,12.4,.427,2.3,5.7,.402,3.0,6.7,.448,6.0,6.5,.916,0.4,2.6,3.0,6.0,1.1,0.2,2.8,2.3,18.8
46,Chauncey Billups\billuch01,PG,34,DEN,51,51,1646,5.1,11.7,.438,2.3,5.2,.441,2.8,6.5,.436,5.8,6.3,.923,0.3,2.5,2.7,5.9,1.1,0.3,2.8,2.1,18.4
46,Chauncey Billups\billuch01,PG,34,NYK,21,21,664,5.6,14.0,.403,2.2,6.8,.328,3.4,7.2,.474,6.5,7.2,.902,0.7,2.8,3.5,6.3,1.0,0.1,2.6,2.8,20.0
47,DeJuan Blair\blairde01,PF,21,SAS,81,65,1734,6.1,12.1,.501,0.0,0.0,.000,6.1,12.1,.503,1.9,2.8,.657,4.5,7.3,11.7,1.6,2.0,0.9,2.3,4.4,14.0
48,Steve Blake\blakest01,PG,30,LAL,79,0,1581,2.5,7.0,.359,1.7,4.4,.378,0.8,2.6,.327,0.6,0.7,.867,0.4,3.1,3.6,3.9,0.9,0.1,1.7,2.3,7.3
49,Andray Blatche\blatcan01,PF,24,WAS,64,63,2172,7.1,15.9,.445,0.1,0.3,.222,7.0,15.6,.449,3.6,4.7,.777,3.0,5.7,8.7,2.4,1.6,0.8,2.9,3.0,17.8
50,Eric Bledsoe\bledser01,PG,21,LAC,81,25,1841,4.0,9.5,.424,0.6,2.3,.276,3.4,7.2,.470,1.9,2.6,.744,1.3,3.0,4.4,5.7,1.8,0.5,3.8,2.5,10.6
51,Keith Bogans\boganke01,SG,30,CHI,82,82,1461,3.1,7.6,.404,2.2,5.8,.380,0.8,1.7,.486,0.5,0.8,.656,0.5,3.2,3.6,2.5,0.9,0.2,1.0,2.8,8.8
52,Andrew Bogut\bogutan01,C,26,MIL,65,65,2297,5.8,11.6,.495,0.0,0.1,.000,5.8,11.6,.497,1.5,3.4,.442,3.1,8.2,11.3,2.1,0.7,2.6,2.0,3.4,13.0
53,Matt Bonner\bonnema01,PF,30,SAS,66,1,1432,4.3,9.3,.464,2.6,5.8,.457,1.7,3.5,.475,0.8,1.1,.744,1.5,4.5,6.0,1.5,0.7,0.5,0.7,2.8,12.1
54,Trevor Booker\booketr01,PF,23,WAS,65,14,1063,4.7,8.6,.549,0.0,0.0,.000,4.7,8.5,.552,2.3,3.4,.673,3.3,5.2,8.5,1.2,1.0,1.4,1.3,3.9,11.7
55,Carlos Boozer\boozeca01,C,29,CHI,59,59,1882,8.2,16.2,.510,0.0,0.0,,8.2,16.2,.510,3.3,4.7,.701,2.5,8.3,10.8,2.8,0.9,0.3,2.9,3.6,19.8
56,Chris Bosh\boshch01,PF,26,MIA,77,77,2795,6.7,13.6,.496,0.1,0.3,.240,6.7,13.3,.502,4.9,6.1,.815,1.8,6.4,8.3,1.9,0.8,0.6,1.8,2.2,18.5
57,Earl Boykins\boykiea01,PG,34,MIL,57,0,862,6.5,14.7,.443,1.1,3.0,.380,5.4,11.7,.459,2.9,3.4,.841,0.6,1.7,2.3,5.9,1.6,0.1,2.2,1.8,17.0
58,Craig Brackins\brackcr01,PF,23,PHI,3,0,33,4.4,17.5,.250,0.0,5.5,.000,4.4,12.0,.364,0.0,0.0,,2.2,2.2,4.4,1.1,1.1,0.0,0.0,3.3,8.7
59,Avery Bradley\bradlav01,PG,20,BOS,31,0,162,5.1,14.9,.343,0.0,1.1,.000,5.1,13.8,.371,1.3,2.7,.500,0.9,2.9,3.8,2.7,2.0,0.0,3.6,4.4,11.6
60,Elton Brand\brandel01,PF,31,PHI,81,81,2809,6.4,12.6,.512,0.0,0.0,.000,6.4,12.6,.512,2.7,3.5,.780,3.0,5.6,8.7,1.5,1.2,1.4,1.3,3.1,15.6
61,Corey Brewer\breweco01,SF-SG,24,TOT,69,24,1510,4.6,11.6,.395,0.7,2.7,.268,3.9,9.0,.434,3.2,4.6,.708,1.4,2.8,4.2,2.1,2.4,0.4,2.1,3.8,13.2
61,Corey Brewer\breweco01,SF,24,MIN,56,22,1362,4.4,11.6,.384,0.7,2.6,.263,3.8,8.9,.420,3.2,4.5,.708,1.2,2.8,4.0,2.0,2.4,0.4,2.0,3.5,12.8
61,Corey Brewer\breweco01,SG,24,DAL,13,2,148,6.1,12.4,.490,1.0,3.2,.308,5.1,9.2,.553,3.6,5.1,.714,2.9,2.7,5.6,2.9,2.7,0.5,2.4,6.1,16.8
62,Ronnie Brewer\brewero02,SG,25,CHI,81,1,1781,4.1,8.6,.480,0.1,0.5,.222,4.0,8.1,.498,1.8,2.7,.654,1.1,4.2,5.3,2.8,2.1,0.4,1.1,1.7,10.2
63,Jon Brockman\brockjo01,C,23,MIL,63,6,677,2.6,5.0,.511,0.0,0.0,,2.6,5.0,.511,2.1,3.1,.678,3.9,5.8,9.8,1.0,0.7,0.2,1.3,6.3,7.2
64,Aaron Brooks\brookaa01,PG,26,TOT,59,12,1284,6.2,16.5,.375,2.0,6.6,.297,4.2,9.8,.427,3.5,3.9,.886,0.6,1.6,2.2,6.5,1.0,0.1,2.8,3.2,17.8
64,Aaron Brooks\brookaa01,PG,26,HOU,34,7,811,5.9,17.2,.346,2.1,7.5,.284,3.8,9.7,.394,3.5,3.7,.940,0.5,1.8,2.3,5.7,0.9,0.1,2.4,3.1,17.5
64,Aaron Brooks\brookaa01,PG,26,PHO,25,5,473,6.5,15.2,.430,1.7,5.1,.328,4.9,10.1,.481,3.5,4.3,.807,0.7,1.4,2.1,7.9,1.0,0.1,3.3,3.5,18.3
65,Derrick Brown\brownde04,SF,23,TOT,49,1,576,4.6,8.2,.565,0.3,0.6,.500,4.3,7.6,.570,2.0,3.7,.533,2.6,3.6,6.2,2.1,1.2,0.6,2.2,3.7,11.6
65,Derrick Brown\brownde04,SF,23,CHA,41,1,488,4.6,8.3,.549,0.1,0.4,.333,4.4,7.9,.561,1.8,3.5,.532,2.4,3.8,6.2,2.1,1.2,0.6,2.1,3.5,11.1
65,Derrick Brown\brownde04,SF,23,NYK,8,0,88,4.9,7.4,.667,1.2,1.6,.750,3.7,5.7,.643,2.9,5.3,.538,3.7,2.5,6.1,1.6,1.6,0.8,2.9,4.5,13.9
66,Kwame Brown\brownkw01,C,28,CHA,66,50,1714,4.1,7.9,.517,0.0,0.0,,4.1,7.9,.517,2.9,4.9,.589,3.1,6.4,9.5,0.9,0.5,0.8,1.4,3.7,11.0
67,Shannon Brown\brownsh01,SG,25,LAL,82,0,1568,6.3,14.8,.425,1.7,4.9,.349,4.6,9.9,.462,2.1,2.3,.911,0.8,2.8,3.6,2.2,1.5,0.4,1.7,2.8,16.3
68,Kobe Bryant\bryanko01,SG,32,LAL,82,82,2779,9.6,21.2,.451,1.5,4.6,.323,8.1,16.6,.487,6.3,7.6,.828,1.1,4.4,5.4,5.0,1.3,0.2,3.1,2.2,26.9
69,Chase Budinger\budinch01,SF,22,HOU,78,22,1738,5.8,13.6,.425,1.8,5.7,.325,3.9,7.9,.497,2.4,2.9,.855,1.1,4.7,5.8,2.6,0.8,0.4,1.4,2.4,15.8
70,Caron Butler\butleca01,SF,30,DAL,29,29,867,7.1,15.7,.450,1.2,2.7,.431,5.9,13.0,.454,2.8,3.7,.773,0.9,4.0,4.9,1.9,1.2,0.3,2.0,2.4,18.1
71,Rasual Butler\butlera01,SG,31,TOT,47,2,770,3.7,11.1,.333,2.2,6.4,.338,1.5,4.7,.327,0.8,1.3,.667,0.5,3.1,3.6,1.3,0.4,0.7,1.1,1.7,10.4
71,Rasual Butler\butlera01,SG,31,LAC,41,2,744,3.5,10.9,.323,2.0,6.2,.326,1.5,4.7,.320,0.9,1.3,.667,0.5,3.2,3.7,1.3,0.4,0.7,1.1,1.6,10.0
71,Rasual Butler\butlera01,SG,31,CHI,6,0,26,8.3,15.2,.545,5.5,9.7,.571,2.8,5.5,.500,0.0,0.0,,0.0,1.4,1.4,0.0,0.0,0.0,2.8,4.2,22.2
72,Andrew Bynum\bynuman01,C,23,LAL,54,47,1500,5.7,9.9,.574,0.0,0.0,,5.7,9.9,.574,3.3,5.0,.660,4.1,8.1,12.2,1.8,0.5,2.5,1.8,3.4,14.7
73,Will Bynum\bynumwi01,PG,28,DET,61,5,1125,5.8,13.0,.448,0.5,1.6,.320,5.3,11.4,.466,3.3,3.9,.836,0.5,1.9,2.4,6.2,1.7,0.1,2.7,3.6,15.4
74,Jose Calderon\caldejo01,PG,29,TOR,68,55,2102,4.5,10.2,.440,1.0,2.7,.365,3.5,7.5,.466,1.5,1.8,.854,0.5,2.9,3.5,10.4,1.4,0.1,2.5,2.4,11.5
75,Marcus Camby\cambyma01,C,36,POR,59,51,1540,2.7,6.9,.398,0.0,0.0,.000,2.7,6.8,.399,1.0,1.6,.614,4.3,9.9,14.2,2.8,0.9,2.2,1.4,3.3,6.5
76,Derrick Caracter\caracde01,C,22,LAL,41,0,215,5.4,11.1,.485,0.0,0.0,,5.4,11.1,.485,2.8,3.9,.739,3.2,4.0,7.2,1.2,0.7,1.7,3.2,7.9,13.6
77,Brian Cardinal\cardibr01,SF,33,DAL,56,4,618,2.5,5.8,.430,2.4,5.1,.483,0.1,0.8,.077,1.0,1.0,.944,0.6,2.9,3.4,2.3,1.4,0.4,1.0,4.8,8.4
78,Rodney Carney\carnero01,SF,26,TOT,27,1,336,4.9,11.8,.418,1.8,4.1,.447,3.1,7.7,.403,1.9,2.9,.667,1.4,3.7,5.1,1.2,1.3,0.5,1.7,3.5,13.6
78,Rodney Carney\carnero01,SF,26,GSW,25,1,331,4.9,11.6,.421,1.8,4.0,.459,3.0,7.6,.400,2.0,2.9,.667,1.3,3.8,5.1,1.2,1.2,0.5,1.7,3.6,13.6
78,Rodney Carney\carnero01,SF,26,MEM,2,0,5,7.2,21.6,.333,0.0,7.2,.000,7.2,14.4,.500,0.0,0.0,,7.2,0.0,7.2,0.0,7.2,0.0,0.0,0.0,14.4
79,DeMarre Carroll\carrode01,PF,24,TOT,12,0,50,2.9,8.6,.333,0.0,0.0,,2.9,8.6,.333,1.4,1.4,1.000,1.4,4.3,5.8,2.9,0.7,0.7,0.0,3.6,7.2
79,DeMarre Carroll\carrode01,PF,24,MEM,7,0,39,3.7,8.3,.444,0.0,0.0,,3.7,8.3,.444,1.8,1.8,1.000,1.8,5.5,7.4,1.8,0.9,0.9,0.0,4.6,9.2
79,DeMarre Carroll\carrode01,PF,24,HOU,5,0,11,0.0,9.8,.000,0.0,0.0,,0.0,9.8,.000,0.0,0.0,,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0
80,Matt Carroll\carroma01,SG,30,CHA,54,1,582,5.5,12.3,.447,1.1,2.8,.370,4.5,9.5,.471,2.5,3.2,.769,0.7,3.5,4.2,1.4,1.1,0.4,1.4,2.7,14.5
81,Anthony Carter\cartean01,PG,35,TOT,33,0,463,3.5,8.2,.425,0.9,3.1,.300,2.6,5.1,.500,0.6,0.6,1.000,0.5,3.4,4.0,5.4,2.1,0.5,3.0,3.8,8.6
81,Anthony Carter\cartean01,PG,35,DEN,14,0,153,2.4,7.1,.333,0.9,2.8,.333,1.4,4.2,.333,0.5,0.5,1.000,0.0,2.8,2.8,6.1,2.1,0.2,3.3,4.5,6.1
81,Anthony Carter\cartean01,PG,35,NYK,19,0,310,4.1,8.8,.461,0.9,3.3,.286,3.1,5.6,.563,0.7,0.7,1.000,0.8,3.7,4.5,5.0,2.1,0.6,2.9,3.5,9.8
82,Vince Carter\cartevi01,SG,34,TOT,73,63,2051,6.8,15.6,.437,2.0,5.6,.361,4.8,10.0,.479,2.2,3.0,.740,0.9,3.9,4.8,2.6,1.2,0.4,1.6,3.4,17.9
82,Vince Carter\cartevi01,SG,34,ORL,22,22,664,6.8,14.4,.470,1.5,4.2,.346,5.3,10.2,.521,3.0,4.1,.747,0.6,4.3,4.9,3.5,1.1,0.2,2.0,3.8,18.1
82,Vince Carter\cartevi01,SG,34,PHO,51,41,1387,6.9,16.2,.422,2.3,6.3,.366,4.5,9.9,.458,1.9,2.5,.735,1.1,3.7,4.8,2.1,1.2,0.4,1.4,3.2,17.9
