Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
453,Taurean Waller-Prince\princta02,SF,22,ATL,59,10,981,5.7,14.3,.400,1.7,5.1,.324,4.1,9.2,.443,3.7,4.7,.787,1.3,6.6,7.9,2.8,2.2,1.4,3.1,4.8,16.8,,96,105
454,T.J. Warren\warretj01,SF,23,PHO,66,59,2048,9.4,19.0,.495,0.6,2.3,.265,8.8,16.7,.527,2.8,3.6,.773,2.9,5.0,7.9,1.8,1.8,0.9,1.3,4.1,22.2,,113,113
455,C.J. Watson\watsocj01,PG,32,ORL,62,9,1012,4.7,12.1,.387,1.6,5.1,.305,3.1,7.0,.448,2.8,3.2,.864,0.8,3.6,4.4,5.6,2.1,0.1,2.3,4.1,13.8,,103,112
456,Briante Weber\weberbr01,PG,24,TOT,20,0,205,6.1,14.5,.417,0.2,2.4,.100,5.8,12.1,.480,2.7,3.9,.688,1.9,4.4,6.3,5.1,2.9,0.2,1.9,3.9,15.0,,100,107
456,Briante Weber\weberbr01,PG,24,GSW,7,0,46,5.2,14.6,.357,0.0,3.1,.000,5.2,11.5,.455,2.1,3.1,.667,0.0,4.2,4.2,5.2,3.1,1.0,3.1,4.2,12.6,,80,104
456,Briante Weber\weberbr01,PG,24,CHO,13,0,159,6.3,14.5,.435,0.3,2.2,.143,6.0,12.3,.487,2.8,4.1,.692,2.5,4.4,6.9,5.0,2.8,0.0,1.6,3.8,15.8,,106,108
457,David West\westda01,C,36,GSW,68,0,854,7.6,14.2,.536,0.2,0.5,.375,7.4,13.7,.541,2.4,3.2,.768,2.6,8.8,11.4,8.5,2.4,2.7,4.4,5.9,17.8,,109,100
458,Russell Westbrook\westbru01,PG,28,OKC,81,81,2802,14.4,34.0,.425,3.5,10.2,.343,10.9,23.8,.459,12.4,14.7,.845,2.4,12.7,15.1,14.7,2.3,0.5,7.7,3.3,44.8,,112,104
459,Okaro White\whiteok01,PF,24,MIA,35,0,471,3.5,9.3,.379,1.3,3.6,.353,2.2,5.7,.396,2.1,2.4,.909,2.7,6.1,8.8,2.2,1.1,1.1,1.9,5.6,10.5,,104,108
460,Isaiah Whitehead\whiteis01,PG,21,BRK,73,26,1643,5.9,14.7,.402,1.3,4.3,.295,4.6,10.4,.446,2.6,3.3,.805,0.9,4.4,5.3,5.5,1.2,1.0,4.1,5.0,15.7,,91,113
461,Hassan Whiteside\whiteha01,C,27,MIA,77,77,2513,10.9,19.5,.557,0.0,0.0,,10.9,19.5,.557,4.5,7.2,.628,5.9,15.9,21.8,1.1,1.1,3.2,3.1,4.5,26.3,,113,100
462,Andrew Wiggins\wiggian01,SF,21,MIN,82,82,3048,11.8,26.1,.452,1.7,4.8,.356,10.1,21.3,.473,6.9,9.0,.760,1.7,3.8,5.5,3.1,1.4,0.5,3.1,3.0,32.2,,107,115
463,C.J. Wilcox\wilcocj01,SG,26,ORL,22,0,108,3.7,14.2,.258,1.4,6.9,.200,2.3,7.3,.313,0.9,0.9,1.000,1.8,3.7,5.5,5.5,0.9,0.5,2.8,3.7,9.6,,77,114
464,Alan Williams\willial03,C,24,PHO,47,0,708,9.3,18.1,.517,0.0,0.1,.000,9.3,18.0,.519,4.7,7.6,.625,6.4,13.4,19.7,1.6,1.8,2.2,2.5,8.5,23.4,,113,106
465,Deron Williams\willide01,PG,32,TOT,64,44,1657,8.2,18.6,.438,2.6,7.3,.363,5.5,11.4,.486,2.8,3.4,.826,0.4,4.1,4.6,11.2,1.0,0.2,4.3,4.3,21.7,,106,113
465,Deron Williams\willide01,PG,32,DAL,40,40,1171,8.7,20.1,.430,2.8,8.0,.348,5.9,12.1,.485,3.1,3.7,.821,0.6,4.0,4.5,12.2,1.1,0.1,4.4,4.3,23.2,,106,112
465,Deron Williams\willide01,PG,32,CLE,24,4,486,7.0,15.1,.463,2.3,5.4,.415,4.7,9.7,.489,2.2,2.6,.840,0.1,4.5,4.6,8.8,0.6,0.6,4.1,4.3,18.4,,107,114
466,Derrick Williams\willide02,PF,25,TOT,50,11,804,6.7,15.2,.443,1.9,6.0,.309,4.9,9.2,.531,3.6,5.6,.652,1.2,6.9,8.1,1.7,0.9,0.4,1.7,3.7,19.0,,106,111
466,Derrick Williams\willide02,PF,25,MIA,25,11,377,7.2,18.3,.394,1.2,6.0,.200,6.0,12.3,.489,4.1,6.7,.620,2.1,7.6,9.8,1.9,1.2,0.7,1.9,4.4,19.8,,97,108
466,Derrick Williams\willide02,PF,25,CLE,25,0,427,6.3,12.5,.505,2.5,6.1,.404,3.9,6.4,.600,3.2,4.6,.692,0.4,6.3,6.7,1.6,0.6,0.2,1.6,3.2,18.2,,117,113
467,Lou Williams\willilo02,SG,30,TOT,81,1,1994,10.4,24.3,.429,4.0,10.8,.365,6.4,13.4,.480,9.8,11.1,.880,0.6,4.3,4.9,5.8,1.9,0.5,3.9,2.2,34.6,,115,113
467,Lou Williams\willilo02,SG,30,LAL,58,1,1403,11.3,25.5,.444,4.2,11.0,.385,7.1,14.5,.489,10.6,11.9,.884,0.5,4.1,4.6,6.4,2.3,0.4,4.2,2.3,37.4,,118,114
467,Lou Williams\willilo02,SG,30,HOU,23,0,591,8.3,21.4,.386,3.3,10.5,.318,5.0,11.0,.452,8.0,9.2,.867,1.0,4.7,5.7,4.5,1.2,0.7,3.2,2.0,27.9,,109,112
468,Marvin Williams\willima02,PF,30,CHO,76,76,2295,6.5,15.4,.422,2.7,7.7,.350,3.8,7.7,.494,2.9,3.3,.873,1.9,9.0,10.9,2.3,1.3,1.2,1.3,2.9,18.6,,111,108
469,Reggie Williams\willire02,SF,30,NOP,6,0,79,5.0,14.3,.348,3.1,6.8,.455,1.9,7.4,.250,3.7,4.3,.857,1.2,2.5,3.7,2.5,1.9,0.0,0.0,1.2,16.7,,115,111
470,Troy Williams\willitr02,SF,22,TOT,30,16,557,6.7,15.3,.437,1.6,5.7,.290,5.0,9.6,.524,1.9,2.9,.656,1.4,4.9,6.3,2.3,2.5,0.9,2.9,5.5,16.9,,95,107
470,Troy Williams\willitr02,SF,22,MEM,24,13,418,6.3,15.3,.415,1.2,5.1,.244,5.1,10.2,.500,1.9,3.1,.600,0.7,4.9,5.6,2.4,3.0,1.1,3.2,5.2,15.8,,87,105
470,Troy Williams\willitr02,SF,22,HOU,6,3,139,7.6,15.2,.500,2.8,7.3,.381,4.8,7.9,.609,2.1,2.4,.857,3.1,5.2,8.3,2.1,1.0,0.3,2.1,6.2,20.0,,119,112
471,Kyle Wiltjer\wiltjky01,PF,24,HOU,14,0,44,4.4,15.3,.286,4.4,14.2,.308,0.0,1.1,.000,1.1,2.2,.500,4.4,6.5,10.9,2.2,3.3,1.1,5.5,4.4,14.2,,81,105
472,Justise Winslow\winslju01,SF,20,MIA,18,15,625,6.5,18.1,.356,0.6,2.8,.200,5.9,15.3,.384,2.3,3.8,.617,1.9,5.7,7.6,5.3,2.1,0.5,2.7,4.2,15.8,,88,107
473,Jeff Withey\witheje01,C,26,UTA,51,1,432,6.7,12.5,.534,0.0,0.1,.000,6.7,12.4,.539,4.4,5.8,.750,6.3,8.4,14.7,0.8,1.9,3.9,1.7,6.3,17.7,,124,100
474,Christian Wood\woodch01,PF,21,CHO,13,0,107,5.6,10.8,.522,0.0,2.3,.000,5.6,8.4,.667,5.2,7.0,.733,6.6,7.0,13.6,0.9,1.4,2.8,3.3,5.2,16.4,,113,106
475,Metta World Peace\artesro01,SF,37,LAL,25,2,160,5.8,20.7,.279,2.7,11.6,.237,3.0,9.1,.333,3.0,4.9,.625,1.5,4.6,6.1,3.3,3.0,0.6,2.1,5.5,17.4,,84,111
476,Brandan Wright\wrighbr03,PF,29,MEM,28,5,447,9.7,15.7,.615,0.0,0.1,.000,9.7,15.6,.619,2.7,4.1,.657,3.6,5.5,9.1,1.7,1.3,2.3,1.2,4.9,22.0,,127,107
477,Delon Wright\wrighde01,PG,24,TOR,27,0,446,5.6,13.2,.422,1.1,3.4,.333,4.4,9.8,.453,4.8,6.3,.764,1.8,3.6,5.5,6.5,3.1,1.3,2.8,3.5,17.0,,111,107
478,James Young\youngja01,SG,21,BOS,29,0,220,5.6,13.1,.431,2.7,7.9,.343,2.9,5.2,.565,1.4,2.0,.667,1.4,4.5,5.9,0.9,2.3,0.5,0.9,3.4,15.3,,108,109
479,Joe Young\youngjo01,PG,24,IND,33,0,135,9.6,26.7,.361,1.9,8.5,.217,7.8,18.2,.429,4.1,5.6,.733,0.4,5.9,6.3,5.6,1.5,0.0,1.9,1.9,25.2,,93,111
480,Nick Young\youngni01,SG,31,LAL,60,60,1556,8.5,19.8,.430,5.3,13.2,.404,3.2,6.6,.481,2.4,2.8,.856,0.8,3.5,4.3,1.8,1.2,0.4,1.1,4.3,24.8,,118,116
481,Thaddeus Young\youngth01,PF,28,IND,74,74,2237,8.1,15.4,.527,1.0,2.6,.381,7.1,12.7,.557,1.0,1.9,.523,2.9,7.1,10.0,2.7,2.5,0.6,2.1,3.0,18.2,,109,107
482,Cody Zeller\zelleco01,PF,24,CHO,62,58,1725,7.4,12.9,.571,0.0,0.0,.000,7.4,12.9,.572,3.9,5.7,.679,3.9,7.9,11.8,2.9,1.8,1.7,1.9,5.5,18.6,,121,107
483,Tyler Zeller\zellety01,C,27,BOS,51,5,525,7.4,14.9,.494,0.0,0.1,.000,7.4,14.8,.497,2.1,3.7,.564,4.1,7.7,11.7,4.0,0.7,2.0,1.9,5.8,16.8,,109,109
484,Stephen Zimmerman\zimmest01,C,20,ORL,19,0,108,4.6,14.2,.323,0.0,0.0,,4.6,14.2,.323,1.4,2.3,.600,5.0,11.0,16.1,1.8,0.9,2.3,1.4,7.8,10.6,,86,108
485,Paul Zipser\zipsepa01,SF,22,CHI,44,18,843,5.3,13.2,.398,2.0,5.9,.333,3.3,7.3,.451,1.9,2.4,.775,0.9,6.6,7.5,2.2,0.9,1.0,2.4,4.7,14.3,,96,109
486,Ivica Zubac\zubaciv01,C,19,LAL,38,11,609,10.1,19.0,.529,0.0,0.2,.000,10.1,18.8,.536,2.6,3.9,.653,3.3,9.4,12.7,2.4,1.1,2.6,2.4,5.3,22.7,,108,110
