Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
15,Ryan Anderson\anderry01,PF,24,NOH,81,22,2503,10.2,24.2,.423,4.6,12.1,.382,5.6,12.1,.464,3.3,3.9,.844,4.1,7.1,11.2,2.1,0.9,0.7,2.1,3.9,28.4,,114,112
16,Carmelo Anthony\anthoca01,PF,28,NYK,67,67,2482,14.4,32.1,.449,3.4,8.9,.379,11.0,23.2,.476,9.2,11.0,.830,2.9,7.0,9.9,3.7,1.1,0.7,3.8,4.4,41.4,,112,108
17,Joel Anthony\anthojo01,C,30,MIA,62,3,566,3.3,6.4,.515,0.0,0.0,,3.3,6.4,.515,1.6,2.6,.607,4.2,6.5,10.8,1.2,1.2,3.9,2.1,4.6,8.1,,108,103
18,Trevor Ariza\arizatr01,SF,27,WAS,56,15,1471,6.7,16.0,.417,2.7,7.4,.364,4.0,8.6,.463,2.8,3.4,.821,1.6,7.9,9.4,4.0,2.5,0.7,3.0,2.5,18.8,,102,101
19,Darrell Arthur\arthuda01,PF,24,MEM,59,3,970,9.1,20.1,.451,0.3,1.0,.278,8.8,19.1,.460,1.8,2.6,.717,3.8,5.7,9.5,1.8,1.3,1.8,2.4,7.1,20.3,,99,102
20,Omer Asik\asikom01,C,26,HOU,82,82,2464,6.7,12.4,.541,0.0,0.0,.000,6.7,12.4,.542,3.4,6.1,.562,5.6,13.8,19.4,1.5,0.9,1.8,3.5,4.5,16.9,,105,103
21,D.J. Augustin\augusdj01,PG,25,IND,76,5,1226,4.5,12.8,.350,2.9,8.2,.353,1.6,4.5,.346,3.6,4.3,.838,0.9,3.1,4.0,7.4,1.5,0.1,3.0,2.8,15.5,,109,104
22,Gustavo Ayon\ayongu01,C,27,TOT,55,3,734,6.5,11.8,.551,0.0,0.0,,6.5,11.8,.551,1.4,3.5,.400,4.2,9.8,14.0,5.0,1.6,1.2,3.3,7.5,14.4,,103,106
22,Gustavo Ayon\ayongu01,C,27,ORL,43,3,571,6.1,11.4,.536,0.0,0.0,,6.1,11.4,.536,1.7,3.5,.500,3.6,9.1,12.8,5.4,1.2,1.2,3.5,7.6,14.0,,102,108
22,Gustavo Ayon\ayongu01,C,27,MIL,12,0,163,7.8,13.1,.595,0.0,0.0,,7.8,13.1,.595,0.3,3.7,.083,6.2,12.1,18.3,3.7,2.8,1.2,2.8,7.5,15.9,,106,99
23,Jeff Ayres\pendeje02,PF,25,IND,37,0,369,8.8,18.2,.484,0.3,0.6,.500,8.5,17.6,.484,3.0,3.3,.913,4.2,10.8,15.0,2.2,0.9,1.7,3.3,6.3,20.9,,104,99
24,Luke Babbitt\babbilu01,PF,23,POR,62,0,730,6.2,16.8,.368,4.5,12.8,.348,1.7,4.0,.429,0.7,0.9,.769,1.1,8.8,9.9,2.1,1.0,0.4,1.6,5.9,17.6,,102,109
25,Leandro Barbosa\barbole01,PG,30,BOS,41,2,513,8.5,19.7,.430,1.8,4.8,.383,6.6,14.9,.445,3.2,4.2,.756,0.8,3.9,4.7,5.9,1.7,0.6,2.1,5.2,21.9,,103,106
26,J.J. Barea\bareajo01,PG,28,MIN,74,2,1713,9.5,22.9,.417,2.9,8.5,.346,6.6,14.4,.458,3.2,4.0,.784,1.0,5.2,6.2,8.9,1.0,0.0,4.4,4.0,25.2,,101,109
27,Andrea Bargnani\bargnan01,PF,27,TOR,35,25,1003,9.0,22.6,.399,2.0,6.5,.309,7.0,16.0,.436,3.4,4.1,.844,1.4,5.4,6.8,2.0,1.1,1.2,2.9,3.4,23.5,,94,109
28,Harrison Barnes\barneha02,SF,20,GSW,81,81,2058,6.8,15.5,.439,1.3,3.6,.359,5.5,11.9,.464,3.6,4.7,.758,1.3,6.9,8.2,2.4,1.3,0.3,2.5,3.5,18.5,,102,107
29,Matt Barnes\barnema02,SF,32,LAC,80,4,2058,8.0,17.3,.462,2.8,8.3,.342,5.1,9.0,.574,2.2,3.0,.744,2.8,6.5,9.4,3.1,2.1,1.6,2.3,6.0,21.0,,113,103
30,Earl Barron\barroea01,C,31,TOT,12,2,159,5.9,16.8,.353,0.0,0.0,,5.9,16.8,.353,1.0,2.3,.429,7.2,12.9,20.1,1.6,1.6,2.0,3.6,7.9,12.9,,81,99
30,Earl Barron\barroea01,C,31,WAS,11,1,122,5.5,15.8,.351,0.0,0.0,,5.5,15.8,.351,0.9,2.1,.400,6.8,11.5,18.4,1.3,2.1,2.1,4.3,9.8,12.0,,76,97
30,Earl Barron\barroea01,C,31,NYK,1,1,37,7.2,20.2,.357,0.0,0.0,,7.2,20.2,.357,1.4,2.9,.500,8.7,17.3,26.0,2.9,0.0,1.4,1.4,1.4,15.9,,98,103
31,Will Barton\bartowi01,SG,22,POR,73,5,894,6.9,18.2,.382,0.5,3.8,.138,6.4,14.3,.447,2.9,3.8,.769,2.1,6.4,8.5,3.4,2.0,0.5,3.5,3.3,17.3,,87,109
32,Brandon Bass\bassbr01,PF,27,BOS,81,69,2239,6.7,13.8,.486,0.0,0.0,.000,6.7,13.7,.487,3.0,3.5,.860,3.0,6.9,9.9,2.0,1.0,1.5,1.9,4.4,16.4,,107,104
33,Shane Battier\battish01,SF,34,MIA,72,20,1786,4.5,10.7,.420,4.0,9.4,.430,0.5,1.4,.348,0.9,1.1,.842,1.1,3.8,4.9,2.1,1.2,1.6,1.0,4.4,14.0,,122,107
34,Nicolas Batum\batumni01,SF,24,POR,73,73,2807,6.6,15.6,.423,3.1,8.3,.372,3.5,7.3,.481,3.3,3.9,.848,1.8,5.9,7.7,6.7,1.7,1.6,3.6,2.6,19.6,,109,109
35,Jerryd Bayless\bayleje01,PG,24,MEM,80,4,1765,8.0,19.1,.419,2.2,6.2,.353,5.8,12.9,.450,3.1,3.8,.836,0.7,4.7,5.4,8.1,1.8,0.5,3.7,5.2,21.3,,104,103
36,Aron Baynes\baynear01,C,26,SAS,16,0,141,6.5,13.0,.500,0.0,0.4,.000,6.5,12.7,.514,2.5,4.3,.583,4.3,7.2,11.6,1.8,0.4,2.2,4.0,8.3,15.5,,94,103
37,Kent Bazemore\bazemke01,SG,23,GSW,61,0,267,8.2,22.1,.371,1.9,6.5,.294,6.3,15.6,.402,5.1,8.4,.614,1.0,3.2,4.2,4.2,3.2,0.8,3.4,5.1,23.4,,91,104
38,Bradley Beal\bealbr01,SG,19,WAS,56,46,1745,8.4,20.5,.410,2.7,7.0,.386,5.7,13.5,.424,3.7,4.7,.786,1.3,5.0,6.3,4.1,1.5,0.9,2.7,3.4,23.3,,102,105
39,Michael Beasley\beaslmi01,SF,24,PHO,75,20,1554,10.2,25.3,.405,1.5,4.8,.313,8.8,20.6,.426,3.1,4.2,.746,1.7,7.6,9.3,3.7,1.0,1.1,4.8,3.5,25.1,,87,109
40,Rodrigue Beaubois\beaubro01,PG,24,DAL,45,0,549,6.0,16.4,.369,2.0,6.7,.292,4.1,9.7,.423,2.8,3.5,.789,0.8,4.5,5.3,7.8,1.8,0.4,3.1,5.0,16.8,,97,109
41,Marco Belinelli\belinma01,SG,26,CHI,73,27,1882,6.9,17.4,.395,2.3,6.3,.357,4.6,11.1,.416,4.0,4.8,.839,0.4,3.6,4.0,4.2,1.3,0.2,2.3,4.0,20.0,,104,107
42,Patrick Beverley\beverpa01,PG,24,HOU,41,0,713,5.5,13.2,.418,2.5,6.7,.375,3.0,6.5,.462,2.4,2.9,.829,3.2,4.5,7.6,8.2,2.6,1.5,3.1,5.8,16.0,,116,105
43,Andris Biedrins\biedran01,C,26,GSW,53,9,495,1.0,2.2,.476,0.0,0.0,,1.0,2.2,.476,0.4,1.3,.308,3.5,12.2,15.7,1.4,1.5,4.3,1.4,10.4,2.5,,102,98
44,Chauncey Billups\billuch01,SG,36,LAC,22,22,418,6.7,16.6,.402,4.2,11.3,.367,2.5,5.3,.476,5.7,6.0,.938,0.3,3.8,4.0,6.2,1.5,0.1,3.3,3.1,23.2,,117,108
45,Bismack Biyombo\biyombi01,C,20,CHA,80,65,2186,3.7,8.3,.451,0.0,0.0,,3.7,8.3,.451,1.8,3.4,.521,4.7,9.3,14.0,0.8,0.7,3.4,2.0,4.7,9.3,,98,109
46,DeJuan Blair\blairde01,PF,23,SAS,61,16,851,8.5,16.2,.524,0.0,0.1,.000,8.5,16.2,.526,2.6,4.2,.629,4.0,9.8,13.8,2.7,2.2,0.6,2.9,6.7,19.6,,104,99
47,Steve Blake\blakest01,PG,32,LAL,45,13,1175,4.9,11.7,.422,3.1,7.4,.421,1.8,4.3,.424,1.2,1.5,.771,0.9,4.8,5.7,7.5,1.5,0.3,2.7,3.6,14.1,,114,109
48,Andray Blatche\blatcan01,C,26,BRK,82,8,1555,12.0,23.5,.512,0.1,0.8,.136,11.9,22.7,.524,5.1,7.5,.685,5.6,8.9,14.5,3.0,3.0,1.9,4.3,5.7,29.3,,107,101
49,Eric Bledsoe\bledser01,PG,23,LAC,76,12,1553,8.6,19.3,.445,1.1,2.6,.397,7.5,16.6,.453,3.6,4.5,.791,2.6,5.0,7.6,7.9,3.7,1.9,4.6,3.8,21.8,,102,101
50,Keith Bogans\boganke01,SG,32,BRK,74,23,1408,4.1,10.9,.380,3.2,9.4,.343,0.9,1.5,.615,0.4,0.7,.647,0.6,4.0,4.6,2.9,1.1,0.2,1.9,4.1,11.9,,105,110
51,Andrew Bogut\bogutan01,C,28,GSW,32,32,786,5.4,11.9,.451,0.1,0.1,1.000,5.3,11.8,.448,1.2,2.5,.500,4.4,11.4,15.8,4.3,1.3,3.6,2.3,5.5,12.0,,103,100
52,Matt Bonner\bonnema01,PF,32,SAS,68,4,909,6.3,12.9,.487,3.0,6.7,.442,3.3,6.2,.536,0.6,0.8,.733,1.4,5.8,7.2,2.0,1.0,1.1,0.9,4.8,16.1,,119,104
53,Trevor Booker\booketr01,PF,25,WAS,48,14,887,6.3,12.9,.491,0.0,0.3,.000,6.3,12.6,.502,2.3,4.2,.556,5.8,8.3,14.0,2.3,1.9,0.9,1.8,5.6,15.0,,109,102
54,Carlos Boozer\boozeca01,PF,31,CHI,79,79,2546,11.5,24.1,.477,0.0,0.0,.000,11.5,24.0,.478,4.1,5.6,.731,3.7,12.6,16.3,3.8,1.4,0.6,3.7,5.0,27.0,,101,100
55,Chris Bosh\boshch01,C,28,MIA,74,74,2454,10.5,19.6,.535,0.5,1.6,.284,10.0,18.0,.557,5.2,6.5,.798,2.8,8.0,10.8,2.7,1.4,2.2,2.8,3.6,26.6,,114,103
56,Avery Bradley\bradlav01,PG,22,BOS,50,50,1435,7.0,17.4,.402,1.5,4.6,.317,5.5,12.8,.432,1.3,1.8,.755,1.1,3.0,4.0,3.8,2.3,0.7,2.6,4.7,16.8,,90,105
57,Elton Brand\brandel01,C,33,DAL,72,18,1527,7.6,16.0,.473,0.0,0.0,.000,7.6,15.9,.474,2.2,3.1,.710,4.3,10.0,14.4,2.3,1.7,3.0,1.9,6.4,17.3,,105,102
58,Corey Brewer\breweco01,SF,26,DEN,82,2,2003,9.5,22.3,.425,2.3,7.7,.296,7.2,14.5,.493,3.8,5.4,.690,1.4,4.5,5.9,3.1,3.0,0.6,2.6,3.9,25.0,,104,105
59,Ronnie Brewer\brewero02,SF,27,TOT,60,34,853,4.4,12.3,.354,1.4,4.7,.303,2.9,7.6,.385,1.0,2.4,.410,2.6,6.1,8.7,3.1,2.7,0.4,1.1,2.1,11.1,,99,105
59,Ronnie Brewer\brewero02,SF,27,NYK,46,34,711,4.8,13.2,.366,1.7,5.3,.310,3.2,7.8,.404,1.2,2.9,.410,2.2,5.3,7.5,3.0,2.6,0.5,1.1,2.0,12.5,,100,106
59,Ronnie Brewer\brewero02,SF,27,OKC,14,0,142,2.2,8.3,.261,0.4,1.8,.200,1.8,6.5,.278,0.0,0.0,,4.7,9.8,14.5,3.6,3.3,0.0,1.4,2.2,4.7,,92,99
60,Aaron Brooks\brookaa01,PG,28,TOT,53,20,997,7.3,16.2,.453,2.6,6.9,.373,4.8,9.3,.511,2.1,2.7,.769,0.7,3.4,4.1,5.9,1.5,0.5,3.4,4.8,19.3,,105,114
60,Aaron Brooks\brookaa01,PG,28,SAC,46,20,959,7.4,16.2,.459,2.6,6.8,.378,4.9,9.4,.517,2.1,2.8,.769,0.6,3.5,4.2,5.8,1.5,0.4,3.4,4.8,19.6,,106,114
60,Aaron Brooks\brookaa01,PG,28,HOU,7,0,38,5.3,17.1,.308,2.6,9.2,.286,2.6,7.9,.333,0.0,0.0,,1.3,1.3,2.6,7.9,1.3,3.9,5.3,6.6,13.1,,80,107
61,MarShon Brooks\brookma01,SG,24,BRK,73,2,912,9.2,19.9,.463,0.9,3.3,.273,8.3,16.6,.500,4.1,5.6,.734,1.9,4.3,6.2,4.5,2.0,0.9,4.1,5.5,23.4,,101,107
62,Kwame Brown\brownkw01,C,30,PHI,22,11,269,3.3,7.3,.459,0.0,0.0,,3.3,7.3,.459,1.4,3.7,.368,4.5,10.0,14.5,1.8,1.2,2.0,1.6,7.3,8.0,,100,103
63,Shannon Brown\brownsh01,SG,27,PHO,59,22,1402,8.8,20.9,.420,1.4,5.2,.277,7.4,15.8,.467,3.6,4.6,.784,1.6,3.8,5.5,4.0,2.2,0.5,2.7,3.4,22.6,,99,110
64,Kobe Bryant\bryanko01,SG,34,LAL,78,78,3013,12.5,26.9,.463,2.2,6.9,.324,10.2,20.0,.510,8.9,10.6,.839,1.1,6.2,7.3,7.9,1.8,0.4,4.8,2.9,36.0,,112,107
65,Chase Budinger\budinch01,SF,24,MIN,23,1,508,8.0,19.4,.414,2.6,8.2,.321,5.4,11.2,.482,3.3,4.3,.762,1.5,5.7,7.2,2.5,1.4,0.7,2.3,3.0,22.0,,102,107
66,Alec Burks\burksal01,SG,21,UTA,64,0,1137,7.6,18.0,.420,1.5,4.3,.359,6.0,13.7,.439,4.3,6.0,.713,1.7,5.0,6.7,4.3,1.6,0.6,3.4,5.3,20.9,,100,109
67,Caron Butler\butleca01,SF,32,LAC,78,78,1879,8.5,20.2,.424,3.6,9.2,.388,5.0,10.9,.454,2.1,2.5,.833,1.1,5.1,6.3,2.2,1.4,0.3,2.0,3.9,22.8,,107,107
68,Jimmy Butler\butleji01,SF,23,CHI,82,20,2134,6.0,12.9,.467,1.0,2.6,.381,5.0,10.2,.489,4.7,5.9,.803,3.4,4.8,8.3,2.9,2.0,0.8,1.6,2.4,17.7,,121,104
69,Will Bynum\bynumwi01,PG,30,DET,65,0,1219,11.0,23.4,.469,1.0,3.3,.316,9.9,20.1,.494,4.6,5.7,.809,1.2,3.0,4.2,10.0,2.0,0.2,5.4,5.5,27.6,,103,111
70,Jose Calderon\caldejo01,PG,31,TOT,73,58,2160,7.7,15.6,.491,3.2,6.9,.461,4.5,8.7,.516,1.8,2.0,.900,0.5,3.8,4.3,12.7,1.4,0.2,3.1,2.4,20.3,,124,111
70,Jose Calderon\caldejo01,PG,31,TOR,45,30,1273,7.8,16.6,.470,3.3,7.7,.429,4.5,8.9,.505,2.0,2.2,.904,0.6,3.8,4.4,13.9,1.2,0.3,3.1,2.4,20.9,,123,111
70,Jose Calderon\caldejo01,PG,31,DET,28,28,887,7.4,14.1,.527,3.0,5.8,.520,4.4,8.3,.532,1.5,1.7,.893,0.4,3.8,4.2,11.0,1.8,0.1,3.0,2.4,19.4,,126,111
71,Marcus Camby\cambyma01,PF,38,NYK,24,4,250,3.6,11.3,.321,0.0,0.0,,3.6,11.3,.321,1.7,4.1,.421,5.1,12.0,17.1,3.0,1.5,3.0,3.2,6.0,9.0,,82,101
72,DeMarre Carroll\carrode01,SF,26,UTA,66,12,1111,7.1,15.4,.460,1.0,3.3,.286,6.1,12.1,.508,3.6,4.7,.765,4.1,4.8,8.9,2.9,2.8,1.1,1.6,5.7,18.7,,115,106
73,Matt Carroll\carroma01,SG,32,CHA,1,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,8.7,0.0,0.0,0.0,8.7,0.0,,217,121
74,Vince Carter\cartevi01,SF,36,DAL,81,3,2093,9.1,20.8,.435,4.0,9.7,.406,5.1,11.1,.461,4.4,5.4,.816,1.4,6.7,8.1,4.7,1.8,1.1,2.6,5.5,26.5,,111,106
75,Omri Casspi\casspom01,SF,24,CLE,43,1,503,6.5,16.5,.394,2.6,7.9,.329,3.9,8.7,.452,2.3,4.2,.537,2.1,9.7,11.8,2.9,2.6,1.2,2.3,4.7,17.9,,99,105
76,Mario Chalmers\chalmma01,PG,26,MIA,77,77,2068,5.8,13.5,.429,3.1,7.7,.409,2.7,5.8,.456,2.3,2.9,.795,0.5,3.9,4.4,7.0,3.0,0.3,3.0,5.0,17.1,,110,104
77,Tyson Chandler\chandty01,C,30,NYK,66,66,2164,6.3,9.9,.638,0.0,0.0,,6.3,9.9,.638,4.4,6.4,.694,6.6,10.7,17.4,1.5,1.0,1.9,2.1,4.6,17.0,,133,104
78,Wilson Chandler\chandwi01,PF,25,DEN,43,8,1079,9.8,21.3,.462,2.4,5.9,.413,7.4,15.4,.480,4.1,5.2,.793,2.1,8.1,10.2,2.7,2.1,0.6,2.8,5.6,26.2,,110,105
79,Josh Childress\childjo01,SF,29,BRK,14,0,100,3.2,11.4,.286,0.5,1.6,.333,2.7,9.7,.278,0.5,1.1,.500,3.2,4.9,8.1,2.7,1.1,1.1,0.0,1.6,7.6,,96,109
80,Earl Clark\clarkea01,PF,25,LAL,59,36,1363,6.3,14.4,.440,1.3,3.9,.337,5.0,10.5,.479,2.0,2.8,.697,3.1,9.1,12.1,2.4,1.3,1.6,2.3,3.8,16.0,,103,105
81,Victor Claver\clavevi01,SF,24,POR,49,16,812,4.8,12.2,.392,1.6,5.6,.287,3.2,6.6,.480,0.9,1.9,.467,2.0,5.7,7.7,2.8,1.7,0.8,2.8,4.9,12.1,,89,110
82,Norris Cole\coleno01,PG,24,MIA,80,4,1590,6.0,14.2,.421,1.2,3.3,.357,4.8,10.9,.440,1.7,2.7,.650,0.6,3.7,4.3,5.5,1.9,0.2,3.5,5.2,14.8,,93,107
83,Jason Collins\collija04,C,34,TOT,38,9,384,1.2,3.9,.310,0.0,0.0,,1.2,3.9,.310,3.1,4.4,.719,3.0,5.2,8.2,1.1,1.6,1.4,2.5,11.6,5.6,,91,104
83,Jason Collins\collija04,C,34,BOS,32,7,330,1.3,3.6,.348,0.0,0.0,,1.3,3.6,.348,3.3,4.8,.700,3.3,4.9,8.2,1.0,1.6,1.0,2.5,11.7,5.9,,94,105
83,Jason Collins\collija04,C,34,WAS,6,2,54,1.0,5.8,.167,0.0,0.0,,1.0,5.8,.167,1.9,1.9,1.000,1.0,6.8,7.7,1.9,1.9,3.9,1.9,10.6,3.9,,65,99
84,Darren Collison\collida01,PG,25,DAL,81,47,2372,7.3,15.6,.471,1.0,2.9,.353,6.3,12.7,.498,5.2,5.9,.880,0.7,4.0,4.7,8.9,2.2,0.2,3.7,3.0,20.9,,111,109
85,Nick Collison\collini01,C,32,OKC,81,2,1583,5.7,9.6,.595,0.0,0.1,.000,5.7,9.5,.603,1.9,2.5,.769,4.0,6.8,10.8,3.9,1.7,1.0,2.2,6.4,13.4,,123,104
86,Mike Conley\conlemi01,PG,25,MEM,80,80,2757,8.2,18.5,.440,2.1,5.8,.362,6.1,12.7,.476,4.6,5.6,.830,0.8,3.6,4.4,9.6,3.4,0.5,3.7,3.4,23.0,,111,100
87,Will Conroy\conrowi01,PG,30,MIN,4,0,20,0.0,23.3,.000,0.0,7.8,.000,0.0,15.5,.000,2.6,5.2,.500,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,,21,115
88,Daequan Cook\cookda02,SG,25,TOT,49,1,441,6.0,19.8,.305,3.1,10.8,.286,3.0,9.0,.329,1.1,1.4,.750,0.8,6.4,7.2,2.3,0.9,0.8,1.8,3.1,16.2,,85,107
88,Daequan Cook\cookda02,SG,25,HOU,16,1,165,6.4,17.9,.356,3.3,9.1,.367,3.0,8.8,.345,0.6,0.9,.667,1.5,3.9,5.4,3.0,1.8,0.6,1.8,3.9,16.6,,96,108
88,Daequan Cook\cookda02,SG,25,CHI,33,0,276,5.8,21.0,.278,2.9,11.9,.246,2.9,9.1,.319,1.4,1.8,.778,0.4,8.0,8.4,1.8,0.4,1.0,1.8,2.5,16.0,,78,105
89,Chris Copeland\copelch01,PF,28,NYK,56,13,862,11.3,23.6,.479,3.7,8.7,.421,7.6,14.9,.513,3.9,5.1,.759,2.1,5.3,7.4,1.7,1.0,0.7,3.1,6.5,30.1,,110,109
90,DeMarcus Cousins\couside01,C,22,SAC,75,74,2289,10.8,23.2,.465,0.1,0.5,.182,10.7,22.7,.471,7.0,9.5,.738,5.0,11.7,16.7,4.5,2.4,1.2,5.0,6.0,28.7,,102,106
91,Jamal Crawford\crawfja01,SG,32,LAC,76,0,2230,10.5,24.0,.438,3.5,9.4,.376,7.0,14.6,.477,5.1,5.9,.871,0.5,2.5,3.0,4.6,1.9,0.3,3.4,1.7,29.6,,109,108
92,Jordan Crawford\crawfjo02,SG,24,TOT,70,14,1709,9.2,22.1,.415,2.5,7.5,.337,6.7,14.6,.455,3.9,4.9,.811,1.3,5.0,6.4,6.9,1.2,0.2,4.3,3.2,24.8,,98,106
92,Jordan Crawford\crawfjo02,SG,24,WAS,43,12,1127,9.7,23.5,.415,2.7,7.9,.345,7.0,15.6,.451,4.0,4.9,.821,1.4,4.8,6.2,7.3,1.2,0.2,4.5,2.8,26.2,,99,106
92,Jordan Crawford\crawfjo02,SG,24,BOS,27,2,582,8.1,19.5,.415,2.2,6.7,.320,5.9,12.8,.465,3.8,4.8,.792,1.2,5.5,6.7,6.1,1.1,0.2,4.0,4.0,22.1,,97,107
93,Jae Crowder\crowdja01,SF,22,DAL,78,16,1353,5.3,13.8,.384,2.4,7.2,.328,2.9,6.6,.446,1.8,2.8,.644,1.3,5.7,7.1,3.5,2.4,0.6,1.8,4.8,14.8,,99,106
94,Dante Cunningham\cunnida01,PF,25,MIN,80,9,2010,8.1,17.3,.468,0.0,0.2,.000,8.1,17.1,.472,1.7,2.6,.650,3.7,6.8,10.5,1.7,2.2,1.0,1.4,3.9,17.9,,103,105
95,Jared Cunningham\cunnija01,SG,21,DAL,8,0,26,11.8,27.5,.429,3.9,5.9,.667,7.9,21.6,.364,3.9,3.9,1.000,2.0,3.9,5.9,2.0,2.0,0.0,3.9,5.9,31.4,,98,109
96,Eddy Curry\curryed01,C,30,DAL,2,0,25,8.2,16.3,.500,0.0,0.0,,8.2,16.3,.500,2.0,8.2,.250,4.1,4.1,8.2,0.0,0.0,0.0,6.1,14.3,18.4,,74,113
