Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
22,Gustavo Ayon\ayongu01,C,27,MIL,12,0,163,5.5,9.3,.595,0.0,0.0,,5.5,9.3,.595,0.2,2.7,.083,4.4,8.6,13.0,2.7,2.0,0.9,2.0,5.3,11.3
23,Jeff Ayres\pendeje02,PF,25,IND,37,0,369,6.0,12.3,.484,0.2,0.4,.500,5.8,11.9,.484,2.0,2.2,.913,2.8,7.3,10.1,1.5,0.6,1.2,2.2,4.3,14.1
24,Luke Babbitt\babbilu01,PF,23,POR,62,0,730,4.2,11.5,.368,3.1,8.8,.348,1.2,2.8,.429,0.5,0.6,.769,0.7,6.0,6.8,1.4,0.7,0.2,1.1,4.0,12.0
25,Leandro Barbosa\barbole01,PG,30,BOS,41,2,513,5.8,13.5,.430,1.3,3.3,.383,4.6,10.2,.445,2.2,2.9,.756,0.6,2.7,3.2,4.1,1.2,0.4,1.5,3.6,15.1
26,J.J. Barea\bareajo01,PG,28,MIN,74,2,1713,6.6,15.9,.417,2.0,5.9,.346,4.6,10.0,.458,2.2,2.8,.784,0.7,3.6,4.4,6.2,0.7,0.0,3.0,2.8,17.5
27,Andrea Bargnani\bargnan01,PF,27,TOR,35,25,1003,6.1,15.3,.399,1.4,4.4,.309,4.7,10.9,.436,2.3,2.8,.844,0.9,3.7,4.6,1.4,0.8,0.8,1.9,2.3,15.9
28,Harrison Barnes\barneha02,SF,20,GSW,81,81,2058,4.8,11.0,.439,0.9,2.5,.359,3.9,8.4,.464,2.5,3.3,.758,0.9,4.9,5.8,1.7,0.9,0.2,1.8,2.4,13.1
29,Matt Barnes\barnema02,SF,32,LAC,80,4,2058,5.5,11.8,.462,1.9,5.7,.342,3.5,6.1,.574,1.5,2.0,.744,1.9,4.5,6.4,2.2,1.4,1.1,1.6,4.1,14.4
30,Earl Barron\barroea01,C,31,TOT,12,2,159,4.1,11.5,.353,0.0,0.0,,4.1,11.5,.353,0.7,1.6,.429,5.0,8.8,13.8,1.1,1.1,1.4,2.5,5.4,8.8
30,Earl Barron\barroea01,C,31,WAS,11,1,122,3.8,10.9,.351,0.0,0.0,,3.8,10.9,.351,0.6,1.5,.400,4.7,8.0,12.7,0.9,1.5,1.5,3.0,6.8,8.3
30,Earl Barron\barroea01,C,31,NYK,1,1,37,4.9,13.6,.357,0.0,0.0,,4.9,13.6,.357,1.0,1.9,.500,5.8,11.7,17.5,1.9,0.0,1.0,1.0,1.0,10.7
31,Will Barton\bartowi01,SG,22,POR,73,5,894,4.8,12.4,.382,0.4,2.6,.138,4.4,9.8,.447,2.0,2.6,.769,1.4,4.4,5.8,2.3,1.4,0.4,2.4,2.3,11.9
32,Brandon Bass\bassbr01,PF,27,BOS,81,69,2239,4.6,9.5,.486,0.0,0.0,.000,4.6,9.4,.487,2.1,2.4,.860,2.1,4.8,6.8,1.4,0.7,1.0,1.3,3.0,11.3
33,Shane Battier\battish01,SF,34,MIA,72,20,1786,3.1,7.3,.420,2.7,6.4,.430,0.3,0.9,.348,0.6,0.8,.842,0.7,2.6,3.3,1.5,0.8,1.1,0.7,3.0,9.5
34,Nicolas Batum\batumni01,SF,24,POR,73,73,2807,4.5,10.7,.423,2.1,5.7,.372,2.4,5.0,.481,2.3,2.7,.848,1.2,4.0,5.3,4.6,1.2,1.1,2.4,1.8,13.4
35,Jerryd Bayless\bayleje01,PG,24,MEM,80,4,1765,5.3,12.7,.419,1.4,4.1,.353,3.9,8.6,.450,2.1,2.5,.836,0.4,3.1,3.6,5.4,1.2,0.3,2.4,3.4,14.1
36,Aron Baynes\baynear01,C,26,SAS,16,0,141,4.6,9.2,.500,0.0,0.3,.000,4.6,8.9,.514,1.8,3.1,.583,3.1,5.1,8.2,1.3,0.3,1.5,2.8,5.9,11.0
37,Kent Bazemore\bazemke01,SG,23,GSW,61,0,267,5.8,15.6,.371,1.3,4.6,.294,4.4,11.1,.402,3.6,5.9,.614,0.7,2.3,3.0,3.0,2.3,0.5,2.4,3.6,16.6
38,Bradley Beal\bealbr01,SG,19,WAS,56,46,1745,5.8,14.2,.410,1.9,4.9,.386,3.9,9.3,.424,2.6,3.3,.786,0.9,3.5,4.4,2.8,1.0,0.6,1.9,2.3,16.1
39,Michael Beasley\beaslmi01,SF,24,PHO,75,20,1554,7.2,17.7,.405,1.0,3.3,.313,6.1,14.4,.426,2.2,2.9,.746,1.2,5.3,6.5,2.6,0.7,0.8,3.3,2.5,17.6
40,Rodrigue Beaubois\beaubro01,PG,24,DAL,45,0,549,4.3,11.5,.369,1.4,4.7,.292,2.9,6.8,.423,2.0,2.5,.789,0.6,3.1,3.7,5.5,1.2,0.3,2.2,3.5,11.9
41,Marco Belinelli\belinma01,SG,26,CHI,73,27,1882,4.6,11.7,.395,1.5,4.2,.357,3.1,7.4,.416,2.7,3.2,.839,0.2,2.4,2.7,2.8,0.8,0.1,1.6,2.7,13.4
42,Patrick Beverley\beverpa01,PG,24,HOU,41,0,713,4.0,9.5,.418,1.8,4.8,.375,2.2,4.7,.462,1.7,2.1,.829,2.3,3.2,5.5,5.9,1.9,1.1,2.2,4.2,11.5
43,Andris Biedrins\biedran01,C,26,GSW,53,9,495,0.7,1.5,.476,0.0,0.0,,0.7,1.5,.476,0.3,0.9,.308,2.5,8.7,11.1,1.0,1.1,3.1,1.0,7.3,1.7
44,Chauncey Billups\billuch01,SG,36,LAC,22,22,418,4.6,11.4,.402,2.8,7.8,.367,1.7,3.6,.476,3.9,4.1,.938,0.2,2.6,2.8,4.2,1.0,0.1,2.2,2.2,15.8
45,Bismack Biyombo\biyombi01,C,20,CHA,80,65,2186,2.6,5.7,.451,0.0,0.0,,2.6,5.7,.451,1.2,2.3,.521,3.2,6.4,9.6,0.6,0.5,2.4,1.4,3.2,6.4
46,DeJuan Blair\blairde01,PF,23,SAS,61,16,851,6.0,11.5,.524,0.0,0.0,.000,6.0,11.4,.526,1.9,3.0,.629,2.8,6.9,9.7,1.9,1.6,0.4,2.1,4.7,13.9
47,Steve Blake\blakest01,PG,32,LAL,45,13,1175,3.5,8.3,.422,2.2,5.2,.421,1.3,3.0,.424,0.8,1.1,.771,0.6,3.4,4.0,5.3,1.0,0.2,1.9,2.5,10.0
48,Andray Blatche\blatcan01,C,26,BRK,82,8,1555,8.0,15.7,.512,0.1,0.5,.136,7.9,15.1,.524,3.4,5.0,.685,3.7,5.9,9.7,2.0,2.0,1.3,2.8,3.8,19.5
49,Eric Bledsoe\bledser01,PG,23,LAC,76,12,1553,5.9,13.2,.445,0.7,1.8,.397,5.1,11.4,.453,2.5,3.1,.791,1.8,3.4,5.2,5.4,2.5,1.3,3.2,2.6,14.9
50,Keith Bogans\boganke01,SG,32,BRK,74,23,1408,2.8,7.3,.380,2.1,6.3,.343,0.6,1.0,.615,0.3,0.4,.647,0.4,2.7,3.1,1.9,0.7,0.1,1.3,2.8,8.0
51,Andrew Bogut\bogutan01,C,28,GSW,32,32,786,3.8,8.4,.451,0.0,0.0,1.000,3.8,8.4,.448,0.9,1.7,.500,3.1,8.1,11.2,3.1,0.9,2.5,1.6,3.9,8.5
52,Matt Bonner\bonnema01,PF,32,SAS,68,4,909,4.4,9.1,.487,2.1,4.8,.442,2.3,4.4,.536,0.4,0.6,.733,1.0,4.1,5.1,1.4,0.7,0.8,0.6,3.4,11.4
53,Trevor Booker\booketr01,PF,25,WAS,48,14,887,4.4,8.9,.491,0.0,0.2,.000,4.4,8.7,.502,1.6,2.9,.556,4.0,5.7,9.7,1.6,1.3,0.6,1.3,3.9,10.4
54,Carlos Boozer\boozeca01,PF,31,CHI,79,79,2546,7.7,16.1,.477,0.0,0.0,.000,7.7,16.1,.478,2.7,3.7,.731,2.5,8.4,10.9,2.5,0.9,0.4,2.5,3.4,18.1
55,Chris Bosh\boshch01,C,28,MIA,74,74,2454,7.1,13.3,.535,0.3,1.1,.284,6.8,12.2,.557,3.5,4.4,.798,1.9,5.4,7.3,1.8,1.0,1.5,1.9,2.5,18.1
56,Avery Bradley\bradlav01,PG,22,BOS,50,50,1435,4.8,12.0,.402,1.0,3.2,.317,3.8,8.8,.432,0.9,1.2,.755,0.8,2.0,2.8,2.6,1.6,0.5,1.8,3.2,11.6
57,Elton Brand\brandel01,C,33,DAL,72,18,1527,5.3,11.3,.473,0.0,0.0,.000,5.3,11.2,.474,1.6,2.2,.710,3.1,7.1,10.1,1.7,1.2,2.1,1.3,4.5,12.2
58,Corey Brewer\breweco01,SF,26,DEN,82,2,2003,6.7,15.9,.425,1.6,5.5,.296,5.1,10.4,.493,2.7,3.9,.690,1.0,3.2,4.2,2.2,2.1,0.4,1.8,2.8,17.8
59,Ronnie Brewer\brewero02,SF,27,TOT,60,34,853,3.0,8.4,.354,1.0,3.2,.303,2.0,5.1,.385,0.7,1.6,.410,1.8,4.1,5.9,2.1,1.8,0.3,0.8,1.4,7.6
59,Ronnie Brewer\brewero02,SF,27,NYK,46,34,711,3.2,8.9,.366,1.1,3.6,.310,2.1,5.3,.404,0.8,2.0,.410,1.5,3.6,5.1,2.0,1.7,0.3,0.7,1.4,8.4
59,Ronnie Brewer\brewero02,SF,27,OKC,14,0,142,1.5,5.8,.261,0.3,1.3,.200,1.3,4.6,.278,0.0,0.0,,3.3,6.8,10.1,2.5,2.3,0.0,1.0,1.5,3.3
60,Aaron Brooks\brookaa01,PG,28,TOT,53,20,997,5.2,11.4,.453,1.8,4.8,.373,3.4,6.6,.511,1.4,1.9,.769,0.5,2.4,2.9,4.1,1.1,0.4,2.4,3.4,13.6
60,Aaron Brooks\brookaa01,PG,28,SAC,46,20,959,5.2,11.4,.459,1.8,4.8,.378,3.4,6.6,.517,1.5,2.0,.769,0.5,2.5,2.9,4.1,1.1,0.3,2.4,3.3,13.7
60,Aaron Brooks\brookaa01,PG,28,HOU,7,0,38,3.8,12.3,.308,1.9,6.6,.286,1.9,5.7,.333,0.0,0.0,,0.9,0.9,1.9,5.7,0.9,2.8,3.8,4.7,9.5
61,MarShon Brooks\brookma01,SG,24,BRK,73,2,912,6.1,13.2,.463,0.6,2.2,.273,5.5,11.1,.500,2.7,3.7,.734,1.3,2.8,4.1,3.0,1.3,0.6,2.7,3.7,15.6
62,Kwame Brown\brownkw01,C,30,PHI,22,11,269,2.3,5.0,.459,0.0,0.0,,2.3,5.0,.459,0.9,2.5,.368,3.1,6.8,9.9,1.2,0.8,1.3,1.1,5.0,5.5
63,Shannon Brown\brownsh01,SG,27,PHO,59,22,1402,6.2,14.7,.420,1.0,3.6,.277,5.2,11.0,.467,2.5,3.2,.784,1.1,2.7,3.8,2.8,1.5,0.4,1.9,2.4,15.8
64,Kobe Bryant\bryanko01,SG,34,LAL,78,78,3013,8.8,19.1,.463,1.6,4.9,.324,7.2,14.2,.510,6.3,7.5,.839,0.8,4.4,5.2,5.6,1.3,0.3,3.4,2.1,25.5
65,Chase Budinger\budinch01,SF,24,MIN,23,1,508,5.6,13.5,.414,1.8,5.7,.321,3.8,7.8,.482,2.3,3.0,.762,1.1,4.0,5.0,1.8,1.0,0.5,1.6,2.1,15.3
66,Alec Burks\burksal01,SG,21,UTA,64,0,1137,5.2,12.3,.420,1.0,2.9,.359,4.1,9.4,.439,2.9,4.1,.713,1.2,3.4,4.6,2.9,1.1,0.4,2.3,3.6,14.3
67,Caron Butler\butleca01,SF,32,LAC,78,78,1879,5.8,13.8,.424,2.5,6.3,.388,3.4,7.5,.454,1.4,1.7,.833,0.8,3.5,4.3,1.5,1.0,0.2,1.4,2.7,15.6
68,Jimmy Butler\butleji01,SF,23,CHI,82,20,2134,4.0,8.6,.467,0.7,1.8,.381,3.4,6.9,.489,3.2,3.9,.803,2.3,3.2,5.5,1.9,1.3,0.5,1.0,1.6,11.9
69,Will Bynum\bynumwi01,PG,30,DET,65,0,1219,7.5,15.9,.469,0.7,2.2,.316,6.8,13.7,.494,3.1,3.9,.809,0.8,2.0,2.9,6.8,1.3,0.1,3.7,3.8,18.8
70,Jose Calderon\caldejo01,PG,31,TOT,73,58,2160,5.2,10.6,.491,2.2,4.7,.461,3.0,5.9,.516,1.2,1.3,.900,0.3,2.6,2.9,8.6,1.0,0.1,2.1,1.6,13.8
70,Jose Calderon\caldejo01,PG,31,TOR,45,30,1273,5.3,11.3,.470,2.2,5.2,.429,3.1,6.1,.505,1.3,1.5,.904,0.4,2.6,3.0,9.4,0.8,0.2,2.1,1.6,14.1
70,Jose Calderon\caldejo01,PG,31,DET,28,28,887,5.1,9.6,.527,2.1,4.0,.520,3.0,5.6,.532,1.0,1.1,.893,0.2,2.6,2.8,7.5,1.2,0.1,2.1,1.7,13.2
71,Marcus Camby\cambyma01,PF,38,NYK,24,4,250,2.4,7.6,.321,0.0,0.0,,2.4,7.6,.321,1.2,2.7,.421,3.5,8.1,11.5,2.0,1.0,2.0,2.2,4.0,6.0
72,DeMarre Carroll\carrode01,SF,26,UTA,66,12,1111,4.8,10.5,.460,0.6,2.3,.286,4.2,8.2,.508,2.4,3.2,.765,2.8,3.3,6.1,2.0,1.9,0.8,1.1,3.9,12.7
73,Matt Carroll\carroma01,SG,32,CHA,1,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0
74,Vince Carter\cartevi01,SF,36,DAL,81,3,2093,6.4,14.7,.435,2.8,6.9,.406,3.6,7.8,.461,3.1,3.8,.816,1.0,4.7,5.7,3.3,1.3,0.8,1.8,3.9,18.7
75,Omri Casspi\casspom01,SF,24,CLE,43,1,503,4.5,11.5,.394,1.8,5.4,.329,2.7,6.0,.452,1.6,2.9,.537,1.4,6.7,8.2,2.0,1.8,0.9,1.6,3.2,12.4
76,Mario Chalmers\chalmma01,PG,26,MIA,77,77,2068,4.0,9.2,.429,2.1,5.2,.409,1.8,4.0,.456,1.5,1.9,.795,0.3,2.6,3.0,4.8,2.1,0.2,2.1,3.4,11.6
77,Tyson Chandler\chandty01,C,30,NYK,66,66,2164,4.2,6.7,.638,0.0,0.0,,4.2,6.7,.638,3.0,4.3,.694,4.5,7.2,11.7,1.0,0.7,1.2,1.4,3.1,11.5
78,Wilson Chandler\chandwi01,PF,25,DEN,43,8,1079,7.0,15.2,.462,1.7,4.2,.413,5.3,11.0,.480,2.9,3.7,.793,1.5,5.8,7.3,1.9,1.5,0.4,2.0,4.0,18.7
79,Josh Childress\childjo01,SF,29,BRK,14,0,100,2.2,7.6,.286,0.4,1.1,.333,1.8,6.5,.278,0.4,0.7,.500,2.2,3.2,5.4,1.8,0.7,0.7,0.0,1.1,5.0
80,Earl Clark\clarkea01,PF,25,LAL,59,36,1363,4.5,10.2,.440,0.9,2.7,.337,3.6,7.4,.479,1.4,2.0,.697,2.2,6.4,8.6,1.7,1.0,1.2,1.6,2.7,11.3
81,Victor Claver\clavevi01,SF,24,POR,49,16,812,3.3,8.4,.392,1.1,3.9,.287,2.2,4.5,.480,0.6,1.3,.467,1.4,3.9,5.3,1.9,1.2,0.5,1.9,3.3,8.3
82,Norris Cole\coleno01,PG,24,MIA,80,4,1590,4.1,9.6,.421,0.8,2.2,.357,3.3,7.4,.440,1.2,1.8,.650,0.4,2.5,2.9,3.7,1.3,0.2,2.4,3.5,10.1
83,Jason Collins\collija04,C,34,TOT,38,9,384,0.8,2.7,.310,0.0,0.0,,0.8,2.7,.310,2.2,3.0,.719,2.1,3.6,5.6,0.7,1.1,0.9,1.7,8.0,3.8
83,Jason Collins\collija04,C,34,BOS,32,7,330,0.9,2.5,.348,0.0,0.0,,0.9,2.5,.348,2.3,3.3,.700,2.3,3.4,5.7,0.7,1.1,0.7,1.7,8.1,4.0
83,Jason Collins\collija04,C,34,WAS,6,2,54,0.7,4.0,.167,0.0,0.0,,0.7,4.0,.167,1.3,1.3,1.000,0.7,4.7,5.3,1.3,1.3,2.7,1.3,7.3,2.7
84,Darren Collison\collida01,PG,25,DAL,81,47,2372,5.2,11.0,.471,0.7,2.1,.353,4.4,8.9,.498,3.7,4.2,.880,0.5,2.9,3.3,6.3,1.5,0.1,2.6,2.1,14.8
85,Nick Collison\collini01,C,32,OKC,81,2,1583,4.0,6.7,.595,0.0,0.1,.000,4.0,6.6,.603,1.4,1.8,.769,2.8,4.8,7.6,2.8,1.2,0.7,1.6,4.5,9.4
86,Mike Conley\conlemi01,PG,25,MEM,80,80,2757,5.4,12.3,.440,1.4,3.8,.362,4.0,8.4,.476,3.1,3.7,.830,0.6,2.4,2.9,6.4,2.3,0.3,2.5,2.2,15.3
87,Will Conroy\conrowi01,PG,30,MIN,4,0,20,0.0,16.2,.000,0.0,5.4,.000,0.0,10.8,.000,1.8,3.6,.500,1.8,0.0,1.8,0.0,0.0,0.0,0.0,1.8,1.8
88,Daequan Cook\cookda02,SG,25,TOT,49,1,441,4.2,13.6,.305,2.1,7.4,.286,2.0,6.2,.329,0.7,1.0,.750,0.6,4.4,5.0,1.6,0.7,0.6,1.2,2.1,11.2
88,Daequan Cook\cookda02,SG,25,HOU,16,1,165,4.6,12.9,.356,2.4,6.5,.367,2.2,6.3,.345,0.4,0.7,.667,1.1,2.8,3.9,2.2,1.3,0.4,1.3,2.8,12.0
88,Daequan Cook\cookda02,SG,25,CHI,33,0,276,3.9,14.1,.278,2.0,8.0,.246,2.0,6.1,.319,0.9,1.2,.778,0.3,5.3,5.6,1.2,0.3,0.7,1.2,1.7,10.7
89,Chris Copeland\copelch01,PF,28,NYK,56,13,862,7.6,15.9,.479,2.5,5.8,.421,5.1,10.0,.513,2.6,3.5,.759,1.4,3.5,5.0,1.1,0.7,0.5,2.1,4.3,20.3
90,DeMarcus Cousins\couside01,C,22,SAC,75,74,2289,7.6,16.3,.465,0.1,0.3,.182,7.5,15.9,.471,4.9,6.7,.738,3.5,8.2,11.7,3.1,1.7,0.9,3.5,4.2,20.1
91,Jamal Crawford\crawfja01,SG,32,LAC,76,0,2230,7.2,16.4,.438,2.4,6.4,.376,4.8,10.0,.477,3.5,4.0,.871,0.4,1.7,2.1,3.1,1.3,0.2,2.4,1.1,20.3
92,Jordan Crawford\crawfjo02,SG,24,TOT,70,14,1709,6.3,15.3,.415,1.7,5.2,.337,4.6,10.1,.455,2.7,3.3,.811,0.9,3.5,4.4,4.7,0.8,0.1,3.0,2.2,17.1
92,Jordan Crawford\crawfjo02,SG,24,WAS,43,12,1127,6.7,16.2,.415,1.9,5.5,.345,4.9,10.8,.451,2.8,3.4,.821,1.0,3.3,4.3,5.0,0.9,0.2,3.1,1.9,18.1
92,Jordan Crawford\crawfjo02,SG,24,BOS,27,2,582,5.6,13.4,.415,1.5,4.6,.320,4.1,8.8,.465,2.6,3.3,.792,0.8,3.8,4.6,4.2,0.7,0.1,2.7,2.8,15.2
93,Jae Crowder\crowdja01,SF,22,DAL,78,16,1353,3.8,9.8,.384,1.7,5.1,.328,2.1,4.7,.446,1.3,1.9,.644,0.9,4.0,5.0,2.5,1.7,0.5,1.3,3.4,10.4
94,Dante Cunningham\cunnida01,PF,25,MIN,80,9,2010,5.6,12.0,.468,0.0,0.1,.000,5.6,11.9,.472,1.2,1.8,.650,2.5,4.8,7.3,1.2,1.5,0.7,1.0,2.7,12.4
95,Jared Cunningham\cunnija01,SG,21,DAL,8,0,26,8.3,19.4,.429,2.8,4.2,.667,5.5,15.2,.364,2.8,2.8,1.000,1.4,2.8,4.2,1.4,1.4,0.0,2.8,4.2,22.2
96,Eddy Curry\curryed01,C,30,DAL,2,0,25,5.8,11.5,.500,0.0,0.0,,5.8,11.5,.500,1.4,5.8,.250,2.9,2.9,5.8,0.0,0.0,0.0,4.3,10.1,13.0
97,Stephen Curry\curryst01,PG,24,GSW,78,78,2983,7.6,16.8,.451,3.3,7.2,.453,4.3,9.5,.449,3.2,3.5,.900,0.7,3.1,3.8,6.5,1.5,0.1,2.9,2.4,21.6
98,Samuel Dalembert\dalemsa01,C,31,MIL,47,23,765,6.4,11.9,.542,0.0,0.0,1.000,6.4,11.9,.540,1.8,2.6,.691,4.9,8.0,13.0,1.0,0.8,2.5,2.4,4.2,14.7
99,Marquis Daniels\daniema01,SF,32,MIL,59,33,1085,4.4,11.6,.376,0.7,2.4,.278,3.7,9.3,.401,1.3,1.8,.741,1.6,3.4,5.0,2.2,1.7,0.3,1.5,2.6,10.8
100,Anthony Davis\davisan02,PF,19,NOH,64,60,1846,6.8,13.2,.516,0.0,0.1,.000,6.8,13.1,.521,3.3,4.4,.751,3.2,7.0,10.2,1.2,1.5,2.2,1.7,3.1,16.9
101,Ed Davis\davised01,C-PF,23,TOT,81,28,1631,5.7,10.6,.539,0.0,0.0,,5.7,10.6,.539,2.3,3.7,.617,3.4,6.8,10.2,1.4,0.8,1.9,1.4,4.2,13.8
