Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Quincy Acy\acyqu01,PF,24,NYK,68,22,1287,4.3,9.3,.459,0.5,1.7,.300,3.7,7.6,.494,2.1,2.7,.784,2.2,6.2,8.4,1.9,0.8,0.6,1.7,4.1,11.1
2,Jordan Adams\adamsjo01,SG,20,MEM,30,0,248,5.1,12.5,.407,1.5,3.6,.400,3.6,8.9,.410,2.0,3.3,.609,1.3,2.8,4.1,2.3,2.3,1.0,2.0,3.5,13.6
3,Steven Adams\adamsst01,C,21,OKC,70,67,1771,4.4,8.1,.544,0.0,0.0,.000,4.4,8.1,.547,2.1,4.2,.502,4.0,6.6,10.6,1.3,0.8,1.7,2.0,4.5,10.9
4,Jeff Adrien\adrieje01,PF,28,MIN,17,0,215,3.2,7.4,.432,0.0,0.0,,3.2,7.4,.432,3.7,6.4,.579,3.9,9.0,12.9,2.5,0.7,1.5,1.5,5.0,10.0
5,Arron Afflalo\afflaar01,SG,29,TOT,78,72,2502,5.4,12.7,.424,1.7,4.8,.354,3.7,7.9,.466,2.4,2.8,.843,0.4,3.2,3.6,1.9,0.6,0.1,1.7,2.4,14.9
5,Arron Afflalo\afflaar01,SG,29,DEN,53,53,1750,5.8,13.5,.428,1.7,5.0,.337,4.1,8.5,.481,2.6,3.1,.841,0.4,3.3,3.7,2.1,0.7,0.1,1.7,2.2,15.9
5,Arron Afflalo\afflaar01,SG,29,POR,25,19,752,4.5,10.9,.414,1.7,4.3,.400,2.8,6.6,.423,1.9,2.3,.851,0.3,2.9,3.2,1.3,0.4,0.1,1.6,2.8,12.6
6,Alexis Ajinca\ajincal01,C,26,NOP,68,8,957,6.8,12.4,.550,0.0,0.0,,6.8,12.4,.550,3.0,3.7,.818,3.9,7.9,11.8,1.8,0.8,1.9,2.6,5.7,16.7
7,Furkan Aldemir\aldemfu01,PF,23,PHI,41,9,540,2.7,5.2,.513,0.0,0.3,.000,2.7,4.9,.548,0.9,1.8,.481,5.2,6.5,11.7,1.9,1.1,1.1,1.1,6.4,6.2
8,Cole Aldrich\aldrico01,C,26,NYK,61,16,976,5.3,11.1,.478,0.0,0.0,,5.3,11.1,.478,1.8,2.4,.781,3.7,8.7,12.5,2.8,1.4,2.4,2.2,4.5,12.5
9,LaMarcus Aldridge\aldrila01,PF,29,POR,71,71,2512,9.4,20.3,.466,0.5,1.5,.352,8.9,18.8,.475,4.4,5.2,.845,2.5,7.9,10.4,1.8,0.7,1.0,1.7,1.8,23.8
10,Lavoy Allen\allenla01,C,25,IND,63,0,1070,4.7,10.1,.472,0.0,0.0,,4.7,10.1,.472,1.1,1.6,.702,4.1,6.7,10.9,2.5,0.5,1.4,1.3,3.4,10.6
11,Tony Allen\allento01,SG,33,MEM,63,41,1648,4.9,9.9,.495,0.2,0.6,.345,4.7,9.3,.505,1.7,2.8,.627,2.3,3.9,6.1,1.9,2.8,0.7,1.9,3.6,11.8
12,Al-Farouq Aminu\aminual01,SF,24,DAL,74,3,1366,3.9,9.4,.412,0.9,3.3,.274,3.0,6.1,.485,2.2,3.1,.712,3.0,6.0,9.0,1.6,1.8,1.6,1.4,3.6,10.9
13,Lou Amundson\amundlo01,PF,32,TOT,53,35,937,4.2,9.8,.427,0.0,0.0,.000,4.2,9.8,.429,1.6,3.3,.471,3.6,6.7,10.3,2.7,0.8,2.0,2.4,4.8,10.0
13,Lou Amundson\amundlo01,PF,32,CLE,12,0,79,1.8,5.5,.333,0.0,0.0,,1.8,5.5,.333,1.4,2.3,.600,2.3,6.8,9.1,2.3,0.5,0.0,2.3,5.0,5.0
13,Lou Amundson\amundlo01,PF,32,NYK,41,35,858,4.4,10.2,.432,0.0,0.0,.000,4.4,10.2,.434,1.6,3.4,.463,3.7,6.7,10.4,2.7,0.9,2.2,2.4,4.8,10.4
14,Chris Andersen\anderch01,C,36,MIA,60,20,1132,3.8,6.6,.580,0.1,0.4,.308,3.7,6.2,.598,2.4,3.6,.667,2.4,7.1,9.5,1.4,0.8,1.9,1.3,2.8,10.2
15,Alan Anderson\anderal01,SG,32,BRK,74,19,1744,4.0,9.1,.443,1.5,4.3,.348,2.5,4.7,.530,1.7,2.1,.812,0.6,3.6,4.2,1.7,1.2,0.1,1.2,3.1,11.3
16,Kyle Anderson\anderky01,SF,21,SAS,33,8,358,3.1,8.9,.348,0.3,1.1,.273,2.8,7.8,.359,0.9,1.4,.643,0.5,6.7,7.2,2.8,1.5,0.7,1.0,2.8,7.4
17,Ryan Anderson\anderry01,PF,26,NOP,61,5,1675,6.3,15.7,.399,2.6,7.7,.340,3.6,8.0,.457,2.8,3.2,.854,2.3,4.0,6.3,1.2,0.7,0.4,1.3,2.4,17.9
18,Giannis Antetokounmpo\antetgi01,SG,20,MIL,81,71,2541,5.4,11.1,.491,0.1,0.6,.159,5.3,10.4,.511,3.6,4.9,.741,1.4,6.3,7.7,2.9,1.0,1.2,2.5,3.6,14.6
19,Carmelo Anthony\anthoca01,SF,30,NYK,40,40,1428,9.0,20.3,.444,1.5,4.5,.341,7.5,15.8,.474,4.8,6.0,.797,1.8,4.8,6.7,3.1,1.0,0.4,2.2,2.2,24.4
20,Joel Anthony\anthojo01,C,32,DET,49,0,406,3.2,5.5,.581,0.0,0.0,,3.2,5.5,.581,1.3,2.0,.682,2.8,5.4,8.2,0.4,1.1,4.3,1.1,4.9,7.7
21,Pero Antic\anticpe01,C,32,ATL,63,3,1037,3.7,10.3,.365,1.8,6.0,.301,1.9,4.3,.455,3.1,4.3,.715,2.0,4.5,6.6,1.7,0.6,0.5,1.7,4.6,12.4
22,Trevor Ariza\arizatr01,SF,29,HOU,82,82,2930,4.5,11.2,.402,2.4,6.8,.350,2.1,4.4,.485,1.5,1.8,.853,0.9,4.7,5.6,2.6,1.9,0.2,1.7,2.3,12.9
23,Darrell Arthur\arthuda01,PF,26,DEN,58,4,988,5.6,14.0,.404,0.9,4.0,.236,4.7,10.0,.471,1.7,2.1,.780,1.9,4.3,6.2,2.1,1.7,0.9,1.7,5.3,13.9
24,Omer Asik\asikom01,C,28,NOP,76,76,1982,3.9,7.5,.517,0.0,0.0,,3.9,7.5,.517,2.4,4.1,.582,4.4,9.2,13.6,1.3,0.5,1.0,1.7,2.6,10.1
25,D.J. Augustin\augusdj01,PG,27,TOT,82,14,1964,4.7,11.9,.399,1.5,4.5,.337,3.2,7.4,.436,3.3,3.8,.868,0.4,2.6,3.0,6.5,0.9,0.1,2.7,1.7,14.2
25,D.J. Augustin\augusdj01,PG,27,DET,54,13,1287,5.3,12.9,.410,1.4,4.2,.327,3.9,8.7,.450,4.1,4.7,.870,0.4,2.4,2.8,7.4,0.9,0.1,3.1,1.7,16.1
25,D.J. Augustin\augusdj01,PG,27,OKC,28,1,677,3.7,9.9,.371,1.8,5.1,.354,1.9,4.8,.389,1.6,1.9,.861,0.4,2.9,3.2,4.7,0.9,0.1,1.9,1.7,10.8
26,Jeff Ayres\pendeje02,PF,27,SAS,51,0,383,5.2,8.9,.579,0.0,0.0,,5.2,8.9,.579,2.5,3.4,.750,3.5,7.5,11.0,1.3,0.8,0.8,2.4,5.6,12.9
27,Luke Babbitt\babbilu01,SF,25,NOP,63,19,830,4.0,8.3,.479,2.6,5.0,.513,1.4,3.3,.429,0.6,0.8,.684,0.5,4.3,4.8,1.0,0.7,0.5,1.1,2.7,11.1
28,Cameron Bairstow\bairsca01,PF,24,CHI,18,1,64,1.7,7.9,.214,0.0,0.0,,1.7,7.9,.214,2.3,2.8,.800,3.4,1.1,4.5,0.6,1.1,0.6,1.7,4.5,5.6
29,Leandro Barbosa\barbole01,SG,32,GSW,66,1,982,6.7,14.2,.474,1.6,4.1,.384,5.1,10.0,.511,2.1,2.7,.784,0.8,2.5,3.3,3.6,1.5,0.3,1.6,3.2,17.1
30,J.J. Barea\bareajo01,PG,30,DAL,77,10,1362,5.9,14.2,.420,1.4,4.4,.323,4.5,9.8,.463,2.0,2.5,.809,0.6,2.9,3.5,7.0,0.9,0.0,1.9,2.7,15.3
31,Andrea Bargnani\bargnan01,C,29,NYK,29,22,785,7.5,16.6,.454,0.7,1.9,.366,6.8,14.7,.466,4.0,4.9,.813,1.5,4.4,5.8,2.1,0.1,1.2,1.9,2.4,19.7
