Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
97,Norris Cole\coleno01,PG,26,NOP,28,2,683,8.6,19.4,.444,2.2,5.7,.378,6.5,13.7,.472,2.0,2.7,.743,0.1,3.8,3.9,6.9,1.2,0.5,3.2,3.8,21.4,,103,111
98,Darren Collison\collida01,PG,27,SAC,45,45,1565,8.4,17.7,.473,1.9,5.2,.373,6.4,12.5,.514,4.7,5.9,.788,0.6,4.0,4.6,8.1,2.2,0.5,3.6,3.1,23.3,,112,110
99,Nick Collison\collini01,PF,34,OKC,66,2,1101,4.8,11.5,.419,0.7,2.7,.267,4.1,8.8,.466,2.0,3.0,.692,4.1,7.3,11.4,4.1,1.6,1.1,2.0,7.1,12.4,,108,105
100,Mike Conley\conlemi01,PG,27,MEM,70,70,2225,9.2,20.7,.446,2.5,6.5,.386,6.7,14.2,.473,5.0,5.8,.859,0.7,4.2,4.9,8.8,2.1,0.3,3.7,3.3,26.0,,110,104
101,Jack Cooley\cooleja01,PF,23,UTA,16,0,87,5.5,13.4,.409,0.0,0.0,,5.5,13.4,.409,5.5,12.8,.429,6.1,9.2,15.3,0.6,3.7,1.8,1.8,14.0,16.5,,97,98
102,Chris Copeland\copelch01,SF,30,IND,50,12,828,7.0,19.3,.361,3.2,10.4,.311,3.7,8.9,.420,2.1,2.8,.733,1.4,5.5,6.9,3.2,0.7,0.7,3.7,4.9,19.2,,88,106
103,Bryce Cotton\cottobr01,PG,22,UTA,15,0,159,9.7,23.0,.420,2.3,6.7,.350,7.3,16.4,.449,5.0,6.0,.833,1.0,5.0,6.0,5.0,1.3,0.0,4.0,2.0,26.7,,102,109
104,DeMarcus Cousins\couside01,C,24,SAC,59,59,2013,12.5,26.7,.467,0.1,0.2,.250,12.4,26.5,.469,10.6,13.5,.782,4.6,14.1,18.7,5.3,2.3,2.6,6.4,6.0,35.5,,104,101
105,Robert Covington\covinro01,SF,24,PHI,70,49,1956,7.7,19.4,.396,4.3,11.4,.374,3.4,7.9,.426,4.6,5.6,.820,1.7,6.4,8.1,2.7,2.5,0.8,3.3,4.8,24.2,,104,104
106,Allen Crabbe\crabbal01,SG,22,POR,51,9,683,4.7,11.4,.412,2.2,6.3,.353,2.5,5.1,.485,0.9,1.2,.750,0.5,4.9,5.4,2.9,1.4,1.1,1.1,5.5,12.5,,108,105
107,Jamal Crawford\crawfja01,SG,34,LAC,64,4,1703,9.9,25.0,.396,3.5,10.8,.327,6.3,14.1,.448,6.8,7.5,.901,0.5,3.2,3.7,4.7,1.8,0.4,2.7,3.2,30.1,,106,109
108,Jae Crowder\crowdja01,SF,24,TOT,82,17,1647,7.0,16.6,.420,1.9,6.3,.293,5.1,10.3,.499,3.3,4.3,.773,2.2,6.7,8.9,2.9,2.2,0.8,1.5,4.2,19.1,,108,104
108,Jae Crowder\crowdja01,SF,24,DAL,25,0,265,6.3,14.5,.434,2.5,7.2,.342,3.8,7.2,.526,1.9,2.1,.909,2.3,3.2,5.5,2.3,2.9,1.0,1.9,4.9,16.9,,109,106
108,Jae Crowder\crowdja01,SF,24,BOS,57,17,1382,7.1,17.0,.418,1.7,6.2,.282,5.4,10.8,.495,3.6,4.7,.762,2.2,7.4,9.6,3.0,2.1,0.7,1.4,4.0,19.5,,108,104
109,Dante Cunningham\cunnida01,PF,27,NOP,66,27,1652,4.9,10.8,.457,0.0,0.3,.100,4.9,10.5,.468,0.9,1.5,.617,2.2,5.9,8.1,1.6,1.5,1.2,1.1,3.2,10.8,,102,108
110,Jared Cunningham\cunnija01,SG,23,LAC,19,0,89,6.8,18.8,.364,2.3,7.4,.308,4.6,11.4,.400,4.0,7.4,.538,0.6,4.6,5.1,5.7,1.7,0.0,4.0,6.8,19.9,,88,108
111,Seth Curry\curryse01,PG,24,PHO,2,0,8,0.0,18.7,.000,0.0,6.2,.000,0.0,12.5,.000,0.0,0.0,,0.0,12.5,12.5,6.2,0.0,0.0,0.0,12.5,0.0,,21,107
112,Stephen Curry\curryst01,PG,26,GSW,80,80,2613,12.2,25.1,.487,5.3,12.1,.443,6.9,13.0,.528,5.8,6.3,.914,1.0,5.3,6.4,11.6,3.0,0.3,4.7,3.0,35.5,,122,101
113,Samuel Dalembert\dalemsa01,C,33,NYK,32,21,544,5.5,12.6,.438,0.0,0.0,,5.5,12.6,.438,1.4,1.9,.700,5.1,11.1,16.3,2.8,1.4,4.0,3.8,6.8,12.4,,90,104
114,Troy Daniels\danietr01,SG,23,TOT,47,0,397,7.8,21.1,.370,5.5,15.1,.364,2.3,6.0,.383,1.4,1.7,.846,1.0,3.2,4.2,2.8,0.8,0.1,2.6,5.1,22.5,,99,112
114,Troy Daniels\danietr01,SG,23,HOU,17,0,108,6.9,21.6,.319,6.0,19.8,.302,0.9,1.8,.500,1.4,1.8,.750,0.0,2.8,2.8,1.8,0.0,0.0,2.3,6.4,21.2,,92,111
114,Troy Daniels\danietr01,SG,23,MIN,19,0,154,6.3,19.5,.322,4.3,12.9,.333,2.0,6.6,.300,0.7,0.7,1.000,2.0,4.3,6.3,4.3,1.0,0.0,2.6,4.6,17.5,,92,116
114,Troy Daniels\danietr01,SG,23,CHO,11,0,135,10.3,22.6,.458,6.5,13.8,.472,3.8,8.8,.435,2.3,2.7,.857,0.8,2.3,3.1,1.9,1.1,0.4,2.7,4.6,29.5,,110,108
115,Luigi Datome\datomlu01,SF,27,TOT,21,1,209,10.3,21.4,.483,4.3,9.6,.450,6.0,11.8,.510,0.2,0.2,1.000,0.7,6.2,7.0,2.2,0.5,1.7,2.2,3.6,25.2,,107,107
115,Luigi Datome\datomlu01,SF,27,DET,3,0,17,15.2,36.5,.417,3.0,12.2,.250,12.2,24.3,.500,0.0,0.0,,3.0,9.1,12.2,6.1,3.0,0.0,6.1,3.0,33.5,,88,103
115,Luigi Datome\datomlu01,SF,27,BOS,18,1,192,9.9,20.1,.494,4.4,9.4,.472,5.5,10.7,.512,0.3,0.3,1.000,0.5,6.0,6.5,1.8,0.3,1.8,1.8,3.7,24.5,,110,107
116,Brandon Davies\daviebr01,PF,23,TOT,27,6,423,6.5,16.3,.401,1.0,4.0,.235,5.6,12.2,.456,2.9,4.4,.649,4.5,5.4,9.9,3.6,2.1,0.8,3.4,7.0,16.9,,94,106
116,Brandon Davies\daviebr01,PF,23,PHI,20,6,379,6.5,15.7,.412,0.9,4.0,.233,5.6,11.8,.472,2.8,4.4,.636,4.6,5.0,9.7,3.7,2.2,0.5,3.3,7.1,16.7,,96,106
116,Brandon Davies\daviebr01,PF,23,BRK,7,0,44,7.1,21.2,.333,1.2,4.7,.250,5.9,16.5,.357,3.5,4.7,.750,3.5,8.2,11.8,2.4,1.2,3.5,4.7,5.9,18.8,,80,104
117,Anthony Davis\davisan02,PF,21,NOP,68,68,2455,13.7,25.7,.535,0.0,0.3,.083,13.7,25.4,.540,7.9,9.9,.805,3.7,11.2,14.9,3.2,2.1,4.3,2.0,3.0,35.4,,122,100
118,Ed Davis\davised01,PF,25,LAL,79,24,1840,7.8,13.0,.601,0.0,0.0,,7.8,13.0,.601,2.6,5.2,.487,6.4,10.3,16.7,2.6,1.4,2.7,1.6,5.6,18.2,,124,107
119,Glen Davis\davisgl01,PF,29,LAC,74,0,904,6.6,14.3,.459,0.0,0.2,.000,6.6,14.1,.466,3.4,5.3,.632,2.4,7.1,9.5,2.2,2.3,1.2,2.2,7.4,16.5,,100,104
120,Andre Dawkins\dawkian01,SG,23,MIA,4,0,22,2.4,14.4,.167,2.4,14.4,.167,0.0,0.0,,0.0,0.0,,0.0,4.8,4.8,2.4,0.0,0.0,2.4,7.2,7.2,,53,113
121,Austin Daye\dayeau01,SF,26,TOT,34,4,344,7.4,21.0,.355,3.6,10.6,.338,3.9,10.4,.371,0.7,0.9,.833,1.5,9.7,11.2,2.5,1.8,0.7,3.4,5.8,19.2,,85,101
121,Austin Daye\dayeau01,SF,26,SAS,26,4,268,7.6,22.0,.348,3.6,10.9,.333,4.0,11.1,.362,0.8,0.8,1.000,1.1,10.5,11.7,1.7,1.5,0.6,3.4,5.7,19.7,,82,101
121,Austin Daye\dayeau01,SF,26,ATL,8,0,76,6.7,17.5,.385,3.4,9.4,.357,3.4,8.1,.417,0.7,1.3,.500,2.7,6.7,9.4,5.4,2.7,1.3,3.4,6.1,17.5,,96,101
122,Dewayne Dedmon\dedmode01,C,25,ORL,59,15,845,5.5,9.8,.562,0.0,0.1,.000,5.5,9.7,.565,2.1,3.9,.531,7.1,10.7,17.9,0.5,1.0,3.0,3.1,8.5,13.1,,107,104
123,Matthew Dellavedova\dellama01,SG,24,CLE,67,13,1380,4.2,11.6,.362,2.6,6.3,.407,1.6,5.3,.307,1.1,1.4,.763,1.4,3.4,4.7,7.7,0.9,0.1,2.3,5.7,12.0,,109,111
124,Luol Deng\denglu01,SF,29,MIA,72,72,2421,8.0,17.2,.469,1.7,4.8,.355,6.3,12.4,.513,4.2,5.5,.761,2.2,6.0,8.2,3.0,1.4,0.5,2.4,2.4,22.0,,110,109
125,DeMar DeRozan\derozde01,SG,25,TOR,60,60,2100,10.1,24.4,.413,0.6,2.2,.284,9.5,22.2,.426,8.9,10.7,.832,1.0,5.8,6.8,5.2,1.8,0.3,3.4,3.0,29.6,,104,109
126,Boris Diaw\diawbo01,PF,32,SAS,81,15,1984,7.5,16.3,.460,1.4,4.4,.320,6.1,11.9,.512,1.9,2.4,.774,2.0,7.0,9.0,6.0,0.9,0.6,3.3,3.8,18.3,,103,105
127,Gorgui Dieng\dienggo01,C,25,MIN,73,49,2193,6.0,11.9,.506,0.0,0.1,.167,6.0,11.7,.510,4.4,5.7,.783,5.2,8.9,14.1,3.4,1.6,2.9,2.9,4.4,16.5,,113,108
128,Spencer Dinwiddie\dinwisp01,PG,21,DET,34,1,455,5.8,19.2,.302,1.4,7.4,.185,4.4,11.8,.375,3.5,3.9,.912,0.5,5.0,5.5,11.8,2.2,0.7,3.8,6.0,16.5,,92,107
129,Joey Dorsey\dorsejo01,PF,31,HOU,69,17,854,4.7,8.4,.552,0.0,0.1,.000,4.7,8.4,.556,1.4,4.8,.289,6.0,10.2,16.2,1.5,2.3,1.5,2.4,9.1,10.7,,103,100
130,Toney Douglas\douglto01,SG,28,NOP,12,0,177,5.6,15.1,.373,1.5,5.3,.278,4.2,9.8,.424,2.4,3.9,.615,0.6,5.9,6.5,7.1,3.3,1.2,3.0,5.9,15.1,,95,104
131,Chris Douglas-Roberts\douglch01,SG,28,LAC,12,0,103,2.5,10.3,.238,0.5,3.4,.143,2.0,6.9,.286,3.9,3.9,1.000,0.5,5.4,5.9,2.0,0.5,0.0,0.0,6.9,9.3,,96,110
132,Goran Dragic\dragigo01,SG-PG,28,TOT,78,78,2640,9.7,19.3,.501,1.7,5.0,.347,7.9,14.3,.555,3.5,4.5,.774,1.6,3.7,5.3,6.7,1.5,0.3,3.3,3.8,24.5,,112,110
132,Goran Dragic\dragigo01,SG,28,PHO,52,52,1735,9.8,19.5,.501,1.9,5.3,.355,7.9,14.2,.556,2.8,3.7,.746,1.5,3.9,5.3,6.1,1.4,0.3,3.3,3.4,24.2,,111,110
132,Goran Dragic\dragigo01,PG,28,MIA,26,26,905,9.5,18.8,.502,1.4,4.3,.329,8.1,14.6,.552,4.9,6.1,.808,1.8,3.4,5.2,8.1,1.6,0.4,3.4,4.4,25.2,,115,110
133,Zoran Dragic\dragizo01,SG,25,TOT,16,1,75,7.7,20.9,.367,2.1,9.8,.214,5.6,11.1,.500,2.1,3.5,.600,3.5,2.1,5.6,3.5,1.4,0.0,3.5,4.2,19.5,,89,112
133,Zoran Dragic\dragizo01,SG,25,PHO,6,0,13,7.7,30.7,.250,0.0,19.2,.000,7.7,11.5,.667,7.7,11.5,.667,7.7,3.8,11.5,3.8,0.0,0.0,0.0,3.8,23.0,,88,113
133,Zoran Dragic\dragizo01,SG,25,MIA,10,1,62,7.7,18.7,.409,2.6,7.7,.333,5.1,11.1,.462,0.9,1.7,.500,2.6,1.7,4.3,3.4,1.7,0.0,4.3,4.3,18.7,,89,111
134,Larry Drew\drewla02,PG,24,PHI,12,1,219,4.6,13.3,.345,0.9,6.0,.154,3.7,7.3,.500,0.5,0.7,.667,0.2,3.2,3.4,10.3,1.4,0.0,5.7,3.0,10.5,,77,110
135,Andre Drummond\drumman01,C,21,DET,82,82,2502,10.2,19.9,.514,0.0,0.0,.000,10.2,19.8,.515,2.9,7.5,.389,9.0,13.8,22.8,1.1,1.5,3.2,2.5,5.9,23.4,,107,100
136,Jared Dudley\dudleja01,SG,29,MIL,72,22,1717,5.9,12.6,.468,2.2,5.7,.385,3.7,6.9,.537,1.4,2.0,.716,1.3,5.2,6.5,3.9,2.1,0.3,1.8,3.4,15.4,,112,104
137,Tim Duncan\duncati01,C,38,SAS,77,77,2227,9.6,18.8,.512,0.0,0.2,.286,9.6,18.7,.514,5.3,7.1,.740,3.9,12.3,16.2,5.3,1.4,3.5,3.0,3.8,24.6,,113,97
138,Mike Dunleavy\dunlemi02,SF,34,CHI,63,63,1838,5.9,13.5,.435,3.0,7.4,.407,2.9,6.1,.468,2.0,2.4,.805,0.8,6.2,7.0,3.2,1.1,0.6,1.7,3.5,16.7,,113,106
139,Kevin Durant\duranke01,SF,26,OKC,27,27,913,13.1,25.6,.510,3.5,8.7,.403,9.6,16.9,.565,8.0,9.4,.854,0.9,8.9,9.8,6.0,1.3,1.4,4.1,2.2,37.7,,121,105
140,Cleanthony Early\earlycl01,SF,23,NYK,39,7,647,6.2,17.4,.355,1.8,6.8,.262,4.4,10.6,.415,2.9,3.9,.750,1.8,6.1,7.9,2.9,2.0,1.0,3.3,4.6,17.1,,87,110
141,Wayne Ellington\ellinwa01,SG,27,LAL,65,36,1675,7.7,18.8,.412,2.7,7.4,.370,5.0,11.4,.439,1.6,2.0,.813,0.9,5.5,6.4,3.2,1.0,0.1,1.5,2.3,19.8,,103,114
142,Monta Ellis\ellismo01,SG,29,DAL,80,80,2699,11.3,25.3,.445,1.5,5.3,.285,9.7,20.0,.487,4.3,5.7,.752,0.6,2.9,3.6,6.1,2.8,0.5,3.7,3.7,28.3,,100,107
143,James Ennis\ennisja01,SF,24,MIA,62,3,1051,5.1,12.4,.409,1.6,4.8,.326,3.5,7.6,.461,4.0,4.7,.840,2.6,6.3,8.8,2.4,1.3,0.9,2.0,4.5,15.7,,110,108
144,Tyler Ennis\ennisty01,PG,20,TOT,33,1,411,6.4,17.8,.361,1.5,5.3,.279,4.9,12.5,.396,0.6,0.9,.714,0.9,3.5,4.3,9.0,2.2,0.6,5.2,4.5,15.0,,83,105
144,Tyler Ennis\ennisty01,PG,20,PHO,8,0,58,7.7,18.1,.429,1.7,5.2,.333,6.0,12.9,.467,1.7,1.7,1.000,0.9,5.2,6.0,12.0,0.0,1.7,6.9,2.6,18.9,,94,110
144,Tyler Ennis\ennisty01,PG,20,MIL,25,1,353,6.2,17.8,.350,1.4,5.3,.270,4.8,12.4,.384,0.4,0.7,.600,0.9,3.2,4.0,8.5,2.6,0.4,4.9,4.8,14.3,,80,104
145,Jeremy Evans\evansje01,SF,27,UTA,38,0,266,6.4,11.6,.552,0.4,1.0,.400,6.0,10.6,.566,4.8,5.8,.828,5.2,9.0,14.2,2.6,2.2,2.4,1.0,5.8,18.0,,139,101
146,Reggie Evans\evansre01,PF,34,SAC,47,7,764,3.8,9.0,.423,0.0,0.1,.000,3.8,8.9,.430,4.0,6.4,.619,6.4,13.3,19.7,2.1,1.4,0.3,3.0,6.0,11.6,,103,106
147,Tyreke Evans\evansty01,SG,25,NOP,79,76,2690,10.2,22.8,.447,1.3,4.4,.304,8.8,18.3,.482,3.9,5.7,.694,1.6,6.5,8.1,10.2,2.0,0.7,4.8,3.9,25.6,,103,107
148,Dante Exum\exumda01,PG,19,UTA,82,41,1817,4.2,12.2,.349,2.4,7.7,.314,1.8,4.4,.408,0.6,0.9,.625,0.8,3.0,3.8,5.8,1.2,0.4,3.4,4.3,11.5,,90,109
149,Festus Ezeli\ezelife01,C,25,GSW,46,7,504,7.4,13.5,.547,0.0,0.0,,7.4,13.5,.547,4.7,7.6,.628,5.8,9.2,15.0,0.9,0.7,4.1,3.1,7.5,19.5,,111,99
150,Kenneth Faried\farieke01,PF,25,DEN,75,71,2086,8.9,17.6,.507,0.0,0.2,.125,8.9,17.4,.511,4.8,6.9,.691,5.8,10.2,16.0,2.1,1.5,1.4,2.8,5.1,22.6,,111,106
151,Jordan Farmar\farmajo01,PG,28,LAC,36,0,529,5.8,15.1,.386,3.4,9.3,.361,2.5,5.8,.426,1.0,1.1,.909,0.8,3.3,4.0,6.4,1.9,0.5,3.1,5.0,16.0,,101,108
152,Derrick Favors\favorde01,PF,23,UTA,74,74,2280,11.2,21.4,.525,0.0,0.1,.167,11.2,21.2,.527,5.2,7.7,.669,4.6,9.6,14.1,2.6,1.4,2.9,2.8,4.9,27.6,,113,102
153,Raymond Felton\feltora01,PG,30,DAL,29,3,281,7.7,19.0,.406,1.8,6.1,.294,5.9,12.9,.458,2.2,2.7,.800,0.4,4.3,4.7,7.4,2.0,0.7,3.2,3.1,19.4,,98,108
154,Landry Fields\fieldla01,SF,26,TOR,26,9,216,4.8,9.8,.488,0.2,0.5,.500,4.5,9.3,.487,1.2,1.4,.833,2.4,3.8,6.2,3.6,2.6,0.0,1.9,2.2,11.0,,109,109
155,Evan Fournier\fournev01,SG,22,ORL,58,32,1661,7.8,17.7,.440,2.6,6.9,.378,5.2,10.8,.480,3.3,4.5,.728,0.9,3.8,4.7,3.7,1.2,0.1,2.5,3.6,21.5,,105,111
156,Randy Foye\foyera01,SG,31,DEN,50,21,1087,6.8,18.5,.368,4.3,12.1,.357,2.5,6.4,.388,2.1,2.5,.818,0.4,3.5,3.9,5.5,1.6,0.5,2.8,4.5,20.0,,102,111
157,Jamaal Franklin\frankja01,SG,23,DEN,3,0,13,3.8,7.7,.500,3.8,7.7,.500,0.0,0.0,,0.0,0.0,,3.8,3.8,7.7,11.5,0.0,3.8,11.5,15.4,11.5,,83,110
158,Tim Frazier\fraziti01,PG,24,TOT,11,3,239,4.4,12.9,.344,1.1,3.6,.294,3.4,9.3,.364,2.1,4.4,.476,1.3,4.6,5.9,12.6,1.7,0.0,5.3,5.5,12.0,,88,108
158,Tim Frazier\fraziti01,PG,24,PHI,6,3,171,3.8,12.6,.302,0.9,3.2,.273,2.9,9.4,.313,1.5,4.4,.333,1.2,4.4,5.6,12.6,1.8,0.0,5.3,4.7,10.0,,79,108
158,Tim Frazier\fraziti01,PG,24,POR,5,0,68,6.0,13.5,.444,1.5,4.5,.333,4.5,9.0,.500,3.7,4.5,.833,1.5,5.2,6.7,12.7,1.5,0.0,5.2,7.5,17.2,,108,106
159,Jimmer Fredette\fredeji01,PG,25,NOP,50,0,509,6.5,17.1,.380,0.9,5.0,.188,5.6,12.2,.458,4.4,4.6,.956,0.8,3.3,4.1,6.0,1.5,0.2,3.4,4.4,18.4,,97,111
160,Joel Freeland\freeljo01,C,27,POR,48,8,617,6.1,12.5,.490,0.0,0.0,,6.1,12.5,.490,1.7,2.1,.840,5.1,10.7,15.8,1.3,0.7,1.9,1.9,7.7,14.0,,109,102
161,Channing Frye\fryech01,PF,31,ORL,75,51,1870,5.2,13.3,.392,3.7,9.5,.393,1.5,3.9,.390,0.8,1.0,.886,0.7,7.3,8.0,2.6,1.3,1.1,2.1,5.2,15.0,,101,108
162,Danilo Gallinari\gallida01,SF,26,DEN,59,27,1426,8.0,19.9,.401,3.7,10.5,.355,4.2,9.4,.453,6.0,6.7,.895,1.1,6.5,7.6,2.9,1.6,0.7,2.0,3.3,25.7,,114,109
163,Langston Galloway\gallola01,PG,23,NYK,45,41,1457,7.4,18.5,.399,2.2,6.4,.352,5.1,12.1,.424,2.3,2.8,.808,1.3,5.5,6.9,5.4,1.9,0.4,2.2,4.7,19.3,,101,111
164,Francisco Garcia\garcifr01,SF,33,HOU,14,0,200,4.2,15.7,.270,2.5,11.2,.222,1.7,4.5,.389,0.2,1.0,.250,0.7,3.5,4.2,3.7,2.2,1.2,2.5,5.0,11.2,,76,105
165,Kevin Garnett\garneke01,PF,38,TOT,47,47,952,7.8,16.6,.467,0.1,0.4,.143,7.7,16.2,.475,2.0,2.4,.800,2.6,14.3,16.9,4.2,2.5,0.9,2.5,5.9,17.5,,101,101
165,Kevin Garnett\garneke01,PF,38,BRK,42,42,854,7.6,16.7,.455,0.1,0.4,.167,7.5,16.3,.461,2.1,2.5,.829,2.8,14.5,17.3,4.2,2.5,0.8,2.7,5.8,17.3,,99,100
165,Kevin Garnett\garneke01,PF,38,MIN,5,5,98,9.3,16.1,.581,0.0,0.5,.000,9.3,15.6,.600,1.0,2.1,.500,1.0,12.5,13.5,4.2,2.6,2.1,0.5,6.7,19.7,,123,105
166,Marc Gasol\gasolma01,C,30,MEM,81,81,2687,10.3,20.8,.494,0.1,0.3,.176,10.2,20.5,.500,6.8,8.5,.795,2.2,10.0,12.2,6.0,1.4,2.5,3.4,4.0,27.4,,111,100
167,Pau Gasol\gasolpa01,PF,34,CHI,78,78,2681,11.0,22.2,.494,0.2,0.5,.462,10.8,21.7,.495,5.7,7.1,.803,4.2,13.5,17.7,4.1,0.5,2.8,3.0,2.8,27.9,,112,101
168,Rudy Gay\gayru01,SF,28,SAC,68,67,2408,10.6,23.3,.455,1.7,4.6,.359,9.0,18.7,.479,7.0,8.2,.858,2.0,6.3,8.3,5.2,1.5,0.9,3.8,3.3,29.9,,110,110
169,Alonzo Gee\geeal01,SF,27,TOT,54,2,662,6.6,14.1,.468,1.0,2.7,.371,5.6,11.4,.490,4.1,5.8,.701,2.8,4.3,7.1,1.9,2.7,0.5,2.5,4.4,18.3,,106,107
169,Alonzo Gee\geeal01,SF,27,DEN,39,0,511,6.5,13.4,.482,1.0,2.3,.417,5.5,11.0,.496,4.7,6.4,.738,2.8,4.0,6.8,1.9,2.7,0.6,2.4,4.1,18.6,,111,108
169,Alonzo Gee\geeal01,SF,27,POR,15,2,151,7.1,16.5,.429,1.0,3.7,.273,6.1,12.8,.474,2.0,4.0,.500,2.7,5.4,8.1,2.0,2.4,0.3,2.7,5.4,17.2,,93,104
170,Paul George\georgpa01,SF,24,IND,6,0,91,10.2,27.7,.367,5.1,12.5,.409,5.1,15.3,.333,4.5,6.2,.727,2.3,10.2,12.5,3.4,2.8,0.6,6.8,6.2,30.0,,87,99
171,Taj Gibson\gibsota01,PF,29,CHI,62,17,1692,7.8,15.5,.502,0.0,0.0,,7.8,15.5,.502,4.0,5.6,.717,5.0,7.2,12.1,2.2,1.1,2.3,2.4,5.0,19.6,,112,104
172,Manu Ginobili\ginobma01,SG,37,SAS,70,0,1587,8.1,19.0,.426,2.9,8.3,.345,5.2,10.7,.489,4.7,6.6,.721,0.9,5.9,6.8,9.5,2.2,0.6,5.0,4.5,23.8,,103,102
173,Rudy Gobert\goberru01,C,22,UTA,82,37,2158,6.3,10.5,.604,0.0,0.0,.000,6.3,10.5,.607,4.2,6.7,.623,6.5,12.5,19.1,2.7,1.6,4.7,2.7,4.3,16.9,,122,98
174,Drew Gooden\goodedr01,PF,33,WAS,51,7,864,6.5,16.4,.399,1.4,3.5,.390,5.2,12.9,.401,2.0,2.6,.773,4.3,9.0,13.2,2.9,1.2,0.5,1.7,5.4,16.4,,103,103
175,Archie Goodwin\goodwar01,SG,20,PHO,41,2,535,7.4,18.7,.393,1.1,3.8,.293,6.2,14.9,.419,5.7,7.7,.735,2.5,4.4,6.9,4.1,1.7,0.8,4.5,5.1,21.5,,94,108
176,Aaron Gordon\gordoaa01,PF,19,ORL,47,8,797,6.0,13.3,.447,0.8,3.1,.271,5.1,10.3,.500,2.8,3.9,.721,3.0,7.9,10.8,2.1,1.3,1.4,2.4,5.3,15.6,,101,107
177,Ben Gordon\gordobe01,SG,31,ORL,56,0,790,8.4,19.1,.437,2.3,6.3,.361,6.1,12.8,.475,3.6,4.3,.836,0.4,3.7,4.1,3.2,0.9,0.1,3.6,3.9,22.6,,98,112
178,Drew Gordon\gordodr01,PF,24,PHI,9,0,71,5.6,13.4,.421,0.0,2.1,.000,5.6,11.3,.500,0.7,1.4,.500,4.9,7.8,12.7,1.4,0.7,0.0,5.6,4.9,12.0,,73,108
179,Eric Gordon\gordoer01,SG,26,NOP,61,60,2018,7.4,18.1,.411,3.7,8.2,.448,3.7,9.9,.380,2.8,3.5,.805,0.7,3.4,4.1,6.0,1.3,0.4,3.2,3.8,21.3,,106,111
180,Marcin Gortat\gortama01,C,30,WAS,82,82,2453,9.2,16.2,.566,0.0,0.1,.000,9.2,16.1,.569,2.6,3.7,.703,3.8,11.2,15.0,2.0,1.0,2.3,2.1,4.0,20.9,,114,100
181,Danny Granger\grangda01,SF,31,MIA,30,6,613,5.6,14.0,.401,2.6,7.2,.357,3.0,6.7,.449,2.4,3.2,.757,1.7,5.2,6.9,1.5,1.1,0.5,2.1,5.8,16.2,,102,110
182,Jerami Grant\grantje01,SF,20,PHI,65,11,1377,4.5,12.8,.352,1.8,5.7,.314,2.7,7.1,.383,4.2,7.0,.591,1.8,5.4,7.2,2.9,1.5,2.5,3.1,5.2,15.0,,91,106
183,Danny Green\greenda02,SG,27,SAS,81,80,2312,7.1,16.3,.436,4.2,10.1,.418,2.9,6.2,.466,2.5,2.8,.874,1.2,6.4,7.6,3.5,2.2,1.9,2.1,3.6,20.9,,114,100
184,Draymond Green\greendr01,PF,24,GSW,79,79,2490,6.7,15.0,.443,2.2,6.5,.337,4.5,8.6,.523,2.6,3.9,.660,2.2,10.5,12.7,5.7,2.4,1.9,2.6,5.0,18.1,,110,97
185,Erick Green\greener01,PG,23,DEN,43,1,410,7.4,19.7,.377,1.7,5.7,.298,5.7,14.0,.409,1.2,1.5,.833,0.9,2.9,3.8,4.8,1.5,0.0,1.7,3.2,17.8,,95,112
186,Gerald Green\greenge01,SG,29,PHO,74,4,1446,11.2,26.8,.416,4.7,13.3,.354,6.4,13.5,.478,3.4,4.1,.825,1.1,5.3,6.4,3.1,1.4,0.4,3.6,5.0,30.5,,101,108
187,JaMychal Green\greenja01,PF,24,TOT,24,1,164,8.6,14.9,.574,0.0,1.9,.000,8.6,13.0,.659,2.5,3.2,.800,6.0,8.3,14.3,1.3,1.6,1.6,4.4,7.9,19.7,,105,101
187,JaMychal Green\greenja01,PF,24,SAS,4,0,25,8.2,14.3,.571,0.0,4.1,.000,8.2,10.2,.800,0.0,0.0,,6.1,6.1,12.3,0.0,0.0,4.1,4.1,12.3,16.4,,98,102
187,JaMychal Green\greenja01,PF,24,MEM,20,1,139,8.6,15.0,.575,0.0,1.5,.000,8.6,13.5,.639,3.0,3.8,.800,6.0,8.6,14.6,1.5,1.9,1.1,4.5,7.1,20.3,,106,101
188,Jeff Green\greenje02,SF,28,TOT,78,70,2454,8.7,20.2,.430,2.0,6.1,.332,6.7,14.1,.473,5.0,6.0,.833,1.3,5.5,6.8,2.8,1.1,0.7,2.3,3.1,24.4,,106,106
188,Jeff Green\greenje02,SF,28,BOS,33,33,1093,9.4,21.8,.434,2.2,7.1,.305,7.3,14.7,.495,5.5,6.6,.840,1.0,5.5,6.5,2.4,1.2,0.6,2.6,3.0,26.6,,104,107
188,Jeff Green\greenje02,SF,28,MEM,45,37,1361,8.1,18.9,.427,1.9,5.3,.362,6.1,13.6,.452,4.5,5.5,.825,1.6,5.5,7.2,3.1,1.0,0.8,2.0,3.1,22.6,,108,105
