Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
84,Mario Chalmers\chalmma01,PG,29,MEM,55,7,1253,4.9,11.8,.417,1.3,4.0,.326,3.6,7.9,.464,5.9,7.2,.827,0.7,3.4,4.1,6.1,2.3,0.3,2.9,4.7,17.1
85,Tyson Chandler\chandty01,C,33,PHO,66,60,1618,4.1,7.0,.583,0.0,0.0,.000,4.1,7.0,.585,2.4,3.8,.620,3.9,8.9,12.8,1.4,0.8,1.0,2.1,3.2,10.5
86,Rakeem Christmas\chrisra01,PF,24,IND,1,0,6,12.0,12.0,1.000,0.0,0.0,,12.0,12.0,1.000,0.0,0.0,,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,24.0
87,Ian Clark\clarkia01,SG,24,GSW,66,1,578,5.5,12.6,.441,1.9,5.2,.357,3.7,7.3,.500,1.7,2.1,.824,0.8,3.4,4.2,4.0,1.1,0.8,2.7,3.6,14.7
88,Coty Clarke\clarkco01,SF,23,BOS,3,0,6,12.0,24.0,.500,12.0,12.0,1.000,0.0,12.0,.000,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,36.0
89,Jordan Clarkson\clarkjo01,SG,23,LAL,79,79,2552,6.7,15.5,.433,1.6,4.5,.347,5.1,11.0,.468,2.3,2.9,.804,1.3,3.1,4.4,2.7,1.2,0.1,1.9,2.4,17.3
90,Norris Cole\coleno01,PG,27,NOP,45,23,1198,5.9,14.5,.405,1.0,3.1,.324,4.9,11.5,.427,1.6,2.0,.800,0.3,4.2,4.5,5.0,1.1,0.2,2.3,3.1,14.3
91,Darren Collison\collida01,PG,28,SAC,74,15,2219,6.1,12.6,.486,1.4,3.5,.401,4.7,9.1,.519,3.1,3.7,.858,0.5,2.3,2.7,5.2,1.2,0.1,2.1,2.3,16.8
92,Nick Collison\collini01,PF,35,OKC,59,4,699,2.6,5.6,.459,0.0,0.1,.000,2.6,5.5,.467,1.2,1.7,.697,3.5,5.3,8.8,2.7,0.8,0.8,2.6,5.5,6.3
93,Mike Conley\conlemi01,PG,28,MEM,56,56,1761,6.0,14.2,.422,1.6,4.4,.363,4.4,9.8,.449,3.9,4.7,.834,0.5,2.8,3.4,7.0,1.4,0.3,1.7,2.0,17.5
94,Pat Connaughton\connapa01,SG,23,POR,34,0,143,3.3,12.3,.265,1.3,5.3,.238,2.0,7.0,.286,1.3,1.3,1.000,2.8,5.3,8.1,2.5,0.5,0.0,2.5,1.5,9.1
95,Chris Copeland\copelch01,PF,31,MIL,24,1,156,3.9,11.8,.333,2.3,8.3,.278,1.6,3.5,.467,1.4,1.6,.857,0.2,2.1,2.3,2.5,0.5,0.0,1.4,3.9,11.5
96,Bryce Cotton\cottobr01,PG,23,TOT,8,0,39,3.7,9.2,.400,0.0,2.8,.000,3.7,6.5,.571,0.0,0.0,,0.0,0.0,0.0,2.8,2.8,0.0,4.6,1.8,7.4
96,Bryce Cotton\cottobr01,PG,23,PHO,3,0,33,2.2,8.7,.250,0.0,3.3,.000,2.2,5.5,.400,0.0,0.0,,0.0,0.0,0.0,3.3,3.3,0.0,5.5,2.2,4.4
96,Bryce Cotton\cottobr01,PG,23,MEM,5,0,6,12.0,12.0,1.000,0.0,0.0,,12.0,12.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
97,DeMarcus Cousins\couside01,C,25,SAC,65,65,2246,9.6,21.3,.451,1.1,3.4,.333,8.5,18.0,.473,7.6,10.6,.718,2.5,9.4,12.0,3.4,1.6,1.5,4.0,3.8,28.0
98,Robert Covington\covinro01,SF,25,PHI,67,49,1903,5.2,13.5,.385,3.2,9.1,.353,2.0,4.4,.452,2.6,3.3,.791,1.2,6.7,7.9,1.8,2.0,0.8,2.7,4.4,16.2
99,Allen Crabbe\crabbal01,SG,23,POR,81,8,2105,5.3,11.6,.459,1.9,4.9,.393,3.4,6.7,.506,1.7,1.9,.867,0.5,3.2,3.7,1.7,1.1,0.3,1.1,3.3,14.2
100,Jamal Crawford\crawfja01,SG,35,LAC,79,5,2126,6.4,15.9,.404,2.0,5.8,.340,4.4,10.1,.440,4.1,4.6,.904,0.3,2.1,2.5,3.1,0.9,0.2,1.9,2.1,19.0
101,Jae Crowder\crowdja01,SF,25,BOS,73,73,2308,5.6,12.7,.443,1.9,5.7,.336,3.7,7.0,.529,3.1,3.7,.820,1.1,4.7,5.8,2.1,2.0,0.5,1.3,3.1,16.2
102,Dante Cunningham\cunnida01,SF,28,NOP,80,46,1971,3.4,7.5,.451,1.0,3.2,.316,2.4,4.3,.550,1.0,1.5,.695,1.0,3.3,4.3,1.4,0.8,0.6,0.7,3.2,8.8
103,Jared Cunningham\cunnija01,SG,24,TOT,44,3,410,3.2,9.2,.343,1.1,3.4,.308,2.1,5.8,.364,3.2,4.8,.655,0.3,3.1,3.3,1.8,1.2,0.2,1.8,3.6,10.5
103,Jared Cunningham\cunnija01,SG,24,CLE,40,3,355,3.2,9.2,.352,1.0,3.2,.313,2.2,6.0,.373,3.0,4.9,.625,0.3,2.6,2.9,1.9,1.2,0.2,1.8,3.8,10.5
103,Jared Cunningham\cunnija01,SG,24,MIL,4,0,55,2.6,9.2,.286,1.3,4.6,.286,1.3,4.6,.286,3.9,4.6,.857,0.0,5.9,5.9,0.7,1.3,0.0,2.0,2.6,10.5
104,Seth Curry\curryse01,PG,25,SAC,44,9,692,5.3,11.7,.455,2.6,5.8,.450,2.7,5.9,.460,2.3,2.8,.833,0.5,2.7,3.1,3.5,1.1,0.2,1.9,2.1,15.6
105,Stephen Curry\curryst01,PG,27,GSW,79,79,2700,10.7,21.3,.504,5.4,11.8,.454,5.4,9.5,.566,4.8,5.3,.908,0.9,4.8,5.7,7.0,2.3,0.2,3.5,2.1,31.7
106,Troy Daniels\danietr01,SG,24,CHO,43,0,476,6.7,14.1,.476,4.5,9.2,.484,2.3,4.9,.462,0.4,0.7,.556,0.5,3.8,4.3,1.6,0.8,0.2,1.8,3.0,18.3
107,Anthony Davis\davisan02,C,22,NOP,61,61,2164,9.3,18.9,.493,0.6,1.8,.324,8.7,17.1,.511,5.4,7.2,.758,2.2,8.3,10.4,1.9,1.3,2.1,2.0,2.5,24.6
108,Ed Davis\davised01,PF,26,POR,81,0,1684,4.4,7.2,.611,0.0,0.0,,4.4,7.2,.611,2.4,4.4,.559,4.8,8.0,12.8,1.9,1.2,1.5,1.4,4.3,11.2
109,Branden Dawson\dawsobr01,PF,22,LAC,6,0,29,2.5,6.2,.400,0.0,0.0,,2.5,6.2,.400,1.2,1.2,1.000,2.5,2.5,5.0,0.0,0.0,1.2,0.0,2.5,6.2
110,Dewayne Dedmon\dedmode01,C,26,ORL,58,20,705,5.1,9.0,.559,0.0,0.0,,5.1,9.0,.559,2.9,3.9,.750,3.4,8.2,11.6,0.7,1.1,2.3,1.6,5.6,13.0
111,Bryce Dejean-Jones\dejeabr01,SG,23,NOP,14,11,279,3.6,8.9,.406,1.5,4.1,.375,2.1,4.8,.432,1.4,2.7,.524,1.0,5.2,6.2,1.9,1.3,0.3,1.4,2.2,10.2
112,Sam Dekker\dekkesa01,SF,21,HOU,3,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0
