Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
26,Omer Asik\asikom01,C,29,NOP,68,64,1178,4.4,8.2,.533,0.0,0.0,,4.4,8.2,.533,2.6,4.7,.545,5.1,12.4,17.4,1.1,0.9,1.0,2.5,5.2,11.3,,106,108
27,D.J. Augustin\augusdj01,PG,28,TOT,62,0,1178,6.3,14.8,.423,2.9,7.1,.405,3.4,7.7,.440,4.4,5.4,.805,0.3,3.7,4.0,8.4,1.6,0.2,3.6,3.6,19.8,,113,111
27,D.J. Augustin\augusdj01,PG,28,OKC,34,0,519,4.4,11.6,.380,2.3,5.8,.393,2.1,5.7,.367,2.5,3.3,.765,0.5,3.6,4.1,6.3,1.2,0.2,2.9,3.9,13.6,,106,110
27,D.J. Augustin\augusdj01,PG,28,DEN,28,0,659,7.8,17.4,.445,3.3,8.1,.411,4.4,9.3,.475,5.9,7.2,.819,0.2,3.7,4.0,10.0,1.9,0.2,4.1,3.3,24.7,,116,111
28,Jeff Ayres\pendeje02,C,28,LAC,17,0,107,5.6,10.8,.522,0.0,0.5,.000,5.6,10.3,.545,2.8,2.8,1.000,1.9,8.4,10.3,2.3,0.0,1.4,2.8,8.4,14.0,,105,106
29,Luke Babbitt\babbilu01,SF,26,NOP,47,13,845,7.2,17.0,.422,2.6,6.4,.404,4.6,10.6,.433,2.3,2.9,.780,1.5,7.2,8.7,3.1,0.6,0.4,1.3,5.3,19.2,,107,112
30,Cameron Bairstow\bairsca01,C,25,CHI,18,2,103,6.3,19.5,.325,0.5,2.4,.200,5.8,17.0,.343,3.4,3.9,.875,1.9,11.7,13.6,2.9,1.0,1.5,1.9,9.2,16.6,,86,104
31,Leandro Barbosa\barbole01,SG,33,GSW,68,0,1079,7.7,16.6,.462,1.7,4.9,.355,5.9,11.6,.508,2.3,2.8,.839,1.3,4.0,5.2,3.7,2.0,0.4,2.4,4.8,19.4,,106,106
32,J.J. Barea\bareajo01,PG,31,DAL,74,16,1667,9.7,21.7,.446,3.1,7.9,.385,6.6,13.8,.481,2.3,2.9,.771,0.8,3.8,4.6,9.2,0.8,0.1,3.5,3.4,24.7,,106,111
33,Andrea Bargnani\bargnan01,C,30,BRK,46,0,634,10.1,22.2,.455,0.2,1.3,.188,9.9,20.9,.471,3.7,4.5,.825,2.2,5.5,7.7,1.4,0.3,0.7,2.1,4.8,24.2,,100,115
34,Harrison Barnes\barneha02,SF,23,GSW,66,59,2042,7.0,15.0,.466,1.9,5.1,.383,5.0,9.9,.508,2.4,3.2,.761,1.8,5.9,7.7,2.8,1.0,0.2,1.3,3.2,18.3,,114,107
35,Matt Barnes\barnema02,SF,35,MEM,76,45,2190,6.2,16.3,.381,2.8,8.7,.322,3.4,7.6,.449,2.6,3.2,.804,2.0,7.9,9.9,3.8,1.8,1.3,2.8,5.5,17.8,,99,107
36,Will Barton\bartowi01,SG,25,DEN,82,1,2353,9.1,20.9,.432,2.4,6.9,.345,6.7,14.0,.476,4.6,5.7,.806,1.3,8.9,10.1,4.3,1.5,0.8,3.0,3.1,25.1,,105,108
37,Brandon Bass\bassbr01,PF,30,LAL,66,0,1342,6.5,11.9,.549,0.0,0.1,.000,6.5,11.8,.552,4.7,5.5,.845,3.9,6.8,10.7,2.8,1.2,2.1,1.6,4.7,17.7,,127,111
38,Nicolas Batum\batumni01,SF,27,CHO,70,70,2448,7.6,17.9,.426,2.8,8.2,.348,4.8,9.7,.492,3.3,3.9,.849,1.1,7.6,8.8,8.3,1.3,0.9,4.2,2.3,21.4,,104,105
39,Jerryd Bayless\bayleje01,SG,27,MIL,52,18,1505,6.3,14.8,.423,3.4,7.8,.437,2.8,7.0,.408,2.4,3.0,.778,0.7,4.1,4.8,5.5,1.6,0.4,2.5,3.8,18.3,,110,112
40,Aron Baynes\baynear01,C,29,DET,81,1,1233,7.9,15.7,.505,0.0,0.1,.000,7.9,15.6,.508,5.2,6.8,.764,5.7,10.0,15.7,2.1,0.9,2.1,2.7,6.2,21.0,,114,104
41,Kent Bazemore\bazemke01,SF,26,ATL,75,68,2083,7.6,17.2,.441,2.6,7.2,.357,5.0,10.0,.502,2.9,3.6,.815,0.7,8.3,9.0,4.1,2.3,0.9,3.3,4.2,20.7,,99,100
42,Bradley Beal\bealbr01,SG,22,WAS,55,35,1708,10.2,22.8,.449,3.0,7.7,.387,7.2,15.1,.481,3.9,5.0,.767,1.2,4.2,5.4,4.6,1.5,0.3,3.2,3.3,27.3,,103,108
43,Michael Beasley\beaslmi01,PF,27,HOU,20,0,363,14.5,27.8,.522,0.4,1.2,.333,14.1,26.5,.531,5.1,6.6,.776,3.9,9.3,13.3,2.2,1.5,1.2,3.3,5.3,34.5,,108,107
44,Marco Belinelli\belinma01,SG,29,SAC,68,7,1672,7.0,18.2,.386,2.6,8.5,.306,4.4,9.7,.456,3.3,4.0,.833,0.3,3.1,3.4,3.6,1.1,0.1,2.3,2.6,20.0,,99,113
45,Anthony Bennett\bennean01,PF,22,TOR,19,0,84,4.9,16.6,.296,1.8,8.6,.214,3.1,8.0,.385,5.5,6.2,.900,3.7,10.5,14.1,0.0,3.1,0.0,2.5,4.9,17.2,,94,102
46,Patrick Beverley\beverpa01,PG,27,HOU,71,63,2041,6.2,14.3,.434,3.0,7.5,.400,3.2,6.8,.472,1.4,2.1,.682,1.8,4.3,6.0,5.8,2.3,0.6,2.2,5.6,16.9,,114,110
47,Bismack Biyombo\biyombi01,C,23,TOR,82,22,1808,4.5,8.2,.542,0.0,0.0,.000,4.5,8.2,.544,4.1,6.5,.628,5.2,13.5,18.7,0.8,0.5,3.8,2.0,6.4,13.0,,118,101
48,Nemanja Bjelica\bjeline01,PF,27,MIN,60,0,1075,5.2,11.0,.468,2.3,5.9,.384,2.9,5.2,.564,1.9,2.6,.727,2.3,7.5,9.8,3.9,1.2,1.0,2.2,7.2,14.4,,114,110
49,Tarik Black\blackta01,C,24,LAL,39,0,496,5.8,10.5,.548,0.0,0.0,,5.8,10.5,.548,1.9,4.6,.422,4.5,11.4,15.9,1.6,1.4,1.8,2.2,7.9,13.5,,105,108
50,DeJuan Blair\blairde01,C,26,WAS,29,0,218,6.3,15.2,.412,0.0,0.2,.000,6.3,15.0,.418,1.1,2.9,.385,4.5,8.3,12.7,2.5,1.8,0.4,3.4,11.9,13.6,,85,105
51,Steve Blake\blakest01,PG,35,DET,58,2,986,4.8,12.3,.388,2.7,7.7,.344,2.1,4.6,.461,0.8,1.0,.800,0.5,4.1,4.6,10.2,1.2,0.3,4.1,3.6,13.0,,101,108
52,Eric Bledsoe\bledser01,PG,26,PHO,31,31,1059,10.3,22.6,.453,2.2,5.9,.372,8.1,16.7,.482,6.3,7.9,.802,0.8,4.9,5.8,8.7,2.9,0.9,5.1,3.5,29.1,,107,107
53,Bojan Bogdanovic\bogdabo02,SF,26,BRK,79,39,2115,7.7,17.8,.433,3.1,8.1,.382,4.6,9.8,.474,2.6,3.1,.833,0.9,5.2,6.1,2.4,0.7,0.1,2.7,2.8,21.1,,102,115
54,Andrew Bogut\bogutan01,C,31,GSW,70,66,1451,5.8,9.3,.627,0.0,0.0,1.000,5.8,9.3,.626,0.8,1.7,.480,4.0,12.4,16.4,5.4,1.1,3.8,2.8,7.4,12.5,,120,99
55,Matt Bonner\bonnema01,C,35,SAS,30,2,206,7.2,14.2,.509,3.7,8.4,.441,3.5,5.7,.609,0.7,1.0,.750,0.7,6.0,6.7,2.2,1.5,0.2,0.7,4.0,18.9,,126,102
56,Devin Booker\bookede01,SG,19,PHO,76,51,2108,8.5,20.0,.423,2.3,6.7,.343,6.2,13.4,.464,5.0,5.9,.840,0.6,3.7,4.3,4.6,1.0,0.5,3.7,5.2,24.2,,102,112
57,Trevor Booker\booketr01,PF,28,UTA,79,2,1632,6.1,12.5,.490,0.4,1.3,.293,5.8,11.2,.513,2.3,3.4,.670,5.4,9.2,14.6,2.7,1.9,1.3,2.6,5.5,15.0,,109,102
58,Chris Bosh\boshch01,PF,31,MIA,53,53,1778,10.3,22.1,.467,2.3,6.4,.365,8.0,15.7,.508,6.1,7.7,.795,1.4,9.9,11.3,3.7,1.0,1.0,2.3,2.9,29.1,,114,104
59,Avery Bradley\bradlav01,SG,25,BOS,76,72,2536,8.8,19.6,.447,2.8,7.8,.361,5.9,11.8,.505,1.8,2.4,.780,0.9,3.3,4.2,3.0,2.2,0.4,2.1,3.2,22.2,,105,106
60,Elton Brand\brandel01,C,36,PHI,17,1,225,6.8,15.7,.431,0.0,0.2,.000,6.8,15.5,.437,1.7,2.0,.889,2.0,11.8,13.7,3.9,2.0,1.7,2.4,7.0,15.2,,93,105
61,Corey Brewer\breweco01,SF,29,HOU,82,12,1669,6.2,16.3,.384,1.8,6.6,.272,4.4,9.7,.460,3.1,4.1,.750,1.2,4.6,5.9,3.2,2.5,0.6,2.3,4.9,17.4,,98,109
62,Aaron Brooks\brookaa01,PG,31,CHI,69,0,1108,8.5,21.2,.401,3.0,8.4,.357,5.5,12.9,.430,2.2,2.9,.766,1.0,3.6,4.6,8.1,1.4,0.5,3.7,6.0,22.2,,99,109
63,Anthony Brown\brownan02,SF,23,LAL,29,11,599,3.3,10.6,.310,1.7,5.9,.286,1.6,4.7,.339,1.4,1.7,.850,0.8,5.1,5.9,1.6,1.2,0.4,1.3,2.9,9.6,,88,114
64,Lorenzo Brown\brownlo01,PG,25,PHO,8,0,61,6.4,20.0,.320,0.8,6.4,.125,5.6,13.6,.412,2.4,3.2,.750,0.0,5.6,5.6,8.8,2.4,0.8,7.2,3.2,16.0,,72,108
65,Markel Brown\brownma02,SG,24,BRK,62,6,982,6.5,16.5,.394,2.0,6.2,.314,4.6,10.3,.443,3.6,4.8,.755,1.2,5.1,6.3,4.7,2.0,0.8,2.8,4.8,18.6,,99,111
66,Kobe Bryant\bryanko01,SF,37,LAL,66,66,1863,10.7,30.0,.358,3.6,12.6,.285,7.1,17.4,.410,6.3,7.6,.826,1.1,5.6,6.7,5.0,1.7,0.4,3.5,3.1,31.3,,95,113
67,Chase Budinger\budinch01,SF,27,TOT,66,2,929,5.5,12.7,.435,1.3,4.6,.279,4.3,8.1,.523,2.1,3.0,.696,2.3,5.7,8.0,3.4,1.7,0.5,2.3,3.3,14.4,,102,106
67,Chase Budinger\budinch01,SF,27,IND,49,2,729,5.5,13.2,.418,1.4,4.7,.290,4.2,8.5,.488,2.3,3.3,.708,2.1,6.1,8.2,3.3,2.0,0.6,2.1,3.1,14.7,,102,104
67,Chase Budinger\budinch01,SF,27,PHO,17,0,200,5.6,11.0,.511,1.0,4.1,.235,4.6,6.8,.679,1.2,1.9,.625,2.9,4.1,7.1,3.7,0.7,0.2,3.2,3.9,13.4,,104,113
68,Reggie Bullock\bullore01,SF,24,DET,37,0,429,5.1,11.5,.439,2.6,6.2,.415,2.5,5.3,.467,1.6,1.8,.933,1.6,6.4,8.0,3.2,1.2,0.2,0.9,3.4,14.4,,125,107
69,Trey Burke\burketr01,PG,23,UTA,64,0,1366,10.1,24.5,.413,3.4,9.9,.344,6.7,14.6,.460,2.6,3.2,.817,0.7,3.6,4.3,5.7,1.4,0.2,3.1,3.3,26.2,,102,108
70,Alec Burks\burksal01,SG,24,UTA,31,3,797,9.1,22.1,.410,2.1,5.2,.405,6.9,16.9,.412,7.0,9.3,.752,1.1,6.2,7.2,4.2,1.2,0.3,3.4,4.7,27.3,,104,107
71,Caron Butler\butleca01,SF,35,SAC,17,1,176,6.8,16.1,.424,0.8,4.9,.167,6.0,11.2,.537,2.7,3.3,.833,1.4,4.6,6.0,2.7,2.5,0.3,0.8,5.2,17.2,,106,109
72,Jimmy Butler\butleji01,SG,26,CHI,67,67,2474,9.5,21.0,.454,1.3,4.2,.312,8.2,16.8,.489,8.0,9.6,.832,1.6,5.7,7.3,6.5,2.2,0.9,2.7,2.5,28.4,,116,106
73,Rasual Butler\butlera01,SF,36,SAS,46,0,432,5.8,12.3,.471,1.8,5.8,.306,4.0,6.5,.618,1.3,1.9,.688,0.4,6.3,6.6,2.8,1.5,2.7,0.9,1.3,14.7,,112,98
74,Bruno Caboclo\cabocbr01,SF,20,TOR,6,1,43,1.2,14.4,.083,1.2,8.4,.143,0.0,6.0,.000,0.0,0.0,,1.2,1.2,2.4,1.2,2.4,1.2,4.8,2.4,3.6,,29,107
75,Jose Calderon\caldejo01,PG,34,NYK,72,72,2024,5.3,11.6,.459,2.1,5.2,.414,3.2,6.4,.496,1.1,1.2,.875,0.6,5.3,5.8,7.6,1.6,0.2,2.2,3.4,13.8,,114,109
76,Kentavious Caldwell-Pope\caldwke01,SG,22,DET,76,76,2789,7.3,17.4,.420,2.1,6.7,.309,5.2,10.7,.489,3.3,4.1,.811,1.3,3.8,5.1,2.5,2.0,0.3,1.9,3.0,20.0,,107,107
77,Isaiah Canaan\canaais01,SG,24,PHI,77,39,1966,6.5,18.0,.360,4.4,12.1,.363,2.1,5.9,.354,3.7,4.5,.833,0.5,3.8,4.3,3.4,1.4,0.3,2.3,3.3,21.1,,102,113
78,Clint Capela\capelca01,C,21,HOU,77,35,1471,7.7,13.3,.582,0.0,0.0,.000,7.7,13.2,.583,2.7,7.1,.379,6.5,10.0,16.5,1.6,2.0,3.1,2.0,6.4,18.1,,114,104
79,DeMarre Carroll\carrode01,SF,29,TOR,26,22,786,6.9,17.8,.389,3.0,7.8,.390,3.9,10.0,.388,2.0,3.3,.600,2.0,6.0,8.0,1.8,2.9,0.4,1.8,4.1,18.8,,100,104
80,Vince Carter\cartevi01,SG,39,MEM,60,3,1005,6.8,17.6,.388,3.0,8.7,.349,3.8,8.9,.425,3.6,4.3,.833,1.6,5.9,7.5,2.9,1.9,0.8,1.8,5.2,20.2,,107,108
81,Michael Carter-Williams\cartemi01,PG,24,MIL,54,37,1649,7.8,17.1,.452,0.5,1.7,.273,7.3,15.4,.472,3.3,5.0,.654,1.5,7.0,8.5,8.7,2.5,1.3,4.7,5.0,19.2,,96,107
82,Omri Casspi\casspom01,SF,27,SAC,69,21,1880,7.6,15.9,.481,2.9,7.0,.409,4.8,8.9,.537,2.6,4.1,.648,1.5,9.0,10.5,2.4,1.4,0.4,2.4,3.9,20.8,,109,108
83,Willie Cauley-Stein\caulewi01,C,22,SAC,66,39,1412,6.5,11.5,.563,0.0,0.1,.000,6.5,11.5,.567,2.8,4.3,.648,4.6,7.4,12.0,1.3,1.6,2.2,1.6,5.0,15.7,,119,107
84,Mario Chalmers\chalmma01,PG,29,TOT,61,7,1373,6.8,16.6,.410,1.7,5.6,.309,5.1,11.1,.461,8.2,9.8,.832,0.9,5.0,5.9,8.6,3.3,0.5,4.1,6.8,23.5,,110,106
84,Mario Chalmers\chalmma01,PG,29,MIA,6,0,120,4.3,13.7,.313,0.4,4.7,.091,3.8,9.0,.429,5.1,5.6,.923,0.4,5.6,6.0,8.1,3.4,0.4,3.8,6.8,14.1,,91,102
84,Mario Chalmers\chalmma01,PG,29,MEM,55,7,1253,7.1,16.9,.417,1.8,5.7,.326,5.2,11.3,.464,8.5,10.2,.827,0.9,4.9,5.9,8.7,3.3,0.5,4.1,6.8,24.4,,111,106
85,Tyson Chandler\chandty01,C,33,PHO,66,60,1618,5.5,9.5,.583,0.0,0.0,.000,5.5,9.4,.585,3.2,5.1,.620,5.3,12.1,17.3,1.9,1.1,1.3,2.8,4.4,14.2,,114,107
86,Rakeem Christmas\chrisra01,PF,24,IND,1,0,6,16.6,16.6,1.000,0.0,0.0,,16.6,16.6,1.000,0.0,0.0,,8.3,0.0,8.3,0.0,0.0,0.0,0.0,8.3,33.1,,204,112
87,Ian Clark\clarkia01,SG,24,GSW,66,1,578,7.4,16.9,.441,2.5,7.0,.357,4.9,9.9,.500,2.3,2.8,.824,1.1,4.6,5.7,5.4,1.4,1.1,3.6,4.8,19.7,,102,106
88,Coty Clarke\clarkco01,SF,23,BOS,3,0,6,16.2,32.5,.500,16.2,16.2,1.000,0.0,16.2,.000,0.0,0.0,,0.0,8.1,8.1,0.0,0.0,0.0,8.1,0.0,48.7,,96,108
89,Jordan Clarkson\clarkjo01,SG,23,LAL,79,79,2552,9.3,21.6,.433,2.2,6.3,.347,7.2,15.3,.468,3.2,4.0,.804,1.8,4.3,6.2,3.8,1.7,0.1,2.7,3.3,24.1,,103,114
90,Norris Cole\coleno01,PG,27,NOP,45,23,1198,8.1,20.0,.405,1.4,4.2,.324,6.7,15.8,.427,2.2,2.7,.800,0.4,5.8,6.3,6.9,1.5,0.2,3.1,4.2,19.7,,94,111
91,Darren Collison\collida01,PG,28,SAC,74,15,2219,8.2,16.8,.486,1.9,4.7,.401,6.3,12.1,.519,4.2,4.9,.858,0.6,3.1,3.7,6.9,1.6,0.1,2.8,3.1,22.4,,115,112
92,Nick Collison\collini01,PF,35,OKC,59,4,699,3.6,7.7,.459,0.0,0.1,.000,3.6,7.6,.467,1.6,2.3,.697,4.8,7.3,12.1,3.7,1.1,1.1,3.6,7.6,8.7,,99,107
93,Mike Conley\conlemi01,PG,28,MEM,56,56,1761,8.6,20.3,.422,2.3,6.3,.363,6.3,14.1,.449,5.6,6.7,.834,0.8,4.0,4.8,10.0,2.0,0.5,2.5,2.9,25.0,,115,110
94,Pat Connaughton\connapa01,SG,23,POR,34,0,143,4.5,17.1,.265,1.7,7.3,.238,2.8,9.8,.286,1.7,1.7,1.000,3.8,7.3,11.2,3.5,0.7,0.0,3.5,2.1,12.6,,80,111
95,Chris Copeland\copelch01,PF,31,MIL,24,1,156,5.6,16.7,.333,3.3,11.8,.278,2.3,4.9,.467,2.0,2.3,.857,0.3,2.9,3.3,3.6,0.7,0.0,2.0,5.6,16.3,,94,115
96,Bryce Cotton\cottobr01,PG,23,TOT,8,0,39,5.0,12.6,.400,0.0,3.8,.000,5.0,8.8,.571,0.0,0.0,,0.0,0.0,0.0,3.8,3.8,0.0,6.3,2.5,10.1,,54,109
96,Bryce Cotton\cottobr01,PG,23,PHO,3,0,33,3.0,11.8,.250,0.0,4.4,.000,3.0,7.4,.400,0.0,0.0,,0.0,0.0,0.0,4.4,4.4,0.0,7.4,3.0,5.9,,43,108
96,Bryce Cotton\cottobr01,PG,23,MEM,5,0,6,17.2,17.2,1.000,0.0,0.0,,17.2,17.2,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,,200,118
97,DeMarcus Cousins\couside01,C,25,SAC,65,65,2246,12.9,28.5,.451,1.5,4.5,.333,11.4,24.0,.473,10.2,14.2,.718,3.4,12.6,16.0,4.6,2.2,2.0,5.3,5.0,37.4,,103,103
98,Robert Covington\covinro01,SF,25,PHI,67,49,1903,7.1,18.3,.385,4.4,12.4,.353,2.7,5.9,.452,3.6,4.6,.791,1.7,9.1,10.8,2.5,2.7,1.0,3.7,6.0,22.1,,97,106
99,Allen Crabbe\crabbal01,SG,23,POR,81,8,2105,7.4,16.1,.459,2.7,6.8,.393,4.7,9.3,.506,2.3,2.7,.867,0.6,4.5,5.1,2.4,1.5,0.4,1.5,4.6,19.8,,114,110
100,Jamal Crawford\crawfja01,SG,35,LAC,79,5,2126,8.9,22.1,.404,2.8,8.1,.340,6.2,14.0,.440,5.8,6.4,.904,0.5,2.9,3.4,4.3,1.2,0.3,2.7,2.9,26.4,,104,109
101,Jae Crowder\crowdja01,SF,25,BOS,73,73,2308,7.6,17.2,.443,2.6,7.7,.336,5.0,9.5,.529,4.1,5.0,.820,1.5,6.4,7.9,2.9,2.7,0.7,1.8,4.2,21.9,,113,102
102,Dante Cunningham\cunnida01,SF,28,NOP,80,46,1971,4.7,10.4,.451,1.4,4.4,.316,3.3,6.0,.550,1.4,2.1,.695,1.4,4.5,5.9,1.9,1.1,0.8,1.0,4.4,12.2,,109,112
103,Jared Cunningham\cunnija01,SG,24,TOT,44,3,410,4.5,13.2,.343,1.5,4.9,.308,3.0,8.3,.364,4.5,6.9,.655,0.4,4.4,4.8,2.5,1.8,0.3,2.6,5.1,15.0,,91,107
103,Jared Cunningham\cunnija01,SG,24,CLE,40,3,355,4.6,13.2,.352,1.4,4.6,.313,3.2,8.6,.373,4.3,7.0,.625,0.4,3.8,4.2,2.8,1.7,0.3,2.6,5.4,15.1,,91,106
103,Jared Cunningham\cunnija01,SG,24,MIL,4,0,55,3.7,13.0,.286,1.9,6.5,.286,1.9,6.5,.286,5.6,6.5,.857,0.0,8.3,8.3,0.9,1.9,0.0,2.8,3.7,14.8,,87,109
104,Seth Curry\curryse01,PG,25,SAC,44,9,692,7.1,15.5,.455,3.5,7.7,.450,3.6,7.8,.460,3.1,3.7,.833,0.6,3.5,4.2,4.6,1.5,0.2,2.5,2.8,20.7,,114,112
105,Stephen Curry\curryst01,PG,27,GSW,79,79,2700,14.4,28.6,.504,7.2,15.9,.454,7.2,12.7,.566,6.5,7.2,.908,1.2,6.5,7.7,9.4,3.0,0.3,4.7,2.9,42.5,,125,103
106,Troy Daniels\danietr01,SG,24,CHO,43,0,476,9.4,19.7,.476,6.2,12.9,.484,3.2,6.9,.462,0.5,0.9,.556,0.7,5.3,6.0,2.2,1.2,0.3,2.5,4.2,25.5,,110,107
